Date,Consumption [kW],ECB 2301 150A [kW],ECB 2201 150A [kW],EBC 2401 150A [kW]
2025-07-29 17:55:00,0,"12,202","11,092","10,172"
2025-07-29 17:50:00,0,"11,916","10,748","10,409"
2025-07-29 17:45:00,0,"11,908","10,65","10,201"
2025-07-29 17:40:00,0,"11,69","10,652","10,476"
2025-07-29 17:35:00,0,"11,97","10,836","10,22"
2025-07-29 17:30:00,0,"11,833","10,686","10,573"
2025-07-29 17:25:00,0,"12,294","11,569","10,462"
2025-07-29 17:20:00,0,"12,091","11,323","10,493"
2025-07-29 17:15:00,0,"12,295","10,637","10,531"
2025-07-29 17:10:00,0,"11,599","10,744","10,847"
2025-07-29 17:05:00,0,"11,414","10,63","10,246"
2025-07-29 17:00:00,0,"11,657","10,554","10,34"
2025-07-29 16:55:00,0,"11,587","10,445","10,369"
2025-07-29 16:50:00,0,"12,085","10,793","10,59"
2025-07-29 16:45:00,0,"11,604","10,397","10,522"
2025-07-29 16:40:00,0,"11,628","10,379","10,745"
2025-07-29 16:35:00,0,"12,745","10,542","10,668"
2025-07-29 16:30:00,0,"12,539","10,848","10,686"
2025-07-29 16:25:00,0,"12,305","11,412","11,125"
2025-07-29 16:20:00,0,"11,699","10,56","10,993"
2025-07-29 16:15:00,0,"12,244","10,424","11,054"
2025-07-29 16:10:00,0,"12,556","10,854","11,136"
2025-07-29 16:05:00,0,"11,894","10,859","12,104"
2025-07-29 16:00:00,0,"12,485","10,457","11,066"
2025-07-29 15:55:00,0,"12,564","10,517","10,952"
2025-07-29 15:50:00,0,"14,488","10,714","10,8"
2025-07-29 15:45:00,0,"14,635","10,694","10,877"
2025-07-29 15:40:00,0,"14,672","10,975","10,771"
2025-07-29 15:35:00,0,"15,036","11,052","11,063"
2025-07-29 15:30:00,0,"14,639","11,232","10,694"
2025-07-29 15:25:00,0,"13,136","11,899","10,961"
2025-07-29 15:20:00,0,"11,749","10,926","11,009"
2025-07-29 15:15:00,0,"11,879","10,711","11,353"
2025-07-29 15:10:00,0,"11,596","10,78","11,524"
2025-07-29 15:05:00,0,"11,896","11,05","10,847"
2025-07-29 15:00:00,0,"12,066","10,838","10,804"
2025-07-29 14:55:00,0,"12,15","10,783","10,865"
2025-07-29 14:50:00,0,"11,908","10,616","10,824"
2025-07-29 14:45:00,0,"11,48","10,651","11,803"
2025-07-29 14:40:00,0,"11,954","11,488","11,324"
2025-07-29 14:35:00,0,"11,87","11,09","11,519"
2025-07-29 14:30:00,0,"12,568","11,768","11,173"
2025-07-29 14:25:00,0,"11,336","11,13","10,7"
2025-07-29 14:20:00,0,"11,285","11,078","10,72"
2025-07-29 14:15:00,0,"11,663","10,861","10,567"
2025-07-29 14:10:00,0,"11,774","10,904","10,242"
2025-07-29 14:05:00,0,"11,675","11,153","10,584"
2025-07-29 14:00:00,0,"11,824","11,598","10,628"
2025-07-29 13:55:00,0,"11,35","10,972","10,741"
2025-07-29 13:50:00,0,"11,24","11,029","10,361"
2025-07-29 13:45:00,0,"11,29","11,06","10,495"
2025-07-29 13:40:00,0,"11,16","11,344","10,466"
2025-07-29 13:35:00,0,"11,192","11,238","10,469"
2025-07-29 13:30:00,0,"12,313","12,077","10,27"
2025-07-29 13:25:00,0,"11,711","11,204","10,73"
2025-07-29 13:20:00,0,"11,927","11,94","10,342"
2025-07-29 13:15:00,0,"12,275","11,405","10,531"
2025-07-29 13:10:00,0,"12,214","10,8","10,087"
2025-07-29 13:05:00,0,"11,564","10,518","10,567"
2025-07-29 13:00:00,0,"11,371","10,861","10,415"
2025-07-29 12:55:00,0,"10,937","10,813","10,294"
2025-07-29 12:50:00,0,"11,688","10,654","10,128"
2025-07-29 12:45:00,0,"11,683","10,513","9,962"
2025-07-29 12:40:00,0,"11,591","11,681","9,986"
2025-07-29 12:35:00,0,"11,627","12,194","10,367"
2025-07-29 12:30:00,0,"12,298","11,856","11,01"
2025-07-29 12:25:00,0,"12,391","10,836","10,062"
2025-07-29 12:20:00,0,"13,021","10,926","10,29"
2025-07-29 12:15:00,0,"11,412","10,981","10,484"
2025-07-29 12:10:00,0,"11,713","11,372","10,554"
2025-07-29 12:05:00,0,"14,281","11,015","10,526"
2025-07-29 12:00:00,0,"15,642","10,874","10,566"
2025-07-29 11:55:00,0,"14,974","10,867","10,324"
2025-07-29 11:50:00,0,"14,406","10,774","11,514"
2025-07-29 11:45:00,0,"14,62","10,84","10,934"
2025-07-29 11:40:00,0,"15,486","11,779","10,52"
2025-07-29 11:35:00,0,"14,676","13,679","10,61"
2025-07-29 11:30:00,0,"14,686","11,308","10,705"
2025-07-29 11:25:00,0,"13,804","10,686","10,696"
2025-07-29 11:20:00,0,"13,331","10,978","10,462"
2025-07-29 11:15:00,0,"13,397","10,781","10,369"
2025-07-29 11:10:00,0,"13,421","11,369","10,111"
2025-07-29 11:05:00,0,"14,266","11,646","10,535"
2025-07-29 11:00:00,0,"14,785","10,542","10,6"
2025-07-29 10:55:00,0,"13,669","10,522","10,352"
2025-07-29 10:50:00,0,"13,62","10,487","10,368"
2025-07-29 10:45:00,0,"13,225","10,435","10,524"
2025-07-29 10:40:00,0,"13,156","11,099","10,777"
2025-07-29 10:35:00,0,"13,932","10,891","11,335"
2025-07-29 10:30:00,0,"13,409","10,649","10,975"
2025-07-29 10:25:00,0,"12,534","10,591","10,23"
2025-07-29 10:20:00,0,"10,981","10,945","10,35"
2025-07-29 10:15:00,0,"11,456","10,528","10,158"
2025-07-29 10:10:00,0,"12,017","10,932","10,226"
2025-07-29 10:05:00,0,"11,986","10,794","10,025"
2025-07-29 10:00:00,0,"11,592","10,59","10,327"
2025-07-29 09:55:00,0,"11,348","10,578","10,183"
2025-07-29 09:50:00,0,"11,47","10,583","10,061"
2025-07-29 09:45:00,0,"11,903","11,004","10,375"
2025-07-29 09:40:00,0,"11,923","11,606","9,818"
2025-07-29 09:35:00,0,"11,477","10,633","9,664"
2025-07-29 09:30:00,0,"11,394","11,306","9,611"
2025-07-29 09:25:00,0,"11,393","10,547","10,1"
2025-07-29 09:20:00,0,"11,408","10,657","9,973"
2025-07-29 09:15:00,0,"11,622","10,464","10,114"
2025-07-29 09:10:00,0,"11,056","10,67","10,082"
2025-07-29 09:05:00,0,"11,263","10,502","10,734"
2025-07-29 09:00:00,0,"11,099","10,376","9,991"
2025-07-29 08:55:00,0,"11,494","10,686","9,736"
2025-07-29 08:50:00,0,"11,262","10,644","9,523"
2025-07-29 08:45:00,0,"11,124","10,385","9,922"
2025-07-29 08:40:00,0,"11,029","11,518","9,54"
2025-07-29 08:35:00,0,"11,588","10,916","9,563"
2025-07-29 08:30:00,0,"11,874","11,124","9,816"
2025-07-29 08:25:00,0,"11,6","10,62","9,764"
2025-07-29 08:20:00,0,"11,898","10,357","9,494"
2025-07-29 08:15:00,0,"11,042","11,047","9,888"
2025-07-29 08:10:00,0,"10,932","10,667","9,696"
2025-07-29 08:05:00,0,"11,422","10,87","9,485"
2025-07-29 08:00:00,0,"11,095","10,946","9,866"
2025-07-29 07:55:00,0,"11,564","10,883","9,403"
2025-07-29 07:50:00,0,"11,477","11,032","9,593"
2025-07-29 07:45:00,0,"11,443","11,296","9,608"
2025-07-29 07:40:00,0,"11,834","11,255","9,412"
2025-07-29 07:35:00,0,"12,169","10,915","9,338"
2025-07-29 07:30:00,0,"11,37","10,553","9,503"
2025-07-29 07:25:00,0,"14,033","10,34","9,557"
2025-07-29 07:20:00,0,"14,228","10,78","9,402"
2025-07-29 07:15:00,0,"13,564","10,592","9,257"
2025-07-29 07:10:00,0,"13,946","10,871","9,223"
2025-07-29 07:05:00,0,"14,855","11,033","9,706"
2025-07-29 07:00:00,0,"13,771","10,598","9,354"
2025-07-29 06:55:00,0,"13,249","10,804","9,482"
2025-07-29 06:50:00,0,"12,442","10,438","9,302"
2025-07-29 06:45:00,0,"12,222","11,951","9,82"
2025-07-29 06:40:00,0,"12,623","10,745","9,44"
2025-07-29 06:35:00,0,"13,739","10,889","9,074"
2025-07-29 06:30:00,0,"14,449","10,315","9,32"
2025-07-29 06:25:00,0,"14,034","10,824","9,04"
2025-07-29 06:20:00,0,"13,72","10,745","9,18"
2025-07-29 06:15:00,0,"14,316","10,615","8,86"
2025-07-29 06:10:00,0,"11,83","11,28","8,587"
2025-07-29 06:05:00,0,"12,221","10,951","8,539"
2025-07-29 06:00:00,0,"11,779","11,137","8,651"
2025-07-29 05:55:00,0,"11,585","11,184","8,702"
2025-07-29 05:50:00,0,"11,154","12,079","8,72"
2025-07-29 05:45:00,0,"11,252","11,473","8,767"
2025-07-29 05:40:00,0,"10,806","10,246","8,78"
2025-07-29 05:35:00,0,"10,376","10,339","8,872"
2025-07-29 05:30:00,0,"9,508","11,012","9,136"
2025-07-29 05:25:00,0,"9,46","10,24","8,795"
2025-07-29 05:20:00,0,"10,019","10,182","8,588"
2025-07-29 05:15:00,0,"9,896","10,445","8,9"
2025-07-29 05:10:00,0,"9,842","10,693","8,96"
2025-07-29 05:05:00,0,"10,036","11,198","8,76"
2025-07-29 05:00:00,0,"11,186","10,732","8,809"
2025-07-29 04:55:00,0,"12,28","10,433","8,872"
2025-07-29 04:50:00,0,"12,072","11,31","9,037"
2025-07-29 04:45:00,0,"12,116","10,154","8,846"
2025-07-29 04:40:00,0,"11,9","10,07","8,947"
2025-07-29 04:35:00,0,"11,938","10,087","8,935"
2025-07-29 04:30:00,0,"10,552","10,307","8,675"
2025-07-29 04:25:00,0,"9,725","10,332","8,731"
2025-07-29 04:20:00,0,"9,019","10,043","8,77"
2025-07-29 04:15:00,0,"9,472","10,535","8,927"
2025-07-29 04:10:00,0,"9,998","10,043","8,962"
2025-07-29 04:05:00,0,"10,004","10,354","8,668"
2025-07-29 04:00:00,0,"9,559","10,052","8,69"
2025-07-29 03:55:00,0,"9,31","10,39","8,645"
2025-07-29 03:50:00,0,"9,221","10,856","8,881"
2025-07-29 03:45:00,0,"9,56","10,338","8,814"
2025-07-29 03:40:00,0,"9,142","10,114","8,939"
2025-07-29 03:35:00,0,"9,396","9,884","8,946"
2025-07-29 03:30:00,0,"9,277","10,07","8,756"
2025-07-29 03:25:00,0,"9,37","10,066","8,742"
2025-07-29 03:20:00,0,"9,254","10,135","8,922"
2025-07-29 03:15:00,0,"9,464","10,39","8,765"
2025-07-29 03:10:00,0,"9,637","9,95","8,707"
2025-07-29 03:05:00,0,"10,576","10,096","8,692"
2025-07-29 03:00:00,0,"10,202","10,258","9,071"
2025-07-29 02:55:00,0,"10,36","11,496","8,834"
2025-07-29 02:50:00,0,"10,18","9,929","8,707"
2025-07-29 02:45:00,0,"10,518","10,024","8,79"
2025-07-29 02:40:00,0,"10,589","10,157","8,825"
2025-07-29 02:35:00,0,"10,344","10,098","8,832"
2025-07-29 02:30:00,0,"10,774","10,273","9,223"
2025-07-29 02:25:00,0,"10,318","10,033","9,336"
2025-07-29 02:20:00,0,"10,235","10,134","8,947"
2025-07-29 02:15:00,0,"11,053","10,118","8,948"
2025-07-29 02:10:00,0,"10,92","9,738","9,152"
2025-07-29 02:05:00,0,"10,87","10,02","9,049"
2025-07-29 02:00:00,0,"10,369","10,205","8,98"
2025-07-29 01:55:00,0,"10,211","10,441","9,016"
2025-07-29 01:50:00,0,"10,34","10,128","9,282"
2025-07-29 01:45:00,0,"10,438","10,073","9,114"
2025-07-29 01:40:00,0,"10,57","10,267","8,856"
2025-07-29 01:35:00,0,"10,255","10,319","8,935"
2025-07-29 01:30:00,0,"10,054","9,89","8,928"
2025-07-29 01:25:00,0,"9,953","9,95","9,323"
2025-07-29 01:20:00,0,"10,298","10,439","9,04"
2025-07-29 01:15:00,0,"10,339","9,722","9,128"
2025-07-29 01:10:00,0,"10,55","9,665","9,385"
2025-07-29 01:05:00,0,"10,121","9,733","9,408"
2025-07-29 01:00:00,0,"10,673","10,849","9,265"
2025-07-29 00:55:00,0,"10,47","9,93","9,376"
2025-07-29 00:50:00,0,"10,289","10,082","9,514"
2025-07-29 00:45:00,0,"10,422","9,877","9,316"
2025-07-29 00:40:00,0,"10,43","9,713","9,419"
2025-07-29 00:35:00,0,"10,057","9,953","9,678"
2025-07-29 00:30:00,0,"10,139","9,866","9,39"
2025-07-29 00:25:00,0,"10,218","9,904","9,376"
2025-07-29 00:20:00,0,"11,168","10,055","9,563"
2025-07-29 00:15:00,0,"11,116","10,464","9,268"
2025-07-29 00:10:00,0,"11,056","9,956","9,299"
2025-07-29 00:05:00,0,"10,277","10,998","9,271"
2025-07-29 00:00:00,0,"10,428","10,252","9,508"
2025-07-28 23:55:00,0,"10,658","9,858","9,59"
2025-07-28 23:50:00,0,"10,286","10,289","9,299"
2025-07-28 23:45:00,0,"10,333","9,847","9,898"
2025-07-28 23:40:00,0,"10,25","9,958","9,571"
2025-07-28 23:35:00,0,"10,127","9,878","9,784"
2025-07-28 23:30:00,0,"10,61","9,815","9,239"
2025-07-28 23:25:00,0,"10,446","10,3","9,12"
2025-07-28 23:20:00,0,"10,823","10,313","8,975"
2025-07-28 23:15:00,0,"10,068","9,728","9,251"
2025-07-28 23:10:00,0,"10,002","9,943","9,059"
2025-07-28 23:05:00,0,"10,385","10,85","9,192"
2025-07-28 23:00:00,0,"10,117","9,954","9,774"
2025-07-28 22:55:00,0,"10,316","9,842","9,21"
2025-07-28 22:50:00,0,"9,973","10,249","9,072"
2025-07-28 22:45:00,0,"10,086","10,044","9,443"
2025-07-28 22:40:00,0,"10,381","9,943","9,023"
2025-07-28 22:35:00,0,"10,362","10,189","9,157"
2025-07-28 22:30:00,0,"10,907","10,118","9,007"
2025-07-28 22:25:00,0,"11,044","9,775","9,079"
2025-07-28 22:20:00,0,"11,005","10,018","9,481"
2025-07-28 22:15:00,0,"10,733","10,583","9,14"
2025-07-28 22:10:00,0,"10,525","11,292","9,216"
2025-07-28 22:05:00,0,"10,577","9,924","9,164"
2025-07-28 22:00:00,0,"10,828","9,878","9,132"
2025-07-28 21:55:00,0,"10,502","9,918","9,116"
2025-07-28 21:50:00,0,"10,604","10,003","8,88"
2025-07-28 21:45:00,0,"10,25","9,761","8,842"
2025-07-28 21:40:00,0,"10,538","9,571","9,04"
2025-07-28 21:35:00,0,"10,765","9,575","9,524"
2025-07-28 21:30:00,0,"11,126","9,562","9,448"
2025-07-28 21:25:00,0,"11,086","9,976","9,163"
2025-07-28 21:20:00,0,"11,515","9,754","9,312"
2025-07-28 21:15:00,0,"10,397","10,516","9,203"
2025-07-28 21:10:00,0,"11,058","10,931","9,466"
2025-07-28 21:05:00,0,"11,052","10,04","9,337"
2025-07-28 21:00:00,0,"10,61","10,355","10,121"
2025-07-28 20:55:00,0,"10,435","10,148","9,432"
2025-07-28 20:50:00,0,"10,531","10,102","9,912"
2025-07-28 20:45:00,0,"10,63","10,022","9,853"
2025-07-28 20:40:00,0,"10,152","9,948","9,923"
2025-07-28 20:35:00,0,"10,573","10,286","9,781"
2025-07-28 20:30:00,0,"10,855","10,391","9,87"
2025-07-28 20:25:00,0,"10,943","10,59","9,941"
2025-07-28 20:20:00,0,"10,55","9,859","10,448"
2025-07-28 20:15:00,0,"11,446","11,171","10,219"
2025-07-28 20:10:00,0,"11,261","10,685","9,902"
2025-07-28 20:05:00,0,"10,57","9,722","9,782"
2025-07-28 20:00:00,0,"10,51","9,581","9,97"
2025-07-28 19:55:00,0,"10,714","9,962","9,823"
2025-07-28 19:50:00,0,"10,649","10,171","9,842"
2025-07-28 19:45:00,0,"10,91","10,308","9,905"
2025-07-28 19:40:00,0,"10,844","10,088","10,199"
2025-07-28 19:35:00,0,"11,797","10,132","10,357"
2025-07-28 19:30:00,0,"11,372","9,8","9,937"
2025-07-28 19:25:00,0,"11,016","9,919","10,003"
2025-07-28 19:20:00,0,"10,898","10,679","10,19"
2025-07-28 19:15:00,0,"10,998","10,409","10,348"
2025-07-28 19:10:00,0,"11,634","10,093","10,097"
2025-07-28 19:05:00,0,"11,072","10,319","10,236"
2025-07-28 19:00:00,0,"10,783","10,792","10,271"
2025-07-28 18:55:00,0,"10,561","9,884","10,367"
2025-07-28 18:50:00,0,"10,897","9,93","10,169"
2025-07-28 18:45:00,0,"11,179","10,268","10,548"
2025-07-28 18:40:00,0,"11,371","10,025","10,288"
2025-07-28 18:35:00,0,"11,977","10,058","10,166"
2025-07-28 18:30:00,0,"10,513","10,283","10,386"
2025-07-28 18:25:00,0,"11,699","10,277","10,456"
2025-07-28 18:20:00,0,"11,742","10,993","10,47"
2025-07-28 18:15:00,0,"11,032","10,004","10,644"
2025-07-28 18:10:00,0,"10,654","9,968","10,418"
2025-07-28 18:05:00,0,"10,912","9,828","10,69"
2025-07-28 18:00:00,0,"10,507","9,808","10,974"
2025-07-28 17:55:00,0,"10,716","10,042","11,005"
2025-07-28 17:50:00,0,"10,904","10,33","11,456"
2025-07-28 17:45:00,0,"11,303","9,967","10,955"
2025-07-28 17:40:00,0,"11,086","10,135","10,891"
2025-07-28 17:35:00,0,"10,788","9,838","11,221"
2025-07-28 17:30:00,0,"11,045","10,008","10,909"
2025-07-28 17:25:00,0,"10,394","10,416","10,94"
2025-07-28 17:20:00,0,"11,189","11,406","11,231"
2025-07-28 17:15:00,0,"10,8","10,2","11,064"
2025-07-28 17:10:00,0,"10,759","10,193","10,685"
2025-07-28 17:05:00,0,"10,422","10,465","10,826"
2025-07-28 17:00:00,0,"11,176","10,399","10,908"
2025-07-28 16:55:00,0,"11,239","10,201","10,908"
2025-07-28 16:50:00,0,"11,09","10,13","10,879"
2025-07-28 16:45:00,0,"10,769","10,206","11,407"
2025-07-28 16:40:00,0,"10,936","10,037","10,999"
2025-07-28 16:35:00,0,"10,892","10,433","11,45"
2025-07-28 16:30:00,0,"10,648","10,168","11,106"
2025-07-28 16:25:00,0,"10,668","11,758","11,182"
2025-07-28 16:20:00,0,"10,482","10,319","11,308"
2025-07-28 16:15:00,0,"11,014","9,905","11,371"
2025-07-28 16:10:00,0,"10,768","9,928","11,116"
2025-07-28 16:05:00,0,"11,438",10,"11,278"
2025-07-28 16:00:00,0,"11,51","10,027","11,078"
2025-07-28 15:55:00,0,"11,652","10,08","11,242"
2025-07-28 15:50:00,0,"10,762","9,944","11,03"
2025-07-28 15:45:00,0,"10,782","10,352","11,19"
2025-07-28 15:40:00,0,"10,81","10,184","11,222"
2025-07-28 15:35:00,0,"10,912","10,286","11,639"
2025-07-28 15:30:00,0,"10,746","10,594","11,168"
2025-07-28 15:25:00,0,"10,832","10,562","11,246"
2025-07-28 15:20:00,0,"10,963","9,931","11,338"
2025-07-28 15:15:00,0,"11,509","9,944","11,37"
2025-07-28 15:10:00,0,"11,143","9,941","11,479"
2025-07-28 15:05:00,0,"11,539","10,292","11,3"
2025-07-28 15:00:00,0,"11,303","10,007","11,321"
2025-07-28 14:55:00,0,"10,865","10,478","11,903"
2025-07-28 14:50:00,0,"11,473","10,242","11,303"
2025-07-28 14:45:00,0,"11,587","10,008","11,423"
2025-07-28 14:40:00,0,"11,504","9,995","10,966"
2025-07-28 14:35:00,0,"10,673","10,424","11,245"
2025-07-28 14:30:00,0,"11,31","11,09","11,142"
2025-07-28 14:25:00,0,"11,376","10,554","11,378"
2025-07-28 14:20:00,0,"12,112","10,134","11,6"
2025-07-28 14:15:00,0,"10,89","10,434","11,136"
2025-07-28 14:10:00,0,"10,576","10,387","11,017"
2025-07-28 14:05:00,0,"11,124","10,004","11,071"
2025-07-28 14:00:00,0,"11,065","10,046","11,11"
2025-07-28 13:55:00,0,"11,539","9,865","11,09"
2025-07-28 13:50:00,0,"11,416","9,988","10,92"
2025-07-28 13:45:00,0,"11,006","9,883","11,138"
2025-07-28 13:40:00,0,"11,489","9,899","10,85"
2025-07-28 13:35:00,0,"11,644","11,202","11,056"
2025-07-28 13:30:00,0,"11,448","10,181","10,94"
2025-07-28 13:25:00,0,"11,029","10,596","10,96"
2025-07-28 13:20:00,0,"11,452","9,888","11,268"
2025-07-28 13:15:00,0,"11,75","10,174","11,089"
2025-07-28 13:10:00,0,"11,975","10,504","11,244"
2025-07-28 13:05:00,0,"11,83","10,324","11,166"
2025-07-28 13:00:00,0,"11,124","10,374","10,901"
2025-07-28 12:55:00,0,"11,497","10,284","10,56"
2025-07-28 12:50:00,0,"11,987","11,251","10,558"
2025-07-28 12:45:00,0,"13,063","10,302","11,113"
2025-07-28 12:40:00,0,"11,32","11,258","10,855"
2025-07-28 12:35:00,0,"10,874","11,372","10,669"
2025-07-28 12:30:00,0,"10,716","10,154","10,445"
2025-07-28 12:25:00,0,"11,387","10,748","10,554"
2025-07-28 12:20:00,0,"12,065","10,564","10,247"
2025-07-28 12:15:00,0,"13,688","10,147","10,571"
2025-07-28 12:10:00,0,"13,171","9,749","10,358"
2025-07-28 12:05:00,0,"13,357","9,863","10,298"
2025-07-28 12:00:00,0,"14,027","10,501","10,368"
2025-07-28 11:55:00,0,"13,861","10,952","10,652"
2025-07-28 11:50:00,0,"16,055","10,032","10,423"
2025-07-28 11:45:00,0,"16,224","9,802","10,264"
2025-07-28 11:40:00,0,"14,756","9,88","10,842"
2025-07-28 11:35:00,0,"14,293","11,671","10,664"
2025-07-28 11:30:00,0,"13,949","10,084","10,393"
2025-07-28 11:25:00,0,"15,174","9,868","10,537"
2025-07-28 11:20:00,0,"12,864","10,234","10,433"
2025-07-28 11:15:00,0,"12,466","10,163","10,398"
2025-07-28 11:10:00,0,"12,486","9,832","10,339"
2025-07-28 11:05:00,0,"12,071","10,079","10,753"
2025-07-28 11:00:00,0,"10,951","10,518","10,45"
2025-07-28 10:55:00,0,"11,447","10,196","10,297"
2025-07-28 10:50:00,0,"11,015","10,151","10,15"
2025-07-28 10:45:00,0,"11,312","9,931","10,069"
2025-07-28 10:40:00,0,"11,245","10,591","10,056"
2025-07-28 10:35:00,0,"11,246","11,59","10,31"
2025-07-28 10:30:00,0,"11,362","10,066","10,026"
2025-07-28 10:25:00,0,"11,501","10,446","9,938"
2025-07-28 10:20:00,0,"11,276","9,882","10,081"
2025-07-28 10:15:00,0,"11,081","9,69","10,141"
2025-07-28 10:10:00,0,"10,985","10,078","10,109"
2025-07-28 10:05:00,0,"11,506","10,343","9,919"
2025-07-28 10:00:00,0,"11,639","10,283","10,03"
2025-07-28 09:55:00,0,"11,713","10,411","10,288"
2025-07-28 09:50:00,0,"11,556","10,843","10,204"
2025-07-28 09:45:00,0,"11,459","10,322","9,875"
2025-07-28 09:40:00,0,"11,263","10,105","9,884"
2025-07-28 09:35:00,0,"10,889","11,322","10,135"
2025-07-28 09:30:00,0,"11,135","10,505","10,098"
2025-07-28 09:25:00,0,"11,052","10,66","10,11"
2025-07-28 09:20:00,0,"11,148","10,286","10,259"
2025-07-28 09:15:00,0,"10,507","10,34","10,351"
2025-07-28 09:10:00,0,"10,646","10,262","10,147"
2025-07-28 09:05:00,0,"11,78","10,847","10,217"
2025-07-28 09:00:00,0,"11,83","11,095","10,079"
2025-07-28 08:55:00,0,"11,033","10,678","10,639"
2025-07-28 08:50:00,0,"10,405","9,949","11,257"
2025-07-28 08:45:00,0,"10,664","9,907","10,27"
2025-07-28 08:40:00,0,"10,686","9,922","10,11"
2025-07-28 08:35:00,0,"10,876","10,952","10,984"
2025-07-28 08:30:00,0,"10,952","9,67","10,54"
2025-07-28 08:25:00,0,"10,675","9,827","11,322"
2025-07-28 08:20:00,0,"10,591","9,842","10,165"
2025-07-28 08:15:00,0,"11,98","10,142","10,351"
2025-07-28 08:10:00,0,"11,245","9,773","10,175"
2025-07-28 08:05:00,0,"11,197","9,37","9,889"
2025-07-28 08:00:00,0,"11,678","9,808","9,962"
2025-07-28 07:55:00,0,"10,825","9,421","10,496"
2025-07-28 07:50:00,0,"11,512","9,515","10,104"
2025-07-28 07:45:00,0,"11,256","9,88","10,399"
2025-07-28 07:40:00,0,"11,725","9,748","10,529"
2025-07-28 07:35:00,0,"11,071","10,835","10,339"
2025-07-28 07:30:00,0,"10,836","10,006","10,442"
2025-07-28 07:25:00,0,"11,936","9,883","10,25"
2025-07-28 07:20:00,0,"11,186","9,412","10,159"
2025-07-28 07:15:00,0,"9,608","9,882","10,126"
2025-07-28 07:10:00,0,"10,135","9,769","10,242"
2025-07-28 07:05:00,0,"9,427","9,56","10,265"
2025-07-28 07:00:00,0,"10,033","9,364","10,144"
2025-07-28 06:55:00,0,"11,318","9,78","9,773"
2025-07-28 06:50:00,0,"11,846","9,628","9,502"
2025-07-28 06:45:00,0,"12,114","9,359","9,443"
2025-07-28 06:40:00,0,"12,425","9,58","9,589"
2025-07-28 06:35:00,0,"12,452","10,44","9,67"
2025-07-28 06:30:00,0,"11,792","9,696","9,677"
2025-07-28 06:25:00,0,"11,075","9,644","9,343"
2025-07-28 06:20:00,0,"10,006","10,202","9,503"
2025-07-28 06:15:00,0,"9,043","10,866","9,316"
2025-07-28 06:10:00,0,"8,947","9,558","9,528"
2025-07-28 06:05:00,0,"8,9","9,349","9,658"
2025-07-28 06:00:00,0,"8,702","9,491","9,647"
2025-07-28 05:55:00,0,"8,954","9,503","9,844"
2025-07-28 05:50:00,0,"9,137","9,396","9,539"
2025-07-28 05:45:00,0,"8,654","9,443","9,522"
2025-07-28 05:40:00,0,"8,881","9,959","9,11"
2025-07-28 05:35:00,0,"9,071","10,736","9,118"
2025-07-28 05:30:00,0,"8,807","9,557",9
2025-07-28 05:25:00,0,"8,639","9,612","8,762"
2025-07-28 05:20:00,0,"8,795","9,284","8,83"
2025-07-28 05:15:00,0,"8,642","9,347","8,614"
2025-07-28 05:10:00,0,"8,112","9,71","8,614"
2025-07-28 05:05:00,0,"8,275","9,49","8,69"
2025-07-28 05:00:00,0,"8,515","9,358","9,076"
2025-07-28 04:55:00,0,"8,054","9,292","8,668"
2025-07-28 04:50:00,0,"8,586","9,451","8,609"
2025-07-28 04:45:00,0,"8,497","9,319","8,881"
2025-07-28 04:40:00,0,"8,482","9,516","8,726"
2025-07-28 04:35:00,0,"8,53","10,316","8,891"
2025-07-28 04:30:00,0,"8,21","9,497","8,846"
2025-07-28 04:25:00,0,"8,436","9,466","9,048"
2025-07-28 04:20:00,0,"8,3","9,334","9,131"
2025-07-28 04:15:00,0,"7,931","9,286","8,914"
2025-07-28 04:10:00,0,"7,74","9,4","9,055"
2025-07-28 04:05:00,0,"7,513","9,505","8,756"
2025-07-28 04:00:00,0,"7,337","9,276","8,887"
2025-07-28 03:55:00,0,"7,319","9,54","8,683"
2025-07-28 03:50:00,0,"7,324","9,282","8,692"
2025-07-28 03:45:00,0,"7,356","9,509","9,179"
2025-07-28 03:40:00,0,"7,664","10,336","8,776"
2025-07-28 03:35:00,0,"8,532","9,7","8,906"
2025-07-28 03:30:00,0,8,"9,444","8,89"
2025-07-28 03:25:00,0,"7,882","9,683","9,107"
2025-07-28 03:20:00,0,"7,337","9,778","8,891"
2025-07-28 03:15:00,0,"7,531","9,69","9,008"
2025-07-28 03:10:00,0,"7,547","9,98","9,043"
2025-07-28 03:05:00,0,"7,686","9,9","8,812"
2025-07-28 03:00:00,0,"7,501","9,866","9,034"
2025-07-28 02:55:00,0,"7,573","9,856","8,794"
