Date,Consumption [kW],ECB 1801 150A [kW],ECB 1901 [kW]
2025-04-23 14:35:00,"26,078","10,386","15,694"
2025-04-23 14:30:00,"26,398","9,881","16,518"
2025-04-23 14:25:00,"25,751","10,175","15,576"
2025-04-23 14:20:00,"24,791","9,839","14,951"
2025-04-23 14:15:00,"26,387","9,743","16,644"
2025-04-23 14:10:00,"26,237","9,98","16,256"
2025-04-23 14:05:00,"26,122","10,016","16,105"
2025-04-23 14:00:00,"25,636","9,961","15,676"
2025-04-23 13:55:00,"25,791","10,096","15,696"
2025-04-23 13:50:00,"25,288","10,138","15,15"
2025-04-23 13:45:00,"25,858","10,075","15,782"
2025-04-23 13:40:00,"26,786","10,015","16,771"
2025-04-23 13:35:00,"26,542","9,959","16,584"
2025-04-23 13:30:00,"26,276","10,052","16,224"
2025-04-23 13:25:00,"26,656","10,154","16,502"
2025-04-23 13:20:00,"26,456","9,98","16,475"
2025-04-23 13:15:00,"25,801","9,91","15,89"
2025-04-23 13:10:00,"25,734","10,259","15,474"
2025-04-23 13:05:00,"26,407","10,458","15,95"
2025-04-23 13:00:00,"28,076","10,219","17,856"
2025-04-23 12:55:00,"27,227","10,439","16,788"
2025-04-23 12:50:00,"26,271","10,454","15,816"
2025-04-23 12:45:00,"25,716","9,965","15,751"
2025-04-23 12:40:00,"25,261","9,767","15,494"
2025-04-23 12:35:00,"24,913","9,834","15,078"
2025-04-23 12:30:00,"24,71","9,696","15,013"
2025-04-23 12:25:00,"25,492","9,485","16,008"
2025-04-23 12:20:00,"26,254","9,55","16,703"
2025-04-23 12:15:00,"25,751","9,648","16,103"
2025-04-23 12:10:00,"25,785","9,581","16,205"
2025-04-23 12:05:00,"25,355","9,696","15,659"
2025-04-23 12:00:00,"24,715","9,674","15,041"
2025-04-23 11:55:00,"25,003","9,659","15,344"
2025-04-23 11:50:00,"26,817","10,105","16,711"
2025-04-23 11:45:00,"25,625","9,526","16,099"
2025-04-23 11:40:00,"25,634","9,419","16,216"
2025-04-23 11:35:00,"25,623","9,416","16,206"
2025-04-23 11:30:00,"25,274","9,39","15,886"
2025-04-23 11:25:00,"25,596","9,566","16,03"
2025-04-23 11:20:00,"24,957","9,517","15,44"
2025-04-23 11:15:00,"26,352","9,679","16,673"
2025-04-23 11:10:00,"26,683","9,586","17,099"
2025-04-23 11:05:00,"26,612","9,545","17,066"
2025-04-23 11:00:00,"25,773","9,514","16,26"
2025-04-23 10:55:00,"25,744","9,64","16,104"
2025-04-23 10:50:00,"24,593","9,815","14,778"
2025-04-23 10:45:00,"23,571","9,817","13,754"
2025-04-23 10:40:00,"23,804","9,913","13,891"
2025-04-23 10:35:00,"24,015","9,916","14,1"
2025-04-23 10:30:00,"26,042","10,1","15,941"
2025-04-23 10:25:00,"25,744","10,072","15,673"
2025-04-23 10:20:00,"25,013","10,001","15,012"
2025-04-23 10:15:00,"24,505","9,763","14,741"
2025-04-23 10:10:00,"23,877","9,52","14,358"
2025-04-23 10:05:00,"23,359","9,475","13,885"
2025-04-23 10:00:00,"22,713","9,282","13,43"
2025-04-23 09:55:00,"21,884","9,287","12,598"
2025-04-23 09:50:00,"20,976","9,288","11,687"
2025-04-23 09:45:00,"22,349","9,367","12,984"
2025-04-23 09:40:00,"21,878","9,072","12,806"
2025-04-23 09:35:00,"21,492","9,062","12,431"
2025-04-23 09:30:00,"21,272","9,136","12,136"
2025-04-23 09:25:00,"21,545","9,302","12,244"
2025-04-23 09:20:00,"21,268","9,436","11,833"
2025-04-23 09:15:00,"20,829","9,371","11,46"
2025-04-23 09:10:00,"21,516","9,152","12,364"
2025-04-23 09:05:00,"21,414","9,157","12,258"
2025-04-23 09:00:00,"21,275","9,276","11,999"
2025-04-23 08:55:00,"20,788","9,26","11,527"
2025-04-23 08:50:00,"20,432","9,254","11,178"
2025-04-23 08:45:00,"19,757","9,37","10,387"
2025-04-23 08:40:00,"20,385","9,186","11,2"
2025-04-23 08:35:00,"20,675","9,565","11,11"
2025-04-23 08:30:00,"19,94","9,187","10,752"
2025-04-23 08:25:00,"20,02","9,247","10,772"
2025-04-23 08:20:00,"19,321","9,262","10,061"
2025-04-23 08:15:00,"18,63","9,184","9,444"
2025-04-23 08:10:00,"18,925","9,084","9,841"
2025-04-23 08:05:00,"19,804","9,15","10,654"
2025-04-23 08:00:00,"19,782","9,217","10,566"
2025-04-23 07:55:00,"18,641","9,24","9,403"
2025-04-23 07:50:00,"18,645","9,133","9,514"
2025-04-23 07:45:00,"17,82","9,1","8,72"
2025-04-23 07:40:00,"18,19","9,094","9,097"
2025-04-23 07:35:00,"18,798","9,222","9,576"
2025-04-23 07:30:00,"18,449","9,101","9,349"
2025-04-23 07:25:00,"18,752","9,122","9,63"
2025-04-23 07:20:00,"18,61","9,191","9,42"
2025-04-23 07:15:00,"18,128","9,161","8,968"
2025-04-23 07:10:00,"16,923","8,922",8
2025-04-23 07:05:00,"18,139","8,917","9,222"
2025-04-23 07:00:00,"17,857","9,074","8,783"
2025-04-23 06:55:00,"16,956","8,886","8,07"
2025-04-23 06:50:00,"16,587","8,917","7,67"
2025-04-23 06:45:00,"16,386","9,103","7,282"
2025-04-23 06:40:00,"16,759","9,317","7,444"
2025-04-23 06:35:00,"18,103","9,156","8,947"
2025-04-23 06:30:00,"17,283","9,248","8,034"
2025-04-23 06:25:00,"17,02","9,239","7,781"
2025-04-23 06:20:00,"16,861","9,223","7,639"
2025-04-23 06:15:00,"16,539","9,344","7,195"
2025-04-23 06:10:00,"14,477","9,571","4,907"
2025-04-23 06:05:00,"15,776","9,462","6,313"
2025-04-23 06:00:00,"15,351","9,528","5,822"
2025-04-23 05:55:00,"13,75","9,385","4,364"
2025-04-23 05:50:00,"15,219","9,492","5,728"
2025-04-23 05:45:00,"15,942","9,395","6,547"
2025-04-23 05:40:00,"13,981","9,338","4,643"
2025-04-23 05:35:00,"13,562","9,358","4,205"
2025-04-23 05:30:00,"14,584","9,402","5,182"
2025-04-23 05:25:00,"14,795","9,396","5,399"
2025-04-23 05:20:00,"13,275","9,566","3,708"
2025-04-23 05:15:00,"13,358","9,481","3,876"
2025-04-23 05:10:00,"14,447","9,481","4,964"
2025-04-23 05:05:00,"14,783","9,517","5,266"
2025-04-23 05:00:00,"14,039","9,594","4,446"
2025-04-23 04:55:00,"14,114","10,21","3,902"
2025-04-23 04:50:00,"14,685","9,937","4,747"
2025-04-23 04:45:00,"14,583","9,662","4,92"
2025-04-23 04:40:00,"15,008","9,798","5,212"
2025-04-23 04:35:00,"13,924","9,71","4,213"
2025-04-23 04:30:00,"13,579","9,733","3,845"
2025-04-23 04:25:00,"14,685","9,826","4,859"
2025-04-23 04:20:00,"15,229","9,739","5,489"
2025-04-23 04:15:00,"13,856","9,755","4,1"
2025-04-23 04:10:00,"13,64","9,756","3,883"
2025-04-23 04:05:00,"14,574","9,85","4,723"
2025-04-23 04:00:00,"14,809","9,791","5,018"
2025-04-23 03:55:00,"14,793","9,9","4,894"
2025-04-23 03:50:00,"15,136","10,158","4,978"
2025-04-23 03:45:00,"14,082","10,098","3,983"
2025-04-23 03:40:00,"14,16","10,254","3,907"
2025-04-23 03:35:00,"14,76","10,127","4,632"
2025-04-23 03:30:00,"14,939","10,064","4,873"
2025-04-23 03:25:00,"15,4","10,135","5,266"
2025-04-23 03:20:00,"14,034","10,091","3,944"
2025-04-23 03:15:00,"14,352","10,189","4,163"
2025-04-23 03:10:00,"14,779","9,845","4,934"
2025-04-23 03:05:00,"14,866","9,839","5,029"
2025-04-23 03:00:00,"15,32","9,938","5,381"
2025-04-23 02:55:00,"14,4","9,794","4,607"
2025-04-23 02:50:00,"13,812","9,822","3,99"
2025-04-23 02:45:00,"14,346","9,84","4,504"
2025-04-23 02:40:00,"14,659","9,878","4,782"
2025-04-23 02:35:00,"15,593","10,165","5,428"
2025-04-23 02:30:00,"14,047","10,098","3,949"
2025-04-23 02:25:00,"14,302","10,13","4,172"
2025-04-23 02:20:00,"14,962","10,031","4,932"
2025-04-23 02:15:00,"15,395","10,322","5,071"
2025-04-23 02:10:00,"15,018","9,749","5,268"
2025-04-23 02:05:00,"13,548","9,859","3,69"
2025-04-23 02:00:00,"13,802","9,782","4,019"
2025-04-23 01:55:00,"14,896","9,997","4,897"
2025-04-23 01:50:00,"14,703","9,84","4,864"
2025-04-23 01:45:00,"14,76","9,841","4,918"
2025-04-23 01:40:00,"15,322","9,835","5,486"
2025-04-23 01:35:00,"14,625","9,972","4,654"
2025-04-23 01:30:00,"13,55","9,859","3,691"
2025-04-23 01:25:00,"13,824","9,87","3,953"
2025-04-23 01:20:00,"14,875","10,085","4,789"
2025-04-23 01:15:00,"14,796","9,872","4,922"
2025-04-23 01:10:00,"15,094","9,928","5,165"
2025-04-23 01:05:00,"14,459","10,002","4,458"
2025-04-23 01:00:00,"13,577","9,848","3,727"
2025-04-23 00:55:00,"14,33","9,803","4,528"
2025-04-23 00:50:00,"14,961","10,075","4,886"
2025-04-23 00:45:00,"15,318","10,306","5,011"
2025-04-23 00:40:00,"15,074","10,154","4,918"
2025-04-23 00:35:00,"13,886","10,182","3,704"
2025-04-23 00:30:00,"14,395","10,21","4,186"
2025-04-23 00:25:00,"14,876","9,998","4,876"
2025-04-23 00:20:00,"14,983",10,"4,982"
2025-04-23 00:15:00,"14,685","9,684","5,003"
2025-04-23 00:10:00,"14,015","9,635","4,381"
2025-04-23 00:05:00,"13,772","9,63","4,141"
2025-04-23 00:00:00,"13,771","10,024","3,746"
2025-04-22 23:55:00,"14,331","9,96","4,372"
2025-04-22 23:50:00,"17,612","9,78","7,832"
2025-04-22 23:45:00,"16,069","9,624","6,445"
2025-04-22 23:40:00,"14,738","9,763","4,975"
2025-04-22 23:35:00,"14,768","9,654","5,117"
2025-04-22 23:30:00,"14,543","9,719","4,824"
2025-04-22 23:25:00,"13,652","9,924","3,728"
2025-04-22 23:20:00,"13,714","9,772","3,942"
2025-04-22 23:15:00,"14,769","9,772","4,998"
2025-04-22 23:10:00,"14,814","9,798","5,016"
2025-04-22 23:05:00,"14,962","10,015","4,946"
2025-04-22 23:00:00,"14,772","9,894","4,878"
2025-04-22 22:55:00,"14,824","9,916","4,908"
2025-04-22 22:50:00,"14,983","10,11","4,873"
2025-04-22 22:45:00,"14,312","9,893","4,418"
2025-04-22 22:40:00,"13,577","9,895","3,682"
2025-04-22 22:35:00,"14,847","10,126","4,722"
2025-04-22 22:30:00,"14,754","9,779","4,974"
2025-04-22 22:25:00,"15,272","10,103","5,171"
2025-04-22 22:20:00,"14,786","9,803","4,984"
2025-04-22 22:15:00,"14,684","9,798","4,886"
2025-04-22 22:10:00,"13,873","9,785","4,09"
2025-04-22 22:05:00,"13,423","9,734","3,689"
2025-04-22 22:00:00,"14,317","9,814","4,505"
2025-04-22 21:55:00,"14,822","9,822",5
2025-04-22 21:50:00,"15,142","10,088","5,052"
2025-04-22 21:45:00,"14,644","9,758","4,886"
2025-04-22 21:40:00,"14,868","9,766","5,102"
2025-04-22 21:35:00,"14,197","9,799","4,398"
2025-04-22 21:30:00,"13,925","9,772","4,153"
2025-04-22 21:25:00,"16,812","9,726","7,087"
2025-04-22 21:20:00,"17,711","9,98","7,732"
2025-04-22 21:15:00,"17,56","9,862","7,698"
2025-04-22 21:10:00,"17,59","9,85","7,74"
2025-04-22 21:05:00,"17,889","9,769","8,118"
2025-04-22 21:00:00,"16,928","9,64","7,289"
2025-04-22 20:55:00,"16,92","9,769","7,151"
2025-04-22 20:50:00,"17,765","9,898","7,868"
2025-04-22 20:45:00,"17,854","9,868","7,986"
2025-04-22 20:40:00,"17,832","9,814","8,017"
2025-04-22 20:35:00,"17,922","9,664","8,258"
2025-04-22 20:30:00,"17,742","9,665","8,078"
2025-04-22 20:25:00,"16,678","9,702","6,976"
2025-04-22 20:20:00,"17,236","9,73","7,505"
2025-04-22 20:15:00,"18,411","9,76","8,652"
2025-04-22 20:10:00,"18,086","9,912","8,174"
2025-04-22 20:05:00,"18,688","10,376","8,312"
2025-04-22 20:00:00,"18,762","10,37","8,39"
2025-04-22 19:55:00,"17,226","10,105","7,12"
2025-04-22 19:50:00,"16,765","9,76","7,006"
2025-04-22 19:45:00,"17,907","9,762","8,146"
2025-04-22 19:40:00,"17,894","9,751","8,143"
2025-04-22 19:35:00,"18,343","9,899","8,444"
2025-04-22 19:30:00,"18,578","9,845","8,732"
2025-04-22 19:25:00,"18,014","9,92","8,093"
2025-04-22 19:20:00,"17,002","9,979","7,021"
2025-04-22 19:15:00,"17,567","9,859","7,708"
2025-04-22 19:10:00,"18,061","9,835","8,227"
2025-04-22 19:05:00,"18,378","9,87","8,508"
2025-04-22 19:00:00,"18,589","9,864","8,724"
2025-04-22 18:55:00,"17,323","9,82","7,505"
2025-04-22 18:50:00,"17,292","9,964","7,328"
2025-04-22 18:45:00,"18,362","9,83","8,532"
2025-04-22 18:40:00,"19,191","9,884","9,307"
2025-04-22 18:35:00,"17,707","9,878","7,829"
2025-04-22 18:30:00,"16,966","9,91","7,055"
2025-04-22 18:25:00,"17,215","9,904","7,312"
2025-04-22 18:20:00,"17,385","10,019","7,367"
2025-04-22 18:15:00,"21,231","9,926","11,306"
2025-04-22 18:10:00,"21,796","9,955","11,84"
2025-04-22 18:05:00,"20,042","10,464","9,578"
2025-04-22 18:00:00,"20,28","10,007","10,273"
2025-04-22 17:55:00,"18,797","10,081","8,717"
2025-04-22 17:50:00,"18,632","9,966","8,666"
2025-04-22 17:45:00,"18,954","10,081","8,874"
2025-04-22 17:40:00,"18,351","10,183","8,167"
2025-04-22 17:35:00,"19,01","10,199","8,81"
2025-04-22 17:30:00,"20,599","10,177","10,422"
2025-04-22 17:25:00,"22,398","10,771","11,627"
2025-04-22 17:20:00,"21,244","10,189","11,057"
2025-04-22 17:15:00,"21,641","10,03","11,61"
2025-04-22 17:10:00,"23,918","10,064","13,854"
2025-04-22 17:05:00,"22,913","10,084","12,829"
2025-04-22 17:00:00,"23,164","10,051","13,112"
2025-04-22 16:55:00,"25,225","10,109","15,115"
2025-04-22 16:50:00,"24,244","10,229","14,014"
2025-04-22 16:45:00,"24,406","10,153","14,254"
2025-04-22 16:40:00,"24,215","10,088","14,128"
2025-04-22 16:35:00,"24,481","10,13","14,351"
2025-04-22 16:30:00,"24,685","9,986","14,699"
2025-04-22 16:25:00,"23,636","9,949","13,686"
2025-04-22 16:20:00,"25,173","9,916","15,257"
2025-04-22 16:15:00,"25,817","10,066","15,751"
2025-04-22 16:10:00,"25,029","10,22","14,809"
2025-04-22 16:05:00,"25,244","10,169","15,073"
2025-04-22 16:00:00,"24,879","9,949","14,929"
2025-04-22 15:55:00,"24,795","10,146","14,648"
2025-04-22 15:50:00,"25,061","10,219","14,842"
2025-04-22 15:45:00,"25,691","10,118","15,572"
2025-04-22 15:40:00,"26,04","9,964","16,076"
2025-04-22 15:35:00,"25,287","9,983","15,305"
2025-04-22 15:30:00,"25,242","10,313","14,928"
2025-04-22 15:25:00,"25,113","10,223","14,892"
2025-04-22 15:20:00,"24,659","10,184","14,474"
2025-04-22 15:15:00,"24,639","10,224","14,414"
2025-04-22 15:10:00,"26,624","11,335","15,288"
2025-04-22 15:05:00,"27,264","10,31","16,954"
2025-04-22 15:00:00,"25,221","10,006","15,215"
2025-04-22 14:55:00,"25,91","10,247","15,665"
2025-04-22 14:50:00,"25,325","10,062","15,264"
2025-04-22 14:45:00,"25,642","10,046","15,594"
2025-04-22 14:40:00,"25,122","10,099","15,022"
2025-04-22 14:35:00,"26,476","10,016","16,462"
2025-04-22 14:30:00,"25,842","10,02","15,822"
2025-04-22 14:25:00,"25,89","10,044","15,846"
2025-04-22 14:20:00,"25,983","10,038","15,944"
2025-04-22 14:15:00,"25,33","10,213","15,118"
2025-04-22 14:10:00,"25,356","10,103","15,252"
2025-04-22 14:05:00,"25,179","10,141","15,038"
2025-04-22 14:00:00,"26,799","10,132","16,668"
2025-04-22 13:55:00,"23,125","10,112","13,014"
2025-04-22 13:50:00,"22,711","10,067","12,643"
2025-04-22 13:45:00,"23,851","10,241","13,61"
2025-04-22 13:40:00,"23,301","10,446","12,854"
2025-04-22 13:35:00,"21,924","10,296","11,629"
2025-04-22 13:30:00,"21,718","10,11","11,606"
2025-04-22 13:25:00,"23,685","10,104","13,58"
2025-04-22 13:20:00,"22,894","10,336","12,559"
2025-04-22 13:15:00,"23,061","10,327","12,736"
2025-04-22 13:10:00,"22,587","10,006","12,582"
2025-04-22 13:05:00,"22,675","10,073","12,602"
2025-04-22 13:00:00,"21,863","10,136","11,726"
2025-04-22 12:55:00,"21,314","10,229","11,086"
2025-04-22 12:50:00,"21,965","10,015","11,951"
2025-04-22 12:45:00,"22,676","9,892","12,785"
2025-04-22 12:40:00,"22,095","9,952","12,143"
2025-04-22 12:35:00,"21,603","9,983","11,621"
2025-04-22 12:30:00,"21,202","9,742","11,46"
2025-04-22 12:25:00,"20,343","9,788","10,554"
2025-04-22 12:20:00,"21,543","9,72","11,824"
2025-04-22 12:15:00,"21,74","9,668","12,071"
2025-04-22 12:10:00,"21,548","9,701","11,848"
2025-04-22 12:05:00,"22,301","9,984","12,317"
2025-04-22 12:00:00,"22,275","10,003","12,272"
2025-04-22 11:55:00,"22,25","10,118","12,131"
2025-04-22 11:50:00,"22,702","10,304","12,398"
2025-04-22 11:45:00,"21,846","9,97","11,876"
2025-04-22 11:40:00,"25,034","10,136","14,898"
2025-04-22 11:35:00,"23,376","10,081","13,295"
2025-04-22 11:30:00,"24,369","10,44","13,93"
2025-04-22 11:25:00,"23,028","10,43","12,598"
2025-04-22 11:20:00,"23,395","10,223","13,171"
2025-04-22 11:15:00,"24,448","9,972","14,474"
2025-04-22 11:10:00,"22,084","10,174","11,91"
2025-04-22 11:05:00,"23,67","10,015","13,656"
2025-04-22 11:00:00,"23,278","10,014","13,264"
2025-04-22 10:55:00,"23,285","10,061","13,224"
2025-04-22 10:50:00,"22,232","10,207","12,025"
2025-04-22 10:45:00,"22,388","10,123","12,266"
2025-04-22 10:40:00,"22,853","10,439","12,415"
2025-04-22 10:35:00,"21,801","10,255","11,545"
2025-04-22 10:30:00,"21,598","10,183","11,414"
2025-04-22 10:25:00,"23,45","10,21","13,241"
2025-04-22 10:20:00,"23,626","10,192","13,433"
2025-04-22 10:15:00,"22,287","9,967","12,318"
2025-04-22 10:10:00,"21,996","10,004","11,993"
2025-04-22 10:05:00,"21,489","9,94","11,549"
2025-04-22 10:00:00,"20,463","9,895","10,568"
2025-04-22 09:55:00,"21,922","10,124","11,797"
2025-04-22 09:50:00,"22,424","9,762","12,661"
2025-04-22 09:45:00,"21,165","9,721","11,443"
2025-04-22 09:40:00,"21,576","9,816","11,759"
2025-04-22 09:35:00,"20,914","10,133","10,782"
2025-04-22 09:30:00,"21,579","9,946","11,632"
2025-04-22 09:25:00,"20,432","10,007","10,426"
2025-04-22 09:20:00,"20,773","10,099","10,673"
2025-04-22 09:15:00,"21,833","10,068","11,766"
2025-04-22 09:10:00,"21,821","10,05","11,772"
2025-04-22 09:05:00,"21,717","10,186","11,53"
2025-04-22 09:00:00,"20,929","10,066","10,862"
2025-04-22 08:55:00,"20,974","10,096","10,879"
2025-04-22 08:50:00,"20,745","10,23","10,514"
2025-04-22 08:45:00,"20,922","10,231","10,692"
2025-04-22 08:40:00,"20,249","10,051","10,198"
2025-04-22 08:35:00,"21,761","10,195","11,567"
2025-04-22 08:30:00,"21,383","10,076","11,306"
2025-04-22 08:25:00,"20,829","10,105","10,724"
2025-04-22 08:20:00,"20,378","10,115","10,265"
2025-04-22 08:15:00,"19,988","10,128","9,86"
2025-04-22 08:10:00,"19,455","10,217","9,238"
2025-04-22 08:05:00,"19,165","10,026","9,139"
2025-04-22 08:00:00,"20,894","10,222","10,672"
2025-04-22 07:55:00,"21,6","10,124","11,477"
2025-04-22 07:50:00,"20,705","10,135","10,571"
2025-04-22 07:45:00,"19,968","10,086","9,883"
2025-04-22 07:40:00,"19,373","10,078","9,296"
2025-04-22 07:35:00,"18,427","10,037","8,39"
2025-04-22 07:30:00,"19,68","10,225","9,454"
2025-04-22 07:25:00,"18,754","9,949","8,806"
2025-04-22 07:20:00,"18,766","9,914","8,851"
2025-04-22 07:15:00,"18,288","9,93","8,359"
2025-04-22 07:10:00,"18,309","10,4","7,909"
2025-04-22 07:05:00,"18,506","10,782","7,726"
2025-04-22 07:00:00,"17,9","10,536","7,364"
2025-04-22 06:55:00,"17,5","10,166","7,334"
2025-04-22 06:50:00,"18,008","9,679","8,329"
2025-04-22 06:45:00,"18,146","9,724","8,422"
2025-04-22 06:40:00,"17,896","9,808","8,088"
2025-04-22 06:35:00,"17,847","9,882","7,966"
2025-04-22 06:30:00,"17,689","9,928","7,762"
2025-04-22 06:25:00,"18,179","10,241","7,938"
2025-04-22 06:20:00,"18,097","9,943","8,154"
2025-04-22 06:15:00,"17,428","9,906","7,522"
2025-04-22 06:10:00,"17,405","9,827","7,578"
2025-04-22 06:05:00,"17,781","9,844","7,938"
2025-04-22 06:00:00,"15,224","9,972","5,252"
2025-04-22 05:55:00,"15,293","10,003","5,29"
2025-04-22 05:50:00,"14,702","9,899","4,805"
2025-04-22 05:45:00,"14,557","9,946","4,612"
2025-04-22 05:40:00,"14,294","9,836","4,457"
2025-04-22 05:35:00,"14,114","9,995","4,12"
2025-04-22 05:30:00,"14,166","10,02","4,146"
2025-04-22 05:25:00,"14,213","10,242","3,971"
2025-04-22 05:20:00,"15,803","10,423","5,38"
2025-04-22 05:15:00,"16,839","10,661","6,178"
2025-04-22 05:10:00,"15,226","10,607","4,619"
2025-04-22 05:05:00,"15,367","10,596","4,771"
2025-04-22 05:00:00,"14,909","10,825","4,084"
2025-04-22 04:55:00,"15,123","10,682","4,441"
2025-04-22 04:50:00,"16,104","10,801","5,305"
2025-04-22 04:45:00,"16,008","10,903","5,105"
2025-04-22 04:40:00,"16,139","11,048","5,09"
2025-04-22 04:35:00,"15,306","10,765","4,541"
2025-04-22 04:30:00,"15,311","10,778","4,534"
2025-04-22 04:25:00,"15,668","10,844","4,823"
2025-04-22 04:20:00,"14,984","10,813","4,171"
2025-04-22 04:15:00,"15,166","11,094","4,073"
2025-04-22 04:10:00,"16,807","11,286","5,521"
2025-04-22 04:05:00,"16,542","11,291","5,251"
2025-04-22 04:00:00,"16,303","11,285","5,018"
2025-04-22 03:55:00,"15,838","11,026","4,813"
2025-04-22 03:50:00,"15,762","11,135","4,627"
2025-04-22 03:45:00,"16,058","11,434","4,625"
2025-04-22 03:40:00,"15,719","11,244","4,478"
2025-04-22 03:35:00,"15,444","11,366","4,078"
2025-04-22 03:30:00,"16,391","11,316","5,074"
2025-04-22 03:25:00,"16,665","11,418","5,248"
2025-04-22 03:20:00,"16,375","11,188","5,188"
2025-04-22 03:15:00,"16,109","11,312","4,796"
2025-04-22 03:10:00,"15,753","11,252","4,5"
2025-04-22 03:05:00,"15,619","11,038","4,583"
2025-04-22 03:00:00,"15,397","11,015","4,382"
2025-04-22 02:55:00,"15,252","11,088","4,164"
2025-04-22 02:50:00,"15,07","11,048","4,022"
2025-04-22 02:45:00,"15,923","10,955","4,967"
2025-04-22 02:40:00,"17,45","11,002","6,446"
2025-04-22 02:35:00,"16,966","11,376","5,591"
2025-04-22 02:30:00,"16,296","11,412","4,883"
2025-04-22 02:25:00,"15,986","11,292","4,694"
2025-04-22 02:20:00,"15,868","11,315","4,553"
2025-04-22 02:15:00,"15,953","11,214","4,74"
2025-04-22 02:10:00,"15,398","11,293","4,105"
2025-04-22 02:05:00,"15,342","11,287","4,055"
2025-04-22 02:00:00,"16,736","11,274","5,462"
2025-04-22 01:55:00,"17,065","11,554","5,51"
2025-04-22 01:50:00,"16,478","11,298","5,179"
2025-04-22 01:45:00,"16,196","11,134","5,063"
2025-04-22 01:40:00,"15,933","11,387","4,544"
2025-04-22 01:35:00,"16,313","11,537","4,777"
2025-04-22 01:30:00,"16,151","11,929","4,222"
2025-04-22 01:25:00,"16,018","11,815","4,201"
2025-04-22 01:20:00,"16,836","11,73","5,105"
2025-04-22 01:15:00,"17,102","11,786","5,316"
2025-04-22 01:10:00,"16,998","11,82","5,179"
2025-04-22 01:05:00,"16,554","11,602","4,952"
2025-04-22 01:00:00,"16,499","11,658","4,842"
2025-04-22 00:55:00,"16,268","11,57","4,698"
2025-04-22 00:50:00,"16,469","12,558","3,91"
2025-04-22 00:45:00,"16,258","11,678","4,58"
2025-04-22 00:40:00,"16,597","11,567","5,03"
2025-04-22 00:35:00,"16,423","11,342","5,081"
2025-04-22 00:30:00,"16,335","11,501","4,834"
2025-04-22 00:25:00,"16,939","11,371","5,567"
2025-04-22 00:20:00,"17,029","11,276","5,754"
2025-04-22 00:15:00,"16,176","11,448","4,728"
2025-04-22 00:10:00,"15,79","11,28","4,512"
2025-04-22 00:05:00,"16,024","11,869","4,156"
2025-04-22 00:00:00,"16,39","11,838","4,552"
2025-04-21 23:55:00,"17,236","11,78","5,456"
2025-04-21 23:50:00,"17,075","11,723","5,351"
2025-04-21 23:45:00,"17,173","11,863","5,308"
2025-04-21 23:40:00,"16,975","12,091","4,884"
2025-04-21 23:35:00,"16,636","12,053","4,584"
2025-04-21 23:30:00,"16,595","12,019","4,574"
2025-04-21 23:25:00,"16,695","11,974","4,722"
2025-04-21 23:20:00,"16,025","12,04","3,985"
2025-04-21 23:15:00,"16,41","12,055","4,355"
2025-04-21 23:10:00,"17,782","12,113","5,669"
2025-04-21 23:05:00,"17,485","12,19","5,296"
2025-04-21 23:00:00,"17,973","12,558","5,413"
2025-04-21 22:55:00,"16,882","11,952","4,93"
2025-04-21 22:50:00,"16,821","12,151","4,67"
2025-04-21 22:45:00,"16,689","12,026","4,662"
2025-04-21 22:40:00,"16,342","11,962","4,382"
2025-04-21 22:35:00,"16,066","11,92","4,147"
2025-04-21 22:30:00,"16,418","12,008","4,41"
2025-04-21 22:25:00,"17,693","12,224","5,47"
2025-04-21 22:20:00,"17,609","12,097","5,51"
2025-04-21 22:15:00,"17,004","11,942","5,063"
2025-04-21 22:10:00,"17,077","11,941","5,136"
2025-04-21 22:05:00,"16,798","12,03","4,768"
2025-04-21 22:00:00,"16,443","11,993","4,452"
2025-04-21 21:55:00,"16,137","12,2","3,937"
2025-04-21 21:50:00,"16,618","12,416","4,201"
2025-04-21 21:45:00,"18,161","12,235","5,924"
2025-04-21 21:40:00,"17,723","12,097","5,626"
2025-04-21 21:35:00,"16,842","12,239","4,603"
2025-04-21 21:30:00,"16,917","12,152","4,764"
2025-04-21 21:25:00,"16,477","12,088","4,39"
2025-04-21 21:20:00,"16,626","12,232","4,393"
2025-04-21 21:15:00,"17,788","12,276","5,514"
2025-04-21 21:10:00,"17,746","12,49","5,257"
2025-04-21 21:05:00,"17,888","12,838","5,051"
2025-04-21 21:00:00,"17,381","12,565","4,816"
2025-04-21 20:55:00,"17,354","12,504","4,85"
2025-04-21 20:50:00,"17,129","12,472","4,658"
2025-04-21 20:45:00,"16,363","12,16","4,205"
2025-04-21 20:40:00,"16,334","12,287","4,048"
2025-04-21 20:35:00,"17,784","12,059","5,726"
2025-04-21 20:30:00,"18,065","12,461","5,604"
2025-04-21 20:25:00,"17,84","12,835","5,006"
2025-04-21 20:20:00,"16,63","11,988","4,643"
2025-04-21 20:15:00,"16,725","12,028","4,699"
2025-04-21 20:10:00,"16,749","12,031","4,718"
2025-04-21 20:05:00,"16,663","12,335","4,327"
2025-04-21 20:00:00,"16,858","12,01","4,849"
2025-04-21 19:55:00,"17,19","11,9","5,29"
2025-04-21 19:50:00,"17,068","12,002","5,065"
2025-04-21 19:45:00,"17,057","12,068","4,988"
2025-04-21 19:40:00,"17,162","12,055","5,107"
2025-04-21 19:35:00,"16,487","11,68","4,81"
