Date,Consumption [kW],ECB 1801 150A [kW],ECB 1901 [kW]
2025-07-10 15:00:00,0,"12,587","16,544"
2025-07-10 14:55:00,0,"12,725","15,688"
2025-07-10 14:50:00,0,"12,166","15,796"
2025-07-10 14:45:00,0,"12,14","15,145"
2025-07-10 14:40:00,0,"12,731","17,592"
2025-07-10 14:35:00,0,"12,028","17,558"
2025-07-10 14:30:00,0,"11,749","16,624"
2025-07-10 14:25:00,0,"11,584","16,898"
2025-07-10 14:20:00,0,"11,563","15,929"
2025-07-10 14:15:00,0,"11,338","16,596"
2025-07-10 14:10:00,0,"11,341","15,97"
2025-07-10 14:05:00,0,"11,334","16,157"
2025-07-10 14:00:00,0,"11,416","15,133"
2025-07-10 13:55:00,0,"11,418","14,296"
2025-07-10 13:50:00,0,"11,386","15,755"
2025-07-10 13:45:00,0,"11,61","15,918"
2025-07-10 13:40:00,0,"11,198","15,288"
2025-07-10 13:35:00,0,"10,963","15,019"
2025-07-10 13:30:00,0,"10,954","15,107"
2025-07-10 13:25:00,0,"10,952","15,191"
2025-07-10 13:20:00,0,"10,892","15,521"
2025-07-10 13:15:00,0,"11,075","14,964"
2025-07-10 13:10:00,0,"10,748","14,29"
2025-07-10 13:05:00,0,"10,818","14,323"
2025-07-10 13:00:00,0,"10,799","15,458"
2025-07-10 12:55:00,0,"10,834","15,943"
2025-07-10 12:50:00,0,"10,846","14,392"
2025-07-10 12:45:00,0,"10,927","13,976"
2025-07-10 12:40:00,0,"11,028","13,915"
2025-07-10 12:35:00,0,"11,209","13,231"
2025-07-10 12:30:00,0,"11,213","12,841"
2025-07-10 12:25:00,0,"11,172","13,474"
2025-07-10 12:20:00,0,"10,98","12,367"
2025-07-10 12:15:00,0,"11,467","13,525"
2025-07-10 12:10:00,0,"11,844","15,014"
2025-07-10 12:05:00,0,"11,764","14,641"
2025-07-10 12:00:00,0,"11,617","14,1"
2025-07-10 11:55:00,0,"11,029","15,421"
2025-07-10 11:50:00,0,"10,969","14,44"
2025-07-10 11:45:00,0,"10,831","13,939"
2025-07-10 11:40:00,0,"11,196","14,414"
2025-07-10 11:35:00,0,"10,924","14,057"
2025-07-10 11:30:00,0,"12,188","14,342"
2025-07-10 11:25:00,0,"11,101","13,385"
2025-07-10 11:20:00,0,"10,777","14,468"
2025-07-10 11:15:00,0,"10,77","15,242"
2025-07-10 11:10:00,0,"10,782","15,847"
2025-07-10 11:05:00,0,"10,664","14,862"
2025-07-10 11:00:00,0,"10,81","14,612"
2025-07-10 10:55:00,0,"10,518","13,933"
2025-07-10 10:50:00,0,"10,614","14,056"
2025-07-10 10:45:00,0,"10,432","14,15"
2025-07-10 10:40:00,0,"10,387","14,278"
2025-07-10 10:35:00,0,"10,409","13,66"
2025-07-10 10:30:00,0,"10,606","13,476"
2025-07-10 10:25:00,0,"10,39","14,442"
2025-07-10 10:20:00,0,"10,343","16,494"
2025-07-10 10:15:00,0,"10,405","15,406"
2025-07-10 10:10:00,0,"10,52","15,088"
2025-07-10 10:05:00,0,"10,546","15,02"
2025-07-10 10:00:00,0,"10,915","13,216"
2025-07-10 09:55:00,0,"10,814","12,971"
2025-07-10 09:50:00,0,"10,675","14,498"
2025-07-10 09:45:00,0,"10,667","13,412"
2025-07-10 09:40:00,0,"10,698","13,362"
2025-07-10 09:35:00,0,"10,408","13,862"
2025-07-10 09:30:00,0,"10,441","13,572"
2025-07-10 09:25:00,0,"10,482","13,73"
2025-07-10 09:20:00,0,"10,375","13,848"
2025-07-10 09:15:00,0,"10,458","13,093"
2025-07-10 09:10:00,0,"10,418","12,869"
2025-07-10 09:05:00,0,"10,427","13,098"
2025-07-10 09:00:00,0,"10,738","12,506"
2025-07-10 08:55:00,0,"10,818","12,458"
2025-07-10 08:50:00,0,"10,518","11,5"
2025-07-10 08:45:00,0,"10,525","11,413"
2025-07-10 08:40:00,0,"10,678","12,127"
2025-07-10 08:35:00,0,"10,598","12,413"
2025-07-10 08:30:00,0,"10,892","12,694"
2025-07-10 08:25:00,0,"10,747","11,714"
2025-07-10 08:20:00,0,"10,793","11,66"
2025-07-10 08:15:00,0,"10,849","11,4"
2025-07-10 08:10:00,0,"10,748","11,12"
2025-07-10 08:05:00,0,"10,84","10,927"
2025-07-10 08:00:00,0,"10,83","10,084"
2025-07-10 07:55:00,0,"10,808","10,516"
2025-07-10 07:50:00,0,"10,838","10,537"
2025-07-10 07:45:00,0,"11,038","12,131"
2025-07-10 07:40:00,0,"10,855","12,583"
2025-07-10 07:35:00,0,"10,849","11,111"
2025-07-10 07:30:00,0,"10,915","10,673"
2025-07-10 07:25:00,0,"10,98","10,458"
2025-07-10 07:20:00,0,"10,962","10,262"
2025-07-10 07:15:00,0,"10,748","10,412"
2025-07-10 07:10:00,0,"10,664","9,683"
2025-07-10 07:05:00,0,"10,712","9,502"
2025-07-10 07:00:00,0,"10,825","10,048"
2025-07-10 06:55:00,0,"10,962","9,898"
2025-07-10 06:50:00,0,"10,915","9,742"
2025-07-10 06:45:00,0,"10,728","9,469"
2025-07-10 06:40:00,0,"10,771","9,436"
2025-07-10 06:35:00,0,"10,91","9,151"
2025-07-10 06:30:00,0,"10,736","9,247"
2025-07-10 06:25:00,0,"10,944","9,478"
2025-07-10 06:20:00,0,"10,78","8,992"
2025-07-10 06:15:00,0,"10,829","8,249"
2025-07-10 06:10:00,0,"11,029","8,184"
2025-07-10 06:05:00,0,"10,968","11,533"
2025-07-10 06:00:00,0,"11,086","10,151"
2025-07-10 05:55:00,0,"11,299","8,752"
2025-07-10 05:50:00,0,"11,142","8,756"
2025-07-10 05:45:00,0,"11,224","7,96"
2025-07-10 05:40:00,0,"11,387","8,519"
2025-07-10 05:35:00,0,"11,306","8,182"
2025-07-10 05:30:00,0,"11,364","7,795"
2025-07-10 05:25:00,0,"11,442","6,745"
2025-07-10 05:20:00,0,"11,413","6,869"
2025-07-10 05:15:00,0,"11,867","8,01"
2025-07-10 05:10:00,0,"12,114","4,048"
2025-07-10 05:05:00,0,"12,208","4,39"
2025-07-10 05:00:00,0,"11,965","3,697"
2025-07-10 04:55:00,0,"11,764","2,917"
2025-07-10 04:50:00,0,"11,509","2,994"
2025-07-10 04:45:00,0,"11,953","4,412"
2025-07-10 04:40:00,0,"12,257","4,159"
2025-07-10 04:35:00,0,"12,228","4,772"
2025-07-10 04:30:00,0,"12,41","3,066"
2025-07-10 04:25:00,0,"12,622","2,969"
2025-07-10 04:20:00,0,"12,517","3,486"
2025-07-10 04:15:00,0,"12,575","4,302"
2025-07-10 04:10:00,0,"12,604","4,109"
2025-07-10 04:05:00,0,"12,342","3,817"
2025-07-10 04:00:00,0,"12,374","2,945"
2025-07-10 03:55:00,0,"12,498","2,926"
2025-07-10 03:50:00,0,"12,383","4,789"
2025-07-10 03:45:00,0,"12,546","4,067"
2025-07-10 03:40:00,0,"12,649","4,698"
2025-07-10 03:35:00,0,"12,71","3,004"
2025-07-10 03:30:00,0,"12,566","2,992"
2025-07-10 03:25:00,0,"12,582","3,727"
2025-07-10 03:20:00,0,"12,41","4,171"
2025-07-10 03:15:00,0,"12,409","4,24"
2025-07-10 03:10:00,0,"12,901","4,292"
2025-07-10 03:05:00,0,"12,791","2,927"
2025-07-10 03:00:00,0,"12,358","2,929"
2025-07-10 02:55:00,0,"12,366","4,058"
2025-07-10 02:45:00,0,"12,488","3,842"
2025-07-10 02:40:00,0,"12,61","2,983"
2025-07-10 02:35:00,0,"12,628","2,99"
2025-07-10 02:30:00,0,"12,445","4,468"
2025-07-10 02:25:00,0,"12,517","4,363"
2025-07-10 02:20:00,0,"12,69","3,715"
2025-07-10 02:15:00,0,"13,301","2,958"
2025-07-10 02:10:00,0,"13,332","2,987"
2025-07-10 02:05:00,0,"13,238","4,087"
2025-07-10 02:00:00,0,"13,414","3,848"
2025-07-10 01:55:00,0,"13,32","4,666"
2025-07-10 01:50:00,0,"13,355","3,235"
2025-07-10 01:45:00,0,"13,036","2,978"
2025-07-10 01:40:00,0,"13,16","3,565"
2025-07-10 01:35:00,0,"13,4","4,096"
2025-07-10 01:30:00,0,"13,404","4,085"
2025-07-10 01:25:00,0,"12,842","4,469"
2025-07-10 01:20:00,0,"12,887","3,733"
2025-07-10 01:15:00,0,"12,955","2,936"
2025-07-10 01:10:00,0,"13,103","3,446"
2025-07-10 01:05:00,0,"13,093","4,038"
2025-07-10 01:00:00,0,"13,151","4,064"
2025-07-10 00:55:00,0,"13,213","4,756"
2025-07-10 00:50:00,0,"14,026","3,007"
2025-07-10 00:45:00,0,"13,506","2,99"
2025-07-10 00:40:00,0,"13,118","3,883"
2025-07-10 00:35:00,0,"13,466","4,204"
2025-07-10 00:30:00,0,"13,348","4,582"
2025-07-10 00:25:00,0,"13,406","3,581"
2025-07-10 00:20:00,0,"13,704","2,941"
2025-07-10 00:15:00,0,"14,562","3,211"
2025-07-10 00:10:00,0,"14,234","4,223"
2025-07-10 00:05:00,0,"13,922","4,561"
2025-07-10 00:00:00,0,"13,456","3,581"
2025-07-09 23:55:00,0,"13,59","2,972"
2025-07-09 23:50:00,0,"13,44","3,329"
2025-07-09 23:45:00,0,"13,654","4,364"
2025-07-09 23:40:00,0,"14,346","4,367"
2025-07-09 23:35:00,0,"14,006","3,869"
2025-07-09 23:30:00,0,"14,02","2,929"
2025-07-09 23:25:00,0,"14,015","3,116"
2025-07-09 23:20:00,0,"14,034","4,248"
2025-07-09 23:15:00,0,"14,064","4,823"
2025-07-09 23:10:00,0,"14,272","3,096"
2025-07-09 23:05:00,0,"14,383","2,981"
2025-07-09 23:00:00,0,"14,321","3,772"
2025-07-09 22:55:00,0,"13,688","4,294"
2025-07-09 22:50:00,0,"13,655","4,529"
2025-07-09 22:45:00,0,"13,582","3,635"
2025-07-09 22:40:00,0,"13,274","2,923"
2025-07-09 22:35:00,0,"13,771","3,511"
2025-07-09 22:30:00,0,"13,24","4,037"
2025-07-09 22:25:00,0,"13,591","4,31"
2025-07-09 22:20:00,0,"13,615","3,72"
2025-07-09 22:15:00,0,"13,765","2,971"
2025-07-09 22:10:00,0,"13,858","3,888"
2025-07-09 22:05:00,0,"14,174","4,075"
2025-07-09 22:00:00,0,"14,08","4,158"
2025-07-09 21:55:00,0,"14,125","4,41"
2025-07-09 21:50:00,0,"13,895","2,983"
2025-07-09 21:45:00,0,"14,101","3,047"
2025-07-09 21:40:00,0,"13,873","4,309"
2025-07-09 21:35:00,0,"14,308","4,547"
2025-07-09 21:30:00,0,"13,363","3,719"
2025-07-09 21:25:00,0,"13,704","2,945"
2025-07-09 21:20:00,0,"13,805","3,341"
2025-07-09 21:15:00,0,"12,828","4,297"
2025-07-09 21:10:00,0,"13,199","4,841"
2025-07-09 21:05:00,0,"12,457","3,233"
2025-07-09 21:00:00,0,"12,647","2,983"
2025-07-09 20:55:00,0,"12,078","3,646"
2025-07-09 20:50:00,0,"12,275","4,432"
2025-07-09 20:45:00,0,"13,198","4,613"
2025-07-09 20:40:00,0,"12,94","3,35"
2025-07-09 20:35:00,0,"11,791","2,953"
2025-07-09 20:30:00,0,"11,705","3,017"
2025-07-09 20:25:00,0,"11,371","4,949"
2025-07-09 20:20:00,0,"11,33","4,264"
2025-07-09 20:15:00,0,"11,49","4,345"
2025-07-09 20:10:00,0,"11,497","2,992"
2025-07-09 20:05:00,0,"11,91","3,058"
2025-07-09 20:00:00,0,"11,728","4,284"
2025-07-09 19:55:00,0,"12,329","4,426"
2025-07-09 19:50:00,0,"11,404","4,77"
2025-07-09 19:45:00,0,"11,147","5,038"
2025-07-09 19:40:00,0,"11,179","3,577"
2025-07-09 19:35:00,0,"11,058","3,658"
2025-07-09 19:30:00,0,"11,076","4,927"
2025-07-09 19:25:00,0,"11,195","4,721"
2025-07-09 19:20:00,0,"11,48","4,738"
2025-07-09 19:15:00,0,"11,804","5,382"
2025-07-09 19:10:00,0,"11,364","3,857"
2025-07-09 19:05:00,0,"11,099","3,704"
2025-07-09 19:00:00,0,"11,138","4,691"
2025-07-09 18:55:00,0,"11,122","8,327"
2025-07-09 18:50:00,0,"11,62","9,545"
2025-07-09 18:45:00,0,"11,518","8,918"
2025-07-09 18:40:00,0,"11,054","8,478"
2025-07-09 18:35:00,0,"11,088","9,17"
2025-07-09 18:30:00,0,"10,94","11,186"
2025-07-09 18:25:00,0,"11,01","11,542"
2025-07-09 18:20:00,0,"11,136","10,718"
2025-07-09 18:15:00,0,"11,377","10,696"
2025-07-09 18:10:00,0,"11,545","12,043"
2025-07-09 18:05:00,0,"11,53","13,068"
2025-07-09 18:00:00,0,"11,419","12,005"
2025-07-09 17:55:00,0,"11,37","12,832"
2025-07-09 17:50:00,0,"11,309","13,118"
2025-07-09 17:45:00,0,"11,48","12,962"
2025-07-09 17:40:00,0,"11,526","13,138"
2025-07-09 17:35:00,0,"11,405","13,362"
2025-07-09 17:30:00,0,"11,803","13,147"
2025-07-09 17:25:00,0,"11,881","13,07"
2025-07-09 17:20:00,0,"11,292","12,814"
2025-07-09 17:15:00,0,"11,219","13,621"
2025-07-09 17:10:00,0,"11,14","15,755"
2025-07-09 17:05:00,0,"11,065","15,487"
2025-07-09 17:00:00,0,"11,06","14,165"
2025-07-09 16:55:00,0,"11,078","13,97"
2025-07-09 16:50:00,0,"11,413","14,59"
2025-07-09 16:45:00,0,"11,233","14,09"
2025-07-09 16:40:00,0,"11,035","14,012"
2025-07-09 16:35:00,0,"11,302","14,128"
2025-07-09 16:30:00,0,"11,072","14,51"
2025-07-09 16:25:00,0,"12,066","14,011"
2025-07-09 16:20:00,0,"11,053","14,408"
2025-07-09 16:15:00,0,"11,068","14,941"
2025-07-09 16:10:00,0,"11,418","15,25"
2025-07-09 16:05:00,0,"11,167","14,866"
2025-07-09 16:00:00,0,"11,212","15,664"
2025-07-09 15:55:00,0,"11,173","17,226"
2025-07-09 15:50:00,0,"11,099","16,732"
2025-07-09 15:45:00,0,"11,095","17,471"
2025-07-09 15:40:00,0,"11,485","17,527"
2025-07-09 15:35:00,0,"11,191","16,816"
2025-07-09 15:30:00,0,"11,176","19,171"
2025-07-09 15:25:00,0,"11,192","19,006"
2025-07-09 15:20:00,0,"11,353","18,192"
2025-07-09 15:15:00,0,"11,466","18,678"
2025-07-09 15:10:00,0,"11,563","18,295"
2025-07-09 15:05:00,0,"11,106","18,174"
2025-07-09 15:00:00,0,"11,314","17,056"
2025-07-09 14:55:00,0,"10,879","17,212"
2025-07-09 14:50:00,0,"10,844","17,179"
2025-07-09 14:45:00,0,"11,035","16,806"
2025-07-09 14:40:00,0,"10,946","16,769"
2025-07-09 14:35:00,0,"10,927","18,061"
2025-07-09 14:30:00,0,"10,78","19,463"
2025-07-09 14:25:00,0,"10,867","17,734"
2025-07-09 14:20:00,0,"10,838","18,385"
2025-07-09 14:15:00,0,"10,718","18,755"
2025-07-09 14:10:00,0,"10,655","17,514"
2025-07-09 14:05:00,0,"10,835","17,216"
2025-07-09 14:00:00,0,"10,966","17,32"
2025-07-09 13:55:00,0,"10,889","18,23"
2025-07-09 13:50:00,0,"10,787","18,294"
2025-07-09 13:45:00,0,"10,861","18,227"
2025-07-09 13:40:00,0,"10,658","19,464"
2025-07-09 13:35:00,0,"10,831","19,21"
2025-07-09 13:30:00,0,"10,834","18,971"
2025-07-09 13:25:00,0,"10,931","18,816"
2025-07-09 13:20:00,0,"10,582","18,428"
2025-07-09 13:15:00,0,"10,616","18,15"
2025-07-09 13:10:00,0,"10,582","18,239"
2025-07-09 13:05:00,0,"10,529","17,994"
2025-07-09 13:00:00,0,"10,476","15,989"
2025-07-09 12:55:00,0,"10,768","15,698"
2025-07-09 12:50:00,0,"11,066","17,263"
2025-07-09 12:45:00,0,"10,482","16,688"
2025-07-09 12:40:00,0,"10,589","16,327"
2025-07-09 12:35:00,0,"10,698","16,466"
2025-07-09 12:30:00,0,"11,147","15,799"
2025-07-09 12:25:00,0,"11,192","16,372"
2025-07-09 12:20:00,0,"10,388","16,241"
2025-07-09 12:15:00,0,"10,22","15,673"
2025-07-09 12:10:00,0,"10,375","14,789"
2025-07-09 12:05:00,0,"10,453","14,948"
2025-07-09 12:00:00,0,"10,292","16,195"
2025-07-09 11:55:00,0,"10,474","18,077"
2025-07-09 11:50:00,0,"10,618","17,761"
2025-07-09 11:45:00,0,"10,494","17,522"
2025-07-09 11:40:00,0,"10,675","17,334"
2025-07-09 11:35:00,0,"10,642","17,22"
2025-07-09 11:30:00,0,"10,664","17,06"
2025-07-09 11:25:00,0,"11,117","17,239"
2025-07-09 11:20:00,0,"10,898","17,443"
2025-07-09 11:15:00,0,"10,543","17,138"
2025-07-09 11:10:00,0,"10,486","19,188"
2025-07-09 11:05:00,0,"10,372","20,543"
2025-07-09 11:00:00,0,"10,451","18,7"
2025-07-09 10:55:00,0,"10,468","18,47"
2025-07-09 10:50:00,0,"10,46","18,418"
2025-07-09 10:45:00,0,"10,528","17,242"
2025-07-09 10:40:00,0,"10,782","17,02"
2025-07-09 10:35:00,0,"11,684","16,912"
2025-07-09 10:30:00,0,"11,195","16,958"
2025-07-09 10:25:00,0,"10,558","16,412"
2025-07-09 10:20:00,0,"10,308","16,448"
2025-07-09 10:15:00,0,"10,604","17,831"
2025-07-09 10:10:00,0,"10,558","17,578"
2025-07-09 10:05:00,0,"10,554","17,023"
2025-07-09 10:00:00,0,"10,638","17,61"
2025-07-09 09:55:00,0,"10,49","15,588"
2025-07-09 09:50:00,0,"10,344","15,131"
2025-07-09 09:45:00,0,"10,266","15,372"
2025-07-09 09:40:00,0,"10,069","15,03"
2025-07-09 09:35:00,0,"10,061","14,484"
2025-07-09 09:30:00,0,"10,339","14,315"
2025-07-09 09:25:00,0,"10,157","14,092"
2025-07-09 09:20:00,0,"10,032","15,983"
2025-07-09 09:15:00,0,"10,098","16,068"
2025-07-09 09:10:00,0,"10,1","14,669"
2025-07-09 09:05:00,0,"9,961","14,381"
2025-07-09 09:00:00,0,"9,989","13,966"
2025-07-09 08:55:00,0,"10,046","13,662"
2025-07-09 08:50:00,0,"10,254","13,38"
2025-07-09 08:45:00,0,"10,1","13,712"
2025-07-09 08:40:00,0,"10,23","13,812"
2025-07-09 08:35:00,0,"10,237","13,013"
2025-07-09 08:30:00,0,"10,164","12,432"
2025-07-09 08:25:00,0,"9,985","13,086"
2025-07-09 08:20:00,0,"9,998","13,372"
2025-07-09 08:15:00,0,"10,061","12,515"
2025-07-09 08:10:00,0,"10,171","12,032"
2025-07-09 08:05:00,0,"10,258","11,68"
2025-07-09 08:00:00,0,"10,307","11,052"
2025-07-09 07:55:00,0,"9,953","11,872"
2025-07-09 07:50:00,0,"9,984","10,858"
2025-07-09 07:45:00,0,"10,038","10,249"
2025-07-09 07:40:00,0,"10,139","10,304"
2025-07-09 07:35:00,0,"10,091","11,389"
2025-07-09 07:30:00,0,"10,05","11,322"
2025-07-09 07:25:00,0,"10,322","11,06"
2025-07-09 07:20:00,0,"10,618","10,572"
2025-07-09 07:15:00,0,"10,499","9,949"
2025-07-09 07:10:00,0,"10,58","10,063"
2025-07-09 07:05:00,0,"10,616","9,828"
2025-07-09 07:00:00,0,"10,883","9,187"
2025-07-09 06:55:00,0,"10,77","8,618"
2025-07-09 06:50:00,0,"10,925","9,15"
2025-07-09 06:45:00,0,"10,831","10,495"
2025-07-09 06:40:00,0,"10,907","10,064"
2025-07-09 06:35:00,0,"10,921","9,72"
2025-07-09 06:30:00,0,"10,933","9,808"
2025-07-09 06:25:00,0,"10,766","8,543"
2025-07-09 06:20:00,0,"10,734","7,842"
2025-07-09 06:15:00,0,"10,811","7,408"
2025-07-09 06:10:00,0,"10,68","7,254"
2025-07-09 06:05:00,0,"10,547","8,79"
2025-07-09 06:00:00,0,"10,606","9,14"
2025-07-09 05:55:00,0,"10,664","7,903"
2025-07-09 05:50:00,0,"10,886","8,236"
2025-07-09 05:45:00,0,"11,213","8,996"
2025-07-09 05:40:00,0,"10,816","8,81"
2025-07-09 05:35:00,0,"10,943","5,542"
2025-07-09 05:30:00,0,"10,874","3,452"
2025-07-09 05:25:00,0,"10,89","4,05"
2025-07-09 05:20:00,0,"10,909","4,13"
2025-07-09 05:15:00,0,"11,354","4,084"
2025-07-09 05:10:00,0,"11,419","2,953"
2025-07-09 05:05:00,0,"11,54","3,062"
2025-07-09 05:00:00,0,"11,411","4,295"
2025-07-09 04:55:00,0,"11,354","4,18"
2025-07-09 04:50:00,0,"11,424","4,26"
2025-07-09 04:45:00,0,"11,232","2,918"
2025-07-09 04:40:00,0,"11,236","2,956"
2025-07-09 04:35:00,0,"11,532","4,037"
2025-07-09 04:30:00,0,"11,401","4,52"
2025-07-09 04:25:00,0,"11,419","3,79"
2025-07-09 04:20:00,0,"11,784","2,974"
2025-07-09 04:15:00,0,"11,516","3,064"
2025-07-09 04:10:00,0,"11,62","4,327"
2025-07-09 04:05:00,0,"11,55","4,607"
2025-07-09 04:00:00,0,"11,668","3,04"
2025-07-09 03:55:00,0,"11,924","2,928"
2025-07-09 03:50:00,0,"11,945","3,751"
2025-07-09 03:45:00,0,"11,698","4,084"
2025-07-09 03:40:00,0,"11,659","4,208"
2025-07-09 03:35:00,0,"11,896","4,471"
2025-07-09 03:30:00,0,"11,628","2,999"
2025-07-09 03:25:00,0,"11,618","2,966"
2025-07-09 03:20:00,0,"11,614","3,403"
2025-07-09 03:15:00,0,"11,712","5,188"
2025-07-09 03:10:00,0,"12,089","2,987"
2025-07-09 03:05:00,0,"12,485","2,948"
2025-07-09 03:00:00,0,"12,324","2,93"
2025-07-09 02:55:00,0,"12,27","2,924"
2025-07-09 02:50:00,0,"11,792","5,107"
2025-07-09 02:45:00,0,"12,055","6,44"
2025-07-09 02:40:00,0,"11,797","5,22"
2025-07-09 02:35:00,0,"11,647","4,153"
2025-07-09 02:30:00,0,"11,782","4,418"
2025-07-09 02:25:00,0,"11,662","2,963"
2025-07-09 02:20:00,0,"11,611","2,963"
2025-07-09 02:15:00,0,"11,875","4,218"
2025-07-09 02:10:00,0,"11,634","4,04"
2025-07-09 02:05:00,0,"11,383","4,555"
2025-07-09 02:00:00,0,"11,116","2,938"
2025-07-09 01:55:00,0,"11,249","2,926"
2025-07-09 01:50:00,0,"11,272","3,94"
2025-07-09 01:45:00,0,"11,472","4,03"
2025-07-09 01:40:00,0,"11,453","4,331"
2025-07-09 01:35:00,0,"11,188","3,569"
2025-07-09 01:30:00,0,"11,555","2,976"
2025-07-09 01:25:00,0,"11,718","3,421"
2025-07-09 01:20:00,0,"11,9","4,072"
2025-07-09 01:15:00,0,"12,094","4,052"
2025-07-09 01:10:00,0,"11,866","4,621"
2025-07-09 01:05:00,0,"11,984","3,096"
2025-07-09 01:00:00,0,"11,825","2,948"
2025-07-09 00:55:00,0,"11,876","3,886"
2025-07-09 00:50:00,0,"12,391","4,153"
2025-07-09 00:45:00,0,"11,91","4,642"
2025-07-09 00:40:00,0,"11,846","3,161"
2025-07-09 00:35:00,0,"11,677","2,945"
2025-07-09 00:30:00,0,"11,716","3,52"
2025-07-09 00:25:00,0,"11,488","4,171"
2025-07-09 00:20:00,0,"11,257","4,644"
2025-07-09 00:15:00,0,"11,402","2,998"
2025-07-09 00:10:00,0,"11,534","2,976"
2025-07-09 00:05:00,0,"11,821","3,858"
2025-07-09 00:00:00,0,"11,585","4,166"
2025-07-08 23:55:00,0,"11,699","4,039"
2025-07-08 23:50:00,0,"11,471","2,928"
2025-07-08 23:45:00,0,"11,778","2,928"
2025-07-08 23:40:00,0,"11,998","4,115"
2025-07-08 23:35:00,0,"12,342","3,904"
2025-07-08 23:30:00,0,"12,341","4,357"
2025-07-08 23:25:00,0,"12,144","3,571"
2025-07-08 23:20:00,0,"12,254","2,969"
2025-07-08 23:15:00,0,"12,076","3,55"
2025-07-08 23:10:00,0,"12,098","4,133"
2025-07-08 23:05:00,0,"12,221","4,29"
2025-07-08 23:00:00,0,"12,155","2,97"
2025-07-08 22:55:00,0,"12,292","2,934"
2025-07-08 22:50:00,0,"12,181","4,19"
2025-07-08 22:45:00,0,"12,12","4,465"
2025-07-08 22:40:00,0,"12,104","3,391"
2025-07-08 22:35:00,0,"12,325","2,928"
2025-07-08 22:30:00,0,"12,173","3,528"
2025-07-08 22:25:00,0,"12,072","4,379"
2025-07-08 22:20:00,0,"12,149","4,324"
2025-07-08 22:15:00,0,"12,019","2,981"
2025-07-08 22:10:00,0,"12,338","2,969"
2025-07-08 22:05:00,0,"12,193","4,186"
2025-07-08 22:00:00,0,"12,316","4,513"
2025-07-08 21:55:00,0,"11,807","3,292"
2025-07-08 21:50:00,0,"11,705","2,935"
2025-07-08 21:45:00,0,"11,672","3,58"
2025-07-08 21:40:00,0,"11,754","4,02"
2025-07-08 21:35:00,0,"11,668","4,363"
2025-07-08 21:30:00,0,"11,696","3,797"
2025-07-08 21:25:00,0,"11,572","2,97"
2025-07-08 21:20:00,0,"11,533","3,338"
2025-07-08 21:15:00,0,"12,054","4,054"
2025-07-08 21:10:00,0,"12,324","4,592"
2025-07-08 21:05:00,0,"12,934","3,094"
2025-07-08 21:00:00,0,"11,282","2,962"
2025-07-08 20:55:00,0,"10,94","3,725"
2025-07-08 20:50:00,0,"10,896","4,002"
2025-07-08 20:45:00,0,"11,196","4,266"
2025-07-08 20:40:00,0,"11,417","4,213"
2025-07-08 20:35:00,0,"11,418","3,544"
2025-07-08 20:30:00,0,"11,035","4,087"
2025-07-08 20:25:00,0,"10,886","4,666"
2025-07-08 20:20:00,0,"10,853","4,654"
2025-07-08 20:15:00,0,"10,958","5,089"
2025-07-08 20:10:00,0,"10,508","3,588"
2025-07-08 20:05:00,0,"10,663","3,589"
2025-07-08 20:00:00,0,"10,645","4,483"
2025-07-08 19:55:00,0,"10,416","6,029"
2025-07-08 19:50:00,0,"10,507","6,83"
2025-07-08 19:45:00,0,"10,714","5,788"
2025-07-08 19:40:00,0,"11,692","5,95"
2025-07-08 19:35:00,0,"10,818","6,989"
2025-07-08 19:30:00,0,"10,95","7,206"
2025-07-08 19:25:00,0,"10,901","6,571"
2025-07-08 19:20:00,0,"10,838","6,04"
2025-07-08 19:15:00,0,"10,859","6,971"
2025-07-08 19:10:00,0,"10,934","8,008"
2025-07-08 19:05:00,0,"10,879","8,202"
2025-07-08 19:00:00,0,"11,21","7,151"
2025-07-08 18:55:00,0,"11,1","7,523"
2025-07-08 18:50:00,0,"10,822","7,793"
2025-07-08 18:45:00,0,"10,759","7,732"
2025-07-08 18:40:00,0,"10,782","11,524"
2025-07-08 18:35:00,0,"10,879","11,699"
2025-07-08 18:30:00,0,"10,866","10,145"
2025-07-08 18:25:00,0,"10,97","10,564"
2025-07-08 18:20:00,0,"10,888","9,218"
2025-07-08 18:15:00,0,"11,065","9,112"
2025-07-08 18:10:00,0,"11,089","9,454"
2025-07-08 18:05:00,0,"10,912","10,266"
2025-07-08 18:00:00,0,"11,003","9,864"
2025-07-08 17:55:00,0,"10,924","9,03"
2025-07-08 17:50:00,0,"11,154","10,445"
2025-07-08 17:45:00,0,"11,328","12,05"
2025-07-08 17:40:00,0,"11,063","12,131"
2025-07-08 17:35:00,0,"11,122","12,396"
2025-07-08 17:30:00,0,"11,249","12,146"
2025-07-08 17:25:00,0,"11,262","11,83"
2025-07-08 17:20:00,0,"11,669","11,934"
2025-07-08 17:15:00,0,"11,095","12,313"
2025-07-08 17:10:00,0,"11,03","12,277"
2025-07-08 17:05:00,0,"11,086","12,018"
2025-07-08 17:00:00,0,"11,202","13,255"
2025-07-08 16:55:00,0,"11,39","13,568"
2025-07-08 16:50:00,0,"11,438","13,498"
2025-07-08 16:45:00,0,"11,596","13,501"
2025-07-08 16:40:00,0,"11,635","13,788"
2025-07-08 16:35:00,0,"11,489","13,615"
2025-07-08 16:30:00,0,"11,503","14,705"
