Date,Consumption [kW],MCB 1102 [kW],MCB 1202 [kW],MCB 1201 [kW],MCB 1101 [kW]
2025-07-31 09:20:00,0,"0,005","0,001","0,001","0,001"
2025-07-31 09:15:00,0,"0,005","0,001","0,001","0,001"
2025-07-31 09:10:00,0,"0,005","0,001","0,001","0,001"
2025-07-31 09:05:00,0,"0,005","0,001","0,001","0,001"
2025-07-31 09:00:00,0,"0,587","0,001","0,001","0,001"
2025-07-31 08:55:00,0,"2,07","0,001","0,001","0,001"
2025-07-31 08:50:00,0,"2,08","0,001","0,001","0,001"
2025-07-31 08:45:00,0,"2,088","0,001","0,001","0,001"
2025-07-31 08:40:00,0,"2,096","0,001","0,001","0,001"
2025-07-31 08:35:00,0,"2,107","0,001","0,001","0,001"
2025-07-31 08:30:00,0,"2,108","0,001","0,001","0,001"
2025-07-31 08:25:00,0,"2,102","0,001","0,001","0,001"
2025-07-31 08:20:00,0,"2,102","0,001","0,001","0,001"
2025-07-31 08:15:00,0,"2,118","0,001","0,001","0,001"
2025-07-31 08:10:00,0,"2,123","0,001","0,001","0,001"
2025-07-31 08:05:00,0,"2,128","0,001","0,001","0,001"
2025-07-31 08:00:00,0,"2,128","0,001","0,001","0,001"
2025-07-31 07:55:00,0,"2,137","0,001","0,001","0,001"
2025-07-31 07:50:00,0,"2,156","0,001","0,001","0,001"
2025-07-31 07:45:00,0,"2,204","0,001","0,001","0,001"
2025-07-31 07:40:00,0,"2,162","0,001","0,001","0,001"
2025-07-31 07:35:00,0,"2,075","0,001","0,001","0,001"
2025-07-31 07:30:00,0,"2,09","0,001","0,001","0,001"
2025-07-31 07:25:00,0,"2,1","0,001","0,001","0,001"
2025-07-31 07:20:00,0,"2,101","0,001","0,001","0,001"
2025-07-31 07:15:00,0,"2,093","0,001","0,001","0,001"
2025-07-31 07:10:00,0,"2,06","0,001","0,001","0,001"
2025-07-31 07:05:00,0,"2,066","0,001","0,001","0,001"
2025-07-31 07:00:00,0,"2,07","0,001","0,001","0,001"
2025-07-31 06:55:00,0,"2,081","0,001","0,001","0,001"
2025-07-31 06:50:00,0,"2,092","0,001","0,001","0,001"
2025-07-31 06:45:00,0,"2,057","0,001","0,001","0,001"
2025-07-31 06:40:00,0,"2,064","0,001","0,001","0,001"
2025-07-31 06:35:00,0,"2,071","0,001","0,001","0,001"
2025-07-31 06:30:00,0,"2,076","0,001","0,001","0,001"
2025-07-31 06:25:00,0,"2,077","0,001","0,001","0,001"
2025-07-31 06:20:00,0,"2,076","0,001","0,001","0,001"
2025-07-31 06:15:00,0,"2,062","0,001","0,001","0,001"
2025-07-31 06:10:00,0,"2,068","0,001","0,001","0,001"
2025-07-31 06:05:00,0,"2,076","0,001","0,001","0,001"
2025-07-31 06:00:00,0,"2,075","0,001","0,001","0,001"
2025-07-31 05:55:00,0,"2,082","0,001","0,001","0,001"
2025-07-31 05:50:00,0,"2,084","0,001","0,001","0,001"
2025-07-31 05:45:00,0,"2,088","0,001","0,001","0,001"
2025-07-31 05:40:00,0,"2,09","0,001","0,001","0,001"
2025-07-31 05:35:00,0,"2,094","0,001","0,001","0,001"
2025-07-31 05:30:00,0,"2,107","0,001","0,001","0,001"
2025-07-31 05:25:00,0,"2,069","0,001","0,001","0,001"
2025-07-31 05:20:00,0,"2,064","0,001","0,001","0,001"
2025-07-31 05:15:00,0,"2,068","0,001","0,001","0,001"
2025-07-31 05:10:00,0,"2,068","0,001","0,001","0,001"
2025-07-31 05:05:00,0,"2,071","0,001","0,001","0,001"
2025-07-31 05:00:00,0,"2,076","0,001","0,001","0,001"
2025-07-31 04:55:00,0,"2,08","0,001","0,001","0,001"
2025-07-31 04:50:00,0,"2,083","0,001","0,001","0,001"
2025-07-31 04:45:00,0,"2,084","0,001","0,001","0,001"
2025-07-31 04:40:00,0,"2,088","0,001","0,001","0,001"
2025-07-31 04:35:00,0,"2,087","0,001","0,001","0,001"
2025-07-31 04:30:00,0,"2,089","0,001","0,001","0,001"
2025-07-31 04:25:00,0,"2,093","0,001","0,001","0,001"
2025-07-31 04:20:00,0,"2,094","0,001","0,001","0,001"
2025-07-31 04:15:00,0,"2,095","0,001","0,001","0,001"
2025-07-31 04:10:00,0,"2,098","0,001","0,001","0,001"
2025-07-31 04:05:00,0,"2,099","0,001","0,001","0,001"
2025-07-31 04:00:00,0,"2,102","0,001","0,001","0,001"
2025-07-31 03:55:00,0,"2,101","0,001","0,001","0,001"
2025-07-31 03:50:00,0,"2,1","0,001","0,001","0,001"
2025-07-31 03:45:00,0,"2,094","0,001","0,001","0,001"
2025-07-31 03:40:00,0,"2,094","0,001","0,001","0,001"
2025-07-31 03:35:00,0,"2,095","0,001","0,001","0,001"
2025-07-31 03:30:00,0,"2,099","0,001","0,001","0,001"
2025-07-31 03:25:00,0,"2,09","0,001","0,001","0,001"
2025-07-31 03:20:00,0,"2,092","0,001","0,001","0,001"
2025-07-31 03:15:00,0,"2,095","0,001","0,001","0,001"
2025-07-31 03:10:00,0,"2,111","0,001","0,001","0,001"
2025-07-31 03:05:00,0,"2,11","0,001","0,001","0,001"
2025-07-31 03:00:00,0,"2,123","0,001","0,001","0,001"
2025-07-31 02:55:00,0,"2,15","0,001","0,001","0,001"
2025-07-31 02:50:00,0,"2,15","0,001","0,001","0,001"
2025-07-31 02:45:00,0,"2,141","0,001","0,001","0,001"
2025-07-31 02:40:00,0,"2,144","0,001","0,001","0,001"
2025-07-31 02:35:00,0,"2,147","0,001","0,001","0,001"
2025-07-31 02:30:00,0,"2,161","0,001","0,001","0,001"
2025-07-31 02:25:00,0,"2,161","0,001","0,001","0,001"
2025-07-31 02:20:00,0,"2,16","0,001","0,001","0,001"
2025-07-31 02:15:00,0,"2,16","0,001","0,001","0,001"
2025-07-31 02:10:00,0,"2,155","0,001","0,001","0,001"
2025-07-31 02:05:00,0,"2,149","0,001","0,001","0,001"
2025-07-31 02:00:00,0,"2,149","0,001","0,001","0,001"
2025-07-31 01:55:00,0,"2,166","0,001","0,001","0,001"
2025-07-31 01:50:00,0,"2,17","0,001","0,001","0,001"
2025-07-31 01:45:00,0,"2,162","0,001","0,001","0,001"
2025-07-31 01:40:00,0,"2,165","0,001","0,001","0,001"
2025-07-31 01:35:00,0,"2,162","0,001","0,001","0,001"
2025-07-31 01:30:00,0,"2,155","0,001","0,001","0,001"
2025-07-31 01:25:00,0,"2,152","0,001","0,001","0,001"
2025-07-31 01:20:00,0,"2,161","0,001","0,001","0,001"
2025-07-31 01:15:00,0,"2,161","0,001","0,001","0,001"
2025-07-31 01:10:00,0,"2,158","0,001","0,001","0,001"
2025-07-31 01:05:00,0,"2,156","0,001","0,001","0,001"
2025-07-31 01:00:00,0,"2,154","0,001","0,001","0,001"
2025-07-31 00:55:00,0,"2,176","0,001","0,001","0,001"
2025-07-31 00:50:00,0,"2,197","0,001","0,001","0,001"
2025-07-31 00:45:00,0,"2,19","0,001","0,001","0,001"
2025-07-31 00:40:00,0,"2,186","0,001","0,001","0,001"
2025-07-31 00:35:00,0,"2,189","0,001","0,001","0,001"
2025-07-31 00:30:00,0,"2,188","0,001","0,001","0,001"
2025-07-31 00:25:00,0,"2,18","0,001","0,001","0,001"
2025-07-31 00:20:00,0,"2,183","0,001","0,001","0,001"
2025-07-31 00:15:00,0,"2,186","0,001","0,001","0,001"
2025-07-31 00:10:00,0,"2,173","0,001","0,001","0,001"
2025-07-31 00:05:00,0,"2,16","0,001","0,001","0,001"
2025-07-31 00:00:00,0,"2,167","0,001","0,001","0,001"
2025-07-30 23:55:00,0,"2,164","0,001","0,001","0,001"
2025-07-30 23:50:00,0,"2,16","0,001","0,001","0,001"
2025-07-30 23:45:00,0,"2,16","0,001","0,001","0,001"
2025-07-30 23:40:00,0,"2,161","0,001","0,001","0,001"
2025-07-30 23:35:00,0,"2,155","0,001","0,001","0,001"
2025-07-30 23:30:00,0,"2,153","0,001","0,001","0,001"
2025-07-30 23:25:00,0,"2,171","0,001","0,001","0,001"
2025-07-30 23:20:00,0,"2,212","0,001","0,001","0,001"
2025-07-30 23:15:00,0,"2,206","0,001","0,001","0,001"
2025-07-30 23:10:00,0,"2,2","0,001","0,001","0,001"
2025-07-30 23:05:00,0,"2,189","0,001","0,001","0,001"
2025-07-30 23:00:00,0,"2,19","0,001","0,001","0,001"
2025-07-30 22:55:00,0,"2,203","0,001","0,001","0,001"
2025-07-30 22:50:00,0,"2,212","0,001","0,001","0,001"
2025-07-30 22:45:00,0,"2,208","0,001","0,001","0,001"
2025-07-30 22:40:00,0,"2,204","0,001","0,001","0,001"
2025-07-30 22:35:00,0,"2,197","0,001","0,001","0,001"
2025-07-30 22:30:00,0,"2,197","0,001","0,001","0,001"
2025-07-30 22:25:00,0,"2,198","0,001","0,001","0,001"
2025-07-30 22:20:00,0,"2,19","0,001","0,001","0,001"
2025-07-30 22:15:00,0,"2,196","0,001","0,001","0,001"
2025-07-30 22:10:00,0,"2,194","0,001","0,001","0,001"
2025-07-30 22:05:00,0,"2,183","0,001","0,001","0,001"
2025-07-30 22:00:00,0,"2,185","0,001","0,001","0,001"
2025-07-30 21:55:00,0,"2,179","0,001","0,001","0,001"
2025-07-30 21:50:00,0,"2,176","0,001","0,001","0,001"
2025-07-30 21:45:00,0,"2,178","0,001","0,001","0,001"
2025-07-30 21:40:00,0,"2,176","0,001","0,001","0,001"
2025-07-30 21:35:00,0,"2,168","0,001","0,001","0,001"
2025-07-30 21:30:00,0,"2,164","0,001","0,001","0,001"
2025-07-30 21:25:00,0,"2,167","0,001","0,001","0,001"
2025-07-30 21:20:00,0,"2,188","0,001","0,001","0,001"
2025-07-30 21:15:00,0,"2,189","0,001","0,001","0,001"
2025-07-30 21:10:00,0,"2,185","0,001","0,001","0,001"
2025-07-30 21:05:00,0,"2,177","0,001","0,001","0,001"
2025-07-30 21:00:00,0,"2,178","0,001","0,001","0,001"
2025-07-30 20:55:00,0,"2,173","0,001","0,001","0,001"
2025-07-30 20:50:00,0,"2,166","0,001","0,001","0,001"
2025-07-30 20:45:00,0,"2,162","0,001","0,001","0,001"
2025-07-30 20:40:00,0,"2,155","0,001","0,001","0,001"
2025-07-30 20:35:00,0,"2,154","0,001","0,001","0,001"
2025-07-30 20:30:00,0,"2,148","0,001","0,001","0,001"
2025-07-30 20:25:00,0,"2,142","0,001","0,001","0,001"
2025-07-30 20:20:00,0,"2,137","0,001","0,001","0,001"
2025-07-30 20:15:00,0,"2,096","0,001","0,001","0,001"
2025-07-30 20:10:00,0,"2,1","0,001","0,001","0,001"
2025-07-30 20:05:00,0,"2,1","0,001","0,001","0,001"
2025-07-30 20:00:00,0,"2,104","0,001","0,001","0,001"
2025-07-30 19:55:00,0,"2,237","0,001","0,001","0,001"
2025-07-30 19:50:00,0,"2,242","0,001","0,001","0,001"
2025-07-30 19:45:00,0,"2,237","0,001","0,001","0,001"
2025-07-30 19:40:00,0,"2,236","0,001","0,001","0,001"
2025-07-30 19:35:00,0,"2,237","0,001","0,001","0,001"
2025-07-30 19:30:00,0,"2,234","0,001","0,001","0,001"
2025-07-30 19:25:00,0,"2,233","0,001","0,001","0,001"
2025-07-30 19:20:00,0,"2,245","0,001","0,001","0,001"
2025-07-30 19:15:00,0,"2,246","0,001","0,001","1,38"
2025-07-30 19:10:00,0,"2,243","0,001","0,001","4,174"
2025-07-30 19:05:00,0,"2,237","0,001","0,001","4,169"
2025-07-30 19:00:00,0,"2,234","0,001","0,001","4,166"
2025-07-30 18:55:00,0,"2,231","0,001","0,001","4,159"
2025-07-30 18:50:00,0,"2,221","0,001","0,001","4,151"
2025-07-30 18:45:00,0,"2,213","0,001","0,001","4,139"
2025-07-30 18:40:00,0,"2,214","0,001","0,001","4,141"
2025-07-30 18:35:00,0,"2,221","0,001","0,001","4,151"
2025-07-30 18:30:00,0,"2,225","0,001","0,001","4,154"
2025-07-30 18:25:00,0,"2,22","0,001","0,001","4,152"
2025-07-30 18:20:00,0,"2,219","0,001","0,001","4,151"
2025-07-30 18:15:00,0,"2,226","0,001","0,001","4,162"
2025-07-30 18:10:00,0,"2,227","0,001","0,001","4,164"
2025-07-30 18:05:00,0,"2,226","0,001","0,001","4,16"
2025-07-30 18:00:00,0,"2,22","0,001","0,001","4,151"
2025-07-30 17:55:00,0,"2,215","0,001","0,001","4,141"
2025-07-30 17:50:00,0,"2,209","0,001","0,001","4,13"
2025-07-30 17:45:00,0,"2,201","0,001","0,001","4,116"
2025-07-30 17:40:00,0,"2,207","0,001","0,001","4,121"
2025-07-30 17:35:00,0,"2,224","0,001","0,001","4,136"
