Date,Consumption [kW],MCB 802 [kW],MCB 801 [kW],MCB 701 [kW],MCB 702 [kW]
2025-07-31 09:20:00,0,"12,377","3,827","4,656","15,863"
2025-07-31 09:15:00,0,"12,283","3,742","5,076","15,992"
2025-07-31 09:10:00,0,"11,938","3,661","5,178","15,569"
2025-07-31 09:05:00,0,"12,038","3,57","4,878","15,74"
2025-07-31 09:00:00,0,"12,262","3,349","5,135","14,976"
2025-07-31 08:55:00,0,"12,397","3,378","4,46","18,506"
2025-07-31 08:50:00,0,"12,089","3,058","4,006","17,54"
2025-07-31 08:45:00,0,"11,508","2,874","3,869","17,952"
2025-07-31 08:40:00,0,"11,531","2,783","3,802","14,534"
2025-07-31 08:35:00,0,"12,266","2,63","3,869","13,42"
2025-07-31 08:30:00,0,"11,689","2,411","4,409","11,753"
2025-07-31 08:25:00,0,"10,555","2,328","4,207","10,433"
2025-07-31 08:20:00,0,"11,395","2,132","3,479","9,913"
2025-07-31 08:15:00,0,"12,248","2,021","3,412","11,472"
2025-07-31 08:10:00,0,"11,49","1,906","3,412","10,314"
2025-07-31 08:05:00,0,"11,286","1,964","3,64","9,434"
2025-07-31 08:00:00,0,"11,378","1,705","3,547","10,726"
2025-07-31 07:55:00,0,"10,087","1,708","3,408","9,251"
2025-07-31 07:50:00,0,"10,609","2,384","3,408","9,53"
2025-07-31 07:45:00,0,"10,327","1,65","3,41","11,398"
2025-07-31 07:40:00,0,"10,078","1,439","3,526","9,092"
2025-07-31 07:35:00,0,"9,908","1,42","3,355","6,434"
2025-07-31 07:30:00,0,"10,321","1,312","3,398","6,731"
2025-07-31 07:25:00,0,"10,847","1,426","3,39","5,392"
2025-07-31 07:20:00,0,"9,906","1,217","3,386","5,209"
2025-07-31 07:15:00,0,"9,227","1,261","3,407","5,467"
2025-07-31 07:10:00,0,"8,788","1,114","3,708","7,057"
2025-07-31 07:05:00,0,"8,58","1,063","3,377","9,554"
2025-07-31 07:00:00,0,"8,672","1,106","3,445","6,33"
2025-07-31 06:55:00,0,"8,442","1,183","3,584","6,316"
2025-07-31 06:50:00,0,"8,832","1,248","3,394","5,622"
2025-07-31 06:45:00,0,"7,894","1,253","3,365","5,014"
2025-07-31 06:40:00,0,"7,706","1,255","3,305","5,294"
2025-07-31 06:35:00,0,"7,741","1,261","3,131","4,972"
2025-07-31 06:30:00,0,"7,13","1,31","3,367","4,903"
2025-07-31 06:25:00,0,"6,972","1,306","3,391","5,712"
2025-07-31 06:20:00,0,"7,318","1,314","3,373","6,262"
2025-07-31 06:15:00,0,"7,783","1,308","3,542","5,256"
2025-07-31 06:10:00,0,"7,196","1,273","3,869","3,796"
2025-07-31 06:05:00,0,"5,107","1,268","3,404","3,81"
2025-07-31 06:00:00,0,"2,642","1,295","3,449","3,803"
2025-07-31 05:55:00,0,"2,402","1,303","3,445","3,808"
2025-07-31 05:50:00,0,"1,896","1,326","3,565","3,79"
2025-07-31 05:45:00,0,"1,859","1,76","3,599","3,484"
2025-07-31 05:40:00,0,"2,029","1,466","3,911","2,947"
2025-07-31 05:35:00,0,"1,806","1,432","3,392","3,008"
2025-07-31 05:30:00,0,"1,787","1,426","3,444","2,94"
2025-07-31 05:25:00,0,"1,788","1,42","3,583","2,984"
2025-07-31 05:20:00,0,"1,898","1,42","3,373","2,995"
2025-07-31 05:15:00,0,"1,988","1,416","3,35","2,948"
2025-07-31 05:10:00,0,"2,015","1,412","3,348","3,005"
2025-07-31 05:05:00,0,"1,838","1,37","3,408","2,95"
2025-07-31 05:00:00,0,"2,076","1,348","3,94","2,915"
2025-07-31 04:55:00,0,"1,787","1,348","3,434","3,042"
2025-07-31 04:50:00,0,"1,787","1,325","3,22","3,058"
2025-07-31 04:45:00,0,"1,99","1,258","3,22","2,97"
2025-07-31 04:40:00,0,"1,895","1,237","3,762","2,952"
2025-07-31 04:35:00,0,"1,927","1,228","3,449","2,938"
2025-07-31 04:30:00,0,"1,882","1,223","3,32","2,947"
2025-07-31 04:25:00,0,"1,855","1,22","3,62","2,894"
2025-07-31 04:20:00,0,"1,834","1,218","3,428","3,005"
2025-07-31 04:15:00,0,"2,008","1,216","3,428","2,922"
2025-07-31 04:10:00,0,"1,919","1,181","3,436","2,94"
2025-07-31 04:05:00,0,"2,051","1,219","3,449","2,957"
2025-07-31 04:00:00,0,"1,784","1,14","3,716","2,976"
2025-07-31 03:55:00,0,"1,879","1,122","3,452","2,981"
2025-07-31 03:50:00,0,"1,901","1,153","3,408","2,956"
2025-07-31 03:45:00,0,"2,057","1,073","3,391","2,911"
2025-07-31 03:40:00,0,"1,885","1,705","3,342","3,054"
2025-07-31 03:35:00,0,"1,87","1,291","3,359","2,981"
2025-07-31 03:30:00,0,"1,792","1,2","3,64","2,91"
2025-07-31 03:25:00,0,"1,818","1,228","3,479","2,992"
2025-07-31 03:20:00,0,"1,975","1,238","3,416","2,975"
2025-07-31 03:15:00,0,"1,99","1,238","3,428","3,055"
2025-07-31 03:10:00,0,"2,088","1,201","3,45","2,959"
2025-07-31 03:05:00,0,"1,946","1,192","3,546","2,942"
2025-07-31 03:00:00,0,"1,87","1,181","3,853","3,017"
2025-07-31 02:55:00,0,"1,864","1,091","3,523","2,976"
2025-07-31 02:50:00,0,"2,003","1,093","3,421","2,966"
2025-07-31 02:45:00,0,"1,799","1,09","3,413","2,963"
2025-07-31 02:40:00,0,"1,799","1,092","3,58","3,062"
2025-07-31 02:35:00,0,"1,864","1,097","3,415","2,993"
2025-07-31 02:30:00,0,"1,883","1,111","3,431","2,945"
2025-07-31 02:25:00,0,"2,05","1,112","3,506","2,916"
2025-07-31 02:20:00,0,"1,997","1,128","3,473","2,954"
2025-07-31 02:15:00,0,"2,226","1,164","3,455","2,959"
2025-07-31 02:10:00,0,"1,816","1,178","3,845","2,957"
2025-07-31 02:05:00,0,"1,819","1,178","3,475","2,902"
2025-07-31 02:00:00,0,"1,832","1,183","3,588","2,995"
2025-07-31 01:55:00,0,"2,008","1,199","3,486","2,999"
2025-07-31 01:50:00,0,"1,813","1,218","3,462","2,95"
2025-07-31 01:45:00,0,"1,91","1,244","3,43","2,96"
2025-07-31 01:40:00,0,"1,886","1,228","3,443","2,986"
2025-07-31 01:35:00,0,"1,901","1,709","3,449","2,996"
2025-07-31 01:30:00,0,"1,98","1,434","3,589","2,97"
2025-07-31 01:25:00,0,"1,997","1,344","3,476","2,839"
2025-07-31 01:20:00,0,"2,089","1,298","3,494","3,024"
2025-07-31 01:15:00,0,"1,802","1,279","3,47","3,058"
2025-07-31 01:10:00,0,"1,822","1,248","3,538","3,064"
2025-07-31 01:05:00,0,"1,846","1,259","3,749","3,006"
2025-07-31 01:00:00,0,"2,159","1,308","4,039","2,984"
2025-07-31 00:55:00,0,"1,924","1,327","3,929","2,989"
2025-07-31 00:50:00,0,"1,89","1,24","3,943","2,942"
2025-07-31 00:45:00,0,"1,873","1,193","4,363","3,004"
2025-07-31 00:40:00,0,"1,806","1,189",4,"3,083"
2025-07-31 00:35:00,0,"1,823","1,168","4,066","2,963"
2025-07-31 00:30:00,0,"2,208","1,114","4,231","2,99"
2025-07-31 00:25:00,0,"1,952","1,09","4,091","2,96"
2025-07-31 00:20:00,0,"1,876","1,084","4,085","2,921"
2025-07-31 00:15:00,0,"1,888","1,091","4,019","2,954"
2025-07-31 00:10:00,0,"1,89","1,051","4,224","2,939"
2025-07-31 00:05:00,0,"2,122","1,033","4,858","2,938"
2025-07-31 00:00:00,0,"1,884","1,024","4,95","2,989"
2025-07-30 23:55:00,0,"1,868","1,004","4,952","2,981"
2025-07-30 23:50:00,0,"1,796","0,961","5,004","2,987"
2025-07-30 23:45:00,0,"1,796","0,966","4,955","2,992"
2025-07-30 23:40:00,0,"1,866","0,974","4,98","2,954"
2025-07-30 23:35:00,0,"2,279","1,015","5,296","2,964"
2025-07-30 23:30:00,0,2,"1,699","5,257","2,96"
2025-07-30 23:25:00,0,"1,96","1,144","5,065","3,056"
2025-07-30 23:20:00,0,"1,907","0,94","5,174","2,958"
2025-07-30 23:15:00,0,"1,9","1,014","5,178","2,974"
2025-07-30 23:10:00,0,"2,027","0,985","5,285","2,995"
2025-07-30 23:05:00,0,"2,015","0,976","5,32","2,977"
2025-07-30 23:00:00,0,"1,968","1,049","5,674","2,986"
2025-07-30 22:55:00,0,"1,912","1,352","5,86","2,994"
2025-07-30 22:50:00,0,"1,955","1,56","5,97","3,022"
2025-07-30 22:45:00,0,"1,997","1,59","5,916","3,013"
2025-07-30 22:40:00,0,"2,704","1,621","5,827","2,958"
2025-07-30 22:35:00,0,"3,074","1,717","5,844","2,92"
2025-07-30 22:30:00,0,"3,066","1,78","6,086","3,005"
2025-07-30 22:25:00,0,"2,952","1,786","6,066","2,976"
2025-07-30 22:20:00,0,"3,044","1,477","6,14","2,999"
2025-07-30 22:15:00,0,"3,06","1,332","5,948","3,031"
2025-07-30 22:10:00,0,"3,064","1,33","5,966","3,091"
2025-07-30 22:05:00,0,"3,152","1,373","5,912","2,938"
2025-07-30 22:00:00,0,"3,442","1,408","5,891","2,934"
2025-07-30 21:55:00,0,"3,421","1,374","5,923","2,89"
2025-07-30 21:50:00,0,"3,532","1,412","6,289","3,018"
2025-07-30 21:45:00,0,"4,024","1,37","6,185","2,938"
2025-07-30 21:40:00,0,"3,552","1,298","6,03","2,984"
2025-07-30 21:35:00,0,"3,539","1,325","6,055","3,023"
2025-07-30 21:30:00,0,"3,726","1,278","6,46","2,978"
2025-07-30 21:25:00,0,"3,8","1,711","6,061","2,981"
2025-07-30 21:20:00,0,"3,971","1,61","6,134","4,108"
2025-07-30 21:15:00,0,"3,942","1,387","6,761","5,239"
2025-07-30 21:10:00,0,"3,848","1,367","6,317","4,32"
2025-07-30 21:05:00,0,"4,228","1,394","7,201","4,357"
2025-07-30 21:00:00,0,"4,594","1,536","6,254","5,773"
2025-07-30 20:55:00,0,"4,519","1,543","6,451","4,961"
2025-07-30 20:50:00,0,"5,152","1,608","6,702","4,643"
2025-07-30 20:45:00,0,"4,518","1,658","6,794","5,437"
2025-07-30 20:40:00,0,"4,448","1,638","6,671","5,675"
2025-07-30 20:35:00,0,"4,517","1,703","6,634","4,519"
2025-07-30 20:30:00,0,"4,501","1,722","6,49","4,584"
2025-07-30 20:25:00,0,"4,584","1,864","6,398","6,439"
2025-07-30 20:20:00,0,"4,658","1,856","6,68","5,231"
2025-07-30 20:15:00,0,"4,558","1,889","6,467","3,773"
2025-07-30 20:10:00,0,"4,553","1,886","6,274","3,721"
2025-07-30 20:05:00,0,"4,54","1,878","6,852","4,457"
2025-07-30 20:00:00,0,"4,757","1,926","6,451","3,156"
2025-07-30 19:55:00,0,"4,831","1,914","6,455","3,367"
2025-07-30 19:50:00,0,"6,553","1,921","6,456","4,94"
2025-07-30 19:45:00,0,"7,012","1,951","6,695","4,519"
2025-07-30 19:40:00,0,"7,027","2,023","6,494","3,877"
2025-07-30 19:35:00,0,"7,126","2,122","6,51","4,806"
2025-07-30 19:30:00,0,"8,159","2,094","6,472","4,823"
2025-07-30 19:25:00,0,"9,668","2,131","7,108","3,953"
2025-07-30 19:20:00,0,"9,469","2,585","6,878","5,216"
2025-07-30 19:15:00,0,"9,449","2,65","6,976","4,292"
2025-07-30 19:10:00,0,"10,199","2,228","6,503","3,954"
2025-07-30 19:05:00,0,"9,605","2,249","6,444","4,771"
2025-07-30 19:00:00,0,"9,719","2,174",7,"4,886"
2025-07-30 18:55:00,0,"9,838","2,322","6,67","4,158"
2025-07-30 18:50:00,0,"10,102","2,639","6,558","4,891"
2025-07-30 18:45:00,0,"10,104","2,468","6,97","6,042"
2025-07-30 18:40:00,0,"10,259","2,363","7,02","5,081"
2025-07-30 18:35:00,0,"11,548","2,348","7,163","5,754"
2025-07-30 18:30:00,0,"11,608","2,296","7,602","6,396"
2025-07-30 18:25:00,0,"11,06","2,315","7,218","6,68"
2025-07-30 18:20:00,0,"11,053","2,37","7,42","5,755"
2025-07-30 18:15:00,0,"11,201","2,471","7,428","5,86"
2025-07-30 18:10:00,0,"11,755","2,749","7,097","7,159"
2025-07-30 18:05:00,0,"13,35","3,125","6,965","7,067"
2025-07-30 18:00:00,0,"13,463","2,783","8,249","6,041"
2025-07-30 17:55:00,0,"12,281","3,18","7,414","6,157"
2025-07-30 17:50:00,0,"11,73","3,245","7,198","7,471"
2025-07-30 17:45:00,0,"11,726","3,361","7,298","7,747"
2025-07-30 17:40:00,0,"11,974","3,131","7,038","7,014"
2025-07-30 17:35:00,0,"12,094","3,2","6,875","6,757"
2025-07-30 17:30:00,0,"12,151","3,038","7,685","8,491"
2025-07-30 17:25:00,0,"12,366","3,052","8,026","7,96"
2025-07-30 17:20:00,0,"12,274","3,247","6,984","6,95"
2025-07-30 17:15:00,0,"12,146","3,437","7,07","7,07"
2025-07-30 17:10:00,0,"13,116","3,905","7,507",8
2025-07-30 17:05:00,0,"14,461","3,647","7,481","8,519"
2025-07-30 17:00:00,0,"14,615","3,556","7,487","8,747"
2025-07-30 16:55:00,0,"14,93","3,643","6,844","8,158"
2025-07-30 16:50:00,0,"12,87","3,595","7,188","9,262"
2025-07-30 16:45:00,0,"12,414","3,622","6,727","9,811"
2025-07-30 16:40:00,0,"12,365","3,572","7,082","9,523"
2025-07-30 16:35:00,0,"12,509","3,47","7,052","8,582"
2025-07-30 16:30:00,0,"13,458","3,298","6,887","7,848"
2025-07-30 16:25:00,0,"14,783","3,373","7,457","7,982"
2025-07-30 16:20:00,0,"15,017","3,335","6,918","8,077"
2025-07-30 16:15:00,0,"13,048","3,342","7,056","7,843"
2025-07-30 16:10:00,0,"13,621","3,286","7,69","8,765"
2025-07-30 16:05:00,0,"13,736","3,25","7,8","8,801"
2025-07-30 16:00:00,0,"13,111","3,314","7,513","9,156"
2025-07-30 15:55:00,0,"13,154","3,388","6,84","9,515"
2025-07-30 15:50:00,0,"13,036","3,559","6,809","8,843"
2025-07-30 15:45:00,0,"13,098","3,558","6,778","8,916"
2025-07-30 15:40:00,0,"13,384","3,533","6,716","9,671"
2025-07-30 15:35:00,0,"13,525","3,584","7,111","9,685"
2025-07-30 15:30:00,0,"13,237","3,529","7,034","9,676"
2025-07-30 15:25:00,0,"13,337","3,502","7,324","8,215"
2025-07-30 15:20:00,0,"13,085","3,484","7,217","8,329"
2025-07-30 15:15:00,0,"13,249","3,589","6,45","8,928"
2025-07-30 15:10:00,0,"12,91","3,812","6,766","8,518"
2025-07-30 15:05:00,0,"12,952","4,181","7,028","9,443"
2025-07-30 15:00:00,0,"12,971","3,498","6,726","9,757"
2025-07-30 14:55:00,0,"13,006","3,712","6,806","10,855"
2025-07-30 14:50:00,0,"13,652","3,583","6,698","10,661"
2025-07-30 14:45:00,0,"13,29","3,637","6,289","10,724"
2025-07-30 14:40:00,0,"13,016","3,688","6,569","10,741"
2025-07-30 14:35:00,0,"13,015","3,763","6,286","11,212"
2025-07-30 14:30:00,0,"13,144","3,698","6,488","11,626"
2025-07-30 14:25:00,0,"13,268","3,498","6,248","11,778"
2025-07-30 14:20:00,0,"13,454","3,432","6,205","11,369"
2025-07-30 14:15:00,0,"12,966","3,389","6,168","10,973"
2025-07-30 14:10:00,0,"12,972","3,404","6,258","10,951"
2025-07-30 14:05:00,0,"12,973","3,364","6,556","11,184"
2025-07-30 14:00:00,0,"12,716","3,62","6,814","11,218"
2025-07-30 13:55:00,0,"13,253","3,463","6,252","11,076"
2025-07-30 13:50:00,0,"12,588","3,416","6,352","11,492"
2025-07-30 13:45:00,0,"12,584","3,422","6,746","11,116"
2025-07-30 13:40:00,0,"12,878","3,386","6,772","10,559"
2025-07-30 13:35:00,0,"13,487","3,408","6,635","10,62"
2025-07-30 13:30:00,0,"12,672","3,401","7,2","10,643"
2025-07-30 13:25:00,0,"12,589","3,362","6,571","11,248"
2025-07-30 13:20:00,0,"12,358","3,286","6,929","11,146"
2025-07-30 13:15:00,0,"12,385","3,209","6,895","10,526"
2025-07-30 13:10:00,0,"12,695","3,23","6,726","11,128"
2025-07-30 13:05:00,0,"12,632","3,325","7,398","11,4"
2025-07-30 13:00:00,0,"12,676","3,803","7,027","10,85"
2025-07-30 12:55:00,0,"11,614","2,936","6,617","7,42"
2025-07-30 12:50:00,0,"11,712","2,801","6,613","6,799"
2025-07-30 12:45:00,0,"11,36","2,926","7,25","7,025"
2025-07-30 12:40:00,0,"11,396","2,821","7,787","6,739"
2025-07-30 12:35:00,0,"13,414","2,87","7,403","6,734"
2025-07-30 12:30:00,0,"12,745","2,953","6,984","6,704"
2025-07-30 12:25:00,0,"12,799","3,215","6,854","7,303"
2025-07-30 12:20:00,0,"11,776","3,187","6,655","7,062"
2025-07-30 12:15:00,0,"12,083","3,264","6,526","7,331"
2025-07-30 12:10:00,0,"12,821","3,402","6,894","8,012"
2025-07-30 12:05:00,0,"15,54","3,482","6,623","7,817"
2025-07-30 12:00:00,0,"16,172","3,599","6,689","7,813"
2025-07-30 11:55:00,0,"16,655","3,671","6,984","10,186"
2025-07-30 11:50:00,0,"15,853","3,834","7,859","11,42"
2025-07-30 11:45:00,0,"14,129","3,942","7,644","11,182"
2025-07-30 11:40:00,0,"13,945","3,989","6,774","11,136"
2025-07-30 11:35:00,0,"13,517","3,955","7,168","11,388"
2025-07-30 11:30:00,0,"13,741","4,097","7,184","12,044"
2025-07-30 11:25:00,0,"14,186","4,276","6,424","11,105"
2025-07-30 11:20:00,0,"13,676","4,202","6,734","10,472"
2025-07-30 11:15:00,0,"13,6","4,102","7,03","9,293"
2025-07-30 11:10:00,0,"13,768","4,099","6,996","9,844"
2025-07-30 11:05:00,0,"14,413","4,237","6,535","9,715"
2025-07-30 11:00:00,0,"12,716","4,117","5,939","8,75"
2025-07-30 10:55:00,0,"12,775","4,518","5,683","11,026"
2025-07-30 10:50:00,0,"14,372","4,331","5,231","10,657"
2025-07-30 10:45:00,0,"13,825","3,97","5,792","9,983"
2025-07-30 10:40:00,0,"12,868","3,962","4,864","9,391"
2025-07-30 10:35:00,0,"13,012","3,846","5,267","10,578"
2025-07-30 10:30:00,0,"13,01","3,785","4,876","10,639"
2025-07-30 10:25:00,0,"12,774","3,769","4,901","8,815"
2025-07-30 10:20:00,0,"13,224","3,671","4,782","8,444"
2025-07-30 10:15:00,0,"13,249","3,68","5,132","9,106"
2025-07-30 10:10:00,0,"12,803","3,686","4,932","9,839"
2025-07-30 10:05:00,0,"12,22","3,415","4,745","9,584"
2025-07-30 10:00:00,0,"12,316","3,439","4,718","9,244"
2025-07-30 09:55:00,0,"13,362","3,371","4,885","9,163"
2025-07-30 09:50:00,0,"12,82","3,421","4,41","10,526"
2025-07-30 09:45:00,0,"12,718","3,289","4,308","10,661"
2025-07-30 09:40:00,0,"12,364","3,298","4,842","10,106"
2025-07-30 09:35:00,0,"13,321","3,344","4,525","10,169"
2025-07-30 09:30:00,0,"12,203","3,727","4,56","10,68"
2025-07-30 09:25:00,0,"11,902","3,346","4,321","9,772"
2025-07-30 09:20:00,0,"12,812","3,223","4,535","8,368"
2025-07-30 09:15:00,0,"12,349","3,161","4,204","8,408"
2025-07-30 09:10:00,0,"11,856","3,186","3,896","10,196"
2025-07-30 09:05:00,0,"12,25","3,098","3,614","11,762"
2025-07-30 09:00:00,0,"12,152","2,959","3,476","12,097"
2025-07-30 08:55:00,0,"12,248","2,806","3,51","10,508"
2025-07-30 08:50:00,0,"11,855","3,246","3,594","11,329"
2025-07-30 08:45:00,0,"12,024","2,766","3,362","10,861"
2025-07-30 08:40:00,0,"12,197","2,479","3,335","10,994"
2025-07-30 08:35:00,0,"11,566","2,533","3,248","10,972"
2025-07-30 08:30:00,0,"12,392","2,15","3,506","11,26"
2025-07-30 08:25:00,0,"11,294","2,154","3,276","10,597"
2025-07-30 08:20:00,0,"10,847","2,04","3,314","9,588"
2025-07-30 08:15:00,0,"10,602","1,999","3,247","10,184"
2025-07-30 08:10:00,0,"11,082","1,89","3,827","9,749"
2025-07-30 08:05:00,0,"10,886","1,831","3,248","9,599"
2025-07-30 08:00:00,0,"10,164","1,766","3,325","10,294"
2025-07-30 07:55:00,0,"9,898","1,651","3,142","9,887"
2025-07-30 07:50:00,0,"10,164","1,566","3,193","7,409"
2025-07-30 07:45:00,0,"9,926","1,498","3,136","5,201"
2025-07-30 07:40:00,0,"10,235","1,452","3,106","6,162"
2025-07-30 07:35:00,0,"9,846","1,403","3,167","5,286"
2025-07-30 07:30:00,0,"9,144","1,357","3,292","5,309"
2025-07-30 07:25:00,0,"8,374","1,364","3,136","4,908"
2025-07-30 07:20:00,0,"8,206","1,355","3,196","4,756"
2025-07-30 07:15:00,0,"8,12","1,312","3,271","4,542"
2025-07-30 07:10:00,0,"8,204","1,262","3,29","5,021"
2025-07-30 07:05:00,0,"8,724","1,204","3,142","5,934"
2025-07-30 07:00:00,0,"8,778","1,193","3,132","4,793"
2025-07-30 06:55:00,0,"8,324","1,2","3,126","5,659"
2025-07-30 06:50:00,0,"8,461","1,144","3,139","6,445"
2025-07-30 06:45:00,0,"8,302","1,724","3,288","6,272"
2025-07-30 06:40:00,0,"8,077","1,31","3,076","4,918"
2025-07-30 06:35:00,0,"7,69","1,192","3,094","4,18"
2025-07-30 06:30:00,0,"7,446","1,159","3,127","4,176"
2025-07-30 06:25:00,0,"8,046","1,124","3,133","5,069"
2025-07-30 06:20:00,0,"7,388","1,126","3,266","6,262"
2025-07-30 06:15:00,0,"7,756","1,153","3,466","3,852"
2025-07-30 06:10:00,0,"7,685","1,135","3,131","3,899"
2025-07-30 06:05:00,0,"3,672","1,127","3,126","3,826"
2025-07-30 06:00:00,0,"2,336","1,177","3,136","3,82"
2025-07-30 05:55:00,0,"2,228","1,189","3,127","3,804"
2025-07-30 05:50:00,0,"2,232","1,229","3,155","3,658"
2025-07-30 05:45:00,0,"2,237","1,277","3,326","2,947"
2025-07-30 05:40:00,0,"2,305","1,282","3,104","2,898"
2025-07-30 05:35:00,0,"2,304","1,264","3,109","2,988"
2025-07-30 05:30:00,0,"1,93","1,228","3,12","3,037"
2025-07-30 05:25:00,0,"1,843","1,226","3,899","3,038"
2025-07-30 05:20:00,0,"1,79","1,212","3,21","3,034"
2025-07-30 05:15:00,0,"1,775","1,193","3,368","2,962"
2025-07-30 05:10:00,0,"1,768","1,12","3,152","2,936"
2025-07-30 05:05:00,0,"1,777","1,084","2,965","3,034"
2025-07-30 05:00:00,0,"1,841","1,06","2,982","2,954"
2025-07-30 04:55:00,0,"1,85","1,03","2,97","2,963"
2025-07-30 04:50:00,0,"1,844","1,039","2,994","2,983"
2025-07-30 04:45:00,0,"1,846","0,959","3,187","2,936"
2025-07-30 04:40:00,0,"1,788","1,66","3,073","2,923"
2025-07-30 04:35:00,0,"1,774","1,247","3,109","2,909"
2025-07-30 04:30:00,0,"1,774","1,018","3,114","2,891"
2025-07-30 04:25:00,0,"1,775","1,044","3,133","2,971"
2025-07-30 04:20:00,0,"1,844","1,051","3,164","2,897"
2025-07-30 04:15:00,0,"1,844","1,073","3,262","2,872"
2025-07-30 04:10:00,0,"1,846","1,109","3,307","2,94"
2025-07-30 04:05:00,0,"1,844","1,122","3,166","2,92"
2025-07-30 04:00:00,0,"1,806","1,116","3,184","2,945"
2025-07-30 03:55:00,0,"1,789","1,123","3,18","2,885"
2025-07-30 03:50:00,0,"1,774","1,109","3,175","2,95"
2025-07-30 03:45:00,0,"1,778","1,098","3,224","2,935"
2025-07-30 03:40:00,0,"1,842","1,082","3,311","2,922"
2025-07-30 03:35:00,0,"1,846","1,117","3,1","2,898"
2025-07-30 03:30:00,0,"1,846","1,151","3,132","2,941"
2025-07-30 03:25:00,0,"1,844","1,157","3,136","2,923"
2025-07-30 03:20:00,0,"1,787","1,151","3,14","2,97"
2025-07-30 03:15:00,0,"1,774","1,114","3,229","2,984"
2025-07-30 03:10:00,0,"1,774","1,154","3,373","3,02"
2025-07-30 03:05:00,0,"1,787","1,133","3,167","2,945"
2025-07-30 03:00:00,0,"1,848","1,127","3,185","2,962"
2025-07-30 02:55:00,0,"1,858","1,109","3,174","2,957"
2025-07-30 02:50:00,0,"1,871","1,093","3,179","3,024"
2025-07-30 02:45:00,0,"1,843","1,098","3,379","2,94"
2025-07-30 02:40:00,0,"1,782","1,037","3,233","3,004"
2025-07-30 02:35:00,0,"1,772","1,492","3,172","3,007"
2025-07-30 02:30:00,0,"1,774","1,427","3,155","2,936"
2025-07-30 02:25:00,0,"1,79","1,117","3,136","2,926"
2025-07-30 02:20:00,0,"1,846","1,108","3,548","2,97"
2025-07-30 02:15:00,0,"1,844","1,099","3,439","3,032"
2025-07-30 02:10:00,0,"1,846","1,091","3,209","2,983"
2025-07-30 02:05:00,0,"1,842","1,136","3,76","3,04"
2025-07-30 02:00:00,0,"1,778","1,157","3,726","2,994"
2025-07-30 01:55:00,0,"1,77","1,14","3,18","2,999"
2025-07-30 01:50:00,0,"1,772","1,134","3,179","2,993"
2025-07-30 01:45:00,0,"1,834","1,146","3,239","2,981"
2025-07-30 01:40:00,0,"1,848","1,135","3,216","2,998"
2025-07-30 01:35:00,0,"1,844","1,122","3,263","2,958"
2025-07-30 01:30:00,0,"1,846","1,116","3,395","3,08"
2025-07-30 01:25:00,0,"1,838","1,103","3,184","2,992"
2025-07-30 01:20:00,0,"1,775","1,09","3,186","2,968"
2025-07-30 01:15:00,0,"1,774","1,087","3,24","2,988"
2025-07-30 01:10:00,0,"1,775","1,074","3,565","3,008"
2025-07-30 01:05:00,0,"1,81","1,058","3,269","2,975"
2025-07-30 01:00:00,0,"1,865","1,027","3,263","2,977"
2025-07-30 00:55:00,0,"1,871","0,98","3,672","2,989"
2025-07-30 00:50:00,0,"1,871","1,049","3,674","3,04"
2025-07-30 00:45:00,0,"1,836","0,974","3,8","2,959"
2025-07-30 00:40:00,0,"1,805","1,06","3,791","3,016"
2025-07-30 00:35:00,0,"1,812","0,906","3,787","2,982"
2025-07-30 00:30:00,0,"1,783","1,423","3,858","2,989"
2025-07-30 00:25:00,0,"1,8","1,469","4,02","2,99"
2025-07-30 00:20:00,0,"1,866","1,036","3,857","2,988"
2025-07-30 00:15:00,0,"1,868","1,046","3,916","3,005"
2025-07-30 00:10:00,0,"1,871","1,05","3,935","2,993"
2025-07-30 00:05:00,0,"1,872","0,994","4,136","2,98"
2025-07-30 00:00:00,0,"1,834","1,012","4,5","3,05"
2025-07-29 23:55:00,0,"1,781","1,046","4,894","3,001"
2025-07-29 23:50:00,0,"1,774","1,046","4,501","3,028"
2025-07-29 23:45:00,0,"1,774","1,012","4,907",3
2025-07-29 23:40:00,0,"1,8","1,016","5,214","3,072"
2025-07-29 23:35:00,0,"1,882","1,057","4,789","3,023"
2025-07-29 23:30:00,0,"1,914","1,013","4,814","3,044"
2025-07-29 23:25:00,0,"1,897","1,032","4,86","2,994"
2025-07-29 23:20:00,0,"1,835","1,068","6,061","2,968"
2025-07-29 23:15:00,0,"1,783","1,024","5,228","3,096"
2025-07-29 23:10:00,0,"1,778","1,063","5,266","2,998"
2025-07-29 23:05:00,0,"1,78","1,055","5,436","2,999"
2025-07-29 23:00:00,0,"1,835","0,983","5,497","2,987"
2025-07-29 22:55:00,0,"1,882","1,01","5,971","3,049"
2025-07-29 22:50:00,0,"1,88","1,045","5,778","2,998"
2025-07-29 22:45:00,0,"1,886","1,006","5,872","3,008"
2025-07-29 22:40:00,0,"1,85","0,961","5,878","3,018"
2025-07-29 22:35:00,0,"1,798","1,096","5,887","2,95"
2025-07-29 22:30:00,0,"1,796","0,936","6,118","3,085"
2025-07-29 22:25:00,0,"1,825","1,302","6,121","3,005"
2025-07-29 22:20:00,0,"1,889","1,614","5,747","3,062"
2025-07-29 22:15:00,0,"1,909","1,081","5,825","2,952"
