Date,Consumption [kW],MCB 1102 [kW],MCB 1202 [kW],MCB 1201 [kW],MCB 1101 [kW],DKS PD / PTP  17 Fl [kW],MCB 1601 [kW],ECB 1801 150A [kW],ECB 1901 [kW],MCB 1401 [kW],MCB 1501 [kW],ECB 225 -  21F [kW],ECB 20F [kW],MCB 802 [kW],MCB 801 [kW],MCB 701 [kW],MCB 702 [kW],ECB 2301 150A [kW],ECB 2201 150A [kW],EBC 2401 150A [kW]
2025-07-31 09:20:00,0,"0,005","0,001","0,001","0,001","4,59","15,94","10,374","12,043","6,498","16,735","13,086","22,783","12,378","3,826","4,655","15,864","11,024","10,927","10,492"
2025-07-31 09:15:00,0,"0,005","0,001","0,001","0,001","4,609","15,805","10,205","11,496","5,909","16,896","12,858","21,655","12,284","3,74","5,077","15,991","11,237","10,976","10,105"
2025-07-31 09:10:00,0,"0,005","0,001","0,001","0,001","4,615","15,587","10,186","10,748","5,776","17,125","13,002","23,371","11,936","3,66","5,179","15,576","10,969","11,462","10,374"
2025-07-31 09:05:00,0,"0,005","0,001","0,001","0,001","4,598","15,548","10,112","10,442","5,778","16,927","12,271","21,299","12,038","3,568","4,877","15,738","10,711","11,412","10,379"
2025-07-31 09:00:00,0,"0,587","0,001","0,001","0,001","4,615","15,014","10,381","9,76","6,079","16,915","12,518","24,635","12,26","3,349","5,134","14,984","11,002","11,209","9,839"
2025-07-31 08:55:00,0,"2,07","0,001","0,001","0,001","4,619","14,856","10,031","10,061","5,489","17,119","11,784","20,243","12,397","3,382","4,457","18,505","10,528","10,813","10,02"
2025-07-31 08:50:00,0,"2,08","0,001","0,001","0,001","4,627","15,217","10,046","10,891","5,665","17,302","12,145","22,64","12,086","3,058","4,003","17,54","10,435","10,652","9,874"
2025-07-31 08:45:00,0,"2,088","0,001","0,001","0,001","4,625","14,741","10,025","11,255","5,374","17,226","12,344","20,56","11,509","2,875","3,869","17,95","10,478","10,523","10,49"
2025-07-31 08:40:00,0,"2,096","0,001","0,001","0,001","4,628","15,39","10,049","10,932","5,982","17,262","11,863","24,156","11,531","2,785","3,8","14,538","10,44","10,637","10,91"
2025-07-31 08:35:00,0,"2,107","0,001","0,001","0,001","4,619","14,31","10,303","10,729","5,411","17,508","11,551","23,963","12,265","2,632","3,869","13,42","10,381","10,445","10,008"
2025-07-31 08:30:00,0,"2,108","0,001","0,001","0,001","4,61","14,431","10,318","10,132","5,057","17,098","11,44","24,946","11,688","2,412","4,41","11,752","11,42","10,555","10,177"
2025-07-31 08:25:00,0,"2,102","0,001","0,001","0,001","4,632","14,029","10,194","10,09","5,153","17,112","11,855","23,239","10,555","2,328","4,211","10,432","11,288","10,292","10,484"
2025-07-31 08:20:00,0,"2,102","0,001","0,001","0,001","4,614","14,48","10,33","10,001","5,116","17,58","12,391","25,343","11,395","2,132","3,479","9,913","11,197","10,805","9,378"
2025-07-31 08:15:00,0,"2,118","0,001","0,001","0,001","4,596","14,028","10,315","9,619","4,832","17,453","12,181","20,641","12,248","2,021","3,412","11,47","10,585","10,782","9,31"
2025-07-31 08:10:00,0,"2,123","0,001","0,001","0,001","4,615","13,694","10,309","9,538","4,723","16,91","11,434","22,96","11,49","1,906","3,412","10,314","10,352","10,637","9,736"
2025-07-31 08:05:00,0,"2,128","0,001","0,001","0,001","4,631","13,446","10,338","10,578","4,788","17,224","11,574","23,434","11,286","1,964","3,64","9,434","11,101","11,738","10,584"
2025-07-31 08:00:00,0,"2,128","0,001","0,001","0,001","4,607","13,236","10,314","11,2","4,861","17,257","10,915","23,027","11,378","1,705","3,547","10,726","10,736","10,746","9,864"
2025-07-31 07:55:00,0,"2,137","0,001","0,001","0,001","4,584","13,572","10,385","10,314","5,254","16,543","11,006","25,094","10,087","1,708","3,408","9,251","11,474","10,644","9,748"
2025-07-31 07:50:00,0,"2,156","0,001","0,001","0,001","4,571","13,03","10,74","10,375",5,"16,87","11,497","23,622","10,609","2,384","3,408","9,53","10,769","10,572","9,804"
2025-07-31 07:45:00,0,"2,204","0,001","0,001","0,001","4,574","13,453","10,741","9,622","5,602","17,116","11,657","21,794","10,327","1,65","3,41","11,398","10,763","10,555","9,625"
2025-07-31 07:40:00,0,"2,162","0,001","0,001","0,001","4,607","13,429","10,666","9,293","5,102","18,098","11,627","22,978","10,078","1,439","3,526","9,092","12,149","10,735","9,895"
2025-07-31 07:35:00,0,"2,075","0,001","0,001","0,001","4,612","13,511","10,538","9,75","4,692","16,684","11,51","22,224","9,908","1,42","3,355","6,434","13,243","10,956","9,755"
2025-07-31 07:30:00,0,"2,09","0,001","0,001","0,001","4,618","13,037","10,428","8,8","4,627","16,764","11,692","21,634","10,321","1,312","3,398","6,731","12,974","10,849","9,904"
2025-07-31 07:25:00,0,"2,1","0,001","0,001","0,001","4,504","13,092","10,45","8,306","4,373","16,372","11,531","22,844","10,847","1,426","3,39","5,392","13,056","11,532","9,41"
2025-07-31 07:20:00,0,"2,101","0,001","0,001","0,001","4,505","13,15","10,474","9,077","4,421","16,434","11,896","23,315","9,906","1,217","3,386","5,209","12,926","10,75","9,252"
2025-07-31 07:15:00,0,"2,093","0,001","0,001","0,001","4,504","12,95","10,603","9,955","4,244","16,748","11,224","22,81","9,227","1,261","3,407","5,467","13,03","10,302","9,438"
2025-07-31 07:10:00,0,"2,06","0,001","0,001","0,001","4,505","13,174","10,526","9,764","4,453","16,602","11,616","22,471","8,788","1,114","3,708","7,057","13,008","10,702","9,106"
2025-07-31 07:05:00,0,"2,066","0,001","0,001","0,001","4,518","12,965","10,693","9,229","4,201","16,301","11,074","22,723","8,58","1,063","3,377","9,554","13,692","11,455","9,27"
2025-07-31 07:00:00,0,"2,07","0,001","0,001","0,001","4,488","13,192","11,063","8,912","4,099","16,403","11,024","22,133","8,672","1,106","3,445","6,33","11,293","10,547","9,379"
2025-07-31 06:55:00,0,"2,081","0,001","0,001","0,001","4,291","11,524","10,604","8,906","3,935","16,61","10,938","23,599","8,442","1,183","3,584","6,316","11,694","10,405","9,392"
2025-07-31 06:50:00,0,"2,092","0,001","0,001","0,001","4,05","8,246","10,63","8,648","3,816","16,378","10,697","25,228","8,832","1,248","3,394","5,622","11,194","10,607","10,288"
2025-07-31 06:45:00,0,"2,057","0,001","0,001","0,001","4,046","8,351","10,559","7,816","3,69","16,087","10,705","20,188","7,894","1,254","3,365","5,014","11,327","11,059","9,259"
2025-07-31 06:40:00,0,"2,064","0,001","0,001","0,001","4,043","8,149","10,716","7,622","3,702","16,014","11,083","20,788","7,706","1,255","3,305","5,298","9,578","10,002","8,316"
2025-07-31 06:35:00,0,"2,071","0,001","0,001","0,001","4,044","8,336","10,73","8,966","3,75","16,301","9,491","21,088","7,741","1,261","3,131","4,972","10,326","10,356","9,4"
2025-07-31 06:30:00,0,"2,076","0,001","0,001","0,001","3,974","7,982","10,609","9,818","3,822","16,43","9,91","20,813","7,129","1,31","3,368","4,903","10,621","10,237","8,951"
2025-07-31 06:25:00,0,"2,077","0,001","0,001","0,001","3,796","7,544","10,577","8,483","3,798","16,198","9,158","22,283","6,972","1,306","3,391","5,713","10,802","10,727","9,376"
2025-07-31 06:20:00,0,"2,076","0,001","0,001","0,001","3,796","7,58","10,532","7,902","3,474","15,997","9,116","18,818","7,318","1,314","3,373","6,263","10,472","10,108","9,112"
2025-07-31 06:15:00,0,"2,062","0,001","0,001","0,001","3,794","7,392","10,499","7,415","3,463","16,548","9,312","19,709","7,783","1,308","3,542","5,256","10,169","9,773","9,083"
2025-07-31 06:10:00,0,"2,068","0,001","0,001","0,001","3,793","7,058","10,591","7,548","3,496","16,086","8,941","22,728","7,196","1,273","3,87","3,796","10,202","11,08","9,068"
2025-07-31 06:05:00,0,"2,076","0,001","0,001","0,001","3,794","7,067","10,696","9,427","3,638","14,712","8,824","23,407","5,111","1,268","3,404","3,809","11,065","10,957","9,055"
2025-07-31 06:00:00,0,"2,075","0,001","0,001","0,001","3,797","7,175","10,7","8,876","3,383","14,105","9,036","23,141","2,645","1,295","3,449","3,803","11,564","10,127","9,374"
2025-07-31 05:55:00,0,"2,082","0,001","0,001","0,001","3,798","5,606","10,757","8,068","3,57","14,108","8,935","19,58","2,402","1,303","3,444","3,806","11,072","9,923","9,635"
2025-07-31 05:50:00,0,"2,084","0,001","0,001","0,001","3,799","4,934","10,794","9,008","3,496","14,486","9,175","19,644","1,897","1,325","3,564","3,791","10,585","10,405","9,362"
2025-07-31 05:45:00,0,"2,088","0,001","0,001","0,001","3,799","4,937","10,326","7,429","3,636","13,974","9,246","18,17","1,859","1,76","3,596","3,487","10,366","10,423","9,518"
2025-07-31 05:40:00,0,"2,09","0,001","0,001","0,001","3,798","5,16","10,291","7,914","3,48","13,984","8,738","17,533","2,028","1,466","3,912","2,948","10,114","9,882","8,918"
2025-07-31 05:35:00,0,"2,094","0,001","0,001","0,001","3,799","4,882","10,388","9,188","3,827","14,887","8,711","18,372","1,806","1,432","3,392","3,008","10,11","10,12","8,893"
2025-07-31 05:30:00,0,"2,107","0,001","0,001","0,001","3,802","4,904","10,356","9,299","3,534","14,431","8,898","18,307","1,787","1,426","3,444","2,94","9,835","9,964","9,311"
2025-07-31 05:25:00,0,"2,069","0,001","0,001","0,001","3,797","4,825","10,375","5,686","3,472","14,791","8,825","18,701","1,788","1,421","3,583","2,984","10,18","9,817","8,849"
2025-07-31 05:20:00,0,"2,064","0,001","0,001","0,001","3,797","4,901","10,451","5,129","3,442","13,928","8,441","19,856","1,898","1,42","3,373","2,996","10,453","9,941","8,846"
2025-07-31 05:15:00,0,"2,068","0,001","0,001","0,001","3,796","5,166","10,616","5,256","3,227","14,267","9,145","19,739","1,988","1,416","3,35","2,948","10,451","10,154","8,968"
2025-07-31 05:10:00,0,"2,068","0,001","0,001","0,001","3,798","4,83","10,429","4,322","3,214","13,84","8,67","19,222","2,016","1,412","3,348","3,005","10,631","10,846","9,15"
2025-07-31 05:05:00,0,"2,071","0,001","0,001","0,001","3,799","5,138","10,502","4,675","3,439","15,103","8,779","16,841","1,838","1,372","3,41","2,95","9,982","9,706","9,282"
2025-07-31 05:00:00,0,"2,076","0,001","0,001","0,001","3,802","4,996","10,541","3,758","3,416","13,924","8,423","10,72","2,075","1,348","3,932","2,915","11,914","10,081","9,256"
2025-07-31 04:55:00,0,"2,08","0,001","0,001","0,001","3,802","4,89","11,044","3,094","2,873","14,099","8,524","7,681","1,787","1,348","3,434","3,043","12,571","9,883","9,374"
2025-07-31 04:50:00,0,"2,083","0,001","0,001","0,001","3,803","5,017","10,786","3,533","2,924","14,052","8,538","8,24","1,787","1,325","3,218","3,058","12,395","10,18","9,037"
2025-07-31 04:45:00,0,"2,084","0,001","0,001","0,001","3,805","4,896","10,98","4,139","2,976","14,029","7,927","10,67","1,991","1,258","3,221","2,969","12,215","10,15","9,095"
2025-07-31 04:40:00,0,"2,088","0,001","0,001","0,001","3,806","4,943","11,004","4,147","3,211","14,024","7,672","9,024","1,895","1,237","3,763","2,952","12,348","10,13","9,176"
2025-07-31 04:35:00,0,"2,087","0,001","0,001","0,001","3,806","4,968","10,783","4,596","2,886","13,808","7,889","6,526","1,927","1,228","3,445","2,938","12,722","9,926","9,326"
2025-07-31 04:30:00,0,"2,089","0,001","0,001","0,001","3,806","4,93","10,969","3,726","2,892","13,752","8,208","5,632","1,882","1,223","3,32","2,947","11,634","10,2","9,22"
2025-07-31 04:25:00,0,"2,093","0,001","0,001","0,001","3,816","5,004","10,885","3,082","2,91","13,868","8,358","5,572","1,855","1,22","3,619","2,894","10,748","10,154","9,205"
2025-07-31 04:20:00,0,"2,094","0,001","0,001","0,001","3,815","5,118","10,72","3,599","2,838","14,016","8,632","5,815","1,834","1,218","3,428","3,005","9,85","9,88","9,098"
2025-07-31 04:15:00,0,"2,095","0,001","0,001","0,001","3,828","5,066","10,754","4,178","3,109","14,147","8,514","7,728","2,008","1,214","3,428","2,922","9,36","10,864","9,097"
2025-07-31 04:10:00,0,"2,098","0,001","0,001","0,001","3,824","5,063","10,978","4,151","2,896","13,862","8,725","8,388","1,918","1,181","3,436","2,941","9,636","9,93","9,071"
2025-07-31 04:05:00,0,"2,099","0,001","0,001","0,001","3,83","4,982","10,854","4,675","3,001","13,747","8,474","8,406","2,051","1,22","3,449","2,957","9,583","10,078","9,298"
2025-07-31 04:00:00,0,"2,102","0,001","0,001","0,001","3,817","5,018","10,891","3,698","2,963","14,11","8,761","5,95","1,784","1,139","3,718","2,976","9,702","10,178","9,022"
2025-07-31 03:55:00,0,"2,101","0,001","0,001","0,001","3,9","4,978","11,066","3,048","3,442","14,041","8,359","5,804","1,879","1,121","3,452","2,981","9,646","9,99","9,206"
2025-07-31 03:50:00,0,"2,1","0,001","0,001","0,001","3,94","4,994","10,826","3,386","3,011","14,161","8,542","5,677","1,9","1,154","3,408","2,956","9,745","9,922","8,945"
2025-07-31 03:45:00,0,"2,094","0,001","0,001","0,001","3,9","5,023","10,85","4,162","2,914","14,112","8,562","6,524","2,058","1,073","3,391","2,911","9,438","10,003","9,005"
2025-07-31 03:40:00,0,"2,094","0,001","0,001","0,001","3,942","5,039","11,032","4,252","2,874","14,536","8,321","8,557","1,886","1,705","3,342","3,054","9,509","9,775","9,179"
2025-07-31 03:35:00,0,"2,095","0,001","0,001","0,001","3,91","5,207","10,656","4,582","3,05","14,594","8,461","9,031","1,87","1,291","3,359","2,982","9,751","9,966","9,346"
2025-07-31 03:30:00,0,"2,099","0,001","0,001","0,001","3,856","4,909","10,888","3,086","2,951","14,933","8,266","6,38","1,792","1,2","3,64","2,91","10,244","9,931","9,145"
2025-07-31 03:25:00,0,"2,09","0,001","0,001","0,001","3,894","4,927","10,727","3,128","3,01","14,604","8,426","5,596","1,818","1,228","3,479","2,992","9,833","10,258","9,068"
2025-07-31 03:20:00,0,"2,092","0,001","0,001","0,001","3,863","5,118","10,735","4,243","3,011","14,575","8,724","5,761","1,975","1,238","3,416","2,975","9,631","10,109","9,359"
2025-07-31 03:15:00,0,"2,095","0,001","0,001","0,001","4,042","4,98","10,912","4,12","3,078","14,441","8,365","5,978","1,99","1,238","3,428","3,055","8,749","10,319","8,563"
2025-07-31 03:10:00,0,"2,111","0,001","0,001","0,001","4,012","5,333","11,032","4,135","3,043","14,617","8,366","7,787","2,088","1,201","3,45","2,959",10,"9,955","9,113"
2025-07-31 03:05:00,0,"2,11","0,001","0,001","0,001","3,905","5,272","10,889","4,93","2,887","14,83","8,497","8,621","1,946","1,192","3,546","2,942","10,306","10,273","9,094"
2025-07-31 03:00:00,0,"2,123","0,001","0,001","0,001","3,956","5,045","11,395","3,073","2,897","15,092","8,778","8,132","1,87","1,181","3,853","3,017","10,433","10,118","9,162"
2025-07-31 02:55:00,0,"2,15","0,001","0,001","0,001","3,964","5,212","11,454","3,076","2,942","14,94","8,7","5,665","1,864","1,091","3,523","2,976","10,097","9,986","9,077"
2025-07-31 02:50:00,0,"2,15","0,001","0,001","0,001","4,012","4,993","11,579","4,139","2,917","15,133","8,909","5,633","2,003","1,093","3,421","2,968","9,851","9,937","9,133"
2025-07-31 02:45:00,0,"2,141","0,001","0,001","0,001","4,249","5,088","11,611","4,128","3,01","15,211","8,815","5,716","1,799","1,09","3,413","2,963","9,788","9,961","9,158"
2025-07-31 02:40:00,0,"2,144","0,001","0,001","0,001","4,272","5,105","11,561","4,783","2,986","15,76","8,804","7,285","1,8","1,092","3,58","3,062","9,998","10,218","9,293"
2025-07-31 02:35:00,0,"2,147","0,001","0,001","0,001","4,213","5,664","11,425","3,623","3,211","15,596","8,749","8,664","1,864","1,097","3,415","2,993","10,489","9,967","9,334"
2025-07-31 02:30:00,0,"2,161","0,001","0,001","0,001","4,441","5,592","11,441","3,11","4,292","16,234","9,212","9,07","1,883","1,111","3,431","2,945","10,466","10,325","9,366"
2025-07-31 02:25:00,0,"2,161","0,001","0,001","0,001","4,787","5,45","11,428","3,625","4,026","16,273","8,899","5,725","2,05","1,112","3,506","2,916","9,995","10,219","9,284"
2025-07-31 02:20:00,0,"2,16","0,001","0,001","0,001","4,608","5,346","11,369","4,253","3,883","16,141","8,784","5,842","1,997","1,128","3,473","2,954","9,683","11,128","9,224"
2025-07-31 02:15:00,0,"2,16","0,001","0,001","0,001","4,63","4,94","11,872","4,854","4,018","16,582","8,82","5,802","2,226","1,164","3,455","2,959","10,045","10,379","9,108"
2025-07-31 02:10:00,0,"2,155","0,001","0,001","0,001","4,499","4,886","11,496","3,084","4,039","16,418","8,808","5,906","1,816","1,178","3,845","2,957","9,998","10,094","8,977"
2025-07-31 02:05:00,0,"2,149","0,001","0,001","0,001","4,579","5,46","11,642","3,072","4,211","16,264","9,07","8,231","1,819","1,178","3,475","2,902","10,181","10,348","9,17"
2025-07-31 02:00:00,0,"2,149","0,001","0,001","0,001","4,552","5,128","11,08","3,79","4,048","16,229","9,005","9,127","1,832","1,183","3,588","2,995","9,628","10,213","9,434"
2025-07-31 01:55:00,0,"2,166","0,001","0,001","0,001","4,516","5,19","11,166","4,346","4,148","16,327","8,893","7,27","2,008","1,199","3,486","2,999","9,834","10,026","9,482"
2025-07-31 01:50:00,0,"2,17","0,001","0,001","0,001","4,486","5,152","11,177","5,057","4,067","17,008","8,73","5,761","1,813","1,218","3,462","2,95","9,445","10,415","9,282"
2025-07-31 01:45:00,0,"2,162","0,001","0,001","0,001","4,408","4,975","11,228","3,145","4,08","17,036","8,614","5,698","1,91","1,244","3,43","2,96","9,415","10,523","9,314"
2025-07-31 01:40:00,0,"2,165","0,001","0,001","0,001","4,296","5,428","11,251","3,126","4,078","16,667","8,515","5,856","1,886","1,228","3,443","2,986","9,655","10,063","9,252"
2025-07-31 01:35:00,0,"2,162","0,001","0,001","0,001","4,386","5,015","11,366","3,767","4,068","16,813","8,782","7,657","1,901","1,709","3,449","2,996","9,451","10,53","9,17"
2025-07-31 01:30:00,0,"2,155","0,001","0,001","0,001","4,225","5,513","11,531","4,244",4,"16,891","8,344","8,528","1,98","1,435","3,589","2,97","9,403","10,193","9,11"
2025-07-31 01:25:00,0,"2,152","0,001","0,001","0,001","4,238","4,826","11,484","4,692","4,117","16,895","8,498","8,42","1,997","1,344","3,476","2,839","9,768","10,016","9,023"
2025-07-31 01:20:00,0,"2,161","0,001","0,001","0,001","4,297","4,945","11,303","3,055","4,088","16,926","8,052","5,56","2,089","1,298","3,494","3,024","10,346","11,24","9,29"
2025-07-31 01:15:00,0,"2,161","0,001","0,001","0,001","4,284","5,149","11,014","3,125","3,998","16,619","8,172","5,651","1,802","1,279","3,47","3,058","10,195","10,073","9,175"
2025-07-31 01:10:00,0,"2,158","0,001","0,001","0,001","4,319","4,979","10,996","4,524","4,03","17,172","8,195","5,61","1,822","1,248","3,539","3,064","10,357","10,141","9,367"
2025-07-31 01:05:00,0,"2,156","0,001","0,001","0,001","4,202","5,082","10,984","4,199","4,072","17,107","7,93","6,896","1,846","1,259","3,749","3,006","9,745","10,06","9,167"
2025-07-31 01:00:00,0,"2,154","0,001","0,001","0,001","4,426","5,179","11,006","4,77","4,242","17,149","7,726","8,646","2,16","1,308","4,038","2,983","9,968","10,266","9,221"
2025-07-31 00:55:00,0,"2,176","0,001","0,001","0,001","4,571","5,204","11,086","4,495","4,15","17,058","7,705","9,374","1,921","1,327","3,929","2,989","9,774","10,273","9,654"
2025-07-31 00:50:00,0,"2,197","0,001","0,001","0,001","4,463","5,25","11,09","5,231","4,111","16,955","8,104","5,808","1,89","1,24","3,943","2,942","9,977","10,32","9,542"
2025-07-31 00:45:00,0,"2,19","0,001","0,001","0,001","4,276","5,135","10,842","5,815","4,162","17,131","8,048","5,995","1,873","1,193","4,362","3,004","9,966","10,448","9,866"
2025-07-31 00:40:00,0,"2,186","0,001","0,001","0,001","4,258","5,114","11,677","6,347","4,391","17,202","8,093","5,759","1,806","1,189",4,"3,083","10,09","10,39","9,551"
2025-07-31 00:35:00,0,"2,189","0,001","0,001","0,001","4,427","4,91","10,961","6,259","4,489","17,197","7,93","5,59","1,822","1,168","4,066","2,963","9,875","10,342","9,566"
2025-07-31 00:30:00,0,"2,188","0,001","0,001","0,001","4,634","5,142","10,928","6,239","4,766","17,063","8,02","8,406","2,209","1,115","4,232","2,99","9,88","10,326","9,382"
2025-07-31 00:25:00,0,"2,18","0,001","0,001","0,001","4,652","5,162","10,952","6,884","4,909","16,927","8,905","8,962","1,952","1,09","4,091","2,96","10,048","10,363","9,391"
2025-07-31 00:20:00,0,"2,183","0,001","0,001","0,001","4,546","5,161","11,104","5,264","5,041","16,646","8,285","7,446","1,876","1,084","4,085","2,921","10,048","11,737","9,536"
2025-07-31 00:15:00,0,"2,186","0,001","0,001","0,001","4,484","5,232","11,442","5,243","5,088","17,322","8,288","5,695","1,888","1,091","4,019","2,954","9,762","10,613","9,358"
2025-07-31 00:10:00,0,"2,173","0,001","0,001","0,001","4,483","5,312","11,434","6,158","4,932","17,076","8,212","5,706","1,89","1,05","4,224","2,939","9,859","10,848","9,823"
2025-07-31 00:05:00,0,"2,16","0,001","0,001","0,001","4,482","5,275","11,513","6,734","4,846","16,468","8,432","5,938","2,124","1,033","4,856","2,938","9,756","10,621","9,398"
2025-07-31 00:00:00,0,"2,167","0,001","0,001","0,001","4,483","5,482","11,49","6,692","5,023","16,579","8,635","7,262","1,884","1,024","4,95","2,989","9,757","10,423","9,671"
2025-07-30 23:55:00,0,"2,164","0,001","0,001","0,001","4,642","5,615","11,381","6,14","5,059","16,662","8,429","8,629","1,87","1,004","4,952","2,981","10,063","10,144","9,211"
2025-07-30 23:50:00,0,"2,16","0,001","0,001","0,001","4,56","5,695","11,224","5,204","5,138","17,112","8,524","8,369","1,796","0,961","5,004","2,988","9,115","9,287","8,324"
2025-07-30 23:45:00,0,"2,16","0,001","0,001","0,001","4,612","5,641","11,846","5,698","5,07","17,256","8,418","5,818","1,796","0,966","4,955","2,993","10,328","10,013","9,194"
2025-07-30 23:40:00,0,"2,161","0,001","0,001","0,001","4,595","5,662","11,215","6,34","5,087","16,818","8,185","5,941","1,866","0,974","4,98","2,954","10,225","10,124","9,102"
2025-07-30 23:35:00,0,"2,155","0,001","0,001","0,001","4,633","5,686","11,219","6,33","5,158","16,894","9,354","5,833","2,278","1,015","5,294","2,963","10,442","10,212","9,353"
2025-07-30 23:30:00,0,"2,153","0,001","0,001","0,001","4,585","4,663","11,285","7,086","5,264","17,772","9,854","6,31",2,"1,699","5,256","2,96","10,663","10,324","9,334"
2025-07-30 23:25:00,0,"2,171","0,001","0,001","0,001","4,687","3,779","11,441","5,263","5,305","16,974","10,312","8,792","1,961","1,142","5,065","3,056","10,241","10,042","9,34"
2025-07-30 23:20:00,0,"2,212","0,001","0,001","0,001","4,541","5,138","11,362","5,266","5,485","17,312","10,471","9,109","1,907","0,94","5,174","2,958","10,493","11,197","9,335"
2025-07-30 23:15:00,0,"2,206","0,001","0,001","0,001","4,831","4,974","11,423","6,161","5,55","17,338","10,41","6,018","1,9","1,013","5,178","2,975","10,5","10,44","9,18"
2025-07-30 23:10:00,0,"2,2","0,001","0,001","0,001","4,918","5,064","11,668","6,238","5,53","17,915","10,406","5,605","2,027","0,985","5,285","2,995","10,507","10,174","9,545"
2025-07-30 23:05:00,0,"2,189","0,001","0,001","0,001","4,738","5,282","11,694","6,938","5,425","17,736","10,043","5,897","2,015","0,976","5,32","2,977","10,282","10,654","9,894"
2025-07-30 23:00:00,0,"2,19","0,001","0,001","0,001","5,05","5,045","11,929","5,714","5,456","17,464","10,512","5,96","1,968","1,049","5,674","2,986","10,271","10,734","9,395"
2025-07-30 22:55:00,0,"2,203","0,001","0,001","0,001","4,584","4,982","11,954","5,202","5,802","17,472","10,625","8,042","1,912","1,352","5,86","2,993","10,633",11,"9,367"
2025-07-30 22:50:00,0,"2,212","0,001","0,001","0,001","4,598","5,25","11,79","5,602","5,621","17,644","10,624","8,675","1,954","1,56","5,97","3,022","10,673","11,038","9,274"
2025-07-30 22:45:00,0,"2,208","0,001","0,001","0,001","4,544","5,021","11,899","6,366","5,603","17,662","11,374","8,052","1,997","1,589","5,916","3,013","11,032","11,038","9,458"
2025-07-30 22:40:00,0,"2,204","0,001","0,001","0,001","4,478","5,214","11,675","6,696","5,574","17,692","11,209","5,653","2,7","1,621","5,827","2,958","11,291","10,721","9,292"
2025-07-30 22:35:00,0,"2,197","0,001","0,001","0,001","4,548","4,984","11,988","6,473","6,061","17,69","11,359","5,645","3,076","1,717","5,844","2,921","11,059","10,568","9,262"
2025-07-30 22:30:00,0,"2,197","0,001","0,001","0,001","5,142","4,902","12,568","5,255","6,198","17,741","11,273","5,578","3,066","1,78","6,086","3,005","10,993","10,292","9,14"
2025-07-30 22:25:00,0,"2,198","0,001","0,001","0,001","4,499","4,907","12,41","5,258","6,35","18,085","11,543","6,32","2,953","1,786","6,066","2,977","10,583","11,195","9,157"
2025-07-30 22:20:00,0,"2,19","0,001","0,001","0,001","4,471","5,316","12,314","6,434","6,39","18,124","11,37","8,728","3,044","1,477","6,14","2,999","10,482","11,242","9,419"
2025-07-30 22:15:00,0,"2,196","0,001","0,001","0,001","4,747","5,27","12,455","6,44","6,424","17,981","11,239","9,133","3,06","1,332","5,948","3,031","10,363","10,261","9,62"
2025-07-30 22:10:00,0,"2,194","0,001","0,001","0,001","4,574","4,942","12,382","7,037","6,664","18,271","11,198","6,758","3,064","1,33","5,966","3,091","10,385","10,195","9,422"
2025-07-30 22:05:00,0,"2,183","0,001","0,001","0,001","4,499","4,945","12,251","5,363","6,454","18,01","11,774","5,759","3,152","1,373","5,912","2,938","10,369","10,102","9,42"
2025-07-30 22:00:00,0,"2,185","0,001","0,001","0,001","4,355","4,946","12,312","5,25","6,544","18,078","11,416","5,814","3,442","1,408","5,891","2,934","10,532","10,548","9,27"
2025-07-30 21:55:00,0,"2,179","0,001","0,001","0,001","4,354","5,53","12,025","6,104","6,644","18,899","11,413","5,722","3,421","1,374","5,923","2,89","10,428","10,544","9,3"
2025-07-30 21:50:00,0,"2,176","0,001","0,001","0,001","4,343","5,618","12,18","6,302","6,971","17,923","10,766","8,048","3,532","1,412","6,289","3,018","10,51","11,044","9,197"
2025-07-30 21:45:00,0,"2,178","0,001","0,001","0,001","4,325","5,183","11,934","6,865","6,624","18,204","10,622","8,982","4,024","1,37","6,185","2,938","9,949","10,768","9,125"
2025-07-30 21:40:00,0,"2,176","0,001","0,001","0,001","4,331","5,545","12,203","5,754","6,833","18,402","10,667","7,939","3,552","1,298","6,03","2,984","10,128","10,45","9,617"
2025-07-30 21:35:00,0,"2,168","0,001","0,001","0,001","4,351","5,435","12,169","5,196","7,062","18,252","10,705","5,878","3,539","1,325","6,055","3,023","9,875","10,502","9,73"
2025-07-30 21:30:00,0,"2,164","0,001","0,001","0,001","4,38","5,932","11,974","5,965","7,681","18,257","10,926","5,89","3,726","1,278","6,46","2,978","10,644","10,619","9,49"
2025-07-30 21:25:00,0,"2,167","0,001","0,001","0,001","4,376","6,169","12,346","6,138","7,216","17,921","10,607","5,544","3,8","1,711","6,061","2,981","10,346","11,485","9,596"
2025-07-30 21:20:00,0,"2,188","0,001","0,001","0,001","4,379","5,911","11,906","6,211","7,244","18,185","10,742","6,167","3,971","1,61","6,134","4,108","10,345","10,836","9,522"
2025-07-30 21:15:00,0,"2,189","0,001","0,001","0,001","4,38","5,742","11,801","6,799","7,333","18,648","10,66","8,654","3,942","1,387","6,761","5,239","10,411","11,023","9,733"
2025-07-30 21:10:00,0,"2,185","0,001","0,001","0,001","4,384","5,712","11,9","6,047","7,86","18,57","10,872","9,245","3,848","1,367","6,319","4,319","10,921","10,577","9,406"
2025-07-30 21:05:00,0,"2,177","0,001","0,001","0,001","4,378","5,826","11,836","5,256","7,956","18,168","10,404","6,13","4,229","1,396","7,202","4,357","10,861","10,696","9,734"
