Date,Consumption [kW],MCB 1102 [kW],MCB 1202 [kW],MCB 1201 [kW],MCB 1101 [kW],DKS PD / PTP  17 Fl [kW],MCB 1601 [kW],ECB 1801 150A [kW],ECB 1901 [kW],MCB 1401 [kW],MCB 1501 [kW],ECB 225 -  21F [kW],ECB 20F [kW],MCB 802 [kW],MCB 801 [kW],MCB 701 [kW],MCB 702 [kW],ECB 2301 150A [kW],ECB 2201 150A [kW],EBC 2401 150A [kW]
2025-07-22 15:55:00,0,"0,005","0,001","0,001","0,001","2,27","8,198","8,798","9,054","6,3","12,564","7,385","14,974","9,155","1,404","6,805","7,326","9,098","10,193","10,153"
2025-07-22 15:50:00,0,"0,005","0,001","0,001","0,001","2,371","8,689","8,773","9,229","6,461","12,538","7,612","14,92","9,004","1,058","6,998","7,415","8,813","10,561","10,493"
2025-07-22 15:45:00,0,"0,005","0,001","0,001","0,001","2,527","8,732","8,788","9,175","6,353","12,431","7,652","15,923","9,044","1,117","7,003","7,201","9,539","10,182","10,432"
2025-07-22 15:40:00,0,"0,005","0,001","0,001","0,001","2,527","8,336","8,932","8,854","6,463","12,587","7,486","15,148","9,437","1,112","6,798","7,337","8,83","10,716","9,924"
2025-07-22 15:35:00,0,"0,005","0,001","0,001","0,001","2,377","8,558","8,906","8,599","6,54","12,439","7,33","19,64","9,11","1,152","7,236","7,195","8,71","10,27","10,241"
2025-07-22 15:30:00,0,"0,005","0,001","0,001","0,001","2,294","8,423","8,755","8,826","6,726","12,769","7,111","20,518","9,331","1,235","7,118","8,056","9,272","10,902","9,964"
2025-07-22 15:25:00,0,"0,005","0,001","0,001","0,001","2,284","8,672","8,726","10,141","6,403","12,454","7,547","18,169","9,241","1,223","7,085","7,699","9,326","11,304","10,192"
2025-07-22 15:20:00,0,"0,005","0,001","0,001","0,001","2,28","8,297","8,89","9,664","6,51","12,589","7,477","18,108","9,574","1,278","7,255","7,62","9,476","10,602","11,286"
2025-07-22 15:15:00,0,"0,005","0,001","0,001","0,001","2,284","8,382","8,898","9,368","6,601","12,618","8,164","17,31","9,372","1,384","7,028","7,718","9,163","10,336","11,056"
2025-07-22 15:10:00,0,"0,005","0,001","0,001","0,001","2,305","8,454","8,916","9,006","6,227","12,721","7,487","18,761","9,34","1,38","6,931","8,245","9,089","10,637","11,303"
2025-07-22 15:05:00,0,"0,005","0,001","0,001","0,001","2,308","8,417","9,014","8,956","6,638","12,488","7,474","18,422","9,559","1,427","6,919","7,84","8,591","10,502","10,178"
2025-07-22 15:00:00,0,"0,005","0,001","0,001","0,001","2,291","8,766","8,916","9,558","6,308","12,522","7,934","16,043","10,57","1,44","6,937","8,051","8,558","10,217","9,834"
2025-07-22 14:55:00,0,"0,005","0,001","0,001","0,001","2,28","8,294","8,794","8,825","6,318","13,08","7,434","16,189","10,38","1,436","7,232","7,903","8,856","10,381","9,805"
2025-07-22 14:50:00,0,"0,005","0,001","0,001","0,001","2,278","8,43","9,42","8,605","6,235","12,605","7,985","16,105","10,494","1,578","7,11","8,516","8,812","10,978","9,808"
2025-07-22 14:45:00,0,"0,005","0,001","0,001","0,001","2,264","8,314","8,732","9,067","6,263","12,691","8,176","15,88","10,913","1,591","6,942","8,202","8,399","9,551","9,352"
2025-07-22 14:40:00,0,"0,005","0,001","0,001","0,001","2,278","8,46","8,742","9,994","6,184","12,629","7,576","15,991","12,342","1,495","7,547","7,795","8,687","9,655","9,434"
2025-07-22 14:35:00,0,"0,005","0,001","0,001","0,001","2,282","8,549","8,782","9,839","6,036","13,076","7,482","17,872","13,002","1,458","7,051","7,798","8,984","10,175","10,072"
2025-07-22 14:30:00,0,"0,005","0,001","0,001","0,001","2,304","8,332","8,785","9,48","6,226","12,774","7,334","20,12","11,735","1,474","7,432","7,698","9,559","11,46","9,959"
2025-07-22 14:25:00,0,"0,005","0,001","0,001","0,001","2,292","8,138","8,765","9,347","5,988","13,088","7,734","15,432","10,741","1,487","6,876","7,724","9,614","10,357","9,92"
2025-07-22 14:20:00,0,"0,005","0,001","0,001","0,001","2,279","8,362","8,842","9,096","6,28","12,96","7,332","16,556","10,724","1,616","6,805","7,141","9,346","10,53","10,038"
2025-07-22 14:15:00,0,"0,005","0,001","0,001","0,001","2,273","8,142","8,794","9,346","6,066","13,508","7,602","17,341","10,926","1,456","6,782","6,23","8,514","10,549","10,009"
2025-07-22 14:10:00,0,"0,005","0,001","0,001","0,001","2,279","7,938","8,743","9,102","6,229","12,7","7,452","17,066","10,83","1,513","6,714","5,581","9,79","10,994","10,243"
2025-07-22 14:05:00,0,"0,005","0,001","0,001","0,001","2,294","7,492","8,69","8,545","6,083","12,65","7,411","20,911","10,859","1,488","6,698","5,52","9,15","10,745","9,98"
2025-07-22 14:00:00,0,"0,005","0,001","0,001","0,001","2,291","7,698","8,671","8,687","6,427","12,968","7,386","17,645","10,974","1,354","7,106","5,484","8,719","10,734","10,666"
2025-07-22 13:55:00,0,"0,005","0,001","0,001","0,001","2,275","8,042","8,598","9,094","6,222","12,776","7,453","15,959","10,478","1,788","6,824","5,712","8,788","10,745","9,948"
2025-07-22 13:50:00,0,"0,005","0,001","0,001","0,001","2,275","8,047","8,586","10,417","6,112","12,868","7,336","16,978","10,548","1,733","6,803","5,387","9,731","10,634","10,009"
2025-07-22 13:45:00,0,"0,005","0,001","0,001","0,001","2,281","8,267","8,833","10,512","6,27","12,673","7,57","15,319","10,678","1,3","6,905","5,645","8,736","11,015","10,11"
2025-07-22 13:40:00,0,"0,005","0,001","0,001","0,001","2,296","8,124","8,675","9,619","5,856","12,718","7,813","17,387","10,512","1,309","7,19","5,897","9,058","10,753","10,072"
2025-07-22 13:35:00,0,"0,005","0,001","0,001","0,001","2,296","8,628","8,603","9,594","6,016","12,955","7,468","19,728","10,168","1,465","7,675","5,975","9,571","10,566","9,97"
2025-07-22 13:30:00,0,"0,005","0,001","0,001","0,001","2,28","8,566","8,684","9,27","6,143","12,768","7,441","16,903","10,196","1,505","8,636","5,941","9,46","11,555","10,114"
2025-07-22 13:25:00,0,"0,005","0,001","0,001","0,001","2,275","8,496","8,656","9,302","6,751","12,5","7,489","16,355","10,124","1,282","8,33","5,713","9,361","10,787","10,385"
2025-07-22 13:20:00,0,"0,005","0,001","0,001","0,001","2,245","8,654","8,656","9,163","6,397","12,64","7,433","16,759","10,522","1,252","8,304","5,828","8,976","10,721","9,976"
2025-07-22 13:15:00,0,"0,005","0,001","0,001","0,001","2,13","8,336","8,689","8,752","5,72","12,306","8,158","16,708","11,376","1,232","7,933","6,583","8,948","10,663","9,842"
2025-07-22 13:10:00,0,"0,005","0,001","0,001","0,001","2,131","8,134","8,988","8,652","5,975","12,28","7,886","17,179","10,74","1,195","7,267","6,254","9,174","10,625","9,872"
2025-07-22 13:05:00,0,"0,005","0,001","0,001","0,001","2,156","8,395","8,695","9,274","5,665","12,38","7,452","17,506","10,74","1,166","7,391","6,809","9,038","10,619","10,187"
2025-07-22 13:00:00,0,"0,005","0,001","0,001","0,001","2,178","8,189","8,675","9,841","5,696","12,377","7,517","18,094","10,872","1,244","8,222","6,667","8,594","10,967","10,364"
2025-07-22 12:55:00,0,"0,005","0,001","0,001","0,001","2,203","8,236","8,606","9,688","5,834","12,595","7,418","19,114","11,539","1,171","7,476","4,912","8,813","10,684","10,392"
2025-07-22 12:50:00,0,"0,005","0,001","0,001","0,001","2,206","8,228","8,61","9,697","6,248","12,258","7,804","18,352","10,003","1,115","7,499","4,673","8,551","10,556","10,19"
2025-07-22 12:45:00,0,"0,005","0,001","0,001","0,001","2,206","8,164","8,629","9,144","5,753","12,491","7,543","15,392","10,082","1,174","7,309","4,391","8,694","10,651","10,028"
2025-07-22 12:40:00,0,"0,005","0,001","0,001","0,001","2,207","8,429","8,886","8,912","6,011","12,336","7,4","16,169","10,139","1,212","7,339","4,28","9,439","10,858","10,294"
2025-07-22 12:35:00,0,"0,005","0,001","0,001","0,001","2,227","8,286","8,958","9,128","5,938","12,612","7,241","17,098","10,157","1,123","7,972","4,657","9,505","11,116","10,458"
2025-07-22 12:30:00,0,"0,005","0,001","0,001","0,001","2,227","8,28","8,713","8,831","5,939","12,373","7,318","19,73","10,31","1,138","7,633","4,352","8,912","11,293","9,979"
2025-07-22 12:25:00,0,"0,005","0,001","0,001","0,001","2,227","8,26","8,704","8,423","5,79","12,3","7,585","17,317","10,705","1,226","8,225","4,34","9,397","10,922","10,039"
2025-07-22 12:20:00,0,"0,005","0,001","0,001","0,001","2,23","8,531","8,713","9,156","5,556","12,382","7,349","16,507","11,539","1,238","8,198","4,466","9,647","11,005","10,436"
2025-07-22 12:15:00,0,"0,005","0,001","0,001","0,001","2,23","8,68","8,605","9,882","5,989","12,259","7,57","16,613","12,134","1,156","7,328","4,915","8,863","10,604","11,135"
2025-07-22 12:10:00,0,"0,005","0,001","0,001","0,001","2,231","8,226","8,646","9,538","5,593","12,522","7,406","16,715","11,418","1,129","7,092","4,126","9,382","10,954","9,846"
2025-07-22 12:05:00,0,"0,005","0,001","0,001","0,001","2,228","9,082","8,784","9,617","5,442","12,352","7,554","18,26","11,057","1,156","7,696","4,4","8,842","12,046","9,894"
2025-07-22 12:00:00,0,"0,005","0,001","0,001","0,001","2,246","7,826","8,645","9,282","5,232","12,671","7,586","17,791","10,96","1,172","6,914","6,886","8,723","12,706","9,928"
2025-07-22 11:55:00,0,"0,005","0,001","0,001","0,001","2,215","7,885","8,785","9,226","5,314","12,34","6,827","21,204","10,879","1,08","6,502","8,269","8,783","10,99","10,394"
2025-07-22 11:50:00,0,"0,005","0,001","0,001","0,001","2,201","8,255","8,617","8,834","5,664","12,286","5,944","16,907","11,683","1,496","6,571","8,108","8,904","11,238","10,686"
2025-07-22 11:45:00,0,"0,005","0,001","0,001","0,001","2,201","8,008","8,628","8,91","5,455","12,527","6,067","15,484","12,458","1,858","6,25","7,735","9,514","11,072","9,87"
2025-07-22 11:40:00,0,"0,005","0,001","0,001","0,001","2,278","7,969","8,614","8,743","5,768","12,32","6,143","16,658","11,737","1,312","6,292","6,385","11,477","10,759","9,87"
2025-07-22 11:35:00,0,"0,005","0,001","0,001","0,001","2,458","7,943","8,633","9,367","5,561","12,355","7,624","16,841","11,213","1,291","6,623","5,182","10,219","12,163","9,818"
2025-07-22 11:30:00,0,"0,005","0,001","0,001","0,001","2,456","7,885","8,614","9,552","5,618","12,154","7,296","19,92","11,156","1,272","6,653","5,951","9,428","11,114","9,994"
2025-07-22 11:25:00,0,"0,005","0,001","0,001","0,001","2,462","7,957","8,525","9,75","5,833","12,607","7,412","19,43","10,769","1,24","6,344","6,773","8,88","10,648","10,301"
2025-07-22 11:20:00,0,"0,005","0,001","0,001","0,001","2,456","8,064","8,677","10,47","5,766","12,362","7,322","17,674","10,757","1,262","6,024","6,484","7,806","9,668","9,499"
2025-07-22 11:15:00,0,"0,005","0,001","0,001","0,001","2,458","8,092","8,582","9,33","5,6","12,533","7,69","17,974","10,988","1,3","5,986","6,203","9,133","10,475","9,715"
2025-07-22 11:10:00,0,"0,005","0,001","0,001","0,001","2,46","7,89","8,522","8,903","5,536","12,763","7,399","15,748","10,784","1,284","5,64","6,366","8,8","10,789","9,871"
2025-07-22 11:05:00,0,"0,005","0,001","0,001","0,001","2,251","7,944","8,52","8,515","5,358","12,642","7,429","18,034","10,861","1,264","5,537","5,404","8,813","10,877","10,522"
2025-07-22 11:00:00,0,"0,005","0,001","0,001","0,001","2,246","8,051","8,638","8,591","5,689","12,371","7,727","19,139","10,874","1,219","5,789","5,54","9,109","11,417","9,86"
2025-07-22 10:55:00,0,"0,005","0,001","0,001","0,001","2,244","8,142","8,617","9,265","6,757","12,318","7,292","15,887","10,82","1,284","5,278","5,646","10,414","10,916","9,618"
2025-07-22 10:50:00,0,"0,005","0,001","0,001","0,001","2,262","7,993","8,544","9,973","5,411","12,145","7,692","19,891","10,859","1,271","5,429","6,342","9,952","10,463","10,682"
2025-07-22 10:45:00,0,"0,005","0,001","0,001","0,001","2,267","7,966","8,816","9,994","5,296","11,606","7,538","16,71","10,933","1,292","5,124","5,629","12,493","10,585","10,078"
2025-07-22 10:40:00,0,"0,005","0,001","0,001","0,001","2,269","7,897","8,645","9,386","5,569","11,856","7,283","16,265","10,978","1,262","4,597","5,677","12,174","10,967","10,163"
2025-07-22 10:35:00,0,"0,005","0,001","0,001","0,001","2,272","8,088","8,581","9,072","5,06","11,548","7,471","19,846","10,792","1,237","5,124","5,959","11,612","11,496","10,688"
2025-07-22 10:30:00,0,"0,005","0,001","0,001","0,001","2,285","8,254","8,861","9,125","5,281","11,503","7,421","19,349","10,848","1,346","4,752","6,274","10,79","10,564","10,459"
2025-07-22 10:25:00,0,"0,005","0,001","0,001","0,001","2,297","8,062","8,857","9,198","4,93","11,608","7,762","16,103","10,769","1,243","4,636","6,829","10,612","10,844","10,228"
2025-07-22 10:20:00,0,"0,005","0,001","0,001","0,001","2,275","8,012","8,867","8,73","4,75","11,738","8,076","20,268","11,02","1,23","4,844","6,342","9,925","10,535","10,166"
2025-07-22 10:15:00,0,"0,005","0,001","0,001","0,001","2,26","7,955","8,72","8,514","4,764","11,485","8,107","18,416","11,209","1,258","4,741","6,062","7,926","10,486","10,081"
2025-07-22 10:10:00,0,"0,005","0,001","0,001","0,001","2,257","7,937","8,605","9,023","5,114","11,216","8,072","17,065","10,757","1,273","4,464","6,08","8,137","10,715","10,314"
2025-07-22 10:05:00,0,"0,005","0,001","0,001","0,001","2,256","8,408","8,618","10,169","4,86","11,502","8,146","21,005","10,75","1,244","4,83","5,9","7,844","10,594","10,2"
2025-07-22 10:00:00,0,"0,005","0,001","0,001","0,001","2,258","8,584","8,618","9,817","4,631","11,936","8,221","17,225","10,838","1,477","4,717","5,862","7,98","10,794","10,2"
2025-07-22 09:55:00,0,"0,005","0,001","0,001","0,001","2,26","8,945","8,642","9,244","4,418","11,326","8,196","16,578","11,251","1,411","4,25","5,726","8,249","10,916","10,457"
2025-07-22 09:50:00,0,"0,005","0,001","0,001","0,001","2,261","8,87","8,882","8,958","4,48","11,677","8,279","18,218","11,461","1,276","4,384","5,728","8,815","11,204","10,03"
2025-07-22 09:45:00,0,"0,005","0,001","0,001","0,001","2,262","8,885","9,307","8,848","5,255","11,446","8,369","17,044","11,864","1,244","4,319","5,426","8,663","10,433","10,475"
2025-07-22 09:40:00,0,"0,005","0,001","0,001","0,001","2,54","8,921","8,898","8,929","4,195","11,675","8,156","20,248","10,758","2,005","4,29","5,639","8,927","11,234","9,928"
2025-07-22 09:35:00,0,"0,005","0,001","0,001","0,001","2,564","8,794","8,869","8,876","4,087","11,249","7,872","18,396","10,352","1,38","4,274","5,464","8,305","12,018","9,83"
2025-07-22 09:30:00,0,"0,004","0,001","0,001","0,001","1,792","6,104","6,151","6,002","2,972","7,624","5,687","11,178","7,295","0,898","3,078","3,833","5,524","7,41","7,225"
2025-07-22 09:25:00,0,"0,005","0,001","0,001","0,001","2,569","8,723","8,838","8,354","4,333","11,66","7,942","16,931","10,484","1,416","4,27","5,428","8,128","10,471","10,902"
2025-07-22 09:20:00,0,"0,005","0,001","0,001","0,001","2,599","8,968","9,052","8,791","2,878","7,766","7,914","17,196","10,37","1,271","4,304","5,438","8,195","10,374","10,313"
2025-07-22 09:15:00,0,"0,005","0,001","0,001","0,001","2,585","9,322","8,929","9,996","4,04","11,671","7,71","18,966","10,25","1,274","4,279","4,676","8,222","10,691","10,424"
2025-07-22 09:10:00,0,"0,005","0,001","0,001","0,001","2,564","9,001","9,382","9,984","3,99","12,389","7,896","20,412","10,286","1,301","4,48","4,483","8,609","10,873","10,387"
2025-07-22 09:05:00,0,"0,005","0,001","0,001","0,001","2,591","8,684","5,315","5,338","4,177","9,568","7,507","16,229","10,026","1,26","5,693","4,84","8,384","10,363","10,392"
2025-07-22 09:00:00,0,"0,005","0,001","0,001","0,001","2,6","8,845","8,836","8,713","4,296","9,59","7,508","16,571","10,175","1,264","4,523","5,154","9,181","10,264","10,472"
2025-07-22 08:55:00,0,"0,005","0,001","0,001","0,001","2,593","8,815","8,842","9,144","4,054","9,64","7,418","16,362","9,881","1,244","4,1","6,431","9,318","10,489","10,481"
2025-07-22 08:50:00,0,"0,005","0,001","0,001","0,001","2,603","9,752","8,898","9,431","4,2","10,019","2,78","6,112","9,486","1,18","3,803","4,24","10,085","10,771","10,139"
2025-07-22 08:45:00,0,"0,005","0,001","0,001","0,001","2,536","8,687","8,87","9,332","4,236","10,06","7,34","16,579","9,347","1,226","3,737","4,273","9,763","10,414","10,126"
2025-07-22 08:40:00,0,"0,005","0,001","0,001","0,001","2,539","9,22","8,983","8,96","4,192","9,522","7,59","15,872","9,362","1,213","3,698","3,926","9,594","11,58","10,486"
2025-07-22 08:35:00,0,"0,005","0,001","0,001","0,001","2,54","9,164","8,785","9,077","3,926","9,5","7,933","16,969","9,485","1,264","3,926","4,217","7,319","9,304","7,99"
2025-07-22 08:30:00,0,"0,005","0,001","0,001","0,001","2,544","9,377","8,765","9,223","4,008","9,766","7,337","19,65","8,903","1,181","4,192","4,07","6,508","7,17","7,519"
2025-07-22 08:25:00,0,"0,005","0,001","0,001","0,001","2,549","9,067","8,856","10,616","4,099","9,361","7,582","18,487","8,83","1,15","3,614","4,47","10,085","10,546","10,741"
2025-07-22 08:20:00,0,"0,005","0,001","0,001","0,001","2,564","9,146","8,866","10,541","3,994","9,294","7,77","16,762","9,07","1,097","3,764","4,212","9,592","9,882","10,044"
2025-07-22 08:15:00,0,"0,005","0,001","0,001","0,001","2,267","9,078","8,903","9,536","4,052","9,478","7,426","17,468","8,698","1,052","3,594","4,336","9,702","9,649","9,971"
2025-07-22 08:10:00,0,"0,005","0,001","0,001","0,001","2,25","8,765","8,602","9,625","4,271","9,689","7,66","16,177","8,942","1,045","3,62","3,709","9,14","9,864","9,74"
2025-07-22 08:05:00,0,"0,005","0,001","0,001","0,001","2,232","9,214","8,55","9,336","3,884","9,761","7,722","16,225","8,352","0,929","3,642","3,654","10,4","9,704","9,661"
2025-07-22 08:00:00,0,"0,005","0,001","0,001","0,001","2,231","9,215","8,513","9,341","4,01","9,505","7,841","18,178","8,1","1,008","3,68","3,62","10,826","9,726","9,695"
2025-07-22 07:55:00,0,"0,005","0,001","0,001","0,001","2,234","9,127","8,557","9,004","4,057","9,667","7,391","18,673","8,191","0,948","3,689","4,432","10,048","8,808","8,645"
2025-07-22 07:50:00,0,"0,005","0,001","0,001","0,001","2,237","8,268","8,66","9,206","4,072","9,757","7,542","18,527","8,386","1,031","3,724","3,636","11,066","9,901","9,9"
2025-07-22 07:45:00,0,"0,005","0,001","0,001","0,001","2,268","7,957","8,8","9,074","4,097","10,019","7,615","18,266","8,497","0,979","3,599","3,317","10,952","9,877","9,815"
2025-07-22 07:40:00,0,"0,005","0,001","0,001","0,001","2,49","7,889","8,61","11,116","4,204","9,944","8,122","18,223","8,509","0,883","3,6","4,031","10,62","10,974","10,118"
2025-07-22 07:35:00,0,"0,005","0,001","0,001","0,001","2,43","8,05","8,618","11,557","3,872","9,85","8,179","18,898","8,356","1,588","3,586","4,812","10,793","9,923","10,472"
2025-07-22 07:30:00,0,"0,005","0,001","0,001","0,001","2,381","8,398","8,615","10,303","3,99","10,094","8,196","16,741","8,105","1,273","3,721","4,294","11,717","10,036","10,096"
2025-07-22 07:25:00,0,"0,005","0,001","0,001","0,001","2,38","8,071","8,612","9,546","3,815","9,78","8,191","18,29","7,978","1,022","3,966","4,037","10,54","9,895","10,76"
2025-07-22 07:20:00,0,"0,005","0,001","0,001","0,001","2,38","7,846","8,603","9,673","3,967","10,187","8,44","18,661","7,914","1,025","3,791","3,852","10,91","9,917","9,696"
2025-07-22 07:15:00,0,"0,005","0,001","0,001","0,001","2,378","7,718","8,664","9,787","4,156","9,809","8,281","20,476","8,184","1,025","3,547","4,682","10,704","10,188","9,662"
2025-07-22 07:10:00,0,"0,005","0,001","0,001","0,001","2,4","6,336","8,681","9,434","3,392","9,949","8,222","19,151","7,892","0,955","3,542","4,942","10,566","10,127","9,425"
2025-07-22 07:05:00,0,"0,005","0,001","0,001","0,001","2,378","6,811","8,544","8,076","3,607","9,787","8,348","17,905","7,813","0,901","3,732","2,875","10,843","9,769","9,346"
2025-07-22 07:00:00,0,"0,005","0,001","0,001","0,001","2,374","6,052","8,48","7,62","3,254","9,917","8,149","17,37","7,796","0,956","3,589","2,542","11,108","10,027","9,318"
2025-07-22 06:55:00,0,"0,005","0,001","0,001","0,001","2,376","6,456","8,497","8,732","3,144",10,"8,098","17,25","8,126","0,908","3,623","2,796","10,981","9,809","9,481"
2025-07-22 06:50:00,0,"0,005","0,001","0,001","0,001","2,376","6,056","8,513","9,451","3,066","10,034","8,43","16,212","7,889","0,876","3,734","2,381","10,897","10,859","9,3"
2025-07-22 06:45:00,0,"0,005","0,001","0,001","0,001","2,376","6,001","8,506","9,095","3,438","9,805","8,207","17,6","8,237","0,875","3,551","2,371","10,75","10,199","9,062"
2025-07-22 06:40:00,0,"0,005","0,001","0,001","0,001","2,374","5,329","8,633","8,413","2,936","10,039","8,1","17,533","8,08","0,907","3,6","2,243","10,781","10,769","9,317"
2025-07-22 06:35:00,0,"0,005","0,001","0,001","0,001","2,375","4,854","8,522","8,722","2,954","10,092","8,312","18,473","8,159","0,917","3,841","1,945","10,487","9,857","9,3"
2025-07-22 06:30:00,0,"0,005","0,001","0,001","0,001","2,376","4,722","8,72","7,949","3,037","10,051","8,248","19,729","8,232","0,914","3,966","1,748","10,915","10,705","9,085"
2025-07-22 06:25:00,0,"0,005","0,001","0,001","0,001","2,128","4,802","8,596","7,998","2,861","9,539","8,492","17,809","8,058","0,924","3,856","1,536","10,342","9,81","9,145"
2025-07-22 06:20:00,0,"0,005","0,001","0,001","0,001","2,125","4,678","8,606","7,764","3,116","9,529","8,47","17,309","8,868","0,92","3,773","1,439","10,312","10,234","9,258"
2025-07-22 06:15:00,0,"0,005","0,001","0,001","0,001","2,124","4,886","8,646","7,436","2,82","9,745","8,504","18,122","9,672","0,961","3,58","1,492","10,717","10,384","9,67"
2025-07-22 06:10:00,0,"0,005","0,001","0,001","0,001","2,125","4,636","8,791","7,494","2,977","10,295","7,357","17,477","7,862","0,966","3,587","1,476","10,789","9,913","9,468"
2025-07-22 06:05:00,0,"0,005","0,001","0,001","0,001","2,126","4,728","8,681","10,081","2,887","9,923","7,015","15,234","4,517","0,937","3,76","1,554","11,07","9,884","9,589"
2025-07-22 06:00:00,0,"0,005","0,001","0,001","0,001","2,128","4,566","8,682","9,355","3,037","9,706","7,129","18,342","3,852","0,954","3,583","1,847","11,028","9,858","9,815"
2025-07-22 05:55:00,0,"0,005","0,001","0,001","0,001","2,128","4,534","8,766","8,539","3,146","9,72","7,249","17,191","2,341","0,959","3,602","2,143","10,914","10,427","9,41"
2025-07-22 05:50:00,0,"0,005","0,001","0,001","0,001","2,128","5,042","8,628","9,386","3,35","10,037","7,477","16,853","2,26","0,875",4,"2,213","10,618","10,432","9,658"
2025-07-22 05:45:00,0,"0,005","0,001","0,001","0,001","2,128","4,764","8,612","10,657","3,002","10,37","7,164","16,943","1,961","0,901","3,632","2,255","10,68","10,762","9,762"
2025-07-22 05:40:00,0,"0,005","0,001","0,001","0,001","2,128","4,591","8,735","7,165","2,983","9,628","7,014","16,268","1,84","0,949","3,544","2,255","10,775","10,148","9,463"
2025-07-22 05:35:00,0,"0,005","0,001","0,001","0,001","2,129","4,612","8,629","3,308","3,182","9,811","7,332","17,972","1,841","0,816","3,853","2,237","10,556","10,178","9,491"
2025-07-22 05:30:00,0,"0,005","0,001","0,001","0,001","2,13","4,693","8,738","2,93","2,801","9,752","6,959","18,132","1,842","1,386","3,641","2,269","10,83","10,262","9,45"
2025-07-22 05:25:00,0,"0,005","0,001","0,001","0,001","2,13","5,188","9,013","3,17","2,791","9,299","7,02","15,379","1,782","1,264","3,671","2,093","10,724","10,228","9,577"
2025-07-22 05:20:00,0,"0,005","0,001","0,001","0,001","2,129","4,823","8,99","4,214","2,719","9,678","6,838","15,45","1,769","0,93","4,205","1,769","11,005","9,886","9,571"
2025-07-22 05:15:00,0,"0,005","0,001","0,001","0,001","2,13","4,664","8,849","4,556","2,807","9,162","7,15","14,666","1,769","0,925","3,414","1,6","11,15","9,94","9,205"
2025-07-22 05:10:00,0,"0,005","0,001","0,001","0,001","2,129","4,553","8,87","2,909","3,041","9,186","7,175","13,832","1,769","0,918","3,882","1,442","11,305","9,943","9,246"
2025-07-22 05:05:00,0,"0,005","0,001","0,001","0,001","2,13","4,565","8,92","2,894","2,792","9,45","6,936","9,14","1,835","0,914","4,507","1,397","13,771","10,322","9,269"
2025-07-22 05:00:00,0,"0,005","0,001","0,001","0,001","2,131","5,18","8,934","3,295","2,702","9,552","7,102","6,998","1,843","0,931","3,444","1,451","14,808","10,051","9,337"
2025-07-22 04:55:00,0,"0,005","0,001","0,001","0,001","2,13","4,691","9,06","4,397","2,944","10,093","7,178","8,429","1,846","0,884","3,462","1,573","13,693","10,009","10,134"
2025-07-22 04:50:00,0,"0,005","0,001","0,001","0,001","2,131","4,666","9,212","4,117","2,981","9,288","7,066","9,887","1,843","0,881","3,557","1,748","13,404","10,228","9,413"
2025-07-22 04:45:00,0,"0,005","0,001","0,001","0,001","2,131","4,691","9,068","2,926","2,696","9,169","7,148","7,081","1,816","0,9","3,439","2,13","13,681","10,97","9,377"
2025-07-22 04:40:00,0,"0,005","0,001","0,001","0,001","2,131","4,746","9,037","2,916","2,743","9,254","7,318","7,678","1,772","0,946","3,395","2,249","13,406","9,949","9,925"
2025-07-22 04:35:00,0,"0,005","0,001","0,001","0,001","2,131","4,988","8,861","3,906","2,638","9,66","7,219","6,985","1,771","0,888","3,404","2,214","12,371","9,997","9,274"
2025-07-22 04:30:00,0,"0,005","0,001","0,001","0,001","2,13","4,804","8,843","4,112","2,626","9,456","6,995","5,923","1,772","0,914","3,542","2,25","10,463","9,178","8,326"
2025-07-22 04:25:00,0,"0,005","0,001","0,001","0,001","2,131","4,903","8,85","3,606","2,936","9,287","7,238","8,22","1,837","0,949","3,346","2,251","11,55","10,051","9,262"
2025-07-22 04:20:00,0,"0,005","0,001","0,001","0,001","2,131","4,99","8,872","2,886","2,634","9,092","7,073","9,34","1,84","0,864","3,539","2,238","10,842","10,231","9,178"
2025-07-22 04:15:00,0,"0,005","0,001","0,001","0,001","2,131","5,556","9,006","3,186","2,806","9,419","7,111","6,114","1,838","0,84","3,463","2,255","10,572","10,108","9,355"
2025-07-22 04:10:00,0,"0,005","0,001","0,001","0,001","2,131","5,61","8,89","4,062","2,682","9,92","6,966","5,79","1,838","0,826","3,367","1,999","10,554","10,135","9,145"
2025-07-22 04:05:00,0,"0,005","0,001","0,001","0,001","2,131","5,387","9,013","3,935","3,002","9,318","7,18","5,927","1,798","0,865","3,329","1,75","11,088","9,953","9,404"
2025-07-22 04:00:00,0,"0,005","0,001","0,001","0,001","2,13","5,316","8,864","4,571","2,658","9,318","7,109","8,48","1,778","0,889","3,323","1,549","10,534","9,938","9,407"
2025-07-22 03:55:00,0,"0,005","0,001","0,001","0,001","2,131","5,016","8,97","2,954","2,858","9,412","7,296","7,285","1,771","0,944","3,493","1,499","10,715","10,009","9,276"
2025-07-22 03:50:00,0,"0,005","0,001","0,001","0,001","2,131","4,884","8,948","2,892","2,707","9,125","7,39","5,767","1,769","0,912","3,512","1,481","10,966","10,264","9,352"
2025-07-22 03:45:00,0,"0,005","0,001","0,001","0,001","2,131","5,412","8,944","3,589","2,873","9,504","7,097","5,812","1,834","0,872","3,349","1,482","10,538","11,122","9,379"
2025-07-22 03:40:00,0,"0,005","0,001","0,001","0,001","2,131","4,962","8,935","3,92","2,868","9,256","7,04","7,475","1,862","0,919","3,277","1,632","10,796","9,93","9,518"
