Date,Consumption [kW],MCB 1401 [kW],MCB 1501 [kW]
2025-07-06 16:45:00,0,"2,126","8,117"
2025-07-06 16:40:00,0,"2,13","9,032"
2025-07-06 16:35:00,0,"2,194","8,35"
2025-07-06 16:30:00,0,"2,362","7,796"
2025-07-06 16:25:00,0,"2,372","7,688"
2025-07-06 16:20:00,0,"2,518","7,888"
2025-07-06 16:15:00,0,"2,375","8,058"
2025-07-06 16:10:00,0,"2,921","7,788"
2025-07-06 16:05:00,0,"3,614","7,952"
2025-07-06 16:00:00,0,"4,458","8,07"
2025-07-06 15:55:00,0,"4,123","8,279"
2025-07-06 15:50:00,0,"4,518","7,942"
2025-07-06 15:45:00,0,"4,375","8,039"
2025-07-06 15:40:00,0,"4,474","7,904"
2025-07-06 15:35:00,0,"4,316","7,883"
2025-07-06 15:30:00,0,"4,238","7,938"
2025-07-06 15:25:00,0,"4,355","7,88"
2025-07-06 15:20:00,0,"4,466","7,966"
2025-07-06 15:15:00,0,"4,549","8,114"
2025-07-06 15:10:00,0,"3,613","7,956"
2025-07-06 15:05:00,0,"2,996","8,069"
2025-07-06 15:00:00,0,"2,539","7,852"
2025-07-06 14:55:00,0,"2,532","7,847"
2025-07-06 14:50:00,0,"2,454","8,196"
2025-07-06 14:45:00,0,"2,461","8,212"
2025-07-06 14:40:00,0,"2,449","7,966"
2025-07-06 14:35:00,0,"2,329","7,865"
2025-07-06 14:30:00,0,"2,478","7,945"
2025-07-06 14:25:00,0,"2,359","8,034"
2025-07-06 14:20:00,0,"2,432","8,059"
2025-07-06 14:15:00,0,"2,375","7,822"
2025-07-06 14:10:00,0,"2,56","7,84"
2025-07-06 14:05:00,0,"2,461","7,985"
2025-07-06 14:00:00,0,"2,584","7,961"
2025-07-06 13:55:00,0,"2,874","8,101"
2025-07-06 13:50:00,0,"2,437","7,668"
2025-07-06 13:45:00,0,"3,191","7,644"
2025-07-06 13:40:00,0,"2,569","7,932"
2025-07-06 13:35:00,0,"2,611","8,24"
2025-07-06 13:30:00,0,"2,459","8,323"
2025-07-06 13:25:00,0,"2,563","7,892"
2025-07-06 13:20:00,0,"2,514","7,789"
2025-07-06 13:15:00,0,"2,933","7,84"
2025-07-06 13:10:00,0,"2,467","7,945"
2025-07-06 13:05:00,0,"2,363","8,105"
2025-07-06 13:00:00,0,"2,563","7,894"
2025-07-06 12:55:00,0,"2,419","8,302"
2025-07-06 12:50:00,0,"2,486","7,908"
2025-07-06 12:45:00,0,"2,61","8,484"
2025-07-06 12:40:00,0,"2,53","9,906"
2025-07-06 12:35:00,0,"2,38","10,153"
2025-07-06 12:30:00,0,"2,351","10,114"
2025-07-06 12:25:00,0,"2,396","10,162"
2025-07-06 12:20:00,0,"2,63","10,22"
2025-07-06 12:15:00,0,"2,442","10,249"
2025-07-06 12:10:00,0,"2,37","10,195"
2025-07-06 12:05:00,0,"2,406","10,386"
2025-07-06 12:00:00,0,"2,336","9,994"
2025-07-06 11:55:00,0,"2,538","10,055"
2025-07-06 11:50:00,0,"2,306","10,175"
2025-07-06 11:45:00,0,"2,33","10,09"
2025-07-06 11:40:00,0,"2,101","10,156"
2025-07-06 11:35:00,0,"2,183","10,277"
2025-07-06 11:30:00,0,"2,382","9,995"
2025-07-06 11:25:00,0,"2,526","10,159"
2025-07-06 11:20:00,0,"2,675","10,093"
2025-07-06 11:15:00,0,"2,872","10,24"
2025-07-06 11:10:00,0,"2,509","10,162"
2025-07-06 11:05:00,0,"2,588","10,012"
2025-07-06 11:00:00,0,"2,484","10,138"
2025-07-06 10:55:00,0,"2,672","10,351"
2025-07-06 10:50:00,0,"2,618","10,278"
2025-07-06 10:45:00,0,"2,568","11,101"
2025-07-06 10:40:00,0,"2,684","10,906"
2025-07-06 10:35:00,0,"2,778","10,477"
2025-07-06 10:30:00,0,"2,544",11
2025-07-06 10:25:00,0,"2,434","10,584"
2025-07-06 10:20:00,0,"2,501","9,966"
2025-07-06 10:15:00,0,"2,498","9,577"
2025-07-06 10:10:00,0,"2,443","9,559"
2025-07-06 10:05:00,0,"2,358","10,236"
2025-07-06 10:00:00,0,"2,49","9,967"
2025-07-06 09:55:00,0,"2,456","9,881"
2025-07-06 09:50:00,0,"2,616","9,844"
2025-07-06 09:45:00,0,"2,996","10,721"
2025-07-06 09:40:00,0,"2,766","11,159"
2025-07-06 09:35:00,0,"2,49","10,8"
2025-07-06 09:30:00,0,"2,412","11,338"
2025-07-06 09:25:00,0,"2,513","11,521"
2025-07-06 09:20:00,0,"2,586","11,737"
2025-07-06 09:15:00,0,"2,632","12,214"
2025-07-06 09:10:00,0,"2,618","11,784"
2025-07-06 09:05:00,0,"2,569","12,072"
2025-07-06 09:00:00,0,"2,561","11,497"
2025-07-06 08:55:00,0,"2,622","10,496"
2025-07-06 08:50:00,0,"2,569","9,919"
2025-07-06 08:45:00,0,"2,476","9,685"
2025-07-06 08:40:00,0,"2,489","7,981"
2025-07-06 08:35:00,0,"2,716","7,366"
2025-07-06 08:30:00,0,"2,515","7,541"
2025-07-06 08:25:00,0,"2,488","7,962"
2025-07-06 08:20:00,0,"2,443","8,068"
2025-07-06 08:15:00,0,"2,249","7,721"
2025-07-06 08:10:00,0,"2,078","7,301"
2025-07-06 08:05:00,0,"2,022","8,43"
2025-07-06 08:00:00,0,"2,038","8,281"
2025-07-06 07:55:00,0,"2,148","7,49"
2025-07-06 07:50:00,0,"2,064","7,493"
2025-07-06 07:45:00,0,"2,149","7,39"
2025-07-06 07:40:00,0,"2,054","7,633"
2025-07-06 07:35:00,0,"2,236","7,914"
2025-07-06 07:30:00,0,"2,122","7,68"
2025-07-06 07:25:00,0,"2,089","8,297"
2025-07-06 07:20:00,0,"2,18","7,52"
2025-07-06 07:15:00,0,"2,314","7,481"
2025-07-06 07:10:00,0,"2,141","7,436"
2025-07-06 07:05:00,0,"2,19","7,882"
2025-07-06 07:00:00,0,"2,178","7,678"
2025-07-06 06:55:00,0,"2,17","7,764"
2025-07-06 06:50:00,0,"2,18","7,342"
2025-07-06 06:45:00,0,"1,946","7,673"
2025-07-06 06:40:00,0,"1,997","7,544"
2025-07-06 06:35:00,0,"2,146","7,532"
2025-07-06 06:30:00,0,"1,998","7,904"
2025-07-06 06:25:00,0,"2,489","7,32"
2025-07-06 06:20:00,0,"2,53","7,58"
2025-07-06 06:15:00,0,"2,551","7,405"
2025-07-06 06:10:00,0,"2,567","7,696"
2025-07-06 06:05:00,0,"2,491","7,433"
2025-07-06 06:00:00,0,"2,562","7,637"
2025-07-06 05:55:00,0,"2,676","7,542"
2025-07-06 05:50:00,0,"2,194","7,561"
2025-07-06 05:45:00,0,"2,264","7,664"
2025-07-06 05:40:00,0,"2,239","7,469"
2025-07-06 05:35:00,0,"2,363","7,59"
2025-07-06 05:30:00,0,"2,168","7,631"
2025-07-06 05:25:00,0,"2,255","7,421"
2025-07-06 05:20:00,0,"2,244","7,574"
2025-07-06 05:15:00,0,"2,266","7,415"
2025-07-06 05:10:00,0,"2,119","7,72"
2025-07-06 05:05:00,0,"2,048","7,459"
2025-07-06 05:00:00,0,"2,237","7,477"
2025-07-06 04:55:00,0,"2,56","7,601"
2025-07-06 04:50:00,0,"2,141","7,454"
2025-07-06 04:45:00,0,"2,078","7,338"
2025-07-06 04:40:00,0,"2,02","7,913"
2025-07-06 04:35:00,0,"2,231","7,447"
2025-07-06 04:30:00,0,"2,053","7,601"
2025-07-06 04:25:00,0,"2,01","7,628"
2025-07-06 04:20:00,0,"2,054","7,285"
2025-07-06 04:15:00,0,"2,468","7,775"
2025-07-06 04:10:00,0,"2,225","7,487"
2025-07-06 04:05:00,0,"2,282","7,651"
2025-07-06 04:00:00,0,"2,267","7,43"
2025-07-06 03:55:00,0,"2,596","7,516"
2025-07-06 03:50:00,0,"2,372","7,687"
2025-07-06 03:45:00,0,"2,31","7,552"
2025-07-06 03:40:00,0,"2,27","7,482"
2025-07-06 03:35:00,0,"2,182","7,444"
2025-07-06 03:30:00,0,"2,395","7,428"
2025-07-06 03:25:00,0,"2,177","7,781"
2025-07-06 03:20:00,0,"2,242","7,541"
2025-07-06 03:15:00,0,"2,201","7,591"
2025-07-06 03:10:00,0,"2,322","7,63"
2025-07-06 03:05:00,0,"2,213","7,529"
2025-07-06 03:00:00,0,"2,107","7,573"
2025-07-06 02:55:00,0,"2,129","7,596"
2025-07-06 02:50:00,0,"2,197","7,661"
2025-07-06 02:45:00,0,"2,192","7,648"
2025-07-06 02:40:00,0,"2,149","7,366"
2025-07-06 02:35:00,0,"2,214","7,442"
2025-07-06 02:30:00,0,"2,362","7,322"
2025-07-06 02:25:00,0,"2,24","7,817"
2025-07-06 02:20:00,0,"2,306","7,955"
2025-07-06 02:15:00,0,"2,202","7,42"
2025-07-06 02:10:00,0,"2,286","7,494"
2025-07-06 02:05:00,0,"2,35","7,367"
2025-07-06 02:00:00,0,"2,206","7,526"
2025-07-06 01:55:00,0,"2,154","7,651"
2025-07-06 01:50:00,0,"2,123","7,643"
2025-07-06 01:45:00,0,"2,338","7,463"
2025-07-06 01:40:00,0,"2,138","7,646"
2025-07-06 01:35:00,0,"2,256","7,734"
2025-07-06 01:30:00,0,"2,16","7,577"
2025-07-06 01:25:00,0,"2,182","7,668"
2025-07-06 01:20:00,0,"2,039","7,481"
2025-07-06 01:15:00,0,"2,131","7,432"
2025-07-06 01:10:00,0,"2,251","7,46"
2025-07-06 01:05:00,0,"2,789","7,47"
2025-07-06 01:00:00,0,"2,964","7,76"
2025-07-06 00:55:00,0,"2,947","7,634"
2025-07-06 00:50:00,0,"2,965","7,68"
2025-07-06 00:45:00,0,"2,893","7,559"
2025-07-06 00:40:00,0,"2,95","7,338"
2025-07-06 00:35:00,0,"2,969","7,823"
2025-07-06 00:30:00,0,"2,981","7,541"
2025-07-06 00:25:00,0,"3,148","7,772"
2025-07-06 00:20:00,0,"3,126","7,504"
2025-07-06 00:15:00,0,"2,975","7,433"
2025-07-06 00:10:00,0,"3,038","8,072"
2025-07-06 00:05:00,0,"3,044","7,47"
2025-07-06 00:00:00,0,"3,079","7,476"
2025-07-05 23:55:00,0,"2,998","7,526"
2025-07-05 23:50:00,0,"3,011","7,69"
2025-07-05 23:45:00,0,"2,944","7,661"
2025-07-05 23:40:00,0,"3,205","7,525"
2025-07-05 23:35:00,0,"2,852","7,597"
2025-07-05 23:30:00,0,"2,858","7,464"
2025-07-05 23:25:00,0,"3,006","7,666"
2025-07-05 23:20:00,0,"3,174","7,73"
2025-07-05 23:15:00,0,"2,911","8,023"
2025-07-05 23:10:00,0,"2,9","7,568"
2025-07-05 23:05:00,0,"2,923","7,513"
2025-07-05 23:00:00,0,"3,044","7,363"
2025-07-05 22:55:00,0,"3,062","7,615"
2025-07-05 22:50:00,0,"2,971","8,063"
2025-07-05 22:45:00,0,"3,007","7,568"
2025-07-05 22:40:00,0,"3,104","7,498"
2025-07-05 22:35:00,0,"3,227","7,493"
2025-07-05 22:30:00,0,"2,923","7,661"
2025-07-05 22:25:00,0,"2,917","7,811"
2025-07-05 22:20:00,0,"2,928","7,667"
2025-07-05 22:15:00,0,"3,184","7,556"
2025-07-05 22:10:00,0,"2,88","7,68"
2025-07-05 22:05:00,0,"2,854","7,388"
2025-07-05 22:00:00,0,"2,902","7,961"
2025-07-05 21:55:00,0,"3,064","7,61"
2025-07-05 21:50:00,0,"3,202","7,336"
2025-07-05 21:45:00,0,"2,975","7,496"
2025-07-05 21:40:00,0,"2,934","7,532"
2025-07-05 21:35:00,0,"3,052","7,416"
2025-07-05 21:30:00,0,"3,114","7,818"
2025-07-05 21:25:00,0,"2,95","7,394"
2025-07-05 21:20:00,0,"2,924","7,622"
2025-07-05 21:15:00,0,"3,028","7,464"
2025-07-05 21:10:00,0,"3,031","7,408"
2025-07-05 21:05:00,0,"3,034","7,711"
2025-07-05 21:00:00,0,"2,927","7,432"
2025-07-05 20:55:00,0,"3,001","7,554"
2025-07-05 20:50:00,0,"3,006","7,789"
2025-07-05 20:45:00,0,"2,953","7,427"
2025-07-05 20:40:00,0,"2,96","7,792"
2025-07-05 20:35:00,0,"2,999","7,51"
2025-07-05 20:30:00,0,"2,965","7,404"
2025-07-05 20:25:00,0,"3,036","7,448"
2025-07-05 20:20:00,0,"3,088","7,49"
2025-07-05 20:15:00,0,"3,109","7,884"
2025-07-05 20:10:00,0,"3,218","7,47"
2025-07-05 20:05:00,0,"3,208","7,463"
2025-07-05 20:00:00,0,"3,062","7,568"
2025-07-05 19:55:00,0,"3,077","7,411"
2025-07-05 19:50:00,0,"3,266","7,5"
2025-07-05 19:45:00,0,"3,205","7,633"
2025-07-05 19:40:00,0,"3,091","7,856"
2025-07-05 19:35:00,0,"3,134","7,498"
2025-07-05 19:30:00,0,"3,208","7,566"
2025-07-05 19:25:00,0,"3,059","7,589"
2025-07-05 19:20:00,0,"3,112","7,537"
2025-07-05 19:15:00,0,"2,965","7,609"
2025-07-05 19:10:00,0,"3,108","7,472"
2025-07-05 19:05:00,0,"3,006","7,703"
2025-07-05 19:00:00,0,"3,154","7,705"
2025-07-05 18:55:00,0,"3,13","7,349"
2025-07-05 18:50:00,0,"3,828","7,511"
2025-07-05 18:45:00,0,"3,058","7,531"
2025-07-05 18:40:00,0,"3,179","7,672"
2025-07-05 18:35:00,0,"3,084","7,56"
2025-07-05 18:30:00,0,"3,304","7,433"
2025-07-05 18:25:00,0,"3,072","7,74"
2025-07-05 18:20:00,0,"3,162","7,813"
2025-07-05 18:15:00,0,"3,173","7,517"
2025-07-05 18:10:00,0,"3,317","7,642"
2025-07-05 18:05:00,0,"3,209","7,67"
2025-07-05 18:00:00,0,"3,16","7,76"
2025-07-05 17:55:00,0,"3,419","8,352"
2025-07-05 17:50:00,0,"3,209","7,589"
2025-07-05 17:45:00,0,"3,193","7,78"
2025-07-05 17:40:00,0,"3,17","7,626"
2025-07-05 17:35:00,0,"3,355","7,518"
2025-07-05 17:30:00,0,"3,151","7,589"
2025-07-05 17:25:00,0,"3,126","7,625"
2025-07-05 17:20:00,0,"3,128","7,352"
2025-07-05 17:15:00,0,"3,428","7,842"
2025-07-05 17:10:00,0,"2,932","7,73"
2025-07-05 17:05:00,0,"3,089","7,994"
2025-07-05 17:00:00,0,"4,5","7,724"
2025-07-05 16:55:00,0,"4,735","8,062"
2025-07-05 16:50:00,0,"4,754","9,864"
2025-07-05 16:45:00,0,"4,694","11,64"
2025-07-05 16:40:00,0,"4,702","11,441"
2025-07-05 16:35:00,0,"4,799","10,877"
2025-07-05 16:30:00,0,"5,118","10,718"
2025-07-05 16:25:00,0,"5,448","11,063"
2025-07-05 16:20:00,0,"6,258","10,986"
2025-07-05 16:15:00,0,"6,575","11,054"
2025-07-05 16:10:00,0,"6,353","10,625"
2025-07-05 16:05:00,0,"6,674","10,894"
2025-07-05 16:00:00,0,"6,36","11,284"
2025-07-05 15:55:00,0,"6,284","10,76"
2025-07-05 15:50:00,0,"6,306","11,059"
2025-07-05 15:45:00,0,"6,454","11,088"
2025-07-05 15:40:00,0,"6,767","11,104"
2025-07-05 15:35:00,0,"7,132","10,805"
2025-07-05 15:30:00,0,"7,91","10,976"
2025-07-05 15:25:00,0,"8,052","10,751"
2025-07-05 15:20:00,0,"7,676","10,632"
2025-07-05 15:15:00,0,"8,161","11,239"
2025-07-05 15:10:00,0,"8,621","11,03"
2025-07-05 15:05:00,0,"9,401","10,842"
2025-07-05 15:00:00,0,"8,78","10,556"
2025-07-05 14:55:00,0,"8,531","10,87"
2025-07-05 14:50:00,0,"9,146","10,854"
2025-07-05 14:45:00,0,"9,107","11,244"
2025-07-05 14:40:00,0,"8,869","10,813"
2025-07-05 14:35:00,0,"9,392","10,612"
2025-07-05 14:30:00,0,"8,545","10,826"
2025-07-05 14:25:00,0,"9,259","10,87"
2025-07-05 14:20:00,0,"8,796","11,659"
2025-07-05 14:15:00,0,"7,811","10,866"
2025-07-05 14:10:00,0,"7,852","10,739"
2025-07-05 14:05:00,0,"8,753","10,889"
2025-07-05 14:00:00,0,"8,549","10,735"
2025-07-05 13:55:00,0,"8,764","10,805"
2025-07-05 13:50:00,0,"8,647","10,856"
2025-07-05 13:45:00,0,"8,032","10,876"
2025-07-05 13:40:00,0,"8,383","10,991"
2025-07-05 13:35:00,0,"7,807","11,082"
2025-07-05 13:30:00,0,"7,648","10,679"
2025-07-05 13:25:00,0,"8,336","10,901"
2025-07-05 13:20:00,0,"8,222","10,535"
2025-07-05 13:15:00,0,"6,9","10,843"
2025-07-05 13:10:00,0,"6,716","10,993"
2025-07-05 13:05:00,0,"6,752","10,159"
2025-07-05 13:00:00,0,"6,977","9,719"
2025-07-05 12:55:00,0,"6,845","9,94"
2025-07-05 12:50:00,0,"6,862","10,006"
2025-07-05 12:45:00,0,"7,087","9,774"
2025-07-05 12:40:00,0,"7,067","10,003"
2025-07-05 12:35:00,0,"6,967","9,784"
2025-07-05 12:30:00,0,"6,868","10,102"
2025-07-05 12:25:00,0,"7,024","10,741"
2025-07-05 12:20:00,0,"6,97","11,077"
2025-07-05 12:15:00,0,"6,851","10,909"
2025-07-05 12:10:00,0,"6,89","11,347"
2025-07-05 12:05:00,0,"7,032","11,113"
2025-07-05 12:00:00,0,"7,032","11,437"
2025-07-05 11:55:00,0,"6,896","11,4"
2025-07-05 11:50:00,0,"6,982","11,051"
2025-07-05 11:45:00,0,"7,009","10,391"
2025-07-05 11:40:00,0,"7,592","10,421"
2025-07-05 11:35:00,0,"7,144","10,999"
2025-07-05 11:30:00,0,"7,091","9,874"
2025-07-05 11:25:00,0,"6,684","11,549"
2025-07-05 11:20:00,0,"6,672","10,392"
2025-07-05 11:15:00,0,"6,271","9,932"
2025-07-05 11:10:00,0,"6,583","10,163"
2025-07-05 11:05:00,0,"7,663","9,946"
2025-07-05 11:00:00,0,"7,319","9,836"
2025-07-05 10:55:00,0,"5,974","10,15"
2025-07-05 10:50:00,0,"6,224","10,055"
2025-07-05 10:45:00,0,"6,391","9,835"
2025-07-05 10:40:00,0,"6,204",10
2025-07-05 10:35:00,0,"6,607","10,186"
2025-07-05 10:30:00,0,"5,598","9,996"
2025-07-05 10:25:00,0,"5,405","9,569"
2025-07-05 10:20:00,0,"5,485","9,607"
2025-07-05 10:15:00,0,"5,936","9,788"
2025-07-05 10:10:00,0,"6,056","9,938"
2025-07-05 10:05:00,0,"6,031","9,702"
2025-07-05 10:00:00,0,"6,043","9,488"
2025-07-05 09:55:00,0,"5,232","9,743"
2025-07-05 09:50:00,0,"5,67","9,732"
2025-07-05 09:45:00,0,"4,504","9,78"
2025-07-05 09:40:00,0,"4,876","9,794"
2025-07-05 09:35:00,0,"4,142","9,799"
2025-07-05 09:30:00,0,"4,363","9,784"
2025-07-05 09:25:00,0,"4,211","9,668"
2025-07-05 09:20:00,0,"3,605","9,719"
2025-07-05 09:15:00,0,"3,62","10,141"
2025-07-05 09:10:00,0,"3,482","10,164"
2025-07-05 09:05:00,0,"3,518","10,403"
2025-07-05 09:00:00,0,"3,038","10,336"
2025-07-05 08:55:00,0,"2,986","9,936"
2025-07-05 08:50:00,0,"3,144","10,018"
2025-07-05 08:45:00,0,"3,084","10,038"
2025-07-05 08:40:00,0,"3,011","9,954"
2025-07-05 08:35:00,0,"2,963","9,792"
2025-07-05 08:30:00,0,"3,26","9,77"
2025-07-05 08:25:00,0,"3,048","10,146"
2025-07-05 08:20:00,0,"2,978","9,121"
2025-07-05 08:15:00,0,"2,867","8,538"
2025-07-05 08:10:00,0,"3,299","8,904"
2025-07-05 08:05:00,0,"3,092","9,134"
2025-07-05 08:00:00,0,"3,082","8,626"
2025-07-05 07:55:00,0,"3,143","8,5"
2025-07-05 07:50:00,0,"3,887","8,633"
2025-07-05 07:45:00,0,"3,191","8,719"
2025-07-05 07:40:00,0,"2,941","8,675"
2025-07-05 07:35:00,0,"2,947","8,596"
2025-07-05 07:30:00,0,"3,059","8,377"
2025-07-05 07:25:00,0,"2,951","9,425"
2025-07-05 07:20:00,0,"3,031","8,005"
2025-07-05 07:15:00,0,"3,13","8,04"
2025-07-05 07:10:00,0,"2,953","8,244"
2025-07-05 07:05:00,0,"2,884","9,763"
2025-07-05 07:00:00,0,"2,749","10,816"
2025-07-05 06:55:00,0,"2,924","10,836"
2025-07-05 06:50:00,0,"2,976","11,074"
2025-07-05 06:45:00,0,"2,818","10,944"
2025-07-05 06:40:00,0,"2,815","11,044"
2025-07-05 06:35:00,0,"2,714","10,963"
2025-07-05 06:30:00,0,"2,95","10,808"
2025-07-05 06:25:00,0,"2,728","11,498"
2025-07-05 06:20:00,0,"2,809","11,136"
2025-07-05 06:15:00,0,"2,893","10,932"
2025-07-05 06:10:00,0,"3,097","10,909"
2025-07-05 06:05:00,0,"3,05","11,101"
2025-07-05 06:00:00,0,"2,856","11,302"
2025-07-05 05:55:00,0,"2,899","10,855"
2025-07-05 05:50:00,0,"2,938","10,955"
2025-07-05 05:45:00,0,"2,79","10,984"
2025-07-05 05:40:00,0,"2,894","10,859"
2025-07-05 05:35:00,0,"2,798","11,347"
2025-07-05 05:30:00,0,"3,251","10,952"
2025-07-05 05:25:00,0,"2,635","11,165"
2025-07-05 05:20:00,0,"2,285","11,144"
2025-07-05 05:15:00,0,"2,384","11,111"
2025-07-05 05:10:00,0,"2,135","11,234"
2025-07-05 05:05:00,0,"2,07","10,962"
2025-07-05 05:00:00,0,"2,011","10,884"
2025-07-05 04:55:00,0,"2,15","10,978"
2025-07-05 04:50:00,0,"2,161","11,161"
2025-07-05 04:45:00,0,"2,084","11,266"
2025-07-05 04:40:00,0,"2,038","10,816"
2025-07-05 04:35:00,0,"2,176","10,955"
2025-07-05 04:30:00,0,"2,126","10,981"
2025-07-05 04:25:00,0,"2,204","11,062"
2025-07-05 04:20:00,0,"2,155","11,084"
2025-07-05 04:15:00,0,"2,126","11,316"
2025-07-05 04:10:00,0,"2,273","11,13"
2025-07-05 04:05:00,0,"2,26","10,938"
2025-07-05 04:00:00,0,"2,196","11,314"
2025-07-05 03:55:00,0,"2,113","11,645"
2025-07-05 03:50:00,0,"2,212","11,189"
2025-07-05 03:45:00,0,"2,172","10,904"
2025-07-05 03:40:00,0,"2,238","10,963"
2025-07-05 03:35:00,0,"2,179","11,124"
2025-07-05 03:30:00,0,"2,239","11,171"
2025-07-05 03:25:00,0,"1,996","11,171"
2025-07-05 03:20:00,0,"1,991","10,916"
2025-07-05 03:15:00,0,"2,137","10,973"
2025-07-05 03:10:00,0,"2,128","10,998"
2025-07-05 03:05:00,0,"2,05","11,078"
2025-07-05 03:00:00,0,"2,165","11,548"
2025-07-05 02:55:00,0,"2,351","10,824"
2025-07-05 02:50:00,0,"2,224","10,954"
2025-07-05 02:45:00,0,"2,153","11,184"
2025-07-05 02:40:00,0,"2,117","10,93"
2025-07-05 02:35:00,0,"2,195","11,131"
2025-07-05 02:30:00,0,"2,357","10,842"
2025-07-05 02:25:00,0,"2,347","11,273"
2025-07-05 02:20:00,0,"2,18","10,987"
2025-07-05 02:15:00,0,"2,197","10,963"
2025-07-05 02:10:00,0,"2,152","11,069"
2025-07-05 02:05:00,0,"2,395","11,172"
2025-07-05 02:00:00,0,"2,16","11,404"
2025-07-05 01:55:00,0,"2,182","10,962"
2025-07-05 01:50:00,0,"2,203","11,009"
2025-07-05 01:45:00,0,"2,837","11,077"
2025-07-05 01:40:00,0,"2,737","11,765"
2025-07-05 01:35:00,0,"2,725","14,921"
2025-07-05 01:30:00,0,"2,722","14,706"
2025-07-05 01:25:00,0,"2,848","14,722"
2025-07-05 01:20:00,0,"2,888","15,026"
2025-07-05 01:15:00,0,"2,767","14,656"
2025-07-05 01:10:00,0,"2,824","14,836"
2025-07-05 01:05:00,0,"2,975","14,929"
2025-07-05 01:00:00,0,"2,843","14,862"
2025-07-05 00:55:00,0,"3,016","15,226"
2025-07-05 00:50:00,0,"3,034","15,552"
2025-07-05 00:45:00,0,"3,094","15,18"
2025-07-05 00:40:00,0,"2,884","13,913"
2025-07-05 00:35:00,0,"2,951","14,03"
2025-07-05 00:30:00,0,"2,886","14,713"
2025-07-05 00:25:00,0,"3,716","14,426"
2025-07-05 00:20:00,0,"4,35","14,62"
2025-07-05 00:15:00,0,"4,291","15,042"
2025-07-05 00:10:00,0,"4,404","15,942"
2025-07-05 00:05:00,0,"4,22","15,778"
2025-07-05 00:00:00,0,"4,354","16,042"
2025-07-04 23:55:00,0,"4,334","15,827"
2025-07-04 23:50:00,0,"4,475","15,755"
2025-07-04 23:45:00,0,"4,532","15,947"
2025-07-04 23:40:00,0,"4,835","16,037"
2025-07-04 23:35:00,0,"5,165","15,745"
2025-07-04 23:30:00,0,"5,312","16,156"
2025-07-04 23:25:00,0,"5,117","15,796"
2025-07-04 23:20:00,0,"5,072","16,177"
2025-07-04 23:15:00,0,"4,946","15,856"
2025-07-04 23:10:00,0,"4,878","16,244"
2025-07-04 23:05:00,0,"4,876","16,096"
2025-07-04 23:00:00,0,"4,954","16,541"
2025-07-04 22:55:00,0,"4,782","16,139"
2025-07-04 22:50:00,0,"4,796","16,271"
2025-07-04 22:45:00,0,"4,873","16,512"
2025-07-04 22:40:00,0,"5,245","16,921"
2025-07-04 22:35:00,0,"5,068","16,29"
2025-07-04 22:30:00,0,"4,871","16,306"
2025-07-04 22:25:00,0,"4,963","16,397"
2025-07-04 22:20:00,0,"5,405","16,651"
2025-07-04 22:15:00,0,"5,208","16,543"
2025-07-04 22:10:00,0,"5,302","16,189"
2025-07-04 22:05:00,0,"5,458","16,201"
2025-07-04 22:00:00,0,"5,957","16,514"
2025-07-04 21:55:00,0,"6,45","16,585"
2025-07-04 21:50:00,0,"6,488","16,861"
2025-07-04 21:45:00,0,"6,532","16,153"
2025-07-04 21:40:00,0,"7,102","16,295"
2025-07-04 21:35:00,0,"6,685","16,264"
2025-07-04 21:30:00,0,"6,698","16,313"
2025-07-04 21:25:00,0,"6,65","17,07"
2025-07-04 21:20:00,0,"6,713","16,548"
2025-07-04 21:15:00,0,"6,905","16,31"
2025-07-04 21:10:00,0,"7,102","16,538"
2025-07-04 21:05:00,0,"7,112","16,386"
2025-07-04 21:00:00,0,"7,402","16,566"
2025-07-04 20:55:00,0,"7,363","17,159"
2025-07-04 20:50:00,0,"7,362","17,13"
2025-07-04 20:45:00,0,"7,523","16,572"
2025-07-04 20:40:00,0,"7,408","16,924"
2025-07-04 20:35:00,0,"7,634","17,17"
2025-07-04 20:30:00,0,"7,654","17,045"
2025-07-04 20:25:00,0,"7,51","16,745"
2025-07-04 20:20:00,0,"7,594","16,906"
2025-07-04 20:15:00,0,"7,529","17,022"
2025-07-04 20:10:00,0,"7,691","17,149"
2025-07-04 20:05:00,0,"7,879","17,096"
2025-07-04 20:00:00,0,"8,039","16,993"
2025-07-04 19:55:00,0,"7,621","17,424"
2025-07-04 19:50:00,0,"7,622",17
2025-07-04 19:45:00,0,"7,844","17,326"
2025-07-04 19:40:00,0,"7,751","17,244"
2025-07-04 19:35:00,0,"8,924","17,25"
2025-07-04 19:30:00,0,"8,176","17,401"
2025-07-04 19:25:00,0,"8,482","17,567"
2025-07-04 19:20:00,0,"8,249","18,425"
2025-07-04 19:15:00,0,"8,306","17,706"
2025-07-04 19:10:00,0,"8,434","17,821"
2025-07-04 19:05:00,0,"8,245","18,026"
2025-07-04 19:00:00,0,"8,372","17,917"
2025-07-04 18:55:00,0,"8,521","18,196"
2025-07-04 18:50:00,0,"8,921","18,611"
2025-07-04 18:45:00,0,"8,453","18,21"
2025-07-04 18:40:00,0,"8,597","18,444"
2025-07-04 18:35:00,0,"8,54","18,824"
2025-07-04 18:30:00,0,"8,838","19,454"
2025-07-04 18:25:00,0,"8,706","18,545"
2025-07-04 18:20:00,0,"8,879","19,026"
2025-07-04 18:15:00,0,"8,861","18,982"
