Date,Consumption [kW],MCB 1401 [kW],MCB 1501 [kW]
2025-07-31 09:20:00,0,"6,498","16,734"
2025-07-31 09:15:00,0,"5,909","16,897"
2025-07-31 09:10:00,0,"5,777","17,124"
2025-07-31 09:05:00,0,"5,778","16,928"
2025-07-31 09:00:00,0,"6,079","16,914"
2025-07-31 08:55:00,0,"5,488","17,12"
2025-07-31 08:50:00,0,"5,666","17,305"
2025-07-31 08:45:00,0,"5,374","17,225"
2025-07-31 08:40:00,0,"5,983","17,262"
2025-07-31 08:35:00,0,"5,411","17,508"
2025-07-31 08:30:00,0,"5,057","17,096"
2025-07-31 08:25:00,0,"5,154","17,111"
2025-07-31 08:20:00,0,"5,116","17,581"
2025-07-31 08:15:00,0,"4,831","17,461"
2025-07-31 08:10:00,0,"4,724","16,912"
2025-07-31 08:05:00,0,"4,788","17,224"
2025-07-31 08:00:00,0,"4,862","17,258"
2025-07-31 07:55:00,0,"5,251","16,541"
2025-07-31 07:50:00,0,"4,999","16,871"
2025-07-31 07:45:00,0,"5,605","17,119"
2025-07-31 07:40:00,0,"5,101","18,106"
2025-07-31 07:35:00,0,"4,69","16,684"
2025-07-31 07:30:00,0,"4,626","16,763"
2025-07-31 07:25:00,0,"4,372","16,374"
2025-07-31 07:20:00,0,"4,421","16,434"
2025-07-31 07:15:00,0,"4,243","16,746"
2025-07-31 07:10:00,0,"4,452","16,604"
2025-07-31 07:05:00,0,"4,202","16,3"
2025-07-31 07:00:00,0,"4,1","16,394"
2025-07-31 06:55:00,0,"3,935","16,61"
2025-07-31 06:50:00,0,"3,815","16,378"
2025-07-31 06:45:00,0,"3,691","16,09"
2025-07-31 06:40:00,0,"3,702","16,015"
2025-07-31 06:35:00,0,"3,75","16,298"
2025-07-31 06:30:00,0,"3,822","16,43"
2025-07-31 06:25:00,0,"3,802","16,198"
2025-07-31 06:20:00,0,"3,474","15,998"
2025-07-31 06:15:00,0,"3,463","16,547"
2025-07-31 06:10:00,0,"3,497","16,085"
2025-07-31 06:05:00,0,"3,641","14,706"
2025-07-31 06:00:00,0,"3,383","14,105"
2025-07-31 05:55:00,0,"3,57","14,108"
2025-07-31 05:50:00,0,"3,496","14,488"
2025-07-31 05:45:00,0,"3,636","13,974"
2025-07-31 05:40:00,0,"3,479","13,984"
2025-07-31 05:35:00,0,"3,828","14,887"
2025-07-31 05:30:00,0,"3,534","14,431"
2025-07-31 05:25:00,0,"3,472","14,791"
2025-07-31 05:20:00,0,"3,442","13,928"
2025-07-31 05:15:00,0,"3,227","14,267"
2025-07-31 05:10:00,0,"3,214","13,84"
2025-07-31 05:05:00,0,"3,439","15,103"
2025-07-31 05:00:00,0,"3,416","13,924"
2025-07-31 04:55:00,0,"2,873","14,099"
2025-07-31 04:50:00,0,"2,924","14,052"
2025-07-31 04:45:00,0,"2,976","14,029"
2025-07-31 04:40:00,0,"3,211","14,024"
2025-07-31 04:35:00,0,"2,885","13,808"
2025-07-31 04:30:00,0,"2,892","13,752"
2025-07-31 04:25:00,0,"2,91","13,868"
2025-07-31 04:20:00,0,"2,838","14,016"
2025-07-31 04:15:00,0,"3,109","14,147"
2025-07-31 04:10:00,0,"2,896","13,862"
2025-07-31 04:05:00,0,"3,001","13,747"
2025-07-31 04:00:00,0,"2,963","14,11"
2025-07-31 03:55:00,0,"3,442","14,041"
2025-07-31 03:50:00,0,"3,011","14,161"
2025-07-31 03:45:00,0,"2,914","14,112"
2025-07-31 03:40:00,0,"2,874","14,536"
2025-07-31 03:35:00,0,"3,05","14,594"
2025-07-31 03:30:00,0,"2,951","14,932"
2025-07-31 03:25:00,0,"3,01","14,603"
2025-07-31 03:20:00,0,"3,01","14,575"
2025-07-31 03:15:00,0,"3,078","14,441"
2025-07-31 03:10:00,0,"3,043","14,617"
2025-07-31 03:05:00,0,"2,888","14,831"
2025-07-31 03:00:00,0,"2,897","15,092"
2025-07-31 02:55:00,0,"2,94","14,94"
2025-07-31 02:50:00,0,"2,92","15,133"
2025-07-31 02:45:00,0,"3,01","15,211"
2025-07-31 02:40:00,0,"2,984","15,761"
2025-07-31 02:35:00,0,"3,211","15,598"
2025-07-31 02:30:00,0,"4,294","16,23"
2025-07-31 02:25:00,0,"4,025","16,277"
2025-07-31 02:20:00,0,"3,883","16,141"
2025-07-31 02:15:00,0,"4,018","16,584"
2025-07-31 02:10:00,0,"4,039","16,418"
2025-07-31 02:05:00,0,"4,208","16,264"
2025-07-31 02:00:00,0,"4,048","16,229"
2025-07-31 01:55:00,0,"4,15","16,326"
2025-07-31 01:50:00,0,"4,067","17,003"
2025-07-31 01:45:00,0,"4,081","17,038"
2025-07-31 01:40:00,0,"4,078","16,664"
2025-07-31 01:35:00,0,"4,069","16,811"
2025-07-31 01:30:00,0,4,"16,892"
2025-07-31 01:25:00,0,"4,117","16,892"
2025-07-31 01:20:00,0,"4,088","16,928"
2025-07-31 01:15:00,0,"3,997","16,618"
2025-07-31 01:10:00,0,"4,03","17,171"
2025-07-31 01:05:00,0,"4,073","17,11"
2025-07-31 01:00:00,0,"4,24","17,152"
2025-07-31 00:55:00,0,"4,151","17,058"
2025-07-31 00:50:00,0,"4,112","16,952"
2025-07-31 00:45:00,0,"4,16","17,118"
2025-07-31 00:40:00,0,"4,391","17,204"
2025-07-31 00:35:00,0,"4,489","17,197"
2025-07-31 00:30:00,0,"4,766","17,06"
2025-07-31 00:25:00,0,"4,907","16,928"
2025-07-31 00:20:00,0,"5,038","16,644"
2025-07-31 00:15:00,0,"5,09","17,321"
2025-07-31 00:10:00,0,"4,932","17,076"
2025-07-31 00:05:00,0,"4,846","16,466"
2025-07-31 00:00:00,0,"5,023","16,579"
2025-07-30 23:55:00,0,"5,059","16,663"
2025-07-30 23:50:00,0,"5,14","17,111"
2025-07-30 23:45:00,0,"5,07","17,256"
2025-07-30 23:40:00,0,"5,087","16,819"
2025-07-30 23:35:00,0,"5,158","16,892"
2025-07-30 23:30:00,0,"5,264","17,772"
2025-07-30 23:25:00,0,"5,305","16,974"
2025-07-30 23:20:00,0,"5,485","17,312"
2025-07-30 23:15:00,0,"5,55","17,338"
2025-07-30 23:10:00,0,"5,53","17,915"
2025-07-30 23:05:00,0,"5,425","17,736"
2025-07-30 23:00:00,0,"5,456","17,464"
2025-07-30 22:55:00,0,"5,802","17,472"
2025-07-30 22:50:00,0,"5,621","17,644"
2025-07-30 22:45:00,0,"5,603","17,662"
2025-07-30 22:40:00,0,"5,574","17,692"
2025-07-30 22:35:00,0,"6,061","17,69"
2025-07-30 22:30:00,0,"6,198","17,741"
2025-07-30 22:25:00,0,"6,35","18,085"
2025-07-30 22:20:00,0,"6,39","18,124"
2025-07-30 22:15:00,0,"6,424","17,981"
2025-07-30 22:10:00,0,"6,664","18,271"
2025-07-30 22:05:00,0,"6,454","18,01"
2025-07-30 22:00:00,0,"6,544","18,078"
2025-07-30 21:55:00,0,"6,644","18,899"
2025-07-30 21:50:00,0,"6,971","17,923"
2025-07-30 21:45:00,0,"6,622","18,203"
2025-07-30 21:40:00,0,"6,833","18,403"
2025-07-30 21:35:00,0,"7,062","18,252"
2025-07-30 21:30:00,0,"7,681","18,257"
2025-07-30 21:25:00,0,"7,216","17,921"
2025-07-30 21:20:00,0,"7,244","18,185"
2025-07-30 21:15:00,0,"7,333","18,646"
2025-07-30 21:10:00,0,"7,861","18,57"
2025-07-30 21:05:00,0,"7,956","18,169"
2025-07-30 21:00:00,0,"8,014","18,097"
2025-07-30 20:55:00,0,"8,011","18,217"
2025-07-30 20:50:00,0,"8,524","18,576"
2025-07-30 20:45:00,0,"8,615","18,172"
2025-07-30 20:40:00,0,"8,419","18,108"
2025-07-30 20:35:00,0,"8,357","18,017"
2025-07-30 20:30:00,0,"8,598","18,178"
2025-07-30 20:25:00,0,"8,722","18,035"
2025-07-30 20:20:00,0,"8,567","18,049"
2025-07-30 20:15:00,0,"8,531","17,916"
2025-07-30 20:10:00,0,"8,435","17,85"
2025-07-30 20:05:00,0,"8,55","18,178"
2025-07-30 20:00:00,0,"8,476","17,827"
2025-07-30 19:55:00,0,"8,894","18,241"
2025-07-30 19:50:00,0,"8,939","18,395"
2025-07-30 19:45:00,0,"9,155","18,431"
2025-07-30 19:40:00,0,"9,049","18,589"
2025-07-30 19:35:00,0,"9,311","18,635"
2025-07-30 19:30:00,0,"9,301","18,904"
2025-07-30 19:25:00,0,"9,611","18,119"
2025-07-30 19:20:00,0,"9,338","18,739"
2025-07-30 19:15:00,0,"9,608","19,71"
2025-07-30 19:10:00,0,"9,948","20,346"
2025-07-30 19:05:00,0,"10,65","19,447"
2025-07-30 19:00:00,0,"10,778","19,103"
2025-07-30 18:55:00,0,"10,604","20,166"
2025-07-30 18:50:00,0,"10,654","21,689"
2025-07-30 18:45:00,0,"10,621","19,478"
2025-07-30 18:40:00,0,"10,248","19,264"
2025-07-30 18:35:00,0,"10,342","19,445"
2025-07-30 18:30:00,0,"10,691","20,047"
2025-07-30 18:25:00,0,"10,397","19,963"
2025-07-30 18:20:00,0,"10,388","20,125"
2025-07-30 18:15:00,0,"10,411","20,044"
2025-07-30 18:10:00,0,"10,404","20,122"
2025-07-30 18:05:00,0,"11,09","20,498"
2025-07-30 18:00:00,0,"10,728","20,208"
2025-07-30 17:55:00,0,"10,44","20,747"
2025-07-30 17:50:00,0,"10,468","21,118"
2025-07-30 17:45:00,0,"10,924","20,488"
2025-07-30 17:40:00,0,"10,501","20,315"
2025-07-30 17:35:00,0,"10,681","20,189"
2025-07-30 17:30:00,0,"10,688","20,34"
2025-07-30 17:25:00,0,"10,746","21,083"
2025-07-30 17:20:00,0,"11,188","20,407"
2025-07-30 17:15:00,0,"10,688","20,08"
2025-07-30 17:10:00,0,"10,759","20,388"
2025-07-30 17:05:00,0,"10,986","21,474"
2025-07-30 17:00:00,0,"11,129","21,244"
2025-07-30 16:55:00,0,"10,811","20,836"
2025-07-30 16:50:00,0,"11,027","21,059"
2025-07-30 16:45:00,0,"10,664","21,356"
2025-07-30 16:40:00,0,"10,504","21,157"
2025-07-30 16:35:00,0,"10,938","20,854"
2025-07-30 16:30:00,0,"10,955","21,158"
2025-07-30 16:25:00,0,"10,422","21,397"
2025-07-30 16:20:00,0,"10,602","20,814"
2025-07-30 16:15:00,0,"10,538","20,981"
2025-07-30 16:10:00,0,"10,4","21,606"
2025-07-30 16:05:00,0,"10,387","21,204"
2025-07-30 16:00:00,0,"10,61","20,806"
2025-07-30 15:55:00,0,"10,4","20,216"
2025-07-30 15:50:00,0,"10,958","20,216"
2025-07-30 15:45:00,0,"10,552","20,494"
2025-07-30 15:40:00,0,"11,03","20,702"
2025-07-30 15:35:00,0,"10,918","20,148"
2025-07-30 15:30:00,0,"10,975","20,407"
2025-07-30 15:25:00,0,"10,5","20,771"
2025-07-30 15:20:00,0,"10,512","19,704"
2025-07-30 15:15:00,0,"10,418","19,715"
2025-07-30 15:10:00,0,"10,651","20,084"
2025-07-30 15:05:00,0,"10,72","20,779"
2025-07-30 15:00:00,0,"10,402","20,682"
2025-07-30 14:55:00,0,"10,744","20,468"
2025-07-30 14:50:00,0,"10,668","20,141"
2025-07-30 14:45:00,0,"10,578","19,753"
2025-07-30 14:40:00,0,"10,423","19,586"
2025-07-30 14:35:00,0,"10,342","19,83"
2025-07-30 14:30:00,0,"10,534","20,564"
2025-07-30 14:25:00,0,"10,787","19,253"
2025-07-30 14:20:00,0,"10,434","20,597"
2025-07-30 14:15:00,0,"10,361","20,334"
2025-07-30 14:10:00,0,"10,722","20,479"
2025-07-30 14:05:00,0,"10,513","19,861"
2025-07-30 14:00:00,0,"10,238","20,718"
2025-07-30 13:55:00,0,"9,818","20,364"
2025-07-30 13:50:00,0,"10,038","20,704"
2025-07-30 13:45:00,0,"9,61","20,54"
2025-07-30 13:40:00,0,"9,86","19,57"
2025-07-30 13:35:00,0,"9,77","19,747"
2025-07-30 13:30:00,0,"9,734","19,948"
2025-07-30 13:25:00,0,"9,612","19,181"
2025-07-30 13:20:00,0,"9,884","18,617"
2025-07-30 13:15:00,0,"9,342","19,248"
2025-07-30 13:10:00,0,"9,409","18,506"
2025-07-30 13:05:00,0,"9,506","19,297"
2025-07-30 13:00:00,0,"9,728","19,834"
2025-07-30 12:55:00,0,"9,871","19,43"
2025-07-30 12:50:00,0,"9,011","20,048"
2025-07-30 12:45:00,0,"9,098","19,639"
2025-07-30 12:40:00,0,"9,252","19,285"
2025-07-30 12:35:00,0,"9,15","19,214"
2025-07-30 12:30:00,0,"8,896","19,171"
2025-07-30 12:25:00,0,"8,759","19,501"
2025-07-30 12:20:00,0,"8,658","18,74"
2025-07-30 12:15:00,0,"8,922","18,372"
2025-07-30 12:10:00,0,"9,46","19,096"
2025-07-30 12:05:00,0,"9,515","19,769"
2025-07-30 12:00:00,0,"9,456","18,983"
2025-07-30 11:55:00,0,"9,196","19,099"
2025-07-30 11:50:00,0,"9,119","19,222"
2025-07-30 11:45:00,0,"8,95","19,345"
2025-07-30 11:40:00,0,"8,959","18,984"
2025-07-30 11:35:00,0,"8,958","18,846"
2025-07-30 11:30:00,0,"8,898","20,044"
2025-07-30 11:25:00,0,"9,122","18,208"
2025-07-30 11:20:00,0,"8,659","18,874"
2025-07-30 11:15:00,0,"9,415","18,602"
2025-07-30 11:10:00,0,"8,875","18,46"
2025-07-30 11:05:00,0,"9,412","18,557"
2025-07-30 11:00:00,0,"8,79","19,19"
2025-07-30 10:55:00,0,"8,396","18,541"
2025-07-30 10:50:00,0,"8,416","18,058"
2025-07-30 10:45:00,0,"8,794","17,936"
2025-07-30 10:40:00,0,"8,244","18,262"
2025-07-30 10:35:00,0,"8,674","18,488"
2025-07-30 10:30:00,0,"8,494","18,144"
2025-07-30 10:25:00,0,"8,282","17,976"
2025-07-30 10:20:00,0,"8,041","18,486"
2025-07-30 10:15:00,0,"7,879","18,126"
2025-07-30 10:10:00,0,"7,79","17,971"
2025-07-30 10:05:00,0,"7,674","18,145"
2025-07-30 10:00:00,0,"7,45","18,576"
2025-07-30 09:55:00,0,"7,069","17,916"
2025-07-30 09:50:00,0,"6,86","17,858"
2025-07-30 09:45:00,0,"6,845","17,381"
2025-07-30 09:40:00,0,"6,737","17,047"
2025-07-30 09:35:00,0,"6,792","17,588"
2025-07-30 09:30:00,0,"7,014","17,366"
2025-07-30 09:25:00,0,"6,384","17,152"
2025-07-30 09:20:00,0,"5,993","16,86"
2025-07-30 09:15:00,0,"5,747","16,909"
2025-07-30 09:10:00,0,"5,59","18,322"
2025-07-30 09:05:00,0,"5,885","16,962"
2025-07-30 09:00:00,0,"5,387","16,909"
2025-07-30 08:55:00,0,"5,425","16,672"
2025-07-30 08:50:00,0,"5,419","17,034"
2025-07-30 08:45:00,0,"5,465","17,537"
2025-07-30 08:40:00,0,"5,291","16,747"
2025-07-30 08:35:00,0,"4,758","16,814"
2025-07-30 08:30:00,0,"4,676","17,411"
2025-07-30 08:25:00,0,"4,664","17,27"
2025-07-30 08:20:00,0,"5,264","17,172"
2025-07-30 08:15:00,0,"4,558","16,565"
2025-07-30 08:10:00,0,"4,44","16,774"
2025-07-30 08:05:00,0,"4,354","16,628"
2025-07-30 08:00:00,0,"4,222","16,817"
2025-07-30 07:55:00,0,"4,145","17,846"
2025-07-30 07:50:00,0,"4,214","16,924"
2025-07-30 07:45:00,0,"4,704","16,786"
2025-07-30 07:40:00,0,"4,794","17,928"
2025-07-30 07:35:00,0,"4,621","16,728"
2025-07-30 07:30:00,0,"4,27","14,864"
2025-07-30 07:25:00,0,"4,412","14,714"
2025-07-30 07:20:00,0,"4,162","14,551"
2025-07-30 07:15:00,0,"3,996","14,872"
2025-07-30 07:10:00,0,"3,954","14,972"
2025-07-30 07:05:00,0,"4,052","14,783"
2025-07-30 07:00:00,0,"3,798","14,496"
2025-07-30 06:55:00,0,"4,195","14,525"
2025-07-30 06:50:00,0,"3,804","14,447"
2025-07-30 06:45:00,0,"3,648","14,723"
2025-07-30 06:40:00,0,"3,862","15,016"
2025-07-30 06:35:00,0,"3,606","14,464"
2025-07-30 06:30:00,0,"3,619","14,208"
2025-07-30 06:25:00,0,"3,63","14,263"
2025-07-30 06:20:00,0,"3,904","14,694"
2025-07-30 06:15:00,0,"3,547","14,189"
2025-07-30 06:10:00,0,"3,618","14,287"
2025-07-30 06:05:00,0,"3,58","14,521"
2025-07-30 06:00:00,0,"3,698","14,582"
2025-07-30 05:55:00,0,"3,551","13,602"
2025-07-30 05:50:00,0,"3,512","13,066"
2025-07-30 05:45:00,0,"3,593","13,39"
2025-07-30 05:40:00,0,"3,644","13,528"
2025-07-30 05:35:00,0,"3,559","13,799"
2025-07-30 05:30:00,0,"3,571","13,075"
2025-07-30 05:25:00,0,"3,602","12,967"
2025-07-30 05:20:00,0,"4,028","11,988"
2025-07-30 05:15:00,0,"3,772","12,725"
2025-07-30 05:10:00,0,"3,748","12,236"
2025-07-30 05:05:00,0,"3,84","11,869"
2025-07-30 05:00:00,0,"3,868","11,897"
2025-07-30 04:55:00,0,4,"12,383"
2025-07-30 04:50:00,0,"3,994","11,934"
2025-07-30 04:45:00,0,"3,962","12,343"
2025-07-30 04:40:00,0,"3,976","11,276"
2025-07-30 04:35:00,0,"4,078","11,377"
2025-07-30 04:30:00,0,"3,835","11,249"
2025-07-30 04:25:00,0,"3,985","11,268"
2025-07-30 04:20:00,0,"3,94","11,46"
2025-07-30 04:15:00,0,"3,833","11,49"
2025-07-30 04:10:00,0,"3,918","11,411"
2025-07-30 04:05:00,0,"4,039","11,491"
2025-07-30 04:00:00,0,"3,955","11,444"
2025-07-30 03:55:00,0,"3,906","11,594"
2025-07-30 03:50:00,0,"4,031","13,696"
2025-07-30 03:45:00,0,"4,034","14,192"
2025-07-30 03:40:00,0,"3,958","13,922"
2025-07-30 03:35:00,0,"3,912","13,806"
2025-07-30 03:30:00,0,"4,046","13,738"
2025-07-30 03:25:00,0,"3,968","14,19"
2025-07-30 03:20:00,0,"3,983","14,387"
2025-07-30 03:15:00,0,"3,935","14,573"
2025-07-30 03:10:00,0,"3,952","14,88"
2025-07-30 03:05:00,0,"4,018","14,702"
2025-07-30 03:00:00,0,"3,979","15,224"
2025-07-30 02:55:00,0,"3,991","15,943"
2025-07-30 02:50:00,0,"3,925","16,508"
2025-07-30 02:45:00,0,"4,063","16,376"
2025-07-30 02:40:00,0,"4,115","16,133"
2025-07-30 02:35:00,0,"4,045","16,319"
2025-07-30 02:30:00,0,"4,003","16,079"
2025-07-30 02:25:00,0,"4,109","16,416"
2025-07-30 02:20:00,0,"4,124","16,26"
2025-07-30 02:15:00,0,"4,063","16,163"
2025-07-30 02:10:00,0,"4,043","16,481"
2025-07-30 02:05:00,0,"4,028","16,186"
2025-07-30 02:00:00,0,"4,169","16,142"
2025-07-30 01:55:00,0,"4,14","16,085"
2025-07-30 01:50:00,0,"4,015","16,351"
2025-07-30 01:45:00,0,"4,058","16,434"
2025-07-30 01:40:00,0,"4,472","16,205"
2025-07-30 01:35:00,0,"4,483","16,066"
2025-07-30 01:30:00,0,"4,357","16,049"
2025-07-30 01:25:00,0,"4,582","16,549"
2025-07-30 01:20:00,0,"4,327","16,079"
2025-07-30 01:15:00,0,"4,466","16,465"
2025-07-30 01:10:00,0,"4,369","16,092"
2025-07-30 01:05:00,0,"4,458","16,358"
2025-07-30 01:00:00,0,"4,768","16,699"
2025-07-30 00:55:00,0,"5,255","16,445"
2025-07-30 00:50:00,0,"4,556","16,873"
2025-07-30 00:45:00,0,"4,636","16,542"
2025-07-30 00:40:00,0,"4,763","16,601"
2025-07-30 00:35:00,0,"5,298","16,463"
2025-07-30 00:30:00,0,"5,183","16,916"
2025-07-30 00:25:00,0,"4,65","16,46"
2025-07-30 00:20:00,0,"4,583","16,625"
2025-07-30 00:15:00,0,"4,63","16,942"
2025-07-30 00:10:00,0,"4,89","16,858"
2025-07-30 00:05:00,0,"5,165","17,125"
2025-07-30 00:00:00,0,"5,147","17,161"
2025-07-29 23:55:00,0,"5,141","17,383"
2025-07-29 23:50:00,0,"5,21","17,366"
2025-07-29 23:45:00,0,"5,317","17,053"
2025-07-29 23:40:00,0,"5,394","17,302"
2025-07-29 23:35:00,0,"5,386","17,342"
2025-07-29 23:30:00,0,"5,502","17,308"
2025-07-29 23:25:00,0,"5,773","17,195"
2025-07-29 23:20:00,0,"6,264","17,503"
2025-07-29 23:15:00,0,"5,892","17,418"
2025-07-29 23:10:00,0,"5,986","17,293"
2025-07-29 23:05:00,0,"6,295","17,396"
2025-07-29 23:00:00,0,"6,457","17,251"
2025-07-29 22:55:00,0,"6,301","17,786"
2025-07-29 22:50:00,0,"6,341","17,705"
2025-07-29 22:45:00,0,"6,557","17,647"
2025-07-29 22:40:00,0,"6,599","17,675"
2025-07-29 22:35:00,0,"6,924","17,786"
2025-07-29 22:30:00,0,"7,234","18,101"
2025-07-29 22:25:00,0,"7,793","17,645"
2025-07-29 22:20:00,0,"8,035","17,791"
2025-07-29 22:15:00,0,"7,952","18,139"
2025-07-29 22:10:00,0,"8,168","18,03"
2025-07-29 22:05:00,0,"8,32","17,875"
2025-07-29 22:00:00,0,"8,225","18,04"
2025-07-29 21:55:00,0,"8,051","17,892"
2025-07-29 21:50:00,0,"8,156","18,065"
2025-07-29 21:45:00,0,"8,629","18,353"
2025-07-29 21:40:00,0,"8,528","17,831"
2025-07-29 21:35:00,0,"8,688","17,718"
2025-07-29 21:30:00,0,"8,746","17,905"
2025-07-29 21:25:00,0,"9,002","18,094"
2025-07-29 21:20:00,0,"8,92","18,466"
2025-07-29 21:15:00,0,"9,13","18,326"
2025-07-29 21:10:00,0,"9,001","18,116"
2025-07-29 21:05:00,0,"9,203","18,329"
2025-07-29 21:00:00,0,"9,154","18,743"
2025-07-29 20:55:00,0,"9,222","18,985"
2025-07-29 20:50:00,0,"9,06","18,114"
2025-07-29 20:45:00,0,"9,152","18,217"
2025-07-29 20:40:00,0,"9,234","19,162"
2025-07-29 20:35:00,0,"9,625","18,878"
2025-07-29 20:30:00,0,"9,635","18,424"
2025-07-29 20:25:00,0,"9,409","18,437"
2025-07-29 20:20:00,0,"9,295","19,19"
2025-07-29 20:15:00,0,"9,334","18,396"
2025-07-29 20:10:00,0,"9,379","18,131"
2025-07-29 20:05:00,0,"9,522","18,263"
2025-07-29 20:00:00,0,"9,689","18,715"
2025-07-29 19:55:00,0,"10,146","20,15"
2025-07-29 19:50:00,0,"10,403","18,386"
2025-07-29 19:45:00,0,"10,042","18,745"
2025-07-29 19:40:00,0,"10,001","19,532"
2025-07-29 19:35:00,0,"10,13","18,88"
2025-07-29 19:30:00,0,"10,081","18,864"
2025-07-29 19:25:00,0,"10,258","18,773"
2025-07-29 19:20:00,0,"10,618","19,658"
2025-07-29 19:15:00,0,"10,788","20,216"
2025-07-29 19:10:00,0,"10,646","19,729"
2025-07-29 19:05:00,0,"10,878","19,682"
2025-07-29 19:00:00,0,"11,173","20,759"
2025-07-29 18:55:00,0,"11,768","20,092"
2025-07-29 18:50:00,0,"12,084","19,871"
2025-07-29 18:45:00,0,"11,762","20,282"
2025-07-29 18:40:00,0,"11,844","19,856"
2025-07-29 18:35:00,0,"11,929","20,681"
2025-07-29 18:30:00,0,"12,152","20,076"
2025-07-29 18:25:00,0,"11,956","19,789"
2025-07-29 18:20:00,0,"11,849","19,789"
2025-07-29 18:15:00,0,"11,962","19,894"
2025-07-29 18:10:00,0,"12,085","20,191"
2025-07-29 18:05:00,0,"12,653","20,516"
2025-07-29 18:00:00,0,"12,083","19,787"
2025-07-29 17:55:00,0,"11,924","20,558"
2025-07-29 17:50:00,0,"12,185","19,847"
2025-07-29 17:45:00,0,"12,096","20,339"
2025-07-29 17:40:00,0,"11,861","20,878"
2025-07-29 17:35:00,0,"11,893","20,323"
2025-07-29 17:30:00,0,"12,558","20,172"
2025-07-29 17:25:00,0,"12,101","20,128"
2025-07-29 17:20:00,0,"12,188","20,543"
2025-07-29 17:15:00,0,"12,648","20,258"
2025-07-29 17:10:00,0,"12,143","20,414"
2025-07-29 17:05:00,0,"12,224","21,034"
2025-07-29 17:00:00,0,"12,064","20,968"
2025-07-29 16:55:00,0,"12,203","20,573"
2025-07-29 16:50:00,0,"11,998","20,846"
2025-07-29 16:45:00,0,"11,909","20,738"
2025-07-29 16:40:00,0,"11,812","20,75"
2025-07-29 16:35:00,0,"11,836","20,897"
2025-07-29 16:30:00,0,"11,605","20,323"
2025-07-29 16:25:00,0,"11,566","20,822"
2025-07-29 16:20:00,0,"11,857","21,889"
2025-07-29 16:15:00,0,"12,041","21,218"
2025-07-29 16:10:00,0,"11,963","20,687"
2025-07-29 16:05:00,0,"11,791","20,497"
2025-07-29 16:00:00,0,"11,982","20,579"
2025-07-29 15:55:00,0,"12,232","20,234"
2025-07-29 15:50:00,0,"12,506","20,482"
2025-07-29 15:45:00,0,"12,2","20,645"
2025-07-29 15:40:00,0,"11,999","20,614"
2025-07-29 15:35:00,0,"12,19","20,724"
2025-07-29 15:30:00,0,"12,521","21,031"
2025-07-29 15:25:00,0,"12,3","20,935"
2025-07-29 15:20:00,0,"11,893","20,651"
2025-07-29 15:15:00,0,"12,298","21,091"
2025-07-29 15:10:00,0,"11,998","20,627"
2025-07-29 15:05:00,0,"11,945","20,375"
2025-07-29 15:00:00,0,"12,166","21,04"
2025-07-29 14:55:00,0,"12,28","20,719"
2025-07-29 14:50:00,0,"12,239","21,097"
2025-07-29 14:45:00,0,"12,1","21,83"
2025-07-29 14:40:00,0,"11,801","21,572"
2025-07-29 14:35:00,0,"12,282","20,303"
2025-07-29 14:30:00,0,"12,877","20,771"
2025-07-29 14:25:00,0,"12,868","20,981"
2025-07-29 14:20:00,0,"11,976","21,072"
2025-07-29 14:15:00,0,"12,083","21,755"
2025-07-29 14:10:00,0,"12,785","20,304"
2025-07-29 14:05:00,0,"11,976","20,395"
2025-07-29 14:00:00,0,"11,753","21,397"
2025-07-29 13:55:00,0,"12,024","21,419"
2025-07-29 13:50:00,0,"11,839","19,919"
2025-07-29 13:45:00,0,"11,923","20,482"
2025-07-29 13:40:00,0,"11,8","20,072"
2025-07-29 13:35:00,0,"11,485","20,618"
2025-07-29 13:30:00,0,"11,171","19,771"
2025-07-29 13:25:00,0,"11,106","19,643"
2025-07-29 13:20:00,0,"11,23","19,242"
2025-07-29 13:15:00,0,"10,619","19,411"
2025-07-29 13:10:00,0,"10,199","18,646"
2025-07-29 13:05:00,0,"10,591","19,246"
2025-07-29 13:00:00,0,"10,331","20,324"
2025-07-29 12:55:00,0,"11,178","20,836"
2025-07-29 12:50:00,0,"10,339","20,911"
2025-07-29 12:45:00,0,"9,907","19,885"
2025-07-29 12:40:00,0,"9,532","19,729"
2025-07-29 12:35:00,0,"9,46","21,016"
2025-07-29 12:30:00,0,"9,548","20,506"
2025-07-29 12:25:00,0,"9,474","20,746"
2025-07-29 12:20:00,0,"9,679","20,022"
2025-07-29 12:15:00,0,"9,574","19,774"
2025-07-29 12:10:00,0,"9,418","20,646"
2025-07-29 12:05:00,0,"9,12","19,654"
2025-07-29 12:00:00,0,"9,217","19,033"
2025-07-29 11:55:00,0,"9,025","20,502"
2025-07-29 11:50:00,0,"8,982","19,49"
2025-07-29 11:45:00,0,"8,827","19,422"
2025-07-29 11:40:00,0,"8,934","19,96"
2025-07-29 11:35:00,0,"9,173","19,967"
2025-07-29 11:30:00,0,"9,174","20,125"
2025-07-29 11:25:00,0,"9,157","19,086"
2025-07-29 11:20:00,0,"8,74","19,337"
2025-07-29 11:15:00,0,"9,005","19,426"
2025-07-29 11:10:00,0,"9,018","20,414"
2025-07-29 11:05:00,0,"10,373","19,626"
2025-07-29 11:00:00,0,"9,99","19,142"
2025-07-29 10:55:00,0,"8,693","19,476"
