Date,Consumption [kW],ECB 225 -  21F [kW],ECB 20F [kW]
2025-07-14 23:10:00,0,"9,664","5,917"
2025-07-14 23:05:00,0,"9,714","5,893"
2025-07-14 23:00:00,0,"9,692","6,961"
2025-07-14 22:55:00,0,"10,004","6,594"
2025-07-14 22:50:00,0,"9,618","10,187"
2025-07-14 22:45:00,0,"9,571","9,122"
2025-07-14 22:40:00,0,"9,864","5,731"
2025-07-14 22:35:00,0,"10,068","7,06"
2025-07-14 22:30:00,0,"9,712","5,887"
2025-07-14 22:25:00,0,"9,566","8,3"
2025-07-14 22:20:00,0,"9,497","10,343"
2025-07-14 22:15:00,0,"9,295","7,46"
2025-07-14 22:10:00,0,"9,884","6,923"
2025-07-14 22:05:00,0,"9,778","5,662"
2025-07-14 22:00:00,0,"9,899","5,869"
2025-07-14 21:55:00,0,"9,883","9,88"
2025-07-14 21:50:00,0,"8,446","9,324"
2025-07-14 21:45:00,0,"8,339","7,847"
2025-07-14 21:40:00,0,"8,533","6,248"
2025-07-14 21:35:00,0,"8,308","5,754"
2025-07-14 21:30:00,0,"8,303","7,978"
2025-07-14 21:25:00,0,"8,152","8,699"
2025-07-14 21:20:00,0,"8,257","8,924"
2025-07-14 21:15:00,0,"8,009","6,522"
2025-07-14 21:10:00,0,"7,906","5,91"
2025-07-14 21:05:00,0,"8,358","7,013"
2025-07-14 21:00:00,0,"8,329","7,235"
2025-07-14 20:55:00,0,"8,579","8,729"
2025-07-14 20:50:00,0,"8,658","9,948"
2025-07-14 20:45:00,0,"8,677","5,903"
2025-07-14 20:40:00,0,"8,939","6,31"
2025-07-14 20:35:00,0,"8,657","6,198"
2025-07-14 20:30:00,0,"8,552","8,162"
2025-07-14 20:25:00,0,"8,504","11,238"
2025-07-14 20:20:00,0,"8,3","6,26"
2025-07-14 20:15:00,0,"8,251","6,29"
2025-07-14 20:10:00,0,"8,654","6,782"
2025-07-14 20:05:00,0,"8,602","5,946"
2025-07-14 20:00:00,0,"9,034","10,542"
2025-07-14 19:55:00,0,"8,671","9,143"
2025-07-14 19:50:00,0,"9,103","5,708"
2025-07-14 19:45:00,0,"9,45","6,787"
2025-07-14 19:40:00,0,"9,32","5,904"
2025-07-14 19:35:00,0,"9,286","7,522"
2025-07-14 19:30:00,0,"9,511","9,587"
2025-07-14 19:25:00,0,"9,168","8,502"
2025-07-14 19:20:00,0,"9,64","6,907"
2025-07-14 19:15:00,0,"9,174","6,058"
2025-07-14 19:10:00,0,"9,824","6,17"
2025-07-14 19:05:00,0,"9,562","8,482"
2025-07-14 19:00:00,0,"9,774","8,761"
2025-07-14 18:55:00,0,"9,511","9,74"
2025-07-14 18:50:00,0,"9,616","5,968"
2025-07-14 18:45:00,0,"9,589","5,636"
2025-07-14 18:40:00,0,"9,544","8,089"
2025-07-14 18:35:00,0,"9,485","7,027"
2025-07-14 18:30:00,0,"9,508","9,27"
2025-07-14 18:25:00,0,"9,698","8,616"
2025-07-14 18:20:00,0,"9,659","5,999"
2025-07-14 18:15:00,0,"9,804","7,1"
2025-07-14 18:10:00,0,"9,976","6,054"
2025-07-14 18:05:00,0,"10,23","7,88"
2025-07-14 18:00:00,0,"10,138","11,094"
2025-07-14 17:55:00,0,"10,399","8,046"
2025-07-14 17:50:00,0,"10,384","7,318"
2025-07-14 17:45:00,0,"10,356","6,641"
2025-07-14 17:40:00,0,"10,152","6,536"
2025-07-14 17:35:00,0,"10,501","9,864"
2025-07-14 17:30:00,0,"10,576","12,341"
2025-07-14 17:25:00,0,"10,688","12,607"
2025-07-14 17:20:00,0,"11,09","11,394"
2025-07-14 17:15:00,0,"10,675","9,841"
2025-07-14 17:10:00,0,"10,519","13,358"
2025-07-14 17:05:00,0,"10,854","16,126"
2025-07-14 17:00:00,0,"11,065","17,693"
2025-07-14 16:55:00,0,"11,28","17,394"
2025-07-14 16:50:00,0,"11,096","14,31"
2025-07-14 16:45:00,0,"11,362","16,159"
2025-07-14 16:40:00,0,"11,508","14,881"
2025-07-14 16:35:00,0,"12,036","16,931"
2025-07-14 16:30:00,0,"11,618","18,952"
2025-07-14 16:25:00,0,"11,578","16,192"
2025-07-14 16:20:00,0,"11,519","16,238"
2025-07-14 16:15:00,0,"12,187","17,945"
2025-07-14 16:10:00,0,"12,436","15,468"
2025-07-14 16:05:00,0,"12,554","18,167"
2025-07-14 16:00:00,0,"12,743","19,242"
2025-07-14 15:55:00,0,"13,268","19,47"
2025-07-14 15:50:00,0,"13,298","16,429"
2025-07-14 15:45:00,0,"13,41","17,27"
2025-07-14 15:40:00,0,"13,862","16,534"
2025-07-14 15:35:00,0,"13,585","18,955"
2025-07-14 15:30:00,0,"13,501","19,754"
2025-07-14 15:25:00,0,"14,203","19,705"
2025-07-14 15:20:00,0,"13,964","18,69"
2025-07-14 15:15:00,0,"14,21","17,779"
2025-07-14 15:10:00,0,"14,185","19,273"
2025-07-14 15:05:00,0,"13,928","19,205"
2025-07-14 15:00:00,0,"14,08","21,944"
2025-07-14 14:55:00,0,"14,371","18,656"
2025-07-14 14:50:00,0,"14,197","18,82"
2025-07-14 14:45:00,0,"14,155","21,923"
2025-07-14 14:40:00,0,"14,738","17,887"
2025-07-14 14:35:00,0,"14,082","22,268"
2025-07-14 14:30:00,0,"14,186","21,436"
2025-07-14 14:25:00,0,"14,323","19,249"
2025-07-14 14:20:00,0,"14,681","22,914"
2025-07-14 14:15:00,0,"14,668","22,075"
2025-07-14 14:10:00,0,"14,328","22,412"
2025-07-14 14:05:00,0,"14,681","24,56"
2025-07-14 14:00:00,0,"14,22","22,878"
2025-07-14 13:55:00,0,"14,231","24,439"
2025-07-14 13:50:00,0,"14,294","20,261"
2025-07-14 13:45:00,0,"14,57","20,281"
2025-07-14 13:40:00,0,"14,492","23,083"
2025-07-14 13:35:00,0,"14,336","21,858"
2025-07-14 13:30:00,0,"14,478","20,566"
2025-07-14 13:25:00,0,"14,7","22,721"
2025-07-14 13:20:00,0,"14,752","20,695"
2025-07-14 13:15:00,0,"14,53","23,515"
2025-07-14 13:10:00,0,"14,392","23,848"
2025-07-14 13:05:00,0,"14,284","23,426"
2025-07-14 13:00:00,0,"14,39","25,151"
2025-07-14 12:55:00,0,"15,491","20,551"
2025-07-14 12:50:00,0,"15,023","21,002"
2025-07-14 12:45:00,0,"14,713","20,74"
2025-07-14 12:40:00,0,"14,73","20,098"
2025-07-14 12:35:00,0,"14,035","22,772"
2025-07-14 12:30:00,0,"13,754","22,606"
2025-07-14 12:25:00,0,"13,976","20,137"
2025-07-14 12:20:00,0,"13,853","24,647"
2025-07-14 12:15:00,0,"14,435","19,999"
2025-07-14 12:10:00,0,"14,12",21
2025-07-14 12:05:00,0,"13,613","25,691"
2025-07-14 12:00:00,0,"13,718","21,716"
2025-07-14 11:55:00,0,"14,55","20,641"
2025-07-14 11:50:00,0,"14,24","22,628"
2025-07-14 11:45:00,0,"14,776","22,492"
2025-07-14 11:40:00,0,"14,764","22,901"
2025-07-14 11:35:00,0,"14,668","23,095"
2025-07-14 11:30:00,0,"14,108","23,111"
2025-07-14 11:25:00,0,"14,755","22,284"
2025-07-14 11:20:00,0,"14,045","20,645"
2025-07-14 11:15:00,0,"13,999","23,191"
2025-07-14 11:10:00,0,"15,034","24,425"
2025-07-14 11:05:00,0,"14,879","23,84"
2025-07-14 11:00:00,0,"14,592","24,301"
2025-07-14 10:55:00,0,"14,104","18,606"
2025-07-14 10:50:00,0,"14,038","21,899"
2025-07-14 10:45:00,0,"13,777","20,514"
2025-07-14 10:40:00,0,"13,396","21,851"
2025-07-14 10:35:00,0,"13,454","25,812"
2025-07-14 10:30:00,0,"13,729","21,02"
2025-07-14 10:25:00,0,"13,385","22,307"
2025-07-14 10:20:00,0,"13,272","20,567"
2025-07-14 10:15:00,0,"13,817","20,082"
2025-07-14 10:10:00,0,"13,998","24,001"
2025-07-14 10:05:00,0,"13,285","23,065"
2025-07-14 10:00:00,0,"13,349","23,18"
2025-07-14 09:55:00,0,"13,526","21,896"
2025-07-14 09:50:00,0,"13,142","24,173"
2025-07-14 09:45:00,0,"13,183","22,91"
2025-07-14 09:40:00,0,"13,42","24,187"
2025-07-14 09:35:00,0,"13,198","23,166"
2025-07-14 09:30:00,0,"13,212","21,764"
2025-07-14 09:25:00,0,"13,336","21,479"
2025-07-14 09:20:00,0,"12,671","23,046"
2025-07-14 09:15:00,0,"12,52","20,573"
2025-07-14 09:10:00,0,"13,252","22,506"
2025-07-14 09:05:00,0,"13,044","24,522"
2025-07-14 09:00:00,0,"12,905","22,933"
2025-07-14 08:55:00,0,"12,995","20,71"
2025-07-14 08:50:00,0,"12,695","24,583"
2025-07-14 08:45:00,0,"12,596","23,185"
2025-07-14 08:40:00,0,"12,608","24,011"
2025-07-14 08:35:00,0,"12,602","23,315"
2025-07-14 08:30:00,0,"12,827","22,128"
2025-07-14 08:25:00,0,"12,814","22,002"
2025-07-14 08:20:00,0,"13,014","23,246"
2025-07-14 08:15:00,0,"12,35","22,136"
2025-07-14 08:10:00,0,"12,796","22,549"
2025-07-14 08:05:00,0,"13,279","25,034"
2025-07-14 08:00:00,0,"12,331","25,636"
2025-07-14 07:55:00,0,"12,554","23,777"
2025-07-14 07:50:00,0,"12,052","23,177"
2025-07-14 07:45:00,0,"12,324","21,436"
2025-07-14 07:40:00,0,"12,708","24,623"
2025-07-14 07:35:00,0,"12,366","23,394"
2025-07-14 07:30:00,0,"12,174","23,371"
2025-07-14 07:25:00,0,"12,216","21,78"
2025-07-14 07:20:00,0,"11,995","23,576"
2025-07-14 07:15:00,0,"11,557","22,218"
2025-07-14 07:10:00,0,"10,608","21,548"
2025-07-14 07:05:00,0,"10,829","25,235"
2025-07-14 07:00:00,0,"10,792","22,981"
2025-07-14 06:55:00,0,"10,81","21,571"
2025-07-14 06:50:00,0,"10,331","22,494"
2025-07-14 06:45:00,0,"9,946","20,369"
2025-07-14 06:40:00,0,"10,138","23,113"
2025-07-14 06:35:00,0,"9,218","23,843"
2025-07-14 06:30:00,0,"8,862","19,568"
2025-07-14 06:25:00,0,"8,434","21,416"
2025-07-14 06:20:00,0,"8,66","17,245"
2025-07-14 06:15:00,0,"7,999","20,009"
2025-07-14 06:10:00,0,"8,046","21,036"
2025-07-14 06:05:00,0,"8,255","20,437"
2025-07-14 06:00:00,0,"8,294","20,902"
2025-07-14 05:55:00,0,"8,849","17,49"
2025-07-14 05:50:00,0,"7,914","19,652"
2025-07-14 05:45:00,0,"7,742","18,504"
2025-07-14 05:40:00,0,"7,595","18,18"
2025-07-14 05:35:00,0,"6,658","21,755"
2025-07-14 05:30:00,0,"5,264","19,306"
2025-07-14 05:25:00,0,"5,118","17,507"
2025-07-14 05:20:00,0,"4,914","19,037"
2025-07-14 05:15:00,0,"4,984","17,203"
2025-07-14 05:10:00,0,"4,885","19,09"
2025-07-14 05:05:00,0,"4,913","23,537"
2025-07-14 05:00:00,0,"4,616","23,654"
2025-07-14 04:55:00,0,"4,608","21,078"
2025-07-14 04:50:00,0,"4,543","13,218"
2025-07-14 04:45:00,0,"4,65","10,723"
2025-07-14 04:40:00,0,"4,73","7,213"
2025-07-14 04:35:00,0,"4,595","11,671"
2025-07-14 04:30:00,0,"4,062","7,904"
2025-07-14 04:25:00,0,"4,154","5,789"
2025-07-14 04:20:00,0,"4,108","6,388"
2025-07-14 04:15:00,0,"4,448","8,815"
2025-07-14 04:10:00,0,"4,507","8,736"
2025-07-14 04:05:00,0,"4,416","5,776"
2025-07-14 04:00:00,0,"4,345","6,236"
2025-07-14 03:55:00,0,"4,16","7,793"
2025-07-14 03:50:00,0,"4,218","9,133"
2025-07-14 03:45:00,0,"4,362","6,919"
2025-07-14 03:40:00,0,"4,228","5,766"
2025-07-14 03:35:00,0,"4,582","5,423"
2025-07-14 03:30:00,0,"4,253","9,131"
2025-07-14 03:25:00,0,"4,259","11,046"
2025-07-14 03:20:00,0,"4,472","5,79"
2025-07-14 03:15:00,0,"4,138","5,89"
2025-07-14 03:10:00,0,"4,358","7,351"
2025-07-14 03:05:00,0,"4,267","8,934"
2025-07-14 03:00:00,0,"4,465","8,039"
2025-07-14 02:55:00,0,"4,204","5,795"
2025-07-14 02:50:00,0,"4,248","5,928"
2025-07-14 02:45:00,0,"4,475","8,779"
2025-07-14 02:40:00,0,"4,328","9,295"
2025-07-14 02:35:00,0,"4,284","6,866"
2025-07-14 02:30:00,0,"4,484","5,668"
2025-07-14 02:25:00,0,"4,376","6,126"
2025-07-14 02:20:00,0,"4,14","9,052"
2025-07-14 02:15:00,0,"4,213","10,751"
2025-07-14 02:10:00,0,"4,573","5,525"
2025-07-14 02:05:00,0,"4,352","5,765"
2025-07-14 02:00:00,0,"4,282","6,695"
2025-07-14 01:55:00,0,"4,188","8,773"
2025-07-14 01:50:00,0,"4,291","9,176"
2025-07-14 01:45:00,0,"4,237","5,92"
2025-07-14 01:40:00,0,"4,415","5,993"
2025-07-14 01:35:00,0,"4,219","6,035"
2025-07-14 01:30:00,0,"4,373","12,089"
2025-07-14 01:25:00,0,"4,17","7,598"
2025-07-14 01:20:00,0,"4,207","5,982"
2025-07-14 01:15:00,0,"4,417","5,83"
2025-07-14 01:10:00,0,"4,366","8,402"
2025-07-14 01:05:00,0,"4,147","9,25"
2025-07-14 01:00:00,0,"4,47","6,647"
2025-07-14 00:55:00,0,"4,135","5,477"
2025-07-14 00:50:00,0,"4,334","6,461"
2025-07-14 00:45:00,0,"4,216","8,465"
2025-07-14 00:40:00,0,"4,378","9,197"
2025-07-14 00:35:00,0,"4,487","5,89"
2025-07-14 00:30:00,0,"4,325","6,247"
2025-07-14 00:25:00,0,"4,442","5,976"
2025-07-14 00:20:00,0,"4,328","11,45"
2025-07-14 00:15:00,0,"4,234","8,719"
2025-07-14 00:10:00,0,"4,253","5,56"
2025-07-14 00:05:00,0,"4,258","5,777"
2025-07-14 00:00:00,0,"4,838","7,261"
2025-07-13 23:55:00,0,"4,258","8,836"
2025-07-13 23:50:00,0,"4,414","8,686"
2025-07-13 23:45:00,0,"4,331","6,036"
2025-07-13 23:40:00,0,"4,218","5,912"
2025-07-13 23:35:00,0,"4,352","6,517"
2025-07-13 23:30:00,0,"4,572","12,566"
2025-07-13 23:25:00,0,"4,424","6,504"
2025-07-13 23:20:00,0,"4,153","5,728"
2025-07-13 23:15:00,0,"4,219","6,253"
2025-07-13 23:10:00,0,"4,388","8,359"
2025-07-13 23:05:00,0,"4,333","9,739"
2025-07-13 23:00:00,0,"4,339","5,951"
2025-07-13 22:55:00,0,"4,184","5,681"
2025-07-13 22:50:00,0,"4,538","6,419"
2025-07-13 22:45:00,0,"4,38","8,904"
2025-07-13 22:40:00,0,"4,379","9,191"
2025-07-13 22:35:00,0,"4,439","5,852"
2025-07-13 22:30:00,0,"4,423","5,947"
2025-07-13 22:25:00,0,"4,276","6,112"
2025-07-13 22:20:00,0,"4,261","12,055"
2025-07-13 22:15:00,0,"4,682","8,165"
2025-07-13 22:10:00,0,"4,286","5,896"
2025-07-13 22:05:00,0,"4,301","5,706"
2025-07-13 22:00:00,0,"4,664","8,117"
2025-07-13 21:55:00,0,"4,23","8,833"
2025-07-13 21:50:00,0,"4,286","7,55"
2025-07-13 21:45:00,0,"4,399","5,707"
2025-07-13 21:40:00,0,"4,436","5,827"
2025-07-13 21:35:00,0,"4,382","8,032"
2025-07-13 21:30:00,0,"4,456","9,256"
2025-07-13 21:25:00,0,"4,313","6,664"
2025-07-13 21:20:00,0,"4,474","6,121"
2025-07-13 21:15:00,0,"4,306","5,806"
2025-07-13 21:10:00,0,"4,237","9,619"
2025-07-13 21:05:00,0,"4,489","10,668"
2025-07-13 21:00:00,0,"4,73","5,942"
2025-07-13 20:55:00,0,"4,739","5,864"
2025-07-13 20:50:00,0,"4,585","7,558"
2025-07-13 20:45:00,0,"4,844","8,672"
2025-07-13 20:40:00,0,"4,54","8,056"
2025-07-13 20:35:00,0,"4,525","5,732"
2025-07-13 20:30:00,0,"5,059","5,728"
2025-07-13 20:25:00,0,"4,658","6,884"
2025-07-13 20:20:00,0,"4,607","12,575"
2025-07-13 20:15:00,0,"4,572","6,368"
2025-07-13 20:10:00,0,"4,722","5,68"
2025-07-13 20:05:00,0,"4,738","6,368"
2025-07-13 20:00:00,0,"4,656","8,268"
2025-07-13 19:55:00,0,"4,88","9,593"
2025-07-13 19:50:00,0,"4,588","5,779"
2025-07-13 19:45:00,0,"4,703","6,172"
2025-07-13 19:40:00,0,"4,848","6,379"
2025-07-13 19:35:00,0,"4,744","8,724"
2025-07-13 19:30:00,0,"4,666","9,145"
2025-07-13 19:25:00,0,"4,603","6,151"
2025-07-13 19:20:00,0,"4,676","5,827"
2025-07-13 19:15:00,0,"4,85","5,774"
2025-07-13 19:10:00,0,"4,745","10,123"
2025-07-13 19:05:00,0,"4,547","10,204"
2025-07-13 19:00:00,0,"5,002","5,986"
2025-07-13 18:55:00,0,"4,723","5,743"
2025-07-13 18:50:00,0,"4,554","7,438"
2025-07-13 18:45:00,0,"4,698","8,852"
2025-07-13 18:40:00,0,"4,626","8,219"
2025-07-13 18:35:00,0,"4,649","5,939"
2025-07-13 18:30:00,0,"5,032","5,873"
2025-07-13 18:25:00,0,"5,095","7,729"
2025-07-13 18:20:00,0,"5,12","9,002"
2025-07-13 18:15:00,0,"5,015","8,478"
2025-07-13 18:10:00,0,"5,069","6,144"
2025-07-13 18:05:00,0,"5,114","5,828"
2025-07-13 18:00:00,0,"5,168","6,992"
2025-07-13 17:55:00,0,"5,101","12,73"
2025-07-13 17:50:00,0,"5,069","6,626"
2025-07-13 17:45:00,0,"5,334","5,988"
2025-07-13 17:40:00,0,5,"6,21"
2025-07-13 17:35:00,0,"5,071","8,761"
2025-07-13 17:30:00,0,"5,472","9,242"
2025-07-13 17:25:00,0,"5,155","6,782"
2025-07-13 17:20:00,0,"5,065","5,935"
2025-07-13 17:15:00,0,"4,954","5,856"
2025-07-13 17:10:00,0,"5,261","9,994"
2025-07-13 17:05:00,0,"5,168","10,846"
2025-07-13 17:00:00,0,"5,094","5,984"
2025-07-13 16:55:00,0,"5,089","5,773"
2025-07-13 16:50:00,0,"4,915","7,65"
2025-07-13 16:45:00,0,"5,026","8,492"
2025-07-13 16:40:00,0,"5,233","7,794"
2025-07-13 16:35:00,0,"5,19","5,73"
2025-07-13 16:30:00,0,"5,191","5,683"
2025-07-13 16:25:00,0,"4,942","8,474"
2025-07-13 16:20:00,0,"5,24","8,998"
2025-07-13 16:15:00,0,"5,172","7,116"
2025-07-13 16:10:00,0,"4,98","5,57"
2025-07-13 16:05:00,0,"4,906","5,596"
2025-07-13 16:00:00,0,"5,184","9,499"
2025-07-13 15:55:00,0,"5,288","9,836"
2025-07-13 15:50:00,0,"5,072","5,369"
2025-07-13 15:45:00,0,"5,134","5,597"
2025-07-13 15:40:00,0,"5,051","7,706"
2025-07-13 15:35:00,0,"5,021","8,512"
2025-07-13 15:30:00,0,"5,234","7,484"
2025-07-13 15:25:00,0,"5,221","5,777"
2025-07-13 15:20:00,0,"5,263","5,779"
2025-07-13 15:15:00,0,"5,242","8,203"
2025-07-13 15:10:00,0,"5,32","8,627"
2025-07-13 15:05:00,0,"5,213","7,598"
2025-07-13 15:00:00,0,"5,772","5,898"
2025-07-13 14:55:00,0,"5,444","5,644"
2025-07-13 14:50:00,0,"5,363","9,07"
2025-07-13 14:45:00,0,"5,502","10,688"
2025-07-13 14:40:00,0,"5,687","5,686"
2025-07-13 14:35:00,0,"5,645","5,418"
2025-07-13 14:30:00,0,"5,677","7,271"
2025-07-13 14:25:00,0,"5,292","8,447"
2025-07-13 14:20:00,0,"5,344","7,89"
2025-07-13 14:15:00,0,"5,261","5,678"
2025-07-13 14:10:00,0,"5,41","5,698"
2025-07-13 14:05:00,0,"5,69","7,933"
2025-07-13 14:00:00,0,"5,578","8,797"
2025-07-13 13:55:00,0,"5,548","7,542"
2025-07-13 13:50:00,0,"5,342","5,552"
2025-07-13 13:45:00,0,"5,406","5,461"
2025-07-13 13:40:00,0,"5,279","9,046"
2025-07-13 13:35:00,0,"5,333","11,401"
2025-07-13 13:30:00,0,"5,68","5,636"
2025-07-13 13:25:00,0,"5,591","5,383"
2025-07-13 13:20:00,0,"5,803","7,61"
2025-07-13 13:15:00,0,"5,374","8,732"
2025-07-13 13:10:00,0,"5,316","7,397"
2025-07-13 13:05:00,0,"5,008","5,593"
2025-07-13 13:00:00,0,"4,801","5,974"
2025-07-13 12:55:00,0,"4,926","8,422"
2025-07-13 12:50:00,0,"5,116","9,092"
2025-07-13 12:45:00,0,"4,964","6,725"
2025-07-13 12:40:00,0,"4,831","5,357"
2025-07-13 12:35:00,0,"4,816","5,566"
2025-07-13 12:30:00,0,"4,95","10,39"
2025-07-13 12:25:00,0,"5,209","9,112"
2025-07-13 12:20:00,0,"4,927","5,743"
2025-07-13 12:15:00,0,"4,976","5,651"
2025-07-13 12:10:00,0,"5,066","6,942"
2025-07-13 12:05:00,0,"4,807","8,486"
2025-07-13 12:00:00,0,"4,961","8,462"
2025-07-13 11:55:00,0,"5,026","5,689"
2025-07-13 11:50:00,0,"4,793","5,724"
2025-07-13 11:45:00,0,"4,855","7,27"
2025-07-13 11:40:00,0,"4,882","12,654"
2025-07-13 11:35:00,0,"5,356","6,098"
2025-07-13 11:30:00,0,"4,904","5,371"
2025-07-13 11:25:00,0,"5,07","6,67"
2025-07-13 11:20:00,0,"4,868","8,408"
2025-07-13 11:15:00,0,"4,854","8,056"
2025-07-13 11:10:00,0,"5,03","5,519"
2025-07-13 11:05:00,0,"4,96","5,407"
2025-07-13 11:00:00,0,"5,324","8,143"
2025-07-13 10:55:00,0,"5,022","8,543"
2025-07-13 10:50:00,0,"4,756","7,014"
2025-07-13 10:45:00,0,"4,92","5,479"
2025-07-13 10:40:00,0,"4,84","5,705"
2025-07-13 10:35:00,0,"4,782","9,268"
2025-07-13 10:30:00,0,"4,806","11,022"
2025-07-13 10:25:00,0,"5,423","5,593"
2025-07-13 10:20:00,0,"4,994","5,954"
2025-07-13 10:15:00,0,"4,895","7,388"
2025-07-13 10:10:00,0,"4,837","8,651"
2025-07-13 10:05:00,0,"4,865","7,811"
2025-07-13 10:00:00,0,"4,828","5,716"
2025-07-13 09:55:00,0,"5,212","6,144"
2025-07-13 09:50:00,0,"5,233","9,112"
2025-07-13 09:45:00,0,"4,682","8,892"
2025-07-13 09:40:00,0,"4,592","6,784"
2025-07-13 09:35:00,0,"4,59","5,915"
2025-07-13 09:30:00,0,"4,705","5,66"
2025-07-13 09:25:00,0,"4,759","8,526"
2025-07-13 09:20:00,0,"4,639","9,107"
2025-07-13 09:15:00,0,"4,888","5,425"
2025-07-13 09:10:00,0,"4,681","5,37"
2025-07-13 09:05:00,0,"4,698","6,026"
2025-07-13 09:00:00,0,"4,571","11,381"
2025-07-13 08:55:00,0,"4,763","7,842"
2025-07-13 08:50:00,0,"4,619","5,744"
2025-07-13 08:45:00,0,"4,616","5,856"
2025-07-13 08:40:00,0,"4,891","8,477"
2025-07-13 08:35:00,0,"5,004","8,875"
2025-07-13 08:30:00,0,"4,651","5,538"
2025-07-13 08:25:00,0,"4,762","5,622"
2025-07-13 08:20:00,0,"4,534","6,473"
2025-07-13 08:15:00,0,"4,544","8,64"
2025-07-13 08:10:00,0,"4,715","9,23"
2025-07-13 08:05:00,0,"4,78","5,75"
2025-07-13 08:00:00,0,"4,764","6,203"
2025-07-13 07:55:00,0,"4,77","6,85"
2025-07-13 07:50:00,0,"4,777","8,988"
2025-07-13 07:45:00,0,"4,967","8,095"
2025-07-13 07:40:00,0,"4,849","5,716"
2025-07-13 07:35:00,0,"4,774","5,664"
2025-07-13 07:30:00,0,"4,883","7,122"
2025-07-13 07:25:00,0,"5,159","11,936"
2025-07-13 07:20:00,0,"4,963","6,313"
2025-07-13 07:15:00,0,"4,718","5,579"
2025-07-13 07:10:00,0,"4,668","6,286"
2025-07-13 07:05:00,0,"4,704","8,473"
2025-07-13 07:00:00,0,"4,734","8,669"
2025-07-13 06:55:00,0,"4,855","5,557"
2025-07-13 06:50:00,0,"4,691","5,422"
2025-07-13 06:45:00,0,"4,704","7,066"
2025-07-13 06:40:00,0,"4,489","8,458"
2025-07-13 06:35:00,0,"4,156","8,209"
2025-07-13 06:30:00,0,"4,157","5,702"
2025-07-13 06:25:00,0,"4,67","5,46"
2025-07-13 06:20:00,0,"4,23","6,307"
2025-07-13 06:15:00,0,"4,282","12,372"
2025-07-13 06:10:00,0,"4,312","6,395"
2025-07-13 06:05:00,0,"4,237","5,629"
2025-07-13 06:00:00,0,"4,292","6,696"
2025-07-13 05:55:00,0,"4,412","8,55"
2025-07-13 05:50:00,0,"4,57","7,937"
2025-07-13 05:45:00,0,"4,268","5,528"
2025-07-13 05:40:00,0,"4,291","5,876"
2025-07-13 05:35:00,0,"4,592","7,552"
2025-07-13 05:30:00,0,"4,418","8,815"
2025-07-13 05:25:00,0,"4,303","6,427"
2025-07-13 05:20:00,0,"4,416","5,874"
2025-07-13 05:15:00,0,"4,368","5,628"
2025-07-13 05:10:00,0,"4,447","8,852"
2025-07-13 05:05:00,0,"4,306","10,588"
2025-07-13 05:00:00,0,"4,334","5,933"
2025-07-13 04:55:00,0,"4,326","5,747"
2025-07-13 04:50:00,0,"4,511","6,581"
2025-07-13 04:45:00,0,"4,411","8,572"
2025-07-13 04:40:00,0,"4,482","8,729"
2025-07-13 04:35:00,0,"4,242","5,576"
2025-07-13 04:30:00,0,"4,244","5,562"
2025-07-13 04:25:00,0,"4,337","7,445"
2025-07-13 04:20:00,0,"4,548","8,674"
2025-07-13 04:15:00,0,"4,415","6,396"
2025-07-13 04:10:00,0,"4,45","5,443"
2025-07-13 04:05:00,0,"4,255","5,708"
2025-07-13 04:00:00,0,"4,286","8,56"
2025-07-13 03:55:00,0,"4,338","8,696"
2025-07-13 03:50:00,0,"4,626","5,645"
2025-07-13 03:45:00,0,"4,457","5,564"
2025-07-13 03:40:00,0,"4,23","5,951"
2025-07-13 03:35:00,0,"4,466","10,916"
2025-07-13 03:30:00,0,"4,234","8,59"
2025-07-13 03:25:00,0,"4,439","5,522"
2025-07-13 03:20:00,0,"4,41","5,497"
2025-07-13 03:15:00,0,"4,21","8,002"
2025-07-13 03:10:00,0,"4,396","9,235"
2025-07-13 03:05:00,0,"4,195","5,971"
2025-07-13 03:00:00,0,"4,68","5,53"
2025-07-13 02:55:00,0,"4,222","6,601"
2025-07-13 02:50:00,0,"4,361","8,513"
2025-07-13 02:45:00,0,"4,165","7,96"
2025-07-13 02:40:00,0,"4,235","5,604"
2025-07-13 02:35:00,0,"4,466","5,748"
2025-07-13 02:30:00,0,"4,284","7,806"
2025-07-13 02:25:00,0,"4,435","9,292"
2025-07-13 02:20:00,0,"4,364","6,59"
2025-07-13 02:15:00,0,"4,174","5,442"
2025-07-13 02:10:00,0,"4,339","5,574"
2025-07-13 02:05:00,0,"4,356","8,24"
2025-07-13 02:00:00,0,"4,334","9,083"
2025-07-13 01:55:00,0,"4,252","6,29"
2025-07-13 01:50:00,0,"4,6","5,693"
2025-07-13 01:45:00,0,"4,531","5,562"
2025-07-13 01:40:00,0,"4,343","8,894"
2025-07-13 01:35:00,0,"4,403","10,336"
2025-07-13 01:30:00,0,"4,468","5,417"
2025-07-13 01:25:00,0,"4,506","5,854"
2025-07-13 01:20:00,0,"4,625","7,394"
2025-07-13 01:15:00,0,"4,547","8,544"
2025-07-13 01:10:00,0,"4,486","7,553"
2025-07-13 01:05:00,0,"4,422","5,725"
2025-07-13 01:00:00,0,"4,487","5,398"
2025-07-13 00:55:00,0,"4,643","8,758"
2025-07-13 00:50:00,0,"4,609","9,305"
2025-07-13 00:45:00,0,"4,271","5,789"
