Date,Consumption [kW],ECB 225 -  21F [kW],ECB 20F [kW]
2025-04-21 16:55:00,0,"10,184","7,685"
2025-04-21 16:50:00,0,"10,214","9,546"
2025-04-21 16:45:00,0,"10,716","5,825"
2025-04-21 16:40:00,0,"10,591","5,444"
2025-04-21 16:35:00,0,"10,184","10,075"
2025-04-21 16:30:00,0,"10,252","8,228"
2025-04-21 16:25:00,0,"10,428","9,056"
2025-04-21 16:20:00,0,"10,504","9,385"
2025-04-21 16:15:00,0,"10,888","6,439"
2025-04-21 16:10:00,0,"10,19","5,528"
2025-04-21 16:05:00,0,"10,506","9,324"
2025-04-21 16:00:00,0,"11,242","13,038"
2025-04-21 15:55:00,0,"11,384","5,791"
2025-04-21 15:50:00,0,"11,432","6,737"
2025-04-21 15:45:00,0,"11,362","6,798"
2025-04-21 15:40:00,0,"11,189","11,07"
2025-04-21 15:35:00,0,"11,089","7,18"
2025-04-21 15:30:00,0,"11,054","7,337"
2025-04-21 15:25:00,0,"11,323","6,347"
2025-04-21 15:20:00,0,"10,645","9,326"
2025-04-21 15:15:00,0,"10,637","10,344"
2025-04-21 15:10:00,0,"10,777","6,191"
2025-04-21 15:05:00,0,"10,846","8,143"
2025-04-21 15:00:00,0,"11,178","6,332"
2025-04-21 14:55:00,0,"11,14","11,058"
2025-04-21 14:50:00,0,"10,913","8,076"
2025-04-21 14:45:00,0,"11,698","7,489"
2025-04-21 14:40:00,0,"11,857","6,352"
2025-04-21 14:35:00,0,"10,972","7,284"
2025-04-21 14:30:00,0,"10,961","11,572"
2025-04-21 14:25:00,0,"10,798","6,641"
2025-04-21 14:20:00,0,"10,802","7,645"
2025-04-21 14:15:00,0,"11,24","5,408"
2025-04-21 14:10:00,0,"11,056","9,577"
2025-04-21 14:05:00,0,"11,312","11,612"
2025-04-21 14:00:00,0,"10,705","5,425"
2025-04-21 13:55:00,0,"10,721","5,828"
2025-04-21 13:50:00,0,"10,625","10,069"
2025-04-21 13:45:00,0,"10,711","10,811"
2025-04-21 13:40:00,0,"11,077","5,759"
2025-04-21 13:35:00,0,"10,651","9,113"
2025-04-21 13:30:00,0,"10,796","5,612"
2025-04-21 13:25:00,0,"10,951","10,932"
2025-04-21 13:20:00,0,"10,69","8,556"
2025-04-21 13:15:00,0,"10,573","6,893"
2025-04-21 13:10:00,0,"10,442","6,679"
2025-04-21 13:05:00,0,"10,651","7,094"
2025-04-21 13:00:00,0,"10,382","11,634"
2025-04-21 12:55:00,0,"10,285","6,484"
2025-04-21 12:50:00,0,"10,574","7,822"
2025-04-21 12:45:00,0,"10,476","5,816"
2025-04-21 12:40:00,0,"10,618","9,55"
2025-04-21 12:35:00,0,"10,454","10,458"
2025-04-21 12:30:00,0,"10,73","6,76"
2025-04-21 12:25:00,0,"10,604","7,638"
2025-04-21 12:20:00,0,"10,664","6,12"
2025-04-21 12:15:00,0,"10,594","10,867"
2025-04-21 12:10:00,0,"10,583","7,469"
2025-04-21 12:05:00,0,"10,822","9,016"
2025-04-21 12:00:00,0,"11,039","5,62"
2025-04-21 11:55:00,0,"11,165","8,574"
2025-04-21 11:50:00,0,"11,056","9,629"
2025-04-21 11:45:00,0,"10,951","6,172"
2025-04-21 11:40:00,0,"10,843","7,105"
2025-04-21 11:35:00,0,"11,156","5,9"
2025-04-21 11:30:00,0,"11,95","10,183"
2025-04-21 11:25:00,0,"11,704","8,822"
2025-04-21 11:20:00,0,"11,722","7,674"
2025-04-21 11:15:00,0,"10,739","7,207"
2025-04-21 11:10:00,0,"11,285","6,731"
2025-04-21 11:05:00,0,"10,776","11,434"
2025-04-21 11:00:00,0,"11,728","6,479"
2025-04-21 10:55:00,0,"11,064","7,873"
2025-04-21 10:50:00,0,"11,302","5,41"
2025-04-21 10:45:00,0,"10,886","9,778"
2025-04-21 10:40:00,0,"10,894","9,024"
2025-04-21 10:35:00,0,"10,928","7,2"
2025-04-21 10:30:00,0,"11,14","6,444"
2025-04-21 10:25:00,0,"11,513","6,688"
2025-04-21 10:20:00,0,"11,431","11,292"
2025-04-21 10:15:00,0,"10,728","7,158"
2025-04-21 10:10:00,0,"10,775","7,904"
2025-04-21 10:05:00,0,"10,63","5,776"
2025-04-21 10:00:00,0,"10,688","8,552"
2025-04-21 09:55:00,0,"11,444","12,76"
2025-04-21 09:50:00,0,"11,332","7,184"
2025-04-21 09:45:00,0,"11,25","6,678"
2025-04-21 09:40:00,0,"11,118","6,923"
2025-04-21 09:35:00,0,"11,004","11,309"
2025-04-21 09:30:00,0,"10,998","6,467"
2025-04-21 09:25:00,0,"11,497","7,618"
2025-04-21 09:20:00,0,"11,242","5,573"
2025-04-21 09:15:00,0,"11,339","9,547"
2025-04-21 09:10:00,0,"10,712","8,941"
2025-04-21 09:05:00,0,"10,873","7,526"
2025-04-21 09:00:00,0,"11,094","6,768"
2025-04-21 08:55:00,0,"10,846","6,87"
2025-04-21 08:50:00,0,"10,931","11,532"
2025-04-21 08:45:00,0,"11,713","5,69"
2025-04-21 08:40:00,0,"11,479","8,208"
2025-04-21 08:35:00,0,"11,126","5,303"
2025-04-21 08:30:00,0,"10,511","9,6"
2025-04-21 08:25:00,0,"10,177","8,855"
2025-04-21 08:20:00,0,"10,002","7,637"
2025-04-21 08:15:00,0,"10,302","6,958"
2025-04-21 08:10:00,0,"10,158","7,283"
2025-04-21 08:05:00,0,"9,769","11,158"
2025-04-21 08:00:00,0,"10,084","6,559"
2025-04-21 07:55:00,0,"9,913","8,717"
2025-04-21 07:50:00,0,"10,003","6,019"
2025-04-21 07:45:00,0,"10,717","9,862"
2025-04-21 07:40:00,0,"10,333","8,64"
2025-04-21 07:35:00,0,"9,811","7,123"
2025-04-21 07:30:00,0,"9,59","6,203"
2025-04-21 07:25:00,0,"9,641","7,056"
2025-04-21 07:20:00,0,"9,744","11,309"
2025-04-21 07:15:00,0,"9,583","6,233"
2025-04-21 07:10:00,0,"9,362","7,104"
2025-04-21 07:05:00,0,"9,785","5,394"
2025-04-21 07:00:00,0,"9,491","9,817"
2025-04-21 06:55:00,0,"9,574","8,455"
2025-04-21 06:50:00,0,"10,16","8,581"
2025-04-21 06:45:00,0,"9,46","5,55"
2025-04-21 06:40:00,0,"9,202","6,752"
2025-04-21 06:35:00,0,"8,879","10,446"
2025-04-21 06:30:00,0,"7,835","8,891"
2025-04-21 06:25:00,0,"7,56","6,098"
2025-04-21 06:20:00,0,"6,884","5,356"
2025-04-21 06:15:00,0,"6,942","9,085"
2025-04-21 06:10:00,0,"7,034","11,353"
2025-04-21 06:05:00,0,"7,124","5,52"
2025-04-21 06:00:00,0,"7,1","6,845"
2025-04-21 05:55:00,0,"7,584","6,835"
2025-04-21 05:50:00,0,"7,252","11,342"
2025-04-21 05:45:00,0,"7,217","6,778"
2025-04-21 05:40:00,0,"7,188","7,861"
2025-04-21 05:35:00,0,"7,547","5,802"
2025-04-21 05:30:00,0,"7,578","8,424"
2025-04-21 05:25:00,0,"7,128","9,846"
2025-04-21 05:20:00,0,"6,654","6,199"
2025-04-21 05:15:00,0,"6,858","6,78"
2025-04-21 05:10:00,0,"6,913","6,181"
2025-04-21 05:05:00,0,"6,703","11,46"
2025-04-21 05:00:00,0,"6,287","6,386"
2025-04-21 04:55:00,0,"6,499","8,573"
2025-04-21 04:50:00,0,"5,942","5,602"
2025-04-21 04:45:00,0,"5,771","7,991"
2025-04-21 04:40:00,0,"5,672","10,397"
2025-04-21 04:35:00,0,"5,791","6,707"
2025-04-21 04:30:00,0,"5,692","7,309"
2025-04-21 04:25:00,0,"5,762","5,552"
2025-04-21 04:20:00,0,"5,668","11,054"
2025-04-21 04:15:00,0,"5,816","7,271"
2025-04-21 04:10:00,0,"5,768","8,448"
2025-04-21 04:05:00,0,"5,68","5,585"
2025-04-21 04:00:00,0,"5,816","8,146"
2025-04-21 03:55:00,0,"5,834","10,17"
2025-04-21 03:50:00,0,"6,077","6,444"
2025-04-21 03:45:00,0,"5,676","7,199"
2025-04-21 03:40:00,0,"5,659","5,892"
2025-04-21 03:35:00,0,"5,822","11,393"
2025-04-21 03:30:00,0,"5,623","6,814"
2025-04-21 03:25:00,0,"5,618","7,86"
2025-04-21 03:20:00,0,"5,986","6,034"
2025-04-21 03:15:00,0,"5,8","8,377"
2025-04-21 03:10:00,0,"5,952","10,148"
2025-04-21 03:05:00,0,"5,75","6,515"
2025-04-21 03:00:00,0,"5,759","7,634"
2025-04-21 02:55:00,0,"5,752","6,055"
2025-04-21 02:50:00,0,"5,93","10,738"
2025-04-21 02:45:00,0,"5,825","7,613"
2025-04-21 02:40:00,0,"5,952","7,471"
2025-04-21 02:35:00,0,"5,824","5,598"
2025-04-21 02:30:00,0,"5,86","7,883"
2025-04-21 02:25:00,0,"5,695","10,243"
2025-04-21 02:20:00,0,"5,867","6,727"
2025-04-21 02:15:00,0,"6,034","6,892"
2025-04-21 02:10:00,0,"5,873","5,71"
2025-04-21 02:05:00,0,"5,728","11,028"
2025-04-21 02:00:00,0,"5,683","7,314"
2025-04-21 01:55:00,0,"5,71","8,674"
2025-04-21 01:50:00,0,"6,049","5,422"
2025-04-21 01:45:00,0,"5,772","8,156"
2025-04-21 01:40:00,0,"5,689","9,661"
2025-04-21 01:35:00,0,"5,684","7,346"
2025-04-21 01:30:00,0,"5,777","7,16"
2025-04-21 01:25:00,0,"5,692","5,658"
2025-04-21 01:20:00,0,"5,754","10,864"
2025-04-21 01:15:00,0,"5,771","7,276"
2025-04-21 01:10:00,0,"5,788","7,726"
2025-04-21 01:05:00,0,"5,663","5,651"
2025-04-21 01:00:00,0,"5,638","7,968"
2025-04-21 00:55:00,0,"5,927","10,312"
2025-04-21 00:50:00,0,"5,819","8,964"
2025-04-21 00:45:00,0,"5,825","5,508"
2025-04-21 00:40:00,0,"5,702","5,38"
2025-04-21 00:35:00,0,"5,738","9,876"
2025-04-21 00:30:00,0,"5,732","10,396"
2025-04-21 00:25:00,0,"5,862","5,41"
2025-04-21 00:20:00,0,"5,794","5,568"
2025-04-21 00:15:00,0,"5,849","9,085"
2025-04-21 00:10:00,0,"5,582","10,798"
2025-04-21 00:05:00,0,"5,57","5,696"
2025-04-21 00:00:00,0,"5,592","7,588"
2025-04-20 23:55:00,0,"5,585","5,534"
2025-04-20 23:50:00,0,"5,562","10,145"
2025-04-20 23:45:00,0,"5,887","8,45"
2025-04-20 23:40:00,0,"5,656","6,46"
2025-04-20 23:35:00,0,"5,887","6,713"
2025-04-20 23:30:00,0,"5,564","6,136"
2025-04-20 23:25:00,0,"5,558","11,116"
2025-04-20 23:20:00,0,"5,735","6,638"
2025-04-20 23:15:00,0,"5,704","7,703"
2025-04-20 23:10:00,0,"5,518","5,675"
2025-04-20 23:05:00,0,"5,752","8,874"
2025-04-20 23:00:00,0,"5,579","9,301"
2025-04-20 22:55:00,0,"5,663","6,672"
2025-04-20 22:50:00,0,"5,713","7,094"
2025-04-20 22:45:00,0,"5,968","6,292"
2025-04-20 22:40:00,0,"5,788","11,402"
2025-04-20 22:35:00,0,"5,759","6,031"
2025-04-20 22:30:00,0,"5,863","7,522"
2025-04-20 22:25:00,0,"6,019","5,704"
2025-04-20 22:20:00,0,"5,821","9,379"
2025-04-20 22:15:00,0,"6,124","8,974"
2025-04-20 22:10:00,0,"5,725","6,836"
2025-04-20 22:05:00,0,"5,61","6,751"
2025-04-20 22:00:00,0,"5,657","6,811"
2025-04-20 21:55:00,0,"5,646","11,395"
2025-04-20 21:50:00,0,"5,713","5,786"
2025-04-20 21:45:00,0,"6,04","7,781"
2025-04-20 21:40:00,0,"5,77","5,375"
2025-04-20 21:35:00,0,"5,75","8,863"
2025-04-20 21:30:00,0,"5,791","9,998"
2025-04-20 21:25:00,0,"5,694","6,767"
2025-04-20 21:20:00,0,"5,7","6,787"
2025-04-20 21:15:00,0,"5,849","5,875"
2025-04-20 21:10:00,0,"5,819","11,087"
2025-04-20 21:05:00,0,"5,678","7,17"
2025-04-20 21:00:00,0,"5,966","7,771"
2025-04-20 20:55:00,0,"5,849","5,795"
2025-04-20 20:50:00,0,"5,612","8,401"
2025-04-20 20:45:00,0,"5,76","9,809"
2025-04-20 20:40:00,0,"5,91","7,04"
2025-04-20 20:35:00,0,"5,75","6,84"
2025-04-20 20:30:00,0,"5,694","5,777"
2025-04-20 20:25:00,0,"5,67","10,808"
2025-04-20 20:20:00,0,"5,86","7,939"
2025-04-20 20:15:00,0,"5,692","7,772"
2025-04-20 20:10:00,0,"5,75","5,784"
2025-04-20 20:05:00,0,"5,617","7,14"
2025-04-20 20:00:00,0,"5,659","13,242"
2025-04-20 19:55:00,0,"5,561","5,566"
2025-04-20 19:50:00,0,"5,581","6,03"
2025-04-20 19:45:00,0,"5,932","7,519"
2025-04-20 19:40:00,0,"5,939","10,198"
2025-04-20 19:35:00,0,"5,572","8,561"
2025-04-20 19:30:00,0,"5,669","7,021"
2025-04-20 19:25:00,0,"5,737","6,836"
2025-04-20 19:20:00,0,"5,669","6,882"
2025-04-20 19:15:00,0,"5,64","11,568"
2025-04-20 19:10:00,0,"5,802","6,274"
2025-04-20 19:05:00,0,"5,609","8,015"
2025-04-20 19:00:00,0,"5,759","5,576"
2025-04-20 18:55:00,0,"5,737","9,587"
2025-04-20 18:50:00,0,"5,766","9,79"
2025-04-20 18:45:00,0,"5,839","7,506"
2025-04-20 18:40:00,0,"5,909","7,223"
2025-04-20 18:35:00,0,"5,654","6,448"
2025-04-20 18:30:00,0,"5,653","11,79"
2025-04-20 18:25:00,0,"5,688","9,186"
2025-04-20 18:20:00,0,"6,083","5,658"
2025-04-20 18:15:00,0,"5,963","5,776"
2025-04-20 18:10:00,0,"5,909","10,153"
2025-04-20 18:05:00,0,"5,645","10,468"
2025-04-20 18:00:00,0,"5,648","6,252"
2025-04-20 17:55:00,0,"5,708","7,508"
2025-04-20 17:50:00,0,"5,711","6,197"
2025-04-20 17:45:00,0,"5,786","10,976"
2025-04-20 17:40:00,0,"5,968","7,812"
2025-04-20 17:35:00,0,"5,749","7,808"
2025-04-20 17:30:00,0,"5,8","6,302"
2025-04-20 17:25:00,0,"5,648","8,754"
2025-04-20 17:20:00,0,"5,627","10,583"
2025-04-20 17:15:00,0,"5,602","6,76"
2025-04-20 17:10:00,0,"5,653","7,765"
2025-04-20 17:05:00,0,"5,659","5,678"
2025-04-20 17:00:00,0,"5,617","10,495"
2025-04-20 16:55:00,0,"5,948","10,916"
2025-04-20 16:50:00,0,"5,815","5,683"
2025-04-20 16:45:00,0,"5,688","5,857"
2025-04-20 16:40:00,0,"5,687","9,888"
2025-04-20 16:35:00,0,"5,872","10,56"
2025-04-20 16:30:00,0,"5,647","5,992"
2025-04-20 16:25:00,0,"5,656","7,523"
2025-04-20 16:20:00,0,"5,659","5,796"
2025-04-20 16:15:00,0,"5,569","10,115"
2025-04-20 16:10:00,0,"5,766","8,639"
2025-04-20 16:05:00,0,"5,824","9,152"
2025-04-20 16:00:00,0,"5,558","5,602"
2025-04-20 15:55:00,0,"5,568","6,611"
2025-04-20 15:50:00,0,"5,659","12,62"
2025-04-20 15:45:00,0,"5,819","7,53"
2025-04-20 15:40:00,0,"5,867","5,452"
2025-04-20 15:35:00,0,"5,951","6,287"
2025-04-20 15:30:00,0,"5,876","11,215"
2025-04-20 15:25:00,0,"5,848","8,699"
2025-04-20 15:20:00,0,"5,669","6,894"
2025-04-20 15:15:00,0,"5,684","6,818"
2025-04-20 15:10:00,0,"5,683","7,438"
2025-04-20 15:05:00,0,"5,796","11,85"
2025-04-20 15:00:00,0,"5,588","6,55"
2025-04-20 14:55:00,0,"5,648","7,002"
2025-04-20 14:50:00,0,"5,749","5,563"
2025-04-20 14:45:00,0,"6,025","10,987"
2025-04-20 14:40:00,0,"5,718","10,18"
2025-04-20 14:35:00,0,"5,912","8,111"
2025-04-20 14:30:00,0,"5,704","5,405"
2025-04-20 14:25:00,0,"5,6","7,639"
2025-04-20 14:20:00,0,"5,599","14,06"
2025-04-20 14:15:00,0,"5,563","6,259"
2025-04-20 14:10:00,0,"5,813","6,1"
2025-04-20 14:05:00,0,"5,609","7,141"
2025-04-20 14:00:00,0,"6,007","10,441"
2025-04-20 13:55:00,0,"5,702","9,401"
2025-04-20 13:50:00,0,"5,664","6,846"
2025-04-20 13:45:00,0,"5,746","6,976"
2025-04-20 13:40:00,0,"5,672","6,637"
2025-04-20 13:35:00,0,"5,69","11,551"
2025-04-20 13:30:00,0,"5,878","6,941"
2025-04-20 13:25:00,0,"5,701","7,902"
2025-04-20 13:20:00,0,"5,902","5,417"
2025-04-20 13:15:00,0,"5,718","10,086"
2025-04-20 13:10:00,0,"5,646","9,731"
2025-04-20 13:05:00,0,"5,723","7,219"
2025-04-20 13:00:00,0,"5,87","6,331"
2025-04-20 12:55:00,0,"5,722","7,091"
2025-04-20 12:50:00,0,"5,926","12,226"
2025-04-20 12:45:00,0,"5,668","6,358"
2025-04-20 12:40:00,0,"5,798","8,684"
2025-04-20 12:35:00,0,"5,716","5,754"
2025-04-20 12:30:00,0,"5,64","9,384"
2025-04-20 12:25:00,0,"5,827","12,871"
2025-04-20 12:20:00,0,"5,7","5,488"
2025-04-20 12:15:00,0,"5,851","5,521"
2025-04-20 12:10:00,0,"5,807","8,01"
2025-04-20 12:05:00,0,"5,765","11,999"
2025-04-20 12:00:00,0,"5,851","6,138"
2025-04-20 11:55:00,0,"6,108","7,891"
2025-04-20 11:50:00,0,"5,702","5,62"
2025-04-20 11:45:00,0,"5,627","9,998"
2025-04-20 11:40:00,0,"5,602","9,376"
2025-04-20 11:35:00,0,"5,622","6,906"
2025-04-20 11:30:00,0,"5,779","6,374"
2025-04-20 11:25:00,0,"5,65","7,166"
2025-04-20 11:20:00,0,"5,8","11,645"
2025-04-20 11:15:00,0,"5,887","6,114"
2025-04-20 11:10:00,0,"5,698","7,998"
2025-04-20 11:05:00,0,"5,617","5,621"
2025-04-20 11:00:00,0,"5,65","9,09"
2025-04-20 10:55:00,0,"5,717","10,864"
2025-04-20 10:50:00,0,"5,856","6,85"
2025-04-20 10:45:00,0,"5,624","5,506"
2025-04-20 10:40:00,0,"5,612","7,955"
2025-04-20 10:35:00,0,"5,699","11,948"
2025-04-20 10:30:00,0,"5,575","6,516"
2025-04-20 10:25:00,0,"5,602","7,116"
2025-04-20 10:20:00,0,"5,663","6,011"
2025-04-20 10:15:00,0,"6,055","8,51"
2025-04-20 10:10:00,0,"5,645","11,183"
2025-04-20 10:05:00,0,"5,664","7,036"
2025-04-20 10:00:00,0,"5,746","5,791"
2025-04-20 09:55:00,0,"5,951","8,27"
2025-04-20 09:50:00,0,"5,656","13,304"
2025-04-20 09:45:00,0,"5,771","7,475"
2025-04-20 09:40:00,0,"5,574","7,585"
2025-04-20 09:35:00,0,"5,561","5,825"
2025-04-20 09:30:00,0,"5,514","8,238"
2025-04-20 09:25:00,0,"5,623","10,385"
2025-04-20 09:20:00,0,"5,743","7,21"
2025-04-20 09:15:00,0,"5,734","7,108"
2025-04-20 09:10:00,0,"5,82","5,573"
2025-04-20 09:05:00,0,"5,686","9,516"
2025-04-20 09:00:00,0,"5,893","11,682"
2025-04-20 08:55:00,0,"5,716","5,647"
2025-04-20 08:50:00,0,"5,602","5,851"
2025-04-20 08:45:00,0,"5,665","8,464"
2025-04-20 08:40:00,0,"5,98","7,699"
2025-04-20 08:35:00,0,"5,662","5,729"
2025-04-20 08:30:00,0,"5,622","7,888"
2025-04-20 08:25:00,0,"5,564","6,083"
2025-04-20 08:20:00,0,"5,549","8,18"
2025-04-20 08:15:00,0,"5,539","11,086"
2025-04-20 08:10:00,0,"5,73","7,272"
2025-04-20 08:05:00,0,"5,611","5,959"
2025-04-20 08:00:00,0,"5,837","8,788"
2025-04-20 07:55:00,0,"5,64","9,209"
2025-04-20 07:50:00,0,"5,585","6,132"
2025-04-20 07:45:00,0,"5,694","5,73"
2025-04-20 07:40:00,0,"5,784","9,176"
2025-04-20 07:35:00,0,"5,722","10,133"
2025-04-20 07:30:00,0,"5,593","7,414"
2025-04-20 07:25:00,0,"5,656","5,612"
2025-04-20 07:20:00,0,"5,707","8,32"
2025-04-20 07:15:00,0,"5,747","7,801"
2025-04-20 07:10:00,0,"5,772","5,838"
2025-04-20 07:05:00,0,"5,788","7,427"
2025-04-20 07:00:00,0,"5,718","6,204"
2025-04-20 06:55:00,0,"5,814","7,441"
2025-04-20 06:50:00,0,"5,708","8,852"
2025-04-20 06:45:00,0,"5,726","10,702"
2025-04-20 06:40:00,0,"5,827","5,482"
2025-04-20 06:35:00,0,"6,011","6,265"
2025-04-20 06:30:00,0,"5,754","8,632"
2025-04-20 06:25:00,0,"6,03","7,097"
2025-04-20 06:20:00,0,"5,747","5,507"
2025-04-20 06:15:00,0,"5,67","7,451"
2025-04-20 06:10:00,0,"5,684","7,517"
2025-04-20 06:05:00,0,"5,881","8,404"
2025-04-20 06:00:00,0,"5,9","10,141"
2025-04-20 05:55:00,0,"5,786","7,886"
2025-04-20 05:50:00,0,"5,682","5,762"
2025-04-20 05:45:00,0,"5,64","5,74"
2025-04-20 05:40:00,0,"5,628","10,525"
2025-04-20 05:35:00,0,"5,893","9,205"
2025-04-20 05:30:00,0,"5,754","5,549"
2025-04-20 05:25:00,0,"5,818","7,234"
2025-04-20 05:20:00,0,"5,956","5,62"
2025-04-20 05:15:00,0,"5,798","10,067"
2025-04-20 05:10:00,0,"5,986","9,676"
2025-04-20 05:05:00,0,"5,894","5,672"
2025-04-20 05:00:00,0,"5,605","5,993"
2025-04-20 04:55:00,0,"5,708","7,423"
2025-04-20 04:50:00,0,"5,791","10,657"
2025-04-20 04:45:00,0,"5,71","8,878"
2025-04-20 04:40:00,0,"5,81","5,582"
2025-04-20 04:35:00,0,"5,798","7,06"
2025-04-20 04:30:00,0,"5,626","7,772"
2025-04-20 04:25:00,0,"5,659","7,192"
2025-04-20 04:20:00,0,"5,663","7,841"
2025-04-20 04:15:00,0,"5,656","6,221"
2025-04-20 04:10:00,0,"5,786","5,422"
2025-04-20 04:05:00,0,"5,969","8,35"
2025-04-20 04:00:00,0,"6,136","11,579"
2025-04-20 03:55:00,0,"5,768","7,704"
2025-04-20 03:50:00,0,"5,834","5,593"
2025-04-20 03:45:00,0,"5,774","7,937"
2025-04-20 03:40:00,0,"5,737","7,948"
2025-04-20 03:35:00,0,"5,939","6,025"
2025-04-20 03:30:00,0,"5,792","7,822"
2025-04-20 03:25:00,0,"5,752","6,17"
2025-04-20 03:20:00,0,"5,947","7,562"
2025-04-20 03:15:00,0,"5,761","9,311"
2025-04-20 03:10:00,0,"5,676","9,954"
2025-04-20 03:05:00,0,"5,832","5,5"
2025-04-20 03:00:00,0,"5,66","7,272"
2025-04-20 02:55:00,0,"5,713","8,326"
2025-04-20 02:50:00,0,"5,804","6,319"
2025-04-20 02:45:00,0,"5,738","5,849"
2025-04-20 02:40:00,0,"6,296","7,831"
2025-04-20 02:35:00,0,"5,867","7,541"
2025-04-20 02:30:00,0,"5,851","8,4"
2025-04-20 02:25:00,0,"5,657","10,795"
2025-04-20 02:20:00,0,"5,599","6,448"
2025-04-20 02:15:00,0,"5,66","5,542"
2025-04-20 02:10:00,0,"5,725","8,707"
2025-04-20 02:05:00,0,"5,676","8,1"
2025-04-20 02:00:00,0,"6,058","5,558"
2025-04-20 01:55:00,0,"5,69","6,211"
2025-04-20 01:50:00,0,"5,743","8,879"
2025-04-20 01:45:00,0,"5,862","8,462"
2025-04-20 01:40:00,0,"5,814","8,924"
2025-04-20 01:35:00,0,"5,821","9,556"
2025-04-20 01:30:00,0,"5,99","5,438"
2025-04-20 01:25:00,0,"5,724","7,138"
2025-04-20 01:20:00,0,"6,106","8,888"
2025-04-20 01:15:00,0,"5,752","6,571"
2025-04-20 01:10:00,0,"5,765","5,626"
2025-04-20 01:05:00,0,"5,707","6,251"
2025-04-20 01:00:00,0,"5,916","11,087"
2025-04-20 00:55:00,0,"5,735","8,503"
2025-04-20 00:50:00,0,"5,72","6,293"
2025-04-20 00:45:00,0,"5,758","7,704"
2025-04-20 00:40:00,0,"5,861","6,348"
2025-04-20 00:35:00,0,"5,734","10,992"
2025-04-20 00:30:00,0,"5,824","6,474"
2025-04-20 00:25:00,0,"5,646","8,074"
2025-04-20 00:20:00,0,"5,743","6,13"
2025-04-20 00:15:00,0,"5,777","8,042"
2025-04-20 00:10:00,0,"5,774","10,588"
2025-04-20 00:05:00,0,"5,766","7,373"
2025-04-20 00:00:00,0,"6,044","6,558"
2025-04-19 23:55:00,0,"6,154","5,576"
2025-04-19 23:50:00,0,"5,818","9,994"
2025-04-19 23:45:00,0,"5,936","9,556"
2025-04-19 23:40:00,0,"5,84","5,65"
2025-04-19 23:35:00,0,"5,621","5,61"
2025-04-19 23:30:00,0,"5,58","8,916"
2025-04-19 23:25:00,0,"5,729","10,998"
2025-04-19 23:20:00,0,"5,62","5,431"
2025-04-19 23:15:00,0,"5,735","7,622"
2025-04-19 23:10:00,0,"5,644","5,633"
2025-04-19 23:05:00,0,"5,713","8,792"
2025-04-19 23:00:00,0,"5,686","9,881"
2025-04-19 22:55:00,0,"5,964","7,298"
2025-04-19 22:50:00,0,"5,873","6,934"
2025-04-19 22:45:00,0,"5,914","5,82"
2025-04-19 22:40:00,0,"5,762","9,456"
2025-04-19 22:35:00,0,"6,175","10,652"
2025-04-19 22:30:00,0,"5,676","5,464"
2025-04-19 22:25:00,0,"5,882","5,521"
2025-04-19 22:20:00,0,"5,659","8,996"
2025-04-19 22:15:00,0,"5,665","10,814"
2025-04-19 22:10:00,0,"5,617","5,586"
2025-04-19 22:05:00,0,"5,638","8,593"
2025-04-19 22:00:00,0,"5,652","5,882"
2025-04-19 21:55:00,0,"6,119","8,476"
2025-04-19 21:50:00,0,"5,95","11,736"
2025-04-19 21:45:00,0,"5,849","5,621"
2025-04-19 21:40:00,0,"5,77","5,93"
2025-04-19 21:35:00,0,"5,778","6,672"
2025-04-19 21:30:00,0,"5,771","11,219"
2025-04-19 21:25:00,0,"5,849","7,535"
2025-04-19 21:20:00,0,"5,87","6,764"
2025-04-19 21:15:00,0,"6,274","6,508"
2025-04-19 21:10:00,0,"5,807","7,123"
2025-04-19 21:05:00,0,"5,754","11,435"
2025-04-19 21:00:00,0,"5,849","5,953"
2025-04-19 20:55:00,0,"5,836","7,45"
2025-04-19 20:50:00,0,"5,962","5,578"
2025-04-19 20:45:00,0,"5,683","9,372"
2025-04-19 20:40:00,0,"5,672","9,562"
2025-04-19 20:35:00,0,"5,728","8,231"
2025-04-19 20:30:00,0,"5,891","5,851"
2025-04-19 20:25:00,0,"5,705","5,59"
2025-04-19 20:20:00,0,"5,886","11,399"
2025-04-19 20:15:00,0,"5,701","8,555"
2025-04-19 20:10:00,0,"5,75","5,624"
2025-04-19 20:05:00,0,"5,837","5,71"
2025-04-19 20:00:00,0,"5,795","9,985"
2025-04-19 19:55:00,0,"6,004","9,608"
2025-04-19 19:50:00,0,"6,16","6,294"
2025-04-19 19:45:00,0,"5,659","7,223"
2025-04-19 19:40:00,0,"5,647","6,437"
2025-04-19 19:35:00,0,"5,647","10,726"
2025-04-19 19:30:00,0,"5,647","7,626"
2025-04-19 19:25:00,0,"5,648","7,834"
2025-04-19 19:20:00,0,"5,698","6,114"
2025-04-19 19:15:00,0,"6,013","7,343"
2025-04-19 19:10:00,0,"5,978","11,472"
2025-04-19 19:05:00,0,"5,735","6,341"
2025-04-19 19:00:00,0,"5,713","8,214"
2025-04-19 18:55:00,0,"5,668","5,742"
2025-04-19 18:50:00,0,"5,63","8,861"
2025-04-19 18:45:00,0,"5,825","11,303"
2025-04-19 18:40:00,0,"5,724","5,476"
2025-04-19 18:35:00,0,"6,029","5,638"
2025-04-19 18:30:00,0,"5,921","8,977"
