Date,Consumption [kW],Production [kW],Always on [kW],Import [kW],Export [kW]
2025-07-01 19:15:00,"20,481","-0,019","4,337","20,5",0
2025-07-01 19:10:00,"19,761","-0,019","4,337","19,78",0
2025-07-01 19:05:00,"20,517","-0,019","4,337","20,535",0
2025-07-01 19:00:00,"20,664","-0,019","4,337","20,683",0
2025-07-01 18:55:00,"21,967","-0,019","4,337","21,985",0
2025-07-01 18:50:00,"21,725","-0,019","4,337","21,744",0
2025-07-01 18:45:00,"21,028","-0,019","4,337","21,046",0
2025-07-01 18:40:00,"21,194","-0,019","4,337","21,213",0
2025-07-01 18:35:00,"21,486","-0,018","4,337","21,505",0
2025-07-01 18:30:00,"21,704","-0,018","4,337","21,723",0
2025-07-01 18:25:00,"21,169","-0,018","4,337","21,187",0
2025-07-01 18:20:00,"21,437","-0,015","4,337","21,452",0
2025-07-01 18:15:00,"20,506","-0,013","4,337","20,519",0
2025-07-01 18:10:00,"22,927","-0,044","4,337","22,971",0
2025-07-01 18:05:00,"21,738","-0,043","4,337","21,78",0
2025-07-01 18:00:00,"22,933","0,012","4,337","22,922",0
2025-07-01 17:55:00,"22,824","0,016","4,337","22,808",0
2025-07-01 17:50:00,"22,857","0,019","4,337","22,838",0
2025-07-01 17:45:00,"24,436","0,007","4,337","24,43",0
2025-07-01 17:40:00,"24,612","0,042","4,337","24,57",0
2025-07-01 17:35:00,"24,961","0,101","4,337","24,86",0
2025-07-01 17:30:00,"24,445","0,107","4,337","24,338",0
2025-07-01 17:25:00,"25,856","0,134","4,337","25,722",0
2025-07-01 17:20:00,"27,435","0,155","4,337","27,281",0
2025-07-01 17:15:00,"25,581","0,167","4,337","25,413",0
2025-07-01 17:10:00,"26,72","0,208","4,337","26,512",0
2025-07-01 17:05:00,"30,274","0,323","4,337","29,951",0
2025-07-01 17:00:00,"36,819","0,439","4,337","36,379",0
2025-07-01 16:55:00,"35,297","0,584","4,337","34,713",0
2025-07-01 16:50:00,"34,89","0,744","4,337","34,146",0
2025-07-01 16:45:00,"31,721","0,938","4,337","30,783",0
2025-07-01 16:40:00,"34,512","1,169","4,337","33,342",0
2025-07-01 16:35:00,"35,391","1,332","4,337","34,059",0
2025-07-01 16:30:00,"34,438","1,549","4,337","32,889",0
2025-07-01 16:25:00,"34,286","2,039","4,337","32,247",0
2025-07-01 16:20:00,"36,055","2,607","4,337","33,449",0
2025-07-01 16:15:00,"36,581","2,951","4,337","33,63",0
2025-07-01 16:10:00,"36,635","3,074","4,337","33,562",0
2025-07-01 16:05:00,"37,804","3,572","4,337","34,232",0
2025-07-01 16:00:00,"39,176","4,722","4,337","34,455",0
2025-07-01 15:55:00,"41,482","5,318","4,337","36,164",0
2025-07-01 15:50:00,"38,595","5,967","4,337","32,628",0
2025-07-01 15:45:00,"41,484","6,96","4,337","34,523",0
2025-07-01 15:40:00,"44,713","8,836","4,337","35,877",0
2025-07-01 15:35:00,"44,862","9,238","4,337","35,623",0
2025-07-01 15:30:00,"45,913","9,284","4,337","36,629",0
2025-07-01 15:25:00,"46,742","10,052","4,337","36,689",0
2025-07-01 15:20:00,"46,641","10,264","4,337","36,377",0
2025-07-01 15:15:00,"47,319","10,849","4,337","36,47",0
2025-07-01 15:10:00,"47,88","10,73","4,337","37,15",0
2025-07-01 15:05:00,"53,231","10,794","4,337","42,437",0
2025-07-01 15:00:00,"48,731","7,825","4,337","40,905",0
2025-07-01 14:55:00,"49,237","8,418","4,337","40,818",0
2025-07-01 14:50:00,"50,55","9,959","4,337","40,591",0
2025-07-01 14:45:00,"46,701","5,257","4,337","41,444",0
2025-07-01 14:40:00,"51,265","10,579","4,337","40,685",0
2025-07-01 14:35:00,"54,332","14,078","4,337","40,254",0
2025-07-01 14:30:00,"51,476","14,164","4,337","37,311",0
2025-07-01 14:25:00,"53,272","13,213","4,337","40,059",0
2025-07-01 14:20:00,"51,193","10,559","4,337","40,634",0
2025-07-01 14:15:00,"46,06","7,805","4,337","38,255",0
2025-07-01 14:10:00,"49,965","11,711","4,337","38,254",0
2025-07-01 14:05:00,"49,528","12,435","4,337","37,093",0
2025-07-01 14:00:00,"45,4","10,01","4,337","35,39",0
2025-07-01 13:55:00,"46,713","10,938","4,337","35,775",0
2025-07-01 13:50:00,"45,392","11,654","4,337","33,738",0
2025-07-01 13:45:00,"45,802","11,776","4,337","34,027",0
2025-07-01 13:40:00,"45,863","11,844","4,337","34,02",0
2025-07-01 13:35:00,"46,133","12,292","4,337","33,841",0
2025-07-01 13:30:00,"48,321","13,352","4,337","34,969",0
2025-07-01 13:25:00,"50,09","13,977","4,337","36,114",0
2025-07-01 13:20:00,"50,716","13,738","4,337","36,978",0
2025-07-01 13:15:00,"46,273","12,242","4,337","34,032",0
2025-07-01 13:10:00,"47,147","12,232","4,337","34,914",0
2025-07-01 13:05:00,"50,641","13,714","4,337","36,928",0
2025-07-01 13:00:00,"49,53","14,965","4,337","34,565",0
2025-07-01 12:55:00,"49,412","14,822","4,337","34,59",0
2025-07-01 12:50:00,"51,091","16,146","4,337","34,945",0
2025-07-01 12:45:00,"51,613","15,656","4,337","35,957",0
2025-07-01 12:40:00,"53,951","16,521","4,337","37,43",0
2025-07-01 12:35:00,"52,59","15,201","4,337","37,389",0
2025-07-01 12:30:00,"55,119","15,774","4,337","39,344",0
2025-07-01 12:25:00,"59,017","16,158","4,337","42,859",0
2025-07-01 12:20:00,"55,524","16,442","4,337","39,082",0
2025-07-01 12:15:00,"51,544","16,093","4,337","35,451",0
2025-07-01 12:10:00,"52,794","16,257","4,337","36,537",0
2025-07-01 12:05:00,"54,201","15,377","4,337","38,823",0
2025-07-01 12:00:00,"54,285","13,232","4,337","41,053",0
2025-07-01 11:55:00,"54,432","13,901","4,337","40,531",0
2025-07-01 11:50:00,"53,961","15,465","4,337","38,497",0
2025-07-01 11:45:00,"54,288","14,188","4,337","40,1",0
2025-07-01 11:40:00,"52,935","13,202","4,337","39,733",0
2025-07-01 11:35:00,"53,153","12,768","4,337","40,386",0
2025-07-01 11:30:00,"55,701","14,858","4,337","40,843",0
2025-07-01 11:25:00,"56,473","15,882","4,337","40,591",0
2025-07-01 11:20:00,"58,796","16,452","4,337","42,344",0
2025-07-01 11:15:00,"59,369","15,266","4,337","44,104",0
2025-07-01 11:10:00,"56,528","14,791","4,337","41,737",0
2025-07-01 11:05:00,"59,894","14,139","4,337","45,754",0
2025-07-01 11:00:00,"62,642","13,968","4,337","48,674",0
2025-07-01 10:55:00,"60,433","11,861","4,337","48,572",0
2025-07-01 10:50:00,"57,452","11,762","4,337","45,69",0
2025-07-01 10:45:00,"56,866","11,747","4,337","45,119",0
2025-07-01 10:40:00,"57,606","13,199","4,337","44,407",0
2025-07-01 10:35:00,"55,815","11,851","4,337","43,964",0
2025-07-01 10:30:00,"53,329","10,692","4,337","42,638",0
2025-07-01 10:25:00,"52,414","10,093","4,337","42,321",0
2025-07-01 10:20:00,"53,555","10,38","4,337","43,175",0
2025-07-01 10:15:00,"45,553","4,144","4,337","41,409",0
2025-07-01 10:10:00,"49,183","4,321","4,337","44,862",0
2025-07-01 10:05:00,"60,434","12,512","4,337","47,923",0
2025-07-01 10:00:00,"51,616","5,957","4,337","45,659",0
2025-07-01 09:55:00,"50,741","5,55","4,337","45,19",0
2025-07-01 09:50:00,"50,073","4,032","4,337","46,041",0
2025-07-01 09:45:00,"59,774","12,16","4,337","47,613",0
2025-07-01 09:40:00,"55,46","12,998","4,337","42,462",0
2025-07-01 09:35:00,"49,425","11,646","4,337","37,779",0
2025-07-01 09:30:00,"45,002","10,741","4,337","34,261",0
2025-07-01 09:25:00,"46,177","9,732","4,337","36,445",0
2025-07-01 09:20:00,"38,287","2,619","4,337","35,669",0
2025-07-01 09:15:00,"40,08","4,385","4,337","35,695",0
2025-07-01 09:10:00,"37,754","2,606","4,337","35,148",0
2025-07-01 09:05:00,"37,271","2,453","4,337","34,818",0
2025-07-01 09:00:00,"40,485","5,576","4,337","34,909",0
2025-07-01 08:55:00,"41,75","7,185","4,337","34,565",0
2025-07-01 08:50:00,"40,324","6,592","4,337","33,732",0
2025-07-01 08:45:00,"43,732","5,662","4,337","38,069",0
2025-07-01 08:40:00,"39,777","5,662","4,337","34,114",0
2025-07-01 08:35:00,"43,874","7,685","4,337","36,19",0
2025-07-01 08:30:00,"45,007","6,78","4,337","38,228",0
2025-07-01 08:25:00,"36,574",3,"4,337","33,575",0
2025-07-01 08:20:00,"37,981","6,982","4,337","30,998",0
2025-07-01 08:15:00,"32,648","3,762","4,337","28,886",0
2025-07-01 08:10:00,"36,019","5,508","4,337","30,511",0
2025-07-01 08:05:00,"37,28","6,655","4,337","30,625",0
2025-07-01 08:00:00,"35,16","6,627","4,337","28,533",0
2025-07-01 07:55:00,"31,783","6,505","4,337","25,278",0
2025-07-01 07:50:00,"27,58","6,682","4,337","20,898",0
2025-07-01 07:45:00,"28,717","6,297","4,337","22,42",0
2025-07-01 07:40:00,"28,639","5,861","4,337","22,778",0
2025-07-01 07:35:00,"27,011","4,819","4,337","22,191",0
2025-07-01 07:30:00,"23,612","4,333","4,337","19,279",0
2025-07-01 07:25:00,"22,245","4,034","4,337","18,211",0
2025-07-01 07:20:00,"18,566","3,63","4,337","14,935",0
2025-07-01 07:15:00,"18,844","3,455","4,337","15,389",0
2025-07-01 07:10:00,"18,494","3,3","4,337","15,194",0
2025-07-01 07:05:00,"16,744","3,035","4,337","13,71",0
2025-07-01 07:00:00,"17,806","2,698","4,337","15,108",0
2025-07-01 06:55:00,"15,427","2,378","3,606","13,049",0
2025-07-01 06:50:00,"13,052","1,609","3,594","11,443",0
2025-07-01 06:45:00,"12,896","1,686","3,594","11,209",0
2025-07-01 06:40:00,"13,37","1,669","3,594","11,701",0
2025-07-01 06:35:00,"11,373","1,12","3,594","10,253",0
2025-07-01 06:30:00,"10,056","0,83","3,594","9,226",0
2025-07-01 06:25:00,"9,738","0,526","3,594","9,213",0
2025-07-01 06:20:00,"11,372","0,458","3,594","10,914",0
2025-07-01 06:15:00,"14,298","0,397","3,594","13,9",0
2025-07-01 06:10:00,"15,119","0,409","3,594","14,711",0
2025-07-01 06:05:00,"11,508","0,304","3,594","11,204",0
2025-07-01 06:00:00,"7,804","0,215","3,594","7,589",0
2025-07-01 05:55:00,"7,602","0,17","3,581","7,432",0
2025-07-01 05:50:00,"7,644","0,096","3,581","7,548",0
2025-07-01 05:45:00,"7,476","0,022","3,581","7,454",0
2025-07-01 05:40:00,"6,578","-0,036","3,581","6,614",0
2025-07-01 05:35:00,"5,964","-0,012","3,581","5,976",0
2025-07-01 05:30:00,"7,186","-0,013","3,581","7,199",0
2025-07-01 05:25:00,"6,917","-0,015","3,581","6,932",0
2025-07-01 05:20:00,"6,491","-0,017","3,581","6,508",0
2025-07-01 05:15:00,"6,349","-0,018","3,581","6,366",0
2025-07-01 05:10:00,"6,856","-0,018","3,581","6,874",0
2025-07-01 05:05:00,"7,33","-0,018","3,581","7,348",0
2025-07-01 05:00:00,"7,288","-0,018","3,581","7,306",0
2025-07-01 04:55:00,"7,823","-0,018","3,581","7,841",0
2025-07-01 04:50:00,"8,243","-0,018","3,581","8,261",0
2025-07-01 04:45:00,"8,111","-0,018","3,581","8,129",0
2025-07-01 04:40:00,"7,89","-0,018","3,581","7,908",0
2025-07-01 04:35:00,"8,268","-0,018","3,581","8,286",0
2025-07-01 04:30:00,"7,914","-0,018","3,581","7,932",0
2025-07-01 04:25:00,"7,605","-0,018","3,581","7,622",0
2025-07-01 04:20:00,"7,8","-0,018","3,581","7,818",0
2025-07-01 04:15:00,"7,684","-0,018","3,581","7,702",0
2025-07-01 04:10:00,"8,375","-0,018","3,581","8,393",0
2025-07-01 04:05:00,"8,34","-0,018","3,581","8,358",0
2025-07-01 04:00:00,"7,76","-0,018","3,581","7,778",0
2025-07-01 03:55:00,"6,177","-0,018","3,581","6,195",0
2025-07-01 03:50:00,"5,843","-0,018","3,581","5,861",0
2025-07-01 03:45:00,"5,784","-0,018","3,581","5,801",0
2025-07-01 03:40:00,"5,631","-0,018","3,581","5,649",0
2025-07-01 03:35:00,"6,263","-0,018","3,581","6,281",0
2025-07-01 03:30:00,"7,334","-0,019","3,581","7,353",0
2025-07-01 03:25:00,"7,606","-0,019","3,581","7,625",0
2025-07-01 03:20:00,"7,676","-0,019","3,581","7,695",0
2025-07-01 03:15:00,"9,333","-0,019","3,581","9,352",0
2025-07-01 03:10:00,"7,853","-0,019","3,581","7,871",0
2025-07-01 03:05:00,"7,508","-0,019","3,581","7,527",0
2025-07-01 03:00:00,"7,566","-0,019","3,581","7,584",0
2025-07-01 02:55:00,"7,459","-0,019","3,581","7,478",0
2025-07-01 02:50:00,"7,161","-0,019","3,581","7,179",0
2025-07-01 02:45:00,"6,602","-0,019","3,581","6,621",0
2025-07-01 02:40:00,"6,443","-0,019","3,581","6,461",0
2025-07-01 02:35:00,"6,141","-0,019","3,581","6,159",0
2025-07-01 02:30:00,"6,194","-0,019","3,581","6,213",0
2025-07-01 02:25:00,"5,798","-0,019","3,581","5,817",0
2025-07-01 02:20:00,"5,871","-0,018","3,581","5,889",0
2025-07-01 02:15:00,"5,641","-0,018","3,581","5,659",0
2025-07-01 02:10:00,"5,81","-0,018","3,581","5,828",0
2025-07-01 02:05:00,"5,996","-0,018","3,581","6,014",0
2025-07-01 02:00:00,"5,776","-0,018","3,581","5,794",0
2025-07-01 01:55:00,"5,826","-0,018","3,581","5,844",0
2025-07-01 01:50:00,"5,889","-0,018","3,581","5,908",0
2025-07-01 01:45:00,"6,027","-0,018","3,581","6,045",0
2025-07-01 01:40:00,"5,87","-0,018","3,581","5,888",0
2025-07-01 01:35:00,"6,086","-0,018","3,581","6,104",0
2025-07-01 01:30:00,"5,958","-0,018","3,581","5,977",0
2025-07-01 01:25:00,"6,293","-0,018","3,581","6,312",0
2025-07-01 01:20:00,"6,039","-0,018","3,581","6,057",0
2025-07-01 01:15:00,"5,922","-0,018","3,581","5,94",0
2025-07-01 01:10:00,"5,895","-0,018","3,581","5,913",0
2025-07-01 01:05:00,"6,085","-0,018","3,581","6,103",0
2025-07-01 01:00:00,"5,866","-0,018","3,581","5,885",0
2025-07-01 00:55:00,"6,095","-0,018","3,581","6,113",0
2025-07-01 00:50:00,"6,248","-0,018","3,581","6,267",0
2025-07-01 00:45:00,"5,97","-0,018","3,581","5,988",0
2025-07-01 00:40:00,"6,262","-0,018","3,581","6,28",0
2025-07-01 00:35:00,"6,235","-0,018","3,581","6,253",0
2025-07-01 00:30:00,"6,048","-0,018","3,581","6,066",0
2025-07-01 00:25:00,"5,833","-0,019","3,581","5,851",0
2025-07-01 00:20:00,"5,797","-0,019","3,581","5,816",0
2025-07-01 00:15:00,"5,827","-0,019","3,581","5,845",0
2025-07-01 00:10:00,"6,235","-0,018","3,581","6,254",0
2025-07-01 00:05:00,"6,349","-0,018","3,581","6,368",0
2025-07-01 00:00:00,"6,165","-0,019","3,581","6,183",0
2025-06-30 23:55:00,"6,341","-0,018","3,581","6,359",0
2025-06-30 23:50:00,"6,293","-0,018","3,581","6,311",0
2025-06-30 23:45:00,"6,542","-0,018","3,581","6,561",0
2025-06-30 23:40:00,"6,344","-0,018","3,581","6,362",0
2025-06-30 23:35:00,"6,356","-0,018","3,581","6,374",0
2025-06-30 23:30:00,"6,403","-0,018","3,581","6,421",0
2025-06-30 23:25:00,"6,182","-0,018","3,581","6,2",0
2025-06-30 23:20:00,"7,055","-0,018","3,581","7,073",0
2025-06-30 23:15:00,"6,972","-0,018","3,581","6,991",0
2025-06-30 23:10:00,"7,075","-0,018","3,581","7,093",0
2025-06-30 23:05:00,"7,022","-0,018","3,581","7,04",0
2025-06-30 23:00:00,"7,094","-0,018","3,581","7,112",0
2025-06-30 22:55:00,"7,075","-0,018","3,581","7,094",0
2025-06-30 22:50:00,"7,087","-0,018","3,581","7,105",0
2025-06-30 22:45:00,"5,801","-0,018","3,581","5,819",0
2025-06-30 22:40:00,"5,848","-0,018","3,581","5,867",0
2025-06-30 22:35:00,"5,723","-0,018","3,581","5,741",0
2025-06-30 22:30:00,"5,833","-0,018","3,581","5,851",0
2025-06-30 22:25:00,"5,986","-0,018","3,581","6,004",0
2025-06-30 22:20:00,"5,868","-0,018","3,581","5,887",0
2025-06-30 22:15:00,"6,048","-0,018","3,581","6,066",0
2025-06-30 22:10:00,"6,184","-0,018","3,581","6,202",0
2025-06-30 22:05:00,"6,35","-0,018","3,581","6,368",0
2025-06-30 22:00:00,"6,359","-0,018","3,581","6,377",0
2025-06-30 21:55:00,"6,264","-0,018","3,581","6,282",0
2025-06-30 21:50:00,"6,241","-0,018","3,581","6,259",0
2025-06-30 21:45:00,"7,276","-0,018","3,581","7,294",0
2025-06-30 21:40:00,"7,25","-0,018","3,581","7,268",0
2025-06-30 21:35:00,"7,611","-0,018","3,581","7,629",0
2025-06-30 21:30:00,"7,189","-0,018","3,581","7,207",0
2025-06-30 21:25:00,"6,174","-0,018","3,581","6,192",0
2025-06-30 21:20:00,"6,143","-0,018","3,581","6,161",0
2025-06-30 21:15:00,"6,013","-0,018","3,581","6,031",0
2025-06-30 21:10:00,"6,344","-0,018","3,581","6,362",0
2025-06-30 21:05:00,"6,557","-0,018","3,581","6,575",0
2025-06-30 21:00:00,"6,379","-0,018","3,581","6,397",0
2025-06-30 20:55:00,"6,302","-0,018","3,581","6,32",0
2025-06-30 20:50:00,"6,458","-0,018","3,581","6,476",0
2025-06-30 20:45:00,"6,666","-0,018","3,581","6,684",0
2025-06-30 20:40:00,"6,545","-0,018","3,581","6,563",0
2025-06-30 20:35:00,"6,959","-0,018","3,581","6,978",0
2025-06-30 20:30:00,"6,978","-0,019","3,581","6,996",0
2025-06-30 20:25:00,"11,253","-0,019","3,581","11,272",0
2025-06-30 20:20:00,"13,161","-0,019","3,581","13,179",0
2025-06-30 20:15:00,"12,462","-0,019","3,581","12,481",0
2025-06-30 20:10:00,"13,038","-0,019","3,581","13,057",0
2025-06-30 20:05:00,"13,286","-0,019","3,581","13,305",0
2025-06-30 20:00:00,"15,862","-0,019","3,581","15,88",0
2025-06-30 19:55:00,"16,843","-0,019","3,581","16,862",0
2025-06-30 19:50:00,"17,225","-0,019","3,581","17,243",0
2025-06-30 19:45:00,"16,816","-0,019","3,581","16,834",0
2025-06-30 19:40:00,"21,91","-0,019","3,581","21,929",0
2025-06-30 19:35:00,"22,592","-0,018","3,581","22,61",0
2025-06-30 19:30:00,"20,515","-0,018","3,581","20,533",0
2025-06-30 19:25:00,"18,037","-0,018","3,581","18,055",0
2025-06-30 19:20:00,"17,66","-0,018","3,581","17,678",0
2025-06-30 19:15:00,"19,533","-0,018","3,581","19,552",0
2025-06-30 19:10:00,"18,001","-0,018","3,581","18,019",0
2025-06-30 19:05:00,"18,091","-0,018","3,581","18,109",0
2025-06-30 19:00:00,"20,078","-0,018","3,581","20,096",0
2025-06-30 18:55:00,"21,507","-0,018","3,581","21,526",0
2025-06-30 18:50:00,"20,808","-0,018","3,581","20,826",0
2025-06-30 18:45:00,"21,82","-0,018","3,581","21,838",0
2025-06-30 18:40:00,"20,406","-0,018","3,581","20,425",0
2025-06-30 18:35:00,"20,089","-0,018","3,581","20,108",0
2025-06-30 18:30:00,"20,49","-0,018","3,581","20,508",0
2025-06-30 18:25:00,"21,011","-0,018","3,581","21,029",0
2025-06-30 18:20:00,"21,327","-0,018","3,581","21,345",0
2025-06-30 18:15:00,"25,5","-0,017","3,581","25,517",0
2025-06-30 18:10:00,"24,829","-0,015","3,581","24,845",0
2025-06-30 18:05:00,"23,696","-0,014","3,581","23,711",0
2025-06-30 18:00:00,"22,333","-0,012","3,581","22,345",0
2025-06-30 17:55:00,"22,183","-0,012","3,581","22,194",0
2025-06-30 17:50:00,"22,886","-0,012","3,581","22,897",0
2025-06-30 17:45:00,"23,794","-0,012","3,581","23,805",0
2025-06-30 17:40:00,"21,627","-0,037","3,581","21,664",0
2025-06-30 17:35:00,"22,574","-0,105","3,581","22,679",0
2025-06-30 17:30:00,"23,878","-0,082","3,581","23,96",0
2025-06-30 17:25:00,"25,31","-0,07","3,581","25,38",0
2025-06-30 17:20:00,"24,727","-0,057","3,581","24,784",0
2025-06-30 17:15:00,"23,728","-0,042","3,581","23,77",0
2025-06-30 17:10:00,"25,726","-0,037","3,581","25,763",0
2025-06-30 17:05:00,"29,693","-0,018","3,581","29,712",0
2025-06-30 17:00:00,"31,958","0,059","3,581","31,899",0
2025-06-30 16:55:00,"32,825","0,092","3,581","32,733",0
2025-06-30 16:50:00,"31,762","0,137","3,581","31,625",0
2025-06-30 16:45:00,"32,266","0,169","3,581","32,097",0
2025-06-30 16:40:00,"34,656","0,195","3,581","34,461",0
2025-06-30 16:35:00,"34,572","0,201","3,581","34,371",0
2025-06-30 16:30:00,"33,508","0,198","3,581","33,311",0
2025-06-30 16:25:00,"33,999","0,259","3,581","33,739",0
2025-06-30 16:20:00,"33,325","0,309","3,581","33,016",0
2025-06-30 16:15:00,"33,037","0,325","3,581","32,712",0
2025-06-30 16:10:00,"33,41","0,299","3,581","33,111",0
2025-06-30 16:05:00,"33,381","0,297","3,581","33,085",0
2025-06-30 16:00:00,"33,791","0,366","3,581","33,425",0
2025-06-30 15:55:00,32,"0,535","3,581","31,465",0
2025-06-30 15:50:00,"31,568","0,563","3,581","31,005",0
2025-06-30 15:45:00,"32,911","0,476","3,581","32,435",0
2025-06-30 15:40:00,"34,638","0,375","3,581","34,263",0
2025-06-30 15:35:00,"33,487","0,581","3,581","32,906",0
2025-06-30 15:30:00,"33,548","0,801","3,581","32,747",0
2025-06-30 15:25:00,"31,558","0,821","3,581","30,737",0
2025-06-30 15:20:00,"35,402","0,833","3,581","34,569",0
2025-06-30 15:15:00,"35,235","0,83","3,581","34,404",0
2025-06-30 15:10:00,"35,566","0,789","3,581","34,777",0
2025-06-30 15:05:00,"34,183","0,605","3,581","33,578",0
2025-06-30 15:00:00,"31,862","0,523","3,581","31,34",0
2025-06-30 14:55:00,"35,458","0,559","3,581","34,899",0
2025-06-30 14:50:00,"33,177","0,774","3,581","32,403",0
2025-06-30 14:45:00,"34,269","1,648","3,581","32,621",0
2025-06-30 14:40:00,"36,398","2,972","3,581","33,426",0
2025-06-30 14:35:00,"37,416","3,026","3,581","34,39",0
2025-06-30 14:30:00,"39,805","2,241","3,581","37,564",0
2025-06-30 14:25:00,"42,576","3,1","3,581","39,476",0
2025-06-30 14:20:00,"42,071","4,118","3,581","37,952",0
2025-06-30 14:15:00,"45,96","9,556","3,581","36,404",0
2025-06-30 14:10:00,"41,433","5,504","3,581","35,929",0
2025-06-30 14:05:00,"41,639","3,75","3,581","37,889",0
2025-06-30 14:00:00,"39,899","3,645","3,581","36,254",0
2025-06-30 13:55:00,"40,628","3,919","3,581","36,71",0
2025-06-30 13:50:00,"41,942","4,099","3,581","37,844",0
2025-06-30 13:45:00,"43,699","4,669","3,581","39,03",0
2025-06-30 13:40:00,"46,41","6,633","3,581","39,778",0
2025-06-30 13:35:00,"49,355","11,086","3,581","38,269",0
2025-06-30 13:30:00,"55,94","15,591","3,581","40,349",0
2025-06-30 13:25:00,"58,315","15,782","3,581","42,533",0
2025-06-30 13:20:00,"59,379","15,192","3,581","44,187",0
2025-06-30 13:15:00,"58,292","15,814","3,581","42,477",0
2025-06-30 13:10:00,"62,507","15,907","3,581","46,6",0
2025-06-30 13:05:00,"62,371","14,622","3,581","47,748",0
2025-06-30 13:00:00,"55,748","8,325","3,581","47,424",0
2025-06-30 12:55:00,"61,476","15,827","3,581","45,649",0
2025-06-30 12:50:00,"60,346","16,104","3,581","44,243",0
2025-06-30 12:45:00,"57,191","16,283","3,581","40,908",0
2025-06-30 12:40:00,"55,742","14,115","3,581","41,627",0
2025-06-30 12:35:00,"51,347","7,485","3,581","43,862",0
2025-06-30 12:30:00,"56,484","9,762","3,581","46,722",0
2025-06-30 12:25:00,"60,496","10,39","3,581","50,107",0
2025-06-30 12:20:00,"63,574","15,821","3,581","47,753",0
