Date,Consumption [kW],Production [kW],Always on [kW],Import [kW],Export [kW]
2025-05-26 09:00:00,"66,334","11,521","4,157","54,814",0
2025-05-26 08:55:00,"64,899","12,472","4,157","52,427",0
2025-05-26 08:50:00,"66,606","11,553","4,157","55,053",0
2025-05-26 08:45:00,"59,658","5,055","4,157","54,603",0
2025-05-26 08:40:00,"63,668","11,658","4,157","52,011",0
2025-05-26 08:35:00,"61,738","10,655","4,157","51,084",0
2025-05-26 08:30:00,"67,54","10,505","4,157","57,035",0
2025-05-26 08:25:00,"66,977","10,588","4,157","56,389",0
2025-05-26 08:20:00,"64,069","9,707","4,157","54,362",0
2025-05-26 08:15:00,"63,386","10,047","4,157","53,339",0
2025-05-26 08:10:00,"58,01","9,73","4,157","48,28",0
2025-05-26 08:05:00,"57,123","9,107","4,157","48,017",0
2025-05-26 08:00:00,"57,625","8,468","4,157","49,157",0
2025-05-26 07:55:00,"54,234","8,78","4,157","45,454",0
2025-05-26 07:50:00,"40,555","8,206","4,157","32,349",0
2025-05-26 07:45:00,"31,112","7,762","4,157","23,351",0
2025-05-26 07:40:00,"24,754","7,367","4,157","17,387",0
2025-05-26 07:35:00,"24,447","7,011","4,157","17,436",0
2025-05-26 07:30:00,"24,756","6,706","4,157","18,05",0
2025-05-26 07:25:00,"27,515","6,329","4,157","21,186",0
2025-05-26 07:20:00,"24,977","6,043","4,157","18,934",0
2025-05-26 07:15:00,"22,675","5,682","4,157","16,993",0
2025-05-26 07:10:00,"20,407","5,317","4,157","15,089",0
2025-05-26 07:05:00,"20,103",5,"4,157","15,103",0
2025-05-26 07:00:00,"18,989","4,717","4,157","14,272",0
2025-05-26 06:55:00,"17,256","4,359","4,157","12,896",0
2025-05-26 06:50:00,"14,67","3,996","4,157","10,674",0
2025-05-26 06:45:00,"12,147","3,57","4,157","8,577",0
2025-05-26 06:40:00,"11,513","3,321","4,157","8,192",0
2025-05-26 06:35:00,"10,364","2,964","4,157","7,4",0
2025-05-26 06:30:00,"9,27","2,658","4,157","6,612",0
2025-05-26 06:25:00,"8,533","1,984","4,157","6,548",0
2025-05-26 06:20:00,"8,386","1,612","4,157","6,775",0
2025-05-26 06:15:00,"9,376","1,653","4,157","7,723",0
2025-05-26 06:10:00,"9,777","1,309","4,157","8,468",0
2025-05-26 06:05:00,"9,645","1,029","4,157","8,617",0
2025-05-26 06:00:00,"9,148","0,818","4,157","8,33",0
2025-05-26 05:55:00,"7,799","0,603","4,157","7,197",0
2025-05-26 05:50:00,"5,328","0,379","4,157","4,949",0
2025-05-26 05:45:00,"5,328","0,28","4,157","5,048",0
2025-05-26 05:40:00,"5,203","0,142","4,157","5,061",0
2025-05-26 05:35:00,"5,888","-0,024","4,157","5,912",0
2025-05-26 05:30:00,"5,712","-0,012","4,157","5,724",0
2025-05-26 05:25:00,"5,681","-0,014","4,157","5,695",0
2025-05-26 05:20:00,"6,135","-0,016","4,157","6,151",0
2025-05-26 05:15:00,"6,774","-0,018","4,157","6,792",0
2025-05-26 05:10:00,"6,4","-0,018","4,157","6,418",0
2025-05-26 05:05:00,"7,461","-0,018","4,157","7,479",0
2025-05-26 05:00:00,"29,133","-0,018","4,157","29,152",0
2025-05-26 04:55:00,"40,793","-0,018","4,157","40,811",0
2025-05-26 04:50:00,"42,003","-0,018","4,157","42,021",0
2025-05-26 04:45:00,"42,852","-0,018","4,157","42,87",0
2025-05-26 04:40:00,"29,44","-0,018","4,157","29,458",0
2025-05-26 04:35:00,"9,794","-0,018","4,157","9,812",0
2025-05-26 04:30:00,"6,289","-0,019","4,157","6,308",0
2025-05-26 04:25:00,"6,732","-0,018","4,157","6,75",0
2025-05-26 04:20:00,"6,067","-0,018","4,157","6,085",0
2025-05-26 04:15:00,"7,677","-0,018","4,157","7,695",0
2025-05-26 04:10:00,"7,589","-0,018","4,157","7,607",0
2025-05-26 04:05:00,"8,316","-0,018","4,157","8,334",0
2025-05-26 04:00:00,"9,181","-0,019","4,157","9,199",0
2025-05-26 03:55:00,"8,864","-0,019","4,157","8,883",0
2025-05-26 03:50:00,"7,443","-0,019","4,157","7,462",0
2025-05-26 03:45:00,"4,812","-0,018","4,157","4,83",0
2025-05-26 03:40:00,"4,592","-0,018","4,157","4,61",0
2025-05-26 03:35:00,"4,83","-0,019","4,157","4,849",0
2025-05-26 03:30:00,"4,758","-0,019","4,157","4,776",0
2025-05-26 03:25:00,"4,819","-0,019","4,157","4,838",0
2025-05-26 03:20:00,"4,887","-0,019","4,157","4,906",0
2025-05-26 03:15:00,"4,729","-0,019","4,157","4,748",0
2025-05-26 03:10:00,"4,525","-0,019","4,157","4,544",0
2025-05-26 03:05:00,"4,714","-0,019","4,157","4,733",0
2025-05-26 03:00:00,"4,839","-0,019","4,157","4,858",0
2025-05-26 02:55:00,"4,713","-0,019","4,157","4,732",0
2025-05-26 02:50:00,"4,757","-0,019","4,157","4,775",0
2025-05-26 02:45:00,"5,382","-0,019","4,157","5,401",0
2025-05-26 02:40:00,"6,39","-0,018","4,157","6,408",0
2025-05-26 02:35:00,"6,545","-0,019","4,157","6,564",0
2025-05-26 02:30:00,"6,536","-0,019","4,157","6,554",0
2025-05-26 02:25:00,"6,667","-0,019","4,157","6,686",0
2025-05-26 02:20:00,"6,616","-0,019","4,157","6,635",0
2025-05-26 02:15:00,"6,61","-0,018","4,157","6,628",0
2025-05-26 02:10:00,"6,349","-0,018","4,157","6,367",0
2025-05-26 02:05:00,"6,641","-0,018","4,157","6,66",0
2025-05-26 02:00:00,"7,246","-0,018","4,157","7,265",0
2025-05-26 01:55:00,"7,129","-0,018","4,157","7,147",0
2025-05-26 01:50:00,"6,102","-0,018","4,157","6,12",0
2025-05-26 01:45:00,"6,434","-0,018","4,157","6,453",0
2025-05-26 01:40:00,"6,38","-0,018","4,157","6,398",0
2025-05-26 01:35:00,"6,213","-0,018","4,157","6,231",0
2025-05-26 01:30:00,"6,31","-0,018","4,157","6,329",0
2025-05-26 01:25:00,"6,282","-0,018","4,157","6,3",0
2025-05-26 01:20:00,"6,299","-0,018","4,157","6,317",0
2025-05-26 01:15:00,"6,608","-0,018","4,157","6,626",0
2025-05-26 01:10:00,"6,386","-0,018","4,157","6,405",0
2025-05-26 01:05:00,"6,453","-0,018","4,157","6,472",0
2025-05-26 01:00:00,"6,19","-0,018","4,157","6,209",0
2025-05-26 00:55:00,"6,192","-0,018","4,157","6,21",0
2025-05-26 00:50:00,"6,258","-0,018","4,157","6,276",0
2025-05-26 00:45:00,"6,208","-0,018","4,157","6,227",0
2025-05-26 00:40:00,"6,464","-0,018","4,157","6,482",0
2025-05-26 00:35:00,"6,029","-0,018","4,157","6,047",0
2025-05-26 00:30:00,"6,258","-0,018","4,157","6,276",0
2025-05-26 00:25:00,"5,992","-0,018","4,157","6,01",0
2025-05-26 00:20:00,"6,121","-0,019","4,157","6,14",0
2025-05-26 00:15:00,"6,268","-0,019","4,157","6,286",0
2025-05-26 00:10:00,"6,359","-0,019","4,157","6,378",0
2025-05-26 00:05:00,"6,319","-0,019","4,157","6,337",0
2025-05-26 00:00:00,"6,232","-0,019","4,157","6,251",0
2025-05-25 23:55:00,"6,39","-0,019","4,157","6,408",0
2025-05-25 23:50:00,"6,453","-0,019","4,157","6,472",0
2025-05-25 23:45:00,"6,77","-0,019","4,157","6,788",0
2025-05-25 23:40:00,"6,651","-0,019","4,157","6,669",0
2025-05-25 23:35:00,"6,602","-0,019","4,157","6,621",0
2025-05-25 23:30:00,"6,59","-0,019","4,157","6,609",0
2025-05-25 23:25:00,"6,444","-0,019","4,157","6,462",0
2025-05-25 23:20:00,"6,546","-0,019","4,157","6,565",0
2025-05-25 23:15:00,"6,506","-0,019","4,157","6,524",0
2025-05-25 23:10:00,"6,703","-0,019","4,157","6,721",0
2025-05-25 23:05:00,"6,739","-0,019","4,157","6,758",0
2025-05-25 23:00:00,"6,762","-0,019","4,157","6,781",0
2025-05-25 22:55:00,"6,529","-0,019","4,157","6,548",0
2025-05-25 22:50:00,"6,662","-0,019","4,157","6,68",0
2025-05-25 22:45:00,"6,792","-0,019","4,157","6,811",0
2025-05-25 22:40:00,"6,756","-0,019","4,157","6,775",0
2025-05-25 22:35:00,"6,71","-0,019","4,157","6,729",0
2025-05-25 22:30:00,"6,827","-0,019","4,157","6,846",0
2025-05-25 22:25:00,"6,727","-0,019","4,157","6,746",0
2025-05-25 22:20:00,"6,837","-0,019","4,157","6,855",0
2025-05-25 22:15:00,"6,42","-0,019","4,157","6,438",0
2025-05-25 22:10:00,"6,347","-0,019","4,157","6,366",0
2025-05-25 22:05:00,"6,45","-0,019","4,157","6,468",0
2025-05-25 22:00:00,"6,759","-0,019","4,157","6,777",0
2025-05-25 21:55:00,"6,879","-0,019","4,157","6,898",0
2025-05-25 21:50:00,"6,762","-0,018","4,157","6,78",0
2025-05-25 21:45:00,"6,753","-0,018","4,157","6,771",0
2025-05-25 21:40:00,"6,643","-0,019","4,157","6,661",0
2025-05-25 21:35:00,"6,606","-0,019","4,157","6,625",0
2025-05-25 21:30:00,"6,921","-0,019","4,157","6,94",0
2025-05-25 21:25:00,"6,777","-0,019","4,157","6,796",0
2025-05-25 21:20:00,"6,606","-0,018","4,157","6,624",0
2025-05-25 21:15:00,"7,067","-0,018","4,157","7,086",0
2025-05-25 21:10:00,"6,708","-0,018","4,157","6,727",0
2025-05-25 21:05:00,"6,636","-0,018","4,157","6,654",0
2025-05-25 21:00:00,"6,804","-0,018","4,157","6,823",0
2025-05-25 20:55:00,"6,724","-0,018","4,157","6,742",0
2025-05-25 20:50:00,"6,988","-0,018","4,157","7,007",0
2025-05-25 20:45:00,"7,158","-0,018","4,157","7,176",0
2025-05-25 20:40:00,"7,106","-0,019","4,157","7,125",0
2025-05-25 20:35:00,"8,318","-0,019","4,157","8,336",0
2025-05-25 20:30:00,"12,555","-0,018","4,157","12,573",0
2025-05-25 20:25:00,"13,474","-0,018","4,157","13,492",0
2025-05-25 20:20:00,"14,559","-0,018","4,157","14,577",0
2025-05-25 20:15:00,"12,936","-0,018","4,157","12,955",0
2025-05-25 20:10:00,"12,063","-0,018","4,157","12,082",0
2025-05-25 20:05:00,"18,924","-0,018","4,157","18,942",0
2025-05-25 20:00:00,"20,316","-0,018","4,157","20,335",0
2025-05-25 19:55:00,"19,358","-0,018","4,157","19,377",0
2025-05-25 19:50:00,"19,536","-0,018","4,157","19,555",0
2025-05-25 19:45:00,"19,506","-0,018","4,157","19,524",0
2025-05-25 19:40:00,"17,459","-0,018","4,157","17,477",0
2025-05-25 19:35:00,"17,224","-0,018","4,157","17,242",0
2025-05-25 19:30:00,"18,145","-0,018","4,157","18,163",0
2025-05-25 19:25:00,"17,329","-0,018","4,157","17,347",0
2025-05-25 19:20:00,"16,875","-0,018","4,157","16,894",0
2025-05-25 19:15:00,"18,392","-0,018","4,157","18,41",0
2025-05-25 19:10:00,"18,219","-0,019","4,157","18,237",0
2025-05-25 19:05:00,"17,084","-0,018","4,157","17,103",0
2025-05-25 19:00:00,"18,898","-0,019","4,157","18,917",0
2025-05-25 18:55:00,"19,563","-0,018","4,157","19,581",0
2025-05-25 18:50:00,"17,17","-0,018","4,157","17,189",0
2025-05-25 18:45:00,"18,089","-0,018","4,157","18,107",0
2025-05-25 18:40:00,"19,519","-0,018","4,157","19,537",0
2025-05-25 18:35:00,"18,199","-0,018","4,157","18,218",0
2025-05-25 18:30:00,"16,57","-0,018","4,157","16,589",0
2025-05-25 18:25:00,"17,688","-0,018","4,157","17,706",0
2025-05-25 18:20:00,"17,846","-0,016","4,157","17,861",0
2025-05-25 18:15:00,"19,202","-0,012","4,157","19,215",0
2025-05-25 18:10:00,"19,531","-0,056","4,157","19,587",0
2025-05-25 18:05:00,"18,204","0,085","4,157","18,119",0
2025-05-25 18:00:00,"18,12","0,166","4,157","17,953",0
2025-05-25 17:55:00,"18,93","0,249","4,157","18,681",0
2025-05-25 17:50:00,"18,401","0,335","4,157","18,066",0
2025-05-25 17:45:00,"19,476","0,422","4,157","19,054",0
2025-05-25 17:40:00,"22,045","0,511","4,157","21,534",0
2025-05-25 17:35:00,"21,209","0,611","4,157","20,597",0
2025-05-25 17:30:00,"22,046","0,657","4,157","21,39",0
2025-05-25 17:25:00,"22,232","0,72","4,157","21,512",0
2025-05-25 17:20:00,"21,675","0,731","4,157","20,944",0
2025-05-25 17:15:00,"22,452","0,719","4,157","21,733",0
2025-05-25 17:10:00,"22,593","0,681","4,157","21,912",0
2025-05-25 17:05:00,"21,638","0,683","4,157","20,955",0
2025-05-25 17:00:00,"22,673","0,723","4,157","21,95",0
2025-05-25 16:55:00,"22,376","0,808","4,157","21,568",0
2025-05-25 16:50:00,"21,187","0,978","4,157","20,209",0
2025-05-25 16:45:00,"21,44","1,021","4,157","20,42",0
2025-05-25 16:40:00,"20,993","1,328","4,157","19,665",0
2025-05-25 16:35:00,"22,822","1,505","4,157","21,317",0
2025-05-25 16:30:00,"23,453","1,408","4,157","22,045",0
2025-05-25 16:25:00,"23,657","1,92","4,157","21,737",0
2025-05-25 16:20:00,"24,044","3,778","4,157","20,266",0
2025-05-25 16:15:00,"28,038","5,911","4,157","22,128",0
2025-05-25 16:10:00,"28,575","6,115","4,157","22,46",0
2025-05-25 16:05:00,"28,058","6,386","4,157","21,672",0
2025-05-25 16:00:00,"28,576","6,74","4,157","21,835",0
2025-05-25 15:55:00,"28,523","7,259","4,157","21,264",0
2025-05-25 15:50:00,"29,99","7,661","4,157","22,328",0
2025-05-25 15:45:00,"29,944","7,977","4,157","21,966",0
2025-05-25 15:40:00,"30,077","8,455","4,157","21,621",0
2025-05-25 15:35:00,"31,189","8,823","4,157","22,366",0
2025-05-25 15:30:00,"31,13","9,193","4,157","21,937",0
2025-05-25 15:25:00,"33,657","9,511","4,157","24,146",0
2025-05-25 15:20:00,"35,261","10,028","4,157","25,234",0
2025-05-25 15:15:00,"35,009","10,332","4,157","24,677",0
2025-05-25 15:10:00,"34,866","10,508","4,157","24,358",0
2025-05-25 15:05:00,"35,045","10,975","4,157","24,07",0
2025-05-25 15:00:00,"33,286","10,78","4,157","22,506",0
2025-05-25 14:55:00,"32,119","10,374","4,157","21,744",0
2025-05-25 14:50:00,"31,588","10,137","4,157","21,451",0
2025-05-25 14:45:00,"30,793","9,805","4,157","20,988",0
2025-05-25 14:40:00,"30,24","9,664","4,157","20,576",0
2025-05-25 14:35:00,"30,371","9,893","4,157","20,477",0
2025-05-25 14:30:00,"30,665","9,948","4,157","20,717",0
2025-05-25 14:25:00,"30,636","10,147","4,157","20,489",0
2025-05-25 14:20:00,"31,204","10,438","4,157","20,766",0
2025-05-25 14:15:00,"31,044","10,323","4,157","20,722",0
2025-05-25 14:10:00,"31,181","10,533","4,157","20,648",0
2025-05-25 14:05:00,"30,222","10,195","4,157","20,026",0
2025-05-25 14:00:00,"32,92","10,941","4,157","21,979",0
2025-05-25 13:55:00,"31,602","10,916","4,157","20,686",0
2025-05-25 13:50:00,"31,57","10,861","4,157","20,709",0
2025-05-25 13:45:00,"31,269","10,987","4,157","20,282",0
2025-05-25 13:40:00,"31,173","11,04","4,157","20,133",0
2025-05-25 13:35:00,"31,421","11,218","4,157","20,203",0
2025-05-25 13:30:00,"32,223","11,221","4,157","21,002",0
2025-05-25 13:25:00,"32,517","11,371","4,157","21,146",0
2025-05-25 13:20:00,"33,144","11,681","4,157","21,463",0
2025-05-25 13:15:00,"33,56","11,868","4,157","21,692",0
2025-05-25 13:10:00,"32,907","11,921","4,157","20,986",0
2025-05-25 13:05:00,"33,17","11,982","4,157","21,187",0
2025-05-25 13:00:00,"33,549","12,042","4,157","21,507",0
2025-05-25 12:55:00,"33,9","12,067","4,157","21,833",0
2025-05-25 12:50:00,"33,905","12,118","4,157","21,786",0
2025-05-25 12:45:00,"33,859","12,194","4,157","21,665",0
2025-05-25 12:40:00,"33,153","12,204","4,157","20,949",0
2025-05-25 12:35:00,"33,597","12,233","4,157","21,363",0
2025-05-25 12:30:00,"33,583","12,322","4,157","21,261",0
2025-05-25 12:25:00,"33,705","12,369","4,157","21,336",0
2025-05-25 12:20:00,"34,381","12,413","4,157","21,968",0
2025-05-25 12:15:00,"34,003","12,479","4,157","21,524",0
2025-05-25 12:10:00,"34,045","12,506","4,157","21,539",0
2025-05-25 12:05:00,"34,95","12,452","4,157","22,497",0
2025-05-25 12:00:00,"35,124","12,433","4,157","22,69",0
2025-05-25 11:55:00,"34,109","12,358","4,157","21,751",0
2025-05-25 11:50:00,"33,472","12,429","4,157","21,043",0
2025-05-25 11:45:00,"35,273","12,345","4,157","22,928",0
2025-05-25 11:40:00,"34,522","12,374","4,157","22,148",0
2025-05-25 11:35:00,"35,483","12,326","4,157","23,157",0
2025-05-25 11:30:00,"34,673","12,429","4,157","22,244",0
2025-05-25 11:25:00,"35,834","12,41","4,157","23,424",0
2025-05-25 11:20:00,"36,117","12,37","4,157","23,747",0
2025-05-25 11:15:00,"35,459","12,404","4,157","23,056",0
2025-05-25 11:10:00,"36,071","12,393","4,157","23,677",0
2025-05-25 11:05:00,"36,853","12,256","4,157","24,597",0
2025-05-25 11:00:00,"35,249","12,328","4,157","22,921",0
2025-05-25 10:55:00,"35,63","12,263","4,157","23,367",0
2025-05-25 10:50:00,"35,31","12,573","4,157","22,737",0
2025-05-25 10:45:00,"35,094","12,514","4,157","22,58",0
2025-05-25 10:40:00,"35,925","12,431","4,157","23,494",0
2025-05-25 10:35:00,"36,082","12,584","4,157","23,498",0
2025-05-25 10:30:00,"35,563","12,409","4,157","23,154",0
2025-05-25 10:25:00,"35,782","12,387","4,157","23,395",0
2025-05-25 10:20:00,"35,19","12,005","4,157","23,184",0
2025-05-25 10:15:00,"33,012","11,895","4,157","21,117",0
2025-05-25 10:10:00,"32,582","11,812","4,157","20,769",0
2025-05-25 10:05:00,"32,127","11,755","4,157","20,372",0
2025-05-25 10:00:00,"31,377","12,092","4,157","19,285",0
2025-05-25 09:55:00,"24,781","7,051","4,157","17,73",0
2025-05-25 09:50:00,"23,951","5,743","4,157","18,208",0
2025-05-25 09:45:00,"24,78","8,124","4,157","16,656",0
2025-05-25 09:40:00,"28,768","11,217","4,157","17,551",0
2025-05-25 09:35:00,"30,185","10,989","4,157","19,196",0
2025-05-25 09:30:00,"26,62","9,916","4,157","16,704",0
2025-05-25 09:25:00,"27,759","10,34","4,157","17,42",0
2025-05-25 09:20:00,"27,556","10,213","4,157","17,343",0
2025-05-25 09:15:00,"26,931","10,124","4,157","16,807",0
2025-05-25 09:10:00,"27,368","10,01","4,157","17,359",0
2025-05-25 09:05:00,"26,531","9,716","4,157","16,816",0
2025-05-25 09:00:00,"26,106","9,431","4,157","16,675",0
2025-05-25 08:55:00,"25,986","9,059","4,157","16,927",0
2025-05-25 08:50:00,"23,411","9,097","4,157","14,314",0
2025-05-25 08:45:00,"22,715","8,969","4,157","13,746",0
2025-05-25 08:40:00,"19,35","8,769","4,157","10,581",0
2025-05-25 08:35:00,"18,708","8,61","4,157","10,098",0
2025-05-25 08:30:00,"19,828","8,318","4,157","11,51",0
2025-05-25 08:25:00,"17,859","8,14","4,157","9,719",0
2025-05-25 08:20:00,"18,301","7,876","4,157","10,425",0
2025-05-25 08:15:00,"19,306","7,688","4,157","11,618",0
2025-05-25 08:10:00,"17,843","7,512","4,157","10,331",0
2025-05-25 08:05:00,"19,009","7,254","4,157","11,755",0
2025-05-25 08:00:00,"20,85","7,01","4,157","13,84",0
2025-05-25 07:55:00,"21,111","6,998","4,157","14,113",0
2025-05-25 07:50:00,"22,437","7,209","4,157","15,228",0
2025-05-25 07:45:00,"19,946","6,467","4,157","13,478",0
2025-05-25 07:40:00,"20,434","6,437","4,157","13,997",0
2025-05-25 07:35:00,"16,998","5,849","4,157","11,15",0
2025-05-25 07:30:00,"14,999","5,663","4,157","9,336",0
2025-05-25 07:25:00,"14,113","5,293","4,157","8,82",0
2025-05-25 07:20:00,"12,546","4,903","4,157","7,643",0
2025-05-25 07:15:00,"10,484","4,651","4,157","5,833",0
2025-05-25 07:10:00,"9,614","4,27","4,157","5,344",0
2025-05-25 07:05:00,"9,198","3,936","4,157","5,261",0
2025-05-25 07:00:00,"8,207","3,36","4,157","4,847",0
2025-05-25 06:55:00,"7,683","2,818","4,157","4,865",0
2025-05-25 06:50:00,"8,09","3,264","4,157","4,826",0
2025-05-25 06:45:00,"7,539","3,1","4,157","4,44",0
2025-05-25 06:40:00,"7,214","2,725","4,157","4,489",0
2025-05-25 06:35:00,"6,708","2,423","4,157","4,285",0
2025-05-25 06:30:00,"6,823","2,32","4,157","4,503",0
2025-05-25 06:25:00,"6,671","2,261","4,157","4,409",0
2025-05-25 06:20:00,"7,354","2,485","4,157","4,869",0
2025-05-25 06:15:00,"6,907","2,372","4,157","4,536",0
2025-05-25 06:10:00,"6,574","2,061","4,157","4,513",0
2025-05-25 06:05:00,"6,702","1,736","4,157","4,966",0
2025-05-25 06:00:00,"5,992","1,409","4,157","4,582",0
2025-05-25 05:55:00,"5,717","1,029","4,234","4,689",0
2025-05-25 05:50:00,"5,684","0,743","4,235","4,941",0
2025-05-25 05:45:00,"5,719","0,561","4,235","5,159",0
2025-05-25 05:40:00,"5,677","0,337","4,235","5,34",0
2025-05-25 05:35:00,"5,28","0,145","4,235","5,135",0
2025-05-25 05:30:00,"4,876","-0,016","4,235","4,892",0
2025-05-25 05:25:00,"4,856","-0,013","4,235","4,87",0
2025-05-25 05:20:00,"4,82","-0,016","4,235","4,837",0
2025-05-25 05:15:00,"5,226","-0,018","4,235","5,244",0
2025-05-25 05:10:00,"4,742","-0,018","4,235","4,761",0
2025-05-25 05:05:00,"4,614","-0,019","4,235","4,632",0
2025-05-25 05:00:00,"4,417","-0,019","4,235","4,436",0
2025-05-25 04:55:00,"4,547","-0,019","4,235","4,565",0
2025-05-25 04:50:00,"4,94","-0,019","4,235","4,959",0
2025-05-25 04:45:00,"4,688","-0,019","4,235","4,707",0
2025-05-25 04:40:00,"5,011","-0,019","4,235","5,029",0
2025-05-25 04:35:00,"5,369","-0,019","4,235","5,387",0
2025-05-25 04:30:00,"5,726","-0,019","4,235","5,745",0
2025-05-25 04:25:00,"6,215","-0,019","4,235","6,234",0
2025-05-25 04:20:00,"7,118","-0,019","4,235","7,137",0
2025-05-25 04:15:00,"7,063","-0,019","4,235","7,082",0
2025-05-25 04:10:00,"6,678","-0,019","4,235","6,697",0
2025-05-25 04:05:00,"6,498","-0,019","4,235","6,516",0
2025-05-25 04:00:00,"6,043","-0,019","4,235","6,062",0
2025-05-25 03:55:00,"5,755","-0,019","4,235","5,774",0
2025-05-25 03:50:00,"5,434","-0,019","4,235","5,452",0
2025-05-25 03:45:00,"5,131","-0,019","4,235","5,149",0
2025-05-25 03:40:00,"5,433","-0,019","4,235","5,452",0
2025-05-25 03:35:00,"4,965","-0,019","4,235","4,984",0
2025-05-25 03:30:00,"6,092","-0,019","4,235","6,11",0
2025-05-25 03:25:00,"5,948","-0,019","4,235","5,967",0
2025-05-25 03:20:00,"6,021","-0,018","4,235","6,04",0
2025-05-25 03:15:00,"6,345","-0,018","4,235","6,364",0
2025-05-25 03:10:00,"6,172","-0,018","4,235","6,191",0
2025-05-25 03:05:00,"5,831","-0,018","4,235","5,849",0
2025-05-25 03:00:00,"4,871","-0,018","4,235","4,89",0
2025-05-25 02:55:00,"4,655","-0,018","4,235","4,673",0
2025-05-25 02:50:00,"4,49","-0,018","4,235","4,508",0
2025-05-25 02:45:00,"4,55","-0,018","4,235","4,568",0
2025-05-25 02:40:00,"4,674","-0,018","4,235","4,693",0
2025-05-25 02:35:00,"4,815","-0,018","4,235","4,833",0
2025-05-25 02:30:00,"4,816","-0,018","4,235","4,834",0
2025-05-25 02:25:00,"4,851","-0,018","4,235","4,87",0
2025-05-25 02:20:00,"4,78","-0,018","4,235","4,798",0
2025-05-25 02:15:00,"4,57","-0,018","4,235","4,589",0
2025-05-25 02:10:00,"4,564","-0,018","4,235","4,582",0
2025-05-25 02:05:00,"4,684","-0,018","4,235","4,702",0
2025-05-25 02:00:00,"4,463","-0,018","4,235","4,481",0
2025-05-25 01:55:00,"4,535","-0,018","4,235","4,553",0
2025-05-25 01:50:00,"4,921","-0,018","4,235","4,939",0
2025-05-25 01:45:00,"4,678","-0,018","4,235","4,696",0
2025-05-25 01:40:00,"4,453","-0,018","4,235","4,472",0
2025-05-25 01:35:00,"4,739","-0,018","4,235","4,757",0
2025-05-25 01:30:00,"4,564","-0,018","4,235","4,582",0
2025-05-25 01:25:00,"4,524","-0,018","4,235","4,543",0
2025-05-25 01:20:00,"4,838","-0,018","4,235","4,856",0
2025-05-25 01:15:00,"4,885","-0,018","4,235","4,903",0
2025-05-25 01:10:00,"4,809","-0,018","4,235","4,827",0
2025-05-25 01:05:00,"4,903","-0,018","4,235","4,921",0
2025-05-25 01:00:00,"4,935","-0,018","4,235","4,953",0
2025-05-25 00:55:00,"4,897","-0,018","4,331","4,915",0
2025-05-25 00:50:00,"4,37","-0,018","4,332","4,388",0
2025-05-25 00:45:00,"4,55","-0,018","4,332","4,568",0
2025-05-25 00:40:00,"4,423","-0,018","4,332","4,441",0
2025-05-25 00:35:00,"4,511","-0,018","4,332","4,529",0
2025-05-25 00:30:00,"4,495","-0,018","4,332","4,513",0
2025-05-25 00:25:00,"4,573","-0,018","4,332","4,592",0
2025-05-25 00:20:00,"4,58","-0,018","4,332","4,598",0
2025-05-25 00:15:00,"4,385","-0,018","4,332","4,403",0
2025-05-25 00:10:00,"4,847","-0,018","4,332","4,865",0
2025-05-25 00:05:00,"5,229","-0,018","4,332","5,247",0
2025-05-25 00:00:00,"5,728","-0,018","4,332","5,747",0
2025-05-24 23:55:00,"5,71","-0,018","4,332","5,728",0
2025-05-24 23:50:00,"5,769","-0,018","4,332","5,787",0
2025-05-24 23:45:00,"5,045","-0,018","4,332","5,063",0
2025-05-24 23:40:00,5,"-0,018","4,332","5,019",0
2025-05-24 23:35:00,"4,646","-0,018","4,332","4,664",0
2025-05-24 23:30:00,"4,54","-0,018","4,332","4,558",0
2025-05-24 23:25:00,"4,553","-0,018","4,332","4,572",0
2025-05-24 23:20:00,"4,633","-0,018","4,332","4,651",0
2025-05-24 23:15:00,"4,63","-0,018","4,332","4,648",0
2025-05-24 23:10:00,"4,567","-0,018","4,332","4,585",0
2025-05-24 23:05:00,"4,678","-0,018","4,332","4,696",0
2025-05-24 23:00:00,"4,654","-0,018","4,332","4,672",0
2025-05-24 22:55:00,"4,557","-0,018","4,344","4,575",0
2025-05-24 22:50:00,"4,429","-0,018","4,344","4,447",0
2025-05-24 22:45:00,"4,631","-0,018","4,344","4,649",0
2025-05-24 22:40:00,"4,364","-0,018","4,344","4,383",0
2025-05-24 22:35:00,"5,641","-0,018","4,344","5,659",0
2025-05-24 22:30:00,"6,663","-0,018","4,344","6,682",0
2025-05-24 22:25:00,"6,803","-0,018","4,344","6,821",0
2025-05-24 22:20:00,"6,556","-0,018","4,344","6,575",0
2025-05-24 22:15:00,"6,396","-0,018","4,344","6,414",0
2025-05-24 22:10:00,"6,415","-0,018","4,344","6,433",0
2025-05-24 22:05:00,"6,408","-0,018","4,344","6,426",0
2025-05-24 22:00:00,"6,259","-0,018","4,344","6,278",0
2025-05-24 21:55:00,"6,546","-0,018","4,344","6,564",0
2025-05-24 21:50:00,"6,49","-0,018","4,344","6,509",0
2025-05-24 21:45:00,"6,342","-0,018","4,344","6,36",0
2025-05-24 21:40:00,"6,572","-0,019","4,344","6,591",0
2025-05-24 21:35:00,"6,773","-0,019","4,344","6,791",0
2025-05-24 21:30:00,"6,655","-0,019","4,344","6,674",0
2025-05-24 21:25:00,"6,697","-0,019","4,344","6,716",0
2025-05-24 21:20:00,"6,619","-0,019","4,344","6,637",0
